Mon Dec 12 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/eml.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/archive.do?r=hsu_wildlife_birds	HSU Wildlife Birds	HSU	Humboldt State University Wildlife Museum bird study skins, live mounts, and osteology	Tamar Danufsky	Humboldt State University, Wildlife Department	td6@humboldt.edu	Humboldt State University Wildlife Museum data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of Wildlife Department. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Wildlife Museum notified. Humboldt State University and its staff are not responsible for damages, injury or loss due to the use of these data.	8418	Humboldt State University Wildlife Museum	ORNIS	e15225a1-bf7c-40c9-9a29-3943560ffaca	urn:catalog:HSU:WildlifeBirds:1635						PreservedSpecimen			1635	WildlifeBirds		North America			United States	US	Humboldt			11									224			1968-08-11																		;USA;California;Humboldt;;;;									1			HSU										Mouth of Mattole River																					8							skin			Robert E. Jones & James B. Faro											224	California									USA; California; Humboldt;			1968				urn:lsid:biocol.org:col:35110			present															Charadriiformes:Alcidae:Uria	Animalia	Chordata	Aves	Charadriiformes	Alcidae	Uria		aalge		Uria aalge		Common Murre	species				ICZN															
Mon Dec 12 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/eml.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/archive.do?r=hsu_wildlife_birds	HSU Wildlife Birds	HSU	Humboldt State University Wildlife Museum bird study skins, live mounts, and osteology	Tamar Danufsky	Humboldt State University, Wildlife Department	td6@humboldt.edu	Humboldt State University Wildlife Museum data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of Wildlife Department. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Wildlife Museum notified. Humboldt State University and its staff are not responsible for damages, injury or loss due to the use of these data.	8418	Humboldt State University Wildlife Museum	ORNIS	0a0c5716-a611-4ef2-864c-58268812f588	urn:catalog:HSU:WildlifeBirds:1636						PreservedSpecimen			1636	WildlifeBirds		North America			United States	US	Humboldt			11									224			1968-08-11																		;USA;California;Humboldt;;;;									1			HSU										Mouth of Mattole River																					8							skin			Robert E. Jones & James B. Faro											224	California									USA; California; Humboldt;			1968				urn:lsid:biocol.org:col:35110			present															Charadriiformes:Alcidae:Uria	Animalia	Chordata	Aves	Charadriiformes	Alcidae	Uria		aalge		Uria aalge		Common Murre	species				ICZN															
Mon Dec 12 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/eml.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/archive.do?r=hsu_wildlife_birds	HSU Wildlife Birds	HSU	Humboldt State University Wildlife Museum bird study skins, live mounts, and osteology	Tamar Danufsky	Humboldt State University, Wildlife Department	td6@humboldt.edu	Humboldt State University Wildlife Museum data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of Wildlife Department. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Wildlife Museum notified. Humboldt State University and its staff are not responsible for damages, injury or loss due to the use of these data.	8418	Humboldt State University Wildlife Museum	ORNIS	833e6b1a-445d-4d84-a417-cd16d541fa06	urn:catalog:HSU:WildlifeBirds:1637						PreservedSpecimen			1637	WildlifeBirds		North America			United States	US	Elko															1968-08																		;USA;Nevada;Elko;;;;									1			HSU										Ruby Lake National Wildlife Refuge																					8							skin			Joe Jarvis												Nevada									USA; Nevada; Elko;			1968				urn:lsid:biocol.org:col:35110			present															Anseriformes:Anatidae:Aythya	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya		americana		Aythya americana		Redhead	species				ICZN															
Mon Dec 12 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/eml.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/archive.do?r=hsu_wildlife_birds	HSU Wildlife Birds	HSU	Humboldt State University Wildlife Museum bird study skins, live mounts, and osteology	Tamar Danufsky	Humboldt State University, Wildlife Department	td6@humboldt.edu	Humboldt State University Wildlife Museum data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of Wildlife Department. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Wildlife Museum notified. Humboldt State University and its staff are not responsible for damages, injury or loss due to the use of these data.	8418	Humboldt State University Wildlife Museum	ORNIS	9b0249d8-682f-49dd-8fde-b0c565719178	urn:catalog:HSU:WildlifeBirds:1638						PreservedSpecimen			1638	WildlifeBirds		North America			United States	US	Elko															1968																		;USA;Nevada;Elko;;;;									1			HSU										Ruby Lake National Wildlife Refuge																												skin			Joe Jarvis												Nevada									USA; Nevada; Elko;			1968				urn:lsid:biocol.org:col:35110			present															Gruiformes:Rallidae:Fulica	Animalia	Chordata	Aves	Gruiformes	Rallidae	Fulica		americana		Fulica americana		American Coot	species				ICZN															
Mon Dec 12 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/eml.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/archive.do?r=hsu_wildlife_birds	HSU Wildlife Birds	HSU	Humboldt State University Wildlife Museum bird study skins, live mounts, and osteology	Tamar Danufsky	Humboldt State University, Wildlife Department	td6@humboldt.edu	Humboldt State University Wildlife Museum data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of Wildlife Department. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Wildlife Museum notified. Humboldt State University and its staff are not responsible for damages, injury or loss due to the use of these data.	8418	Humboldt State University Wildlife Museum	ORNIS	a2084838-94ab-444b-8aa5-b17848276c7a	urn:catalog:HSU:WildlifeBirds:957						PreservedSpecimen			957	WildlifeBirds		North America			United States	US	Humboldt			12									133			1964-05-12																		;USA;California;Humboldt;;;;									1			HSU										Arcata Bottoms																					5							mount			Stan W. Harris											133	California									USA; California; Humboldt;			1964				urn:lsid:biocol.org:col:35110			present															Anseriformes:Anatidae:Anas	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas		discors x cyanoptera		Anas discors x cyanoptera		Blue-winged x Cinnamon Teal	species				ICZN															
Mon Dec 12 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/eml.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/archive.do?r=hsu_wildlife_birds	HSU Wildlife Birds	HSU	Humboldt State University Wildlife Museum bird study skins, live mounts, and osteology	Tamar Danufsky	Humboldt State University, Wildlife Department	td6@humboldt.edu	Humboldt State University Wildlife Museum data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of Wildlife Department. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Wildlife Museum notified. Humboldt State University and its staff are not responsible for damages, injury or loss due to the use of these data.	8418	Humboldt State University Wildlife Museum	ORNIS	3fda03e5-e235-46fd-8b2f-2f124ad3b9b8	urn:catalog:HSU:WildlifeBirds:958						PreservedSpecimen			958	WildlifeBirds		North America			United States	US	Humboldt			24									268			1964-09-24																		;USA;California;Humboldt;;;;									1			HSU										2-5 mi. W of Eureka Channel entrance																					9							skin			Clifford Tiscar											268	California									USA; California; Humboldt;			1964				urn:lsid:biocol.org:col:35110			present															Charadriiformes:Alcidae:Uria	Animalia	Chordata	Aves	Charadriiformes	Alcidae	Uria		aalge		Uria aalge		Common Murre	species				ICZN															
Mon Dec 12 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/eml.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/archive.do?r=hsu_wildlife_birds	HSU Wildlife Birds	HSU	Humboldt State University Wildlife Museum bird study skins, live mounts, and osteology	Tamar Danufsky	Humboldt State University, Wildlife Department	td6@humboldt.edu	Humboldt State University Wildlife Museum data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of Wildlife Department. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Wildlife Museum notified. Humboldt State University and its staff are not responsible for damages, injury or loss due to the use of these data.	8418	Humboldt State University Wildlife Museum	ORNIS	8087e605-4b96-4a1b-b390-32e9dd3de5d5	urn:catalog:HSU:WildlifeBirds:959						PreservedSpecimen			959	WildlifeBirds		North America			United States	US	Humboldt			25									146			1964-05-25																		;USA;California;Humboldt;;;;									1			HSU										2-5 mi. W of Eureka Channel entrance																					5							skin			Clifford Tiscar											146	California									USA; California; Humboldt;			1964				urn:lsid:biocol.org:col:35110			present															Charadriiformes:Laridae:Larus	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus		occidentalis		Larus occidentalis		Western Gull	species				ICZN															
Mon Dec 12 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/eml.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/archive.do?r=hsu_wildlife_birds	HSU Wildlife Birds	HSU	Humboldt State University Wildlife Museum bird study skins, live mounts, and osteology	Tamar Danufsky	Humboldt State University, Wildlife Department	td6@humboldt.edu	Humboldt State University Wildlife Museum data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of Wildlife Department. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Wildlife Museum notified. Humboldt State University and its staff are not responsible for damages, injury or loss due to the use of these data.	8418	Humboldt State University Wildlife Museum	ORNIS	a7233915-a25a-4aa3-b3ec-1ed6f7312869	urn:catalog:HSU:WildlifeBirds:960						PreservedSpecimen			960	WildlifeBirds		North America			United States	US	Humboldt			19									140			1964-05-19																		;USA;California;Humboldt;;;;									1			HSU										Arcata Bottoms																					5							skin			R. J. Wheeler											140	California									USA; California; Humboldt;			1964				urn:lsid:biocol.org:col:35110			present															Anseriformes:Anatidae:Anas	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas		platyrhynchos	platyrhynchos	Anas platyrhynchos platyrhynchos		Northern Mallard	subspecies				ICZN															
Mon Dec 12 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/eml.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/archive.do?r=hsu_wildlife_birds	HSU Wildlife Birds	HSU	Humboldt State University Wildlife Museum bird study skins, live mounts, and osteology	Tamar Danufsky	Humboldt State University, Wildlife Department	td6@humboldt.edu	Humboldt State University Wildlife Museum data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of Wildlife Department. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Wildlife Museum notified. Humboldt State University and its staff are not responsible for damages, injury or loss due to the use of these data.	8418	Humboldt State University Wildlife Museum	ORNIS	76d10d29-cccb-405b-a6da-1f77684dc8ec	urn:catalog:HSU:WildlifeBirds:961						PreservedSpecimen			961	WildlifeBirds		North America			United States	US	Humboldt			18									109			1964-04-18																		;USA;California;Humboldt;;;;									1			HSU										Arcata Bottoms																					4							skin			R. J. Wheeler											109	California									USA; California; Humboldt;			1964				urn:lsid:biocol.org:col:35110			present															Anseriformes:Anatidae:Anas	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas		platyrhynchos	platyrhynchos	Anas platyrhynchos platyrhynchos		Northern Mallard	subspecies				ICZN															
Mon Dec 12 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/eml.do?r=hsu_wildlife_birds	http://ipt.vertnet.org:8080/ipt/archive.do?r=hsu_wildlife_birds	HSU Wildlife Birds	HSU	Humboldt State University Wildlife Museum bird study skins, live mounts, and osteology	Tamar Danufsky	Humboldt State University, Wildlife Department	td6@humboldt.edu	Humboldt State University Wildlife Museum data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of Wildlife Department. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Wildlife Museum notified. Humboldt State University and its staff are not responsible for damages, injury or loss due to the use of these data.	8418	Humboldt State University Wildlife Museum	ORNIS	51903e6a-4744-4d7c-9e05-88fb4cb8f767	urn:catalog:HSU:WildlifeBirds:1628						PreservedSpecimen			1628	WildlifeBirds																																								;;;;;;;									1			HSU																																						mount																								; ; ;							urn:lsid:biocol.org:col:35110			present															Passeriformes:Pachycephalidae:Pachycephala	Animalia	Chordata	Aves	Passeriformes	Corvidae	Pachycephala		melanura		Pachycephala melanura		Golden Whistler	species				ICZN															
