Wed Apr 25 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/eml.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/archive.do?r=mpm_herps	MPM Herpetology	MPM	The Milwaukee Public Museum (MPM) collection contains amphibians and reptiles from around the US, especially the Midwest, and from the West Indies, where retired Curator Robert Henderson still does research.  MPM has collected these animals since the late 1800s to document the tremendous variety of animal life on our planet.  Today, the MPM vertebrate zoologists center their research on the classification, evolution, natural history and ecology of animals with an emphasis on documenting biological diversity.	Gary Casper	Milwaukee Public Museum	gc@greatlakeseco.com	Milwaukee Public Museum (MPM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MPM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SMNS notified. The MPM and its staff are not responsible for damages, injury or loss due to the use of these data.	29532	Milwaukee Public Museum	HerpNET	a585f5e0-d522-4542-8f59-3ae6928a67a5	urn:catalog:MPM:H:19732						PreservedSpecimen			19732	H		North America			USA		Mariposa			26									177			1967-06-26																		North America; USA; California; Mariposa												MPM										YOSEMITE NAT PK, 5.4 MI E CA 141,GLACIER PT RD																					6							specimen		RMB 1575	Blaney,R M											177	California									YOSEMITE NAT PK, 5.4 MI E CA 141,GLACIER PT RD			1967																						Animalia Chordata Amphibia Anura Bufonidae	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo		canorus		Bufo canorus							ICZN															
Wed Apr 25 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/eml.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/archive.do?r=mpm_herps	MPM Herpetology	MPM	The Milwaukee Public Museum (MPM) collection contains amphibians and reptiles from around the US, especially the Midwest, and from the West Indies, where retired Curator Robert Henderson still does research.  MPM has collected these animals since the late 1800s to document the tremendous variety of animal life on our planet.  Today, the MPM vertebrate zoologists center their research on the classification, evolution, natural history and ecology of animals with an emphasis on documenting biological diversity.	Gary Casper	Milwaukee Public Museum	gc@greatlakeseco.com	Milwaukee Public Museum (MPM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MPM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SMNS notified. The MPM and its staff are not responsible for damages, injury or loss due to the use of these data.	29532	Milwaukee Public Museum	HerpNET	47bbeef6-fd89-4879-b4f4-40f846676ef3	urn:catalog:MPM:H:19733						PreservedSpecimen			19733	H		North America			USA		Brewster			11									162			1973-06-11																		North America; USA; Texas; Brewster												MPM										2.9 MI N ALPINE, TEX 118																					6							specimen		RMB 5168	Blaney,R M											162	Texas									2.9 MI N ALPINE, TEX 118			1973																						Animalia Chordata Amphibia Anura Bufonidae	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo		debilis		Bufo debilis							ICZN															
Wed Apr 25 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/eml.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/archive.do?r=mpm_herps	MPM Herpetology	MPM	The Milwaukee Public Museum (MPM) collection contains amphibians and reptiles from around the US, especially the Midwest, and from the West Indies, where retired Curator Robert Henderson still does research.  MPM has collected these animals since the late 1800s to document the tremendous variety of animal life on our planet.  Today, the MPM vertebrate zoologists center their research on the classification, evolution, natural history and ecology of animals with an emphasis on documenting biological diversity.	Gary Casper	Milwaukee Public Museum	gc@greatlakeseco.com	Milwaukee Public Museum (MPM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MPM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SMNS notified. The MPM and its staff are not responsible for damages, injury or loss due to the use of these data.	29532	Milwaukee Public Museum	HerpNET	bd1f5e9c-6c72-4cfa-a6d9-4ff3fbe7a041	urn:catalog:MPM:H:19734						PreservedSpecimen			19734	H		North America			USA		Presidio			13									164			1973-06-13																		North America; USA; Texas; Presidio												MPM										4 MI E MARFA, US 90X 118																					6							specimen		RMB 5190	Blaney,R M											164	Texas									4 MI E MARFA, US 90X 118			1973																						Animalia Chordata Amphibia Anura Bufonidae	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo		debilis		Bufo debilis							ICZN															
Wed Apr 25 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/eml.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/archive.do?r=mpm_herps	MPM Herpetology	MPM	The Milwaukee Public Museum (MPM) collection contains amphibians and reptiles from around the US, especially the Midwest, and from the West Indies, where retired Curator Robert Henderson still does research.  MPM has collected these animals since the late 1800s to document the tremendous variety of animal life on our planet.  Today, the MPM vertebrate zoologists center their research on the classification, evolution, natural history and ecology of animals with an emphasis on documenting biological diversity.	Gary Casper	Milwaukee Public Museum	gc@greatlakeseco.com	Milwaukee Public Museum (MPM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MPM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SMNS notified. The MPM and its staff are not responsible for damages, injury or loss due to the use of these data.	29532	Milwaukee Public Museum	HerpNET	74dc4f66-8961-4248-8abe-6beb6f7e9e2a	urn:catalog:MPM:H:19735						PreservedSpecimen			19735	H		North America			USA		Brewster			27									147			1975-05-27																		North America; USA; Texas; Brewster												MPM										39 MI S ALPINE																					5							specimen		RMB 5967	Blaney,R M											147	Texas									39 MI S ALPINE			1975																						Animalia Chordata Amphibia Anura Bufonidae	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo		debilis		Bufo debilis							ICZN															
Wed Apr 25 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/eml.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/archive.do?r=mpm_herps	MPM Herpetology	MPM	The Milwaukee Public Museum (MPM) collection contains amphibians and reptiles from around the US, especially the Midwest, and from the West Indies, where retired Curator Robert Henderson still does research.  MPM has collected these animals since the late 1800s to document the tremendous variety of animal life on our planet.  Today, the MPM vertebrate zoologists center their research on the classification, evolution, natural history and ecology of animals with an emphasis on documenting biological diversity.	Gary Casper	Milwaukee Public Museum	gc@greatlakeseco.com	Milwaukee Public Museum (MPM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MPM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SMNS notified. The MPM and its staff are not responsible for damages, injury or loss due to the use of these data.	29532	Milwaukee Public Museum	HerpNET	b5ffc3dc-4f1e-40d6-9cea-65bab6765b3e	urn:catalog:MPM:H:19736						PreservedSpecimen			19736	H		North America			USA		Brewster			27									147			1975-05-27																		North America; USA; Texas; Brewster												MPM										39 MI S ALPINE																					5							specimen		RMB 5968	Blaney,R M											147	Texas									39 MI S ALPINE			1975																						Animalia Chordata Amphibia Anura Bufonidae	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo		debilis		Bufo debilis							ICZN															
Wed Apr 25 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/eml.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/archive.do?r=mpm_herps	MPM Herpetology	MPM	The Milwaukee Public Museum (MPM) collection contains amphibians and reptiles from around the US, especially the Midwest, and from the West Indies, where retired Curator Robert Henderson still does research.  MPM has collected these animals since the late 1800s to document the tremendous variety of animal life on our planet.  Today, the MPM vertebrate zoologists center their research on the classification, evolution, natural history and ecology of animals with an emphasis on documenting biological diversity.	Gary Casper	Milwaukee Public Museum	gc@greatlakeseco.com	Milwaukee Public Museum (MPM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MPM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SMNS notified. The MPM and its staff are not responsible for damages, injury or loss due to the use of these data.	29532	Milwaukee Public Museum	HerpNET	d3e80230-47d2-4a43-aea2-dfd61e0c779c	urn:catalog:MPM:H:19737						PreservedSpecimen			19737	H		Cental America			Panama					20									110			1965-04-20																		Cental America; Panama; Boca												MPM										TRIB OF CHANGUINALA R																					4							specimen		RMB 904	Brockman,F											110	Boca									TRIB OF CHANGUINALA R			1965																						Animalia Chordata Amphibia Anura Bufonidae	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo		marinus		Bufo marinus							ICZN															
Wed Apr 25 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/eml.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/archive.do?r=mpm_herps	MPM Herpetology	MPM	The Milwaukee Public Museum (MPM) collection contains amphibians and reptiles from around the US, especially the Midwest, and from the West Indies, where retired Curator Robert Henderson still does research.  MPM has collected these animals since the late 1800s to document the tremendous variety of animal life on our planet.  Today, the MPM vertebrate zoologists center their research on the classification, evolution, natural history and ecology of animals with an emphasis on documenting biological diversity.	Gary Casper	Milwaukee Public Museum	gc@greatlakeseco.com	Milwaukee Public Museum (MPM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MPM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SMNS notified. The MPM and its staff are not responsible for damages, injury or loss due to the use of these data.	29532	Milwaukee Public Museum	HerpNET	7ed08e70-3c2d-485f-aaa3-e3138f1a0a02	urn:catalog:MPM:H:19738						PreservedSpecimen			19738	H		Cental America			Mexico					28									372			1974-12-28																		Cental America; Mexico; Veracruz												MPM										3.1 MI W SAN RAFAEL, MEX 131																					12							specimen		RMB 5720	Blaney,R M											372	Veracruz									3.1 MI W SAN RAFAEL, MEX 131			1974																						Animalia Chordata Amphibia Anura Bufonidae	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo		marinus		Bufo marinus							ICZN															
Wed Apr 25 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/eml.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/archive.do?r=mpm_herps	MPM Herpetology	MPM	The Milwaukee Public Museum (MPM) collection contains amphibians and reptiles from around the US, especially the Midwest, and from the West Indies, where retired Curator Robert Henderson still does research.  MPM has collected these animals since the late 1800s to document the tremendous variety of animal life on our planet.  Today, the MPM vertebrate zoologists center their research on the classification, evolution, natural history and ecology of animals with an emphasis on documenting biological diversity.	Gary Casper	Milwaukee Public Museum	gc@greatlakeseco.com	Milwaukee Public Museum (MPM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MPM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SMNS notified. The MPM and its staff are not responsible for damages, injury or loss due to the use of these data.	29532	Milwaukee Public Museum	HerpNET	936550bf-e2ba-4a79-b6d0-679f8c0198ac	urn:catalog:MPM:H:19739						PreservedSpecimen			19739	H		Cental America			Mexico					20									201			1967-07-20																		Cental America; Mexico; Sinaloa												MPM										Teacapan																					7							specimen		RMB 1665	Blaney,R M											201	Sinaloa									Teacapan			1967																						Animalia Chordata Amphibia Anura Bufonidae	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo		mazatlanensis		Bufo mazatlanensis							ICZN															
Wed Apr 25 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/eml.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/archive.do?r=mpm_herps	MPM Herpetology	MPM	The Milwaukee Public Museum (MPM) collection contains amphibians and reptiles from around the US, especially the Midwest, and from the West Indies, where retired Curator Robert Henderson still does research.  MPM has collected these animals since the late 1800s to document the tremendous variety of animal life on our planet.  Today, the MPM vertebrate zoologists center their research on the classification, evolution, natural history and ecology of animals with an emphasis on documenting biological diversity.	Gary Casper	Milwaukee Public Museum	gc@greatlakeseco.com	Milwaukee Public Museum (MPM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MPM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SMNS notified. The MPM and its staff are not responsible for damages, injury or loss due to the use of these data.	29532	Milwaukee Public Museum	HerpNET	5cde4085-6fe5-48e7-b761-4de13ed93d18	urn:catalog:MPM:H:19740						PreservedSpecimen			19740	H		North America			USA		Val Verde			15									166			1973-06-15																		North America; USA; Texas; Val Verde												MPM										26.4 MI N COMSTOCK, FM 1024																					6							specimen		RMB 5191	Blaney,R M											166	Texas									26.4 MI N COMSTOCK, FM 1024			1973																						Animalia Chordata Amphibia Anura Bufonidae	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo		punctatus		Bufo punctatus							ICZN															
Wed Apr 25 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/eml.do?r=mpm_herps	http://ipt.vertnet.org:8080/ipt/archive.do?r=mpm_herps	MPM Herpetology	MPM	The Milwaukee Public Museum (MPM) collection contains amphibians and reptiles from around the US, especially the Midwest, and from the West Indies, where retired Curator Robert Henderson still does research.  MPM has collected these animals since the late 1800s to document the tremendous variety of animal life on our planet.  Today, the MPM vertebrate zoologists center their research on the classification, evolution, natural history and ecology of animals with an emphasis on documenting biological diversity.	Gary Casper	Milwaukee Public Museum	gc@greatlakeseco.com	Milwaukee Public Museum (MPM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the MPM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SMNS notified. The MPM and its staff are not responsible for damages, injury or loss due to the use of these data.	29532	Milwaukee Public Museum	HerpNET	db5f1546-d52b-4905-b284-1697f56dc41c	urn:catalog:MPM:H:19741						PreservedSpecimen			19741	H		North America			USA		Scurry			19									139			1975-05-19																		North America; USA; Texas; Scurry												MPM										15.4 MI W SNYDER, TEX 180																					5							specimen		RMB 5960	Blaney,R M											139	Texas									15.4 MI W SNYDER, TEX 180			1975																						Animalia Chordata Amphibia Anura Bufonidae	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo		punctatus		Bufo punctatus							ICZN															
