Wed Nov 13 00:00:00 UTC 2013	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=herpetology	herpetology	FLMNH	Specimen data for reptiles and amphibians.	Max Nickerson	Florida Museum of Natural History	maxn@flmnh.ufl.edu		167325		HerpNET	cd634e33-b7cd-457a-ae18-67951b8af464	B542E7E3-55EC-428C-9B38-6B28B02E1D7E						Occurrence			103974	Herpetology					Peru					12																																										FLMNH																															March										Fred G. Thompson												Huanuco							March/12/1969					1969																									Amphibia		Leptodactylidae	Leptodactylus		griseogularis		Leptodactylus griseogularis																						
Wed Nov 13 00:00:00 UTC 2013	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=herpetology	herpetology	FLMNH	Specimen data for reptiles and amphibians.	Max Nickerson	Florida Museum of Natural History	maxn@flmnh.ufl.edu		167325		HerpNET	07ac6034-7b41-4a2d-97e4-beadbffcbf5d	ACE8A126-3F7F-4FF7-827C-874CD10D9CE8						Occurrence			103975	Herpetology					Peru					12																																										FLMNH																															March										Fred G. Thompson												Huanuco							March/12/1969					1969																									Amphibia		Leptodactylidae	Leptodactylus		griseogularis		Leptodactylus griseogularis																						
Wed Nov 13 00:00:00 UTC 2013	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=herpetology	herpetology	FLMNH	Specimen data for reptiles and amphibians.	Max Nickerson	Florida Museum of Natural History	maxn@flmnh.ufl.edu		167325		HerpNET	76a0048b-a9e3-4663-a386-bc8ad4fde64d	099AA083-5897-4201-B6E3-044769BFC431						Occurrence			103976	Herpetology					Peru					12																																										FLMNH																															March										Fred G. Thompson												Huanuco							March/12/1969					1969																									Amphibia		Leptodactylidae	Leptodactylus		griseogularis		Leptodactylus griseogularis																						
Wed Nov 13 00:00:00 UTC 2013	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=herpetology	herpetology	FLMNH	Specimen data for reptiles and amphibians.	Max Nickerson	Florida Museum of Natural History	maxn@flmnh.ufl.edu		167325		HerpNET	a0288ccb-0e18-41dc-a427-a9253e462c62	FA57A72F-0C18-4C64-B145-85A340FCFF06						Occurrence			103977	Herpetology					Peru					12																																										FLMNH																															March										Fred G. Thompson												Huanuco							March/12/1969					1969																									Amphibia		Leptodactylidae	Leptodactylus		griseogularis		Leptodactylus griseogularis																						
Wed Nov 13 00:00:00 UTC 2013	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=herpetology	herpetology	FLMNH	Specimen data for reptiles and amphibians.	Max Nickerson	Florida Museum of Natural History	maxn@flmnh.ufl.edu		167325		HerpNET	058ae71d-f377-4fc2-91b1-c8cb747e7627	22E6E9B6-2C7E-4EB7-80B0-2511C9633612						Occurrence			103978	Herpetology					Peru					12																																										FLMNH																															March										Fred G. Thompson												Huanuco							March/12/1969					1969																									Amphibia		Leptodactylidae	Leptodactylus		griseogularis		Leptodactylus griseogularis																						
Wed Nov 13 00:00:00 UTC 2013	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=herpetology	herpetology	FLMNH	Specimen data for reptiles and amphibians.	Max Nickerson	Florida Museum of Natural History	maxn@flmnh.ufl.edu		167325		HerpNET	9eab8ddb-f26a-442b-8c6d-7419898e9af8	480C54A5-1FDC-49B4-87F7-924681299D63						Occurrence			103979	Herpetology					Peru					13																																										FLMNH																															March										Fred G. Thompson												Huanuco							March/13/1969					1969																									Amphibia		Leptodactylidae	Leptodactylus		griseogularis		Leptodactylus griseogularis																						
Wed Nov 13 00:00:00 UTC 2013	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=herpetology	herpetology	FLMNH	Specimen data for reptiles and amphibians.	Max Nickerson	Florida Museum of Natural History	maxn@flmnh.ufl.edu		167325		HerpNET	03e77c98-a615-40b8-805e-5bced29e78b3	2C5EFF72-9A6B-47EF-9E04-69DA1102E576						Occurrence			103980	Herpetology					Peru					13																																										FLMNH																															March										Fred G. Thompson												Huanuco							March/13/1969					1969																									Amphibia		Leptodactylidae	Leptodactylus		griseogularis		Leptodactylus griseogularis																						
Wed Nov 13 00:00:00 UTC 2013	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=herpetology	herpetology	FLMNH	Specimen data for reptiles and amphibians.	Max Nickerson	Florida Museum of Natural History	maxn@flmnh.ufl.edu		167325		HerpNET	ecdb9130-cea5-42f7-8352-833928b94cf6	6E580AEF-5D3F-4F56-AE57-80B97C5A3060						Occurrence			103981	Herpetology					Peru					15																																										FLMNH																															March										Fred G. Thompson												Huanuco							March/15/1969					1969																									Amphibia		Leptodactylidae	Leptodactylus		griseogularis		Leptodactylus griseogularis																						
Wed Nov 13 00:00:00 UTC 2013	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=herpetology	herpetology	FLMNH	Specimen data for reptiles and amphibians.	Max Nickerson	Florida Museum of Natural History	maxn@flmnh.ufl.edu		167325		HerpNET	08ca5bd7-3d89-4b6e-b8e8-be63aaa4ffd5	DE8D01AE-0243-44EA-A66F-1E9E7816426F						Occurrence			103982	Herpetology					Peru					15																																										FLMNH																															March										Fred G. Thompson												Huanuco							March/15/1969					1969																									Amphibia		Leptodactylidae	Leptodactylus		griseogularis		Leptodactylus griseogularis																						
Wed Nov 13 00:00:00 UTC 2013	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=herpetology	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=herpetology	herpetology	FLMNH	Specimen data for reptiles and amphibians.	Max Nickerson	Florida Museum of Natural History	maxn@flmnh.ufl.edu		167325		HerpNET	8d3d5d0f-4382-426d-acdc-69629eb944c5	096234AF-BFAE-4FA3-B513-3F3E51EE5A48						Occurrence			103983	Herpetology					Peru					15																																										FLMNH																															March										Fred G. Thompson												Huanuco							March/15/1969					1969																									Amphibia		Leptodactylidae	Leptodactylus		griseogularis		Leptodactylus griseogularis																						
