Thu Apr 21 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=uafmc_mammals	UAFMC Mammals	UAFMC	The mammal collection includes skins, skeletons and mounts of 23 orders. Most specimens are from Arkansas.  Voucher specimens for Sealander and Height (1986) Mammals of Arkansas form the basis for the research collection, with recent additions from the Museum of Discovery in Little Rock. The majority of these specimens are rodents.	Nancy McCartney	University of Arkansas Collections Facility	nmccartn@uark.edu	University of Arkansas data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Arkansas. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the University of Arkansas notified. The University of Arkansas and its staff are not responsible for damages, injury or loss due to the use of these data.	3942		MaNIS	99529e39-6683-43a6-9ab4-2705144dcc6a	urn:catalog:UAFMC:Mammals:0088-0050-0776						PreservedSpecimen			0088-0050-0776	Mammals		North America			United States	US	Bradley			2									183	native		1953-07-02																		;USA;ARKANSAS;BRADLEY;;;;								SEALANDER J A	1			UAFMC										20 MI SW OF WARREN NEAR GREEN'S LAKE																					7				SKIN AND SKULL BOTH LISTED IN SEALANDER'S NOTEBOOK, BUT ONLY SKIN FOUND IN INITIAL ACCESSIONING, AND NOT IN 2001 OR DEC 06 , OCT 09 OR JAN 2012	M53-034		skin			DOWLING FIELD PARTY										unknown	183	Arkansas							02 JUL 1953		20 MI SW OF WARREN NEAR GREEN'S LAKE			1953							present															Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Lasiurus	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Lasiurus		BOREALIS		Lasiurus BOREALIS		EASTERN RED BAT	species				ICZN														NONE	
Thu Apr 21 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=uafmc_mammals	UAFMC Mammals	UAFMC	The mammal collection includes skins, skeletons and mounts of 23 orders. Most specimens are from Arkansas.  Voucher specimens for Sealander and Height (1986) Mammals of Arkansas form the basis for the research collection, with recent additions from the Museum of Discovery in Little Rock. The majority of these specimens are rodents.	Nancy McCartney	University of Arkansas Collections Facility	nmccartn@uark.edu	University of Arkansas data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Arkansas. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the University of Arkansas notified. The University of Arkansas and its staff are not responsible for damages, injury or loss due to the use of these data.	3942		MaNIS	0706a868-07f4-4c43-8223-e606bd9651cc	urn:catalog:UAFMC:Mammals:0088-0050-0777						PreservedSpecimen			0088-0050-0777	Mammals		North America			United States	US	Washington			1									60	native		1959-03-01																		;USA;ARKANSAS;WASHINGTON;;;;								SEALANDER J A	1			UAFMC										SPRINGDALE																					3				PREP  H SPITZER; SKULL DIRTY;  ; SKULL CLEANED AT UNIVERSITY OF NEBRASKA MUSEUM	M59-031		skin, skull			DUCOTE D & H SPITZER										male	60	Arkansas							01 MAR 1959		SPRINGDALE			1959							present															Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Lasiurus	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Lasiurus		BOREALIS		Lasiurus BOREALIS		EASTERN RED BAT	species				ICZN														95.7-43-9-8=8.4 4GRAMS	
Thu Apr 21 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=uafmc_mammals	UAFMC Mammals	UAFMC	The mammal collection includes skins, skeletons and mounts of 23 orders. Most specimens are from Arkansas.  Voucher specimens for Sealander and Height (1986) Mammals of Arkansas form the basis for the research collection, with recent additions from the Museum of Discovery in Little Rock. The majority of these specimens are rodents.	Nancy McCartney	University of Arkansas Collections Facility	nmccartn@uark.edu	University of Arkansas data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Arkansas. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the University of Arkansas notified. The University of Arkansas and its staff are not responsible for damages, injury or loss due to the use of these data.	3942		MaNIS	39239ac6-0a8c-4d90-ace0-95f4492aa9d9	urn:catalog:UAFMC:Mammals:0088-0050-0778						PreservedSpecimen			0088-0050-0778	Mammals		North America			United States	US	Garland			3									184	native		1981-07-03																		;USA;ARKANSAS;GARLAND;;;;								SEALANDER J A	1			UAFMC										RICK'S POND, HOT SPRINGS NATIONAL PARK, T2S R19W NW1/4 OF SEC 27																					7				ELEVATION 188 M; TESTES 5 MM, TR 5 FA 39; SKULL CLEANED AT UNIVERSITY OF NEBRASKA MUSEUM	M81-034/PJP 1151		study skin, body skeleton			POLECHLA P J										male	184	Arkansas							03 JUL 1981		RICK'S POND, HOT SPRINGS NATIONAL PARK, T2S R19W NW1/4 OF SEC 27			1981							present															Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Lasiurus	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Lasiurus		BOREALIS		Lasiurus BOREALIS		EASTERN RED BAT	species				ICZN														91-41-7-9 = 9.1 G	
Thu Apr 21 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=uafmc_mammals	UAFMC Mammals	UAFMC	The mammal collection includes skins, skeletons and mounts of 23 orders. Most specimens are from Arkansas.  Voucher specimens for Sealander and Height (1986) Mammals of Arkansas form the basis for the research collection, with recent additions from the Museum of Discovery in Little Rock. The majority of these specimens are rodents.	Nancy McCartney	University of Arkansas Collections Facility	nmccartn@uark.edu	University of Arkansas data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Arkansas. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the University of Arkansas notified. The University of Arkansas and its staff are not responsible for damages, injury or loss due to the use of these data.	3942		MaNIS	05e9ab78-db65-428a-8bd8-e2b45fc1abbe	urn:catalog:UAFMC:Mammals:0088-0050-0779						PreservedSpecimen			0088-0050-0779	Mammals		North America			United States	US	Polk			30									120	native		1982-04-30																		;USA;ARKANSAS;POLK;;;;								SEALANDER J A	1			UAFMC										ARKANSAS ROUTE 88 (TALMINA DRIVE) RICH MOUNTAIN (ELEV 2000FT), OUACHITA NATIONAL FOREST																					4				TR 6-FA 39; PREP - P J POLECHLA;   SKULL CLEANED AT UNIVERSITY OF NEBRASKA MUSEUM	M82-006/ PJP1218		skin, skull			NEAL J										male	120	Arkansas							30 APR 1982		ARKANSAS ROUTE 88 (TALMINA DRIVE) RICH MOUNTAIN (ELEV 2000FT), OUACHITA NATIONAL FOREST			1982							present															Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Lasiurus	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Lasiurus		BOREALIS		Lasiurus BOREALIS		EASTERN RED BAT	species				ICZN														100-48-8-10=10.5 G	
Thu Apr 21 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=uafmc_mammals	UAFMC Mammals	UAFMC	The mammal collection includes skins, skeletons and mounts of 23 orders. Most specimens are from Arkansas.  Voucher specimens for Sealander and Height (1986) Mammals of Arkansas form the basis for the research collection, with recent additions from the Museum of Discovery in Little Rock. The majority of these specimens are rodents.	Nancy McCartney	University of Arkansas Collections Facility	nmccartn@uark.edu	University of Arkansas data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Arkansas. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the University of Arkansas notified. The University of Arkansas and its staff are not responsible for damages, injury or loss due to the use of these data.	3942		MaNIS	6a79dfab-e708-480a-882f-d8805f44f2b8	urn:catalog:UAFMC:Mammals:0088-0050-0683						PreservedSpecimen			0088-0050-0683	Mammals		North America			United States	US	Benton			27									58	native		1938-02-27																		;USA;ARKANSAS;BENTON;;;;								SEALANDER J A	1			UAFMC										BAT CAVE, 2 MI NW OF WAR EAGLE																					2				JDB 1350	M38-025		skin, skull			BLACK J D & BLACK R Y										male	58	Arkansas							27 FEB 1938		BAT CAVE, 2 MI NW OF WAR EAGLE			1938							present															Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		SODALIS		Myotis SODALIS		INDIANA MYOTIS	species				ICZN														96-40-10-14  TR 7.5-FA 39.5-TIB 16	
Thu Apr 21 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=uafmc_mammals	UAFMC Mammals	UAFMC	The mammal collection includes skins, skeletons and mounts of 23 orders. Most specimens are from Arkansas.  Voucher specimens for Sealander and Height (1986) Mammals of Arkansas form the basis for the research collection, with recent additions from the Museum of Discovery in Little Rock. The majority of these specimens are rodents.	Nancy McCartney	University of Arkansas Collections Facility	nmccartn@uark.edu	University of Arkansas data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Arkansas. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the University of Arkansas notified. The University of Arkansas and its staff are not responsible for damages, injury or loss due to the use of these data.	3942		MaNIS	782ddb6e-5fd9-45bf-864c-611ae02722f9	urn:catalog:UAFMC:Mammals:0088-0050-0684						PreservedSpecimen			0088-0050-0684	Mammals		North America			United States	US	Madison			13									348	native		1952-12-13																		;USA;ARKANSAS;MADISON;;;;								SEALANDER J A	1			UAFMC										DENNY CAVE, 5 MI EAST OF ALABAM																					12				NONE	M52-064		skin, skull			CHASE R S JR										male	348	Arkansas							13 DEC 1952		DENNY CAVE, 5 MI EAST OF ALABAM			1952							present															Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		SODALIS		Myotis SODALIS		INDIANA MYOTIS	species				ICZN														78.1-30.4-8.3-9.5   TR 5.6	
Thu Apr 21 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=uafmc_mammals	UAFMC Mammals	UAFMC	The mammal collection includes skins, skeletons and mounts of 23 orders. Most specimens are from Arkansas.  Voucher specimens for Sealander and Height (1986) Mammals of Arkansas form the basis for the research collection, with recent additions from the Museum of Discovery in Little Rock. The majority of these specimens are rodents.	Nancy McCartney	University of Arkansas Collections Facility	nmccartn@uark.edu	University of Arkansas data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Arkansas. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the University of Arkansas notified. The University of Arkansas and its staff are not responsible for damages, injury or loss due to the use of these data.	3942		MaNIS	386257d2-81e7-4893-9e20-4592f3347336	urn:catalog:UAFMC:Mammals:0088-0050-0685						PreservedSpecimen			0088-0050-0685	Mammals		North America			United States	US	Searcy			27									362	native		1952-12-27																		;USA;ARKANSAS;SEARCY;;;;								SEALANDER J A	1			UAFMC										GREAT HURRICANE CAVERN, 5 MI SE OF WESTERN GROVE																					12				NONE	M52-056		skin, skull			JORDAN R L										female	362	Arkansas							27 DEC 1952		GREAT HURRICANE CAVERN, 5 MI SE OF WESTERN GROVE			1952							present															Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		SODALIS		Myotis SODALIS		INDIANA MYOTIS	species				ICZN														76-32-7-10  TR 6-FA 37-TIB 16	
Thu Apr 21 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=uafmc_mammals	UAFMC Mammals	UAFMC	The mammal collection includes skins, skeletons and mounts of 23 orders. Most specimens are from Arkansas.  Voucher specimens for Sealander and Height (1986) Mammals of Arkansas form the basis for the research collection, with recent additions from the Museum of Discovery in Little Rock. The majority of these specimens are rodents.	Nancy McCartney	University of Arkansas Collections Facility	nmccartn@uark.edu	University of Arkansas data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Arkansas. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the University of Arkansas notified. The University of Arkansas and its staff are not responsible for damages, injury or loss due to the use of these data.	3942		MaNIS	f424e0c5-0f11-49d3-85b6-ccea86c10cf8	urn:catalog:UAFMC:Mammals:0088-0050-0686						PreservedSpecimen			0088-0050-0686	Mammals		North America			United States	US	Searcy			26									361	native		1952-12-26																		;USA;ARKANSAS;SEARCY;;;;								SEALANDER J A	1			UAFMC										1 MI SOUTH OF GILBERT																					12				NONE	M52-057		skin, skull			JORDAN R L										male	361	Arkansas							26 DEC 1952		1 MI SOUTH OF GILBERT			1952							present															Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		SODALIS		Myotis SODALIS		INDIANA MYOTIS	species				ICZN														78-30-10-11  TR 6-FA 38-TIB 16	
Thu Apr 21 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=uafmc_mammals	UAFMC Mammals	UAFMC	The mammal collection includes skins, skeletons and mounts of 23 orders. Most specimens are from Arkansas.  Voucher specimens for Sealander and Height (1986) Mammals of Arkansas form the basis for the research collection, with recent additions from the Museum of Discovery in Little Rock. The majority of these specimens are rodents.	Nancy McCartney	University of Arkansas Collections Facility	nmccartn@uark.edu	University of Arkansas data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Arkansas. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the University of Arkansas notified. The University of Arkansas and its staff are not responsible for damages, injury or loss due to the use of these data.	3942		MaNIS	d7161a94-ded4-48da-9994-e15110e5fcb7	urn:catalog:UAFMC:Mammals:0088-0050-0687						PreservedSpecimen			0088-0050-0687	Mammals		North America			United States	US	Washington			6									37	native		1975-02-06																		;USA;ARKANSAS;WASHINGTON;;;;								SEALANDER J A	1			UAFMC										WAR EAGLE CAVE																					2				DEC 06=SKIN AND SKULL IN DRAWER	M75-009		skin, skull			ROBISON WALTER										male	37	Arkansas							06 FEB 1975		WAR EAGLE CAVE			1975							present															Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		SODALIS		Myotis SODALIS		INDIANA MYOTIS	species				ICZN														86-37-8-13  TR 7-FA 39	
Thu Apr 21 00:00:00 UTC 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=uafmc_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=uafmc_mammals	UAFMC Mammals	UAFMC	The mammal collection includes skins, skeletons and mounts of 23 orders. Most specimens are from Arkansas.  Voucher specimens for Sealander and Height (1986) Mammals of Arkansas form the basis for the research collection, with recent additions from the Museum of Discovery in Little Rock. The majority of these specimens are rodents.	Nancy McCartney	University of Arkansas Collections Facility	nmccartn@uark.edu	University of Arkansas data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Arkansas. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the University of Arkansas notified. The University of Arkansas and its staff are not responsible for damages, injury or loss due to the use of these data.	3942		MaNIS	03d62f0a-8e2a-47dd-828d-fe645cab6301	urn:catalog:UAFMC:Mammals:0088-0050-0688						PreservedSpecimen			0088-0050-0688	Mammals		North America			United States	US	Newton			9									40	native		1967-02-09																		;USA;ARKANSAS;NEWTON;;;;								SEALANDER J A	1			UAFMC										SALT PETER CAVE																					2				PREPARATOR WOODARD D;	M67-015		skin, skull			KRULIN G										unknown	40	Arkansas							09 FEB 1967		SALT PETER CAVE			1967							present															Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		SODALIS		Myotis SODALIS		INDIANA MYOTIS	species				ICZN														76-32-5-11=4.7 G  TR 4	
