														8c31d7c9-5009-429f-b970-822df8e3ac19	urn:catalog:CCBER:Mammals:1532						PreservedSpecimen			1532	Mammals		North America			United States	US	Santa Barbara			1									122	native		1952-05-01																		North America;United States;California;Santa Barbara County;;;;									1			CCBER								immature		UCSB Riviera Campus, in Men's locker room																					5				Collected in May 1952			Skull - 1; Skin - 1													male	122	California									North America; United States; California; Santa Barbara County; UCSB Riviera Campus, in Men's locker room			1952							present															Animalia:Chordata:Mammalia:Didelphimorphia:Didelphidae:Didelphis	Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis		virginiana		Didelphis virginiana			species				ICZN														total length in mm: 351	
														7025e35d-c032-41db-8979-a4e71c442999	urn:catalog:CCBER:Mammals:1388						PreservedSpecimen			1388	Mammals		North America			United States	US	Santa Barbara			19									262	native		1963-09-19																		North America;United States;California;Santa Barbara County;;;;									1			CCBER								immature		Trout Club																					9							Skull - 1													female	262	California									North America; United States; California; Santa Barbara County; Trout Club			1963							present															Animalia:Chordata:Mammalia:Carnivora:Procyonidae:Bassariscus	Animalia	Chordata	Mammalia	Carnivora	Procyonidae	Bassariscus		astutus		Bassariscus astutus			species				ICZN														total length in mm: 543	
														196ba53b-7410-415f-b604-dd8708948776	urn:catalog:CCBER:Mammals:1389						PreservedSpecimen			1389	Mammals		North America			United States	US	Mono			9									221	native		1963-08-09																		North America;United States;California;Mono County;;;;									1			CCBER								adult		1.5 mi. E Mono Mills Site							2408														8							Skull - 1; Skin - 1		39	Peirce, Richard										male	221	California						7900 ft			North America; United States; California; Mono County; 1.5 mi. E Mono Mills Site			1963							present															Animalia:Chordata:Mammalia:Rodentia:Sciuridae:Tamias	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Tamias		panamintinus		Tamias panamintinus			species				ICZN														total length in mm: 211	
														4639c153-abb0-4271-a297-db871ac42421	urn:catalog:CCBER:Mammals:1392						PreservedSpecimen			1392	Mammals		North America			United States	US	Santa Barbara			1									1	native		1963-01-01																		North America;United States;California;Santa Barbara County;;;;									1			CCBER										Santa Ynez																					1				Collected in January 1963			Skull - 1; Skin - 1													female	1	California									North America; United States; California; Santa Barbara County; Santa Ynez			1963							present															Animalia:Chordata:Mammalia:Artiodactyla:Suidae:Sus	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Sus		scrofa		Sus scrofa			species				ICZN															
														f0becba5-fa5b-4d41-ae90-d017adb549c1	urn:catalog:CCBER:Mammals:1393						PreservedSpecimen			1393	Mammals		North America			United States	US	Santa Barbara			1									121	native		1963-05-01																		North America;United States;California;Santa Barbara County;;;;									1			CCBER								adult		No data																					5				Collected in May 1963			Skin - 1		139	MacLean, Steve										female	121	California									North America; United States; California; Santa Barbara County; No data			1963							present															Animalia:Chordata:Mammalia:Carnivora:Mephitidae:Spilogale	Animalia	Chordata	Mammalia	Carnivora	Mephitidae	Spilogale		gracilis		Spilogale gracilis			species				ICZN														total length in mm: 392	
														628f172f-06b5-4d2a-9e6e-42741fd8fe26	urn:catalog:CCBER:Mammals:1500						PreservedSpecimen			1500	Mammals		North America			United States	US	Santa Barbara			17									260	native		1962-09-17																		North America;United States;California;Santa Barbara County;;;;									1			CCBER								adult		No data																					9				Sick animal			Skull - 1; Skin - 1													female	260	California									North America; United States; California; Santa Barbara County; No data			1962							present															Animalia:Chordata:Mammalia:Didelphimorphia:Didelphidae:Didelphis	Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis		virginiana		Didelphis virginiana			species				ICZN														total length in mm: 840	
														1c714b03-8042-4b9c-9ad2-1099218b6d3f	urn:catalog:CCBER:Mammals:1504						PreservedSpecimen			1504	Mammals		North America			United States	US	Kern			30									151	native		1952-05-30																		North America;United States;California;Kern County;;;;									1			CCBER										6 mi. SW Cedar Creek Camp, Sequoia National Park																					5							Skin - 1		8	Berkman, E.										female	151	California									North America; United States; California; Kern County; 6 mi. SW Cedar Creek Camp, Sequoia National Park			1952							present															Animalia:Chordata:Mammalia:Rodentia:Muridae:Neotoma	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Neotoma		fuscipes		Neotoma fuscipes			species				ICZN														total length in mm: 202	
														4333c563-3780-42fb-8d07-e76a1a189d61	urn:catalog:CCBER:Mammals:1505						PreservedSpecimen			1505	Mammals		North America			United States	US	Santa Barbara			1									182	native		1962-07-01																		North America;United States;California;Santa Barbara County;;;;									1			CCBER								adult		Santa Barbara																					7				Dead on road; Collected in July 1962			Skin - 1		142	Bennett, Jodi										female	182	California									North America; United States; California; Santa Barbara County; Santa Barbara			1962							present															Animalia:Chordata:Mammalia:Carnivora:Mustelidae:Taxidea	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Taxidea		taxus		Taxidea taxus			species				ICZN															
														df7cae27-b4c6-4f35-9fe5-59d67563f7f5	urn:catalog:CCBER:Mammals:1506						PreservedSpecimen			1506	Mammals		North America			United States	US	San Bernardino			1									121	native		1962-05-01																		North America;United States;California;San Bernardino County;;;;									1			CCBER										US 66, 25 mi. E Daggett																					5				trapped mesquite flat; Collected in May 1962			Skull - 1; Skin - 1													female	121	California									North America; United States; California; San Bernardino County; US 66, 25 mi. E Daggett			1962							present															Animalia:Chordata:Mammalia:Rodentia:Muridae:Neotoma	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Neotoma		lepida		Neotoma lepida			species				ICZN														total length in mm: 258	
														9d647da2-2c5c-4228-a6e8-6b4cdddb6625	urn:catalog:CCBER:Mammals:1507						PreservedSpecimen			1507	Mammals		North America			United States	US	Santa Barbara			1									60	native		1962-03-01																		North America;United States;California;Santa Barbara County;;;;									1			CCBER								adult		Corner of San Marcos Pass Rd and Hwy 154																					3				Dead on road; Collected in May 1962			Skull - 1; Skin - 1													male	60	California									North America; United States; California; Santa Barbara County; Corner of San Marcos Pass Rd and Hwy 154			1962							present															Animalia:Chordata:Mammalia:Rodentia:Sciuridae:Spermophilus	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Spermophilus		beecheyi		Spermophilus beecheyi			species				ICZN															
														4b28c3c6-022c-4140-a5de-1ebadd8f254f	urn:catalog:CCBER:Mammals:1508						PreservedSpecimen			1508	Mammals		North America			United States	US	Santa Barbara			1									274	native		1949-10-01																		North America;United States;California;Santa Barbara County;;;;									1			CCBER								subadult		El Capitan																					10				Cattail marsh; Collected in October 1949			Skin - 1		17	Wilson, Harold										male	274	California									North America; United States; California; Santa Barbara County; El Capitan			1949							present															Animalia:Chordata:Mammalia:Rodentia:Muridae:Rattus	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rattus		rattus		Rattus rattus			species				ICZN														total length in mm: 362	
														6a2d0d8b-3de8-48ae-a29a-1b8347ae5ddc	urn:catalog:CCBER:Mammals:1509						PreservedSpecimen			1509	Mammals		North America			United States	US	San Bernardino			12									132	native		1962-05-12																		North America;United States;California;San Bernardino County;;;;									1			CCBER								adult		Newberry																					5							Skin - 1		97	Bennett, Jodi										female	132	California									North America; United States; California; San Bernardino County; Newberry			1962							present															Animalia:Chordata:Mammalia:Rodentia:Sciuridae:Spermophilus	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Spermophilus		tereticaudus		Spermophilus tereticaudus			species				ICZN														total length in mm: 234	
														67ed7618-849b-465f-b3b3-4ccaea8c9509	urn:catalog:CCBER:Mammals:1511						PreservedSpecimen			1511	Mammals		North America			United States	US	Fresno			28									148	native		1953-05-28																		North America;United States;California;Fresno County;;;;									1			CCBER										Warthan Canyon, 5 mi. W Coalinga																					5							Skull - 1; Skin - 1		111	Wilson, Harold										female	148	California									North America; United States; California; Fresno County; Warthan Canyon, 5 mi. W Coalinga			1953							present															Animalia:Chordata:Mammalia:Rodentia:Sciuridae:Ammospermophilus	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Ammospermophilus		nelsoni		Ammospermophilus nelsoni			species				ICZN														total length in mm: 222	
														82313d00-5986-4d1a-a6d6-076a5a6177aa	urn:catalog:CCBER:Mammals:1513						PreservedSpecimen			1513	Mammals		North America			United States	US	Santa Barbara			27									117	native		1946-04-27																		North America;United States;California;Santa Barbara County;;;;									1			CCBER								adult		San Marcos Pass Rd.																					4							Skin - 1		3	Decker, Helen										male	117	California									North America; United States; California; Santa Barbara County; San Marcos Pass Rd.			1946							present															Animalia:Chordata:Mammalia:Rodentia:Sciuridae:Tamias	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Tamias		merriami		Tamias merriami			species				ICZN														total length in mm: 233	
														baa2c9a7-042d-45df-912e-c46ff696679b	urn:catalog:CCBER:Mammals:1514						PreservedSpecimen			1514	Mammals		North America			United States	US	San Bernardino			1									121	native		1962-05-01																		North America;United States;California;San Bernardino County;;;;									1			CCBER										Newberry																					5				Trapped; Collected in May 1962			Skull - 1; Skin - 1														121	California									North America; United States; California; San Bernardino County; Newberry			1962							present															Animalia:Chordata:Mammalia:Rodentia:Heteromyidae:Dipodomys	Animalia	Chordata	Mammalia	Rodentia	Heteromyidae	Dipodomys		merriami		Dipodomys merriami			species				ICZN														total length in mm: 230	
