CAS	CAS Herpetology (HERP)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=herp	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=herp		cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	HerpNET,VertNet	United States	California Academy of Sciences	California	Thu Oct 16 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	urn:catalog:CAS:HERP:1									1	North America			USA		Sonoma Co.			38.6105555556	-122.8680555556																									National Geographic Names Data Base, Dataware Technologies, Inc., 1993				North America; USA; California; Sonoma Co.																			Healdsburg															urn:catalog:CAS:HERP:1	Lost in earthquake and fire of 1906.										"""W.E. Bryant"""	522						California						1890		Healdsburg, California				1890	PhysicalObject	2015-03-19 14:13:00.0	en						CAS			CAS	HERP			PreservedSpecimen												Elgaria coerulea							Animalia; Chordata; Reptilia; Sauria; Anguidae	Animalia	Chordata	Reptilia	Sauria	Anguidae	Elgaria		coerulea									
CAS	CAS Herpetology (HERP)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=herp	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=herp		cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	HerpNET,VertNet	United States	California Academy of Sciences	California	Thu Oct 16 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	urn:catalog:CAS:HERP:10									10	North America			USA		Alameda Co.			37.8044444444	-122.2697222222																									Place-Name-Index, Buckmaster Publishing, 1988				North America; USA; California; Alameda Co.																			Oakland															urn:catalog:CAS:HERP:10	Lost in earthquake and fire of 1906.								Alcohol		"""W.E. Bryant"""	532						California						1891		Oakland, California				1891	PhysicalObject	2015-03-19 14:13:00.0	en						CAS			CAS	HERP			PreservedSpecimen												Sceloporus occidentalis							Animalia; Chordata; Reptilia; Sauria; Phrynosomatidae	Animalia	Chordata	Reptilia	Sauria	Phrynosomatidae	Sceloporus		occidentalis									
CAS	CAS Herpetology (HERP)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=herp	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=herp		cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	HerpNET,VertNet	United States	California Academy of Sciences	California	Thu Oct 16 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	urn:catalog:CAS:HERP:100									100	North America			USA		Alameda Co.			37.8044444444	-122.2697222222																									Place-Name-Index, Buckmaster Publishing, 1988				North America; USA; California; Alameda Co.																			Oakland													4		urn:catalog:CAS:HERP:100	Lost in the earthquake and fire of 1906.										"""W.E. Bryant"""							California						Apr 1891		Oakland, Calif.				1891	PhysicalObject	2015-03-19 14:13:00.0	en						CAS			CAS	HERP			PreservedSpecimen												Bufo boreas halophilus							Animalia; Chordata; Amphibia; Anura; Bufonidae	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo		boreas	halophilus								
CAS	CAS Herpetology (HERP)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=herp	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=herp		cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	HerpNET,VertNet	United States	California Academy of Sciences	California	Thu Oct 16 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	urn:catalog:CAS:HERP:1000									1000	North America			Mexico					23.3666670000	-109.7766670000																			NAD27						Cartografia Digital del Laboratorio de SIG'S y PR, Instituto de Geografia, UNAM. Incluye: INEGI, 2000; IMT,2000. Escala 1:250 000				North America; Mexico; Baja California Sur																			Miraflores													9		urn:catalog:CAS:HERP:1000	Expedition to Cape Region of Lower California, Mexico.  Lost in the earthquake and fire of 1906.										"""G. Eisen and F.H. Vaslit"""							Baja California Sur			DD			Sep 1894		Miraflores, Lower Calif.				1894	PhysicalObject	2015-03-19 14:13:00.0	en						CAS			CAS	HERP			PreservedSpecimen												Ctenosaura hemilopha							Animalia; Chordata; Reptilia; Sauria; Iguanidae	Animalia	Chordata	Reptilia	Sauria	Iguanidae	Ctenosaura		hemilopha									
CAS	CAS Herpetology (HERP)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=herp	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=herp		cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	HerpNET,VertNet	United States	California Academy of Sciences	California	Thu Oct 16 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	urn:catalog:CAS:HERP:10000									10000				Ecuador				17	-0.9011111111	-89.6113888889																			WGS84						Google Earth, 2013.				South Pacific Ocean; Ecuador; Galapagos Prov.; Galapagos Ids.; San Cristobal Id.										San Cristobal Id.	Galapagos Ids.								vicinity of Shipwreck Bay													10		urn:catalog:CAS:HERP:10000									Alcohol		"""E.S. King"""	1489						Galapagos Prov.						17 Oct 1905		Vic. Wreck Bay, Chatham Isl., Galapagos Arch.			South Pacific Ocean	1905	PhysicalObject	2015-03-19 14:13:00.0	en						CAS			CAS	HERP			PreservedSpecimen												Tropidurus bivittatus							Animalia; Chordata; Reptilia; Sauria; Tropiduridae	Animalia	Chordata	Reptilia	Sauria	Tropiduridae	Tropidurus		bivittatus									
CAS	CAS Herpetology (HERP)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=herp	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=herp		cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	HerpNET,VertNet	United States	California Academy of Sciences	California	Thu Oct 16 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	urn:catalog:CAS:HERP:100000									100000	Asia			Pakistan				17																															Asia; Pakistan; Sindh Prov.																			Karachi, Malir													3		urn:catalog:CAS:HERP:100000									Alcohol		"""J.A. Anderson"""							Sindh Prov.						17 Mar 1965		Pakistan: Karachi: Malir				1965	PhysicalObject	2015-03-19 14:13:00.0	en						CAS			CAS	HERP			PreservedSpecimen												Ablepharus grayanus							Animalia; Chordata; Reptilia; Sauria; Scincidae	Animalia	Chordata	Reptilia	Sauria	Scincidae	Ablepharus		grayanus									
CAS	CAS Herpetology (HERP)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=herp	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=herp		cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	HerpNET,VertNet	United States	California Academy of Sciences	California	Thu Oct 16 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	urn:catalog:CAS:HERP:100001									100001	Asia			Pakistan				17																															Asia; Pakistan; Sindh Prov.																			Karachi, Malir													3		urn:catalog:CAS:HERP:100001									Alcohol		"""J.A. Anderson"""							Sindh Prov.						17 Mar 1965		Pakistan: Karachi: Malir				1965	PhysicalObject	2015-03-19 14:13:00.0	en						CAS			CAS	HERP			PreservedSpecimen												Ablepharus grayanus							Animalia; Chordata; Reptilia; Sauria; Scincidae	Animalia	Chordata	Reptilia	Sauria	Scincidae	Ablepharus		grayanus									
CAS	CAS Herpetology (HERP)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=herp	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=herp		cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	HerpNET,VertNet	United States	California Academy of Sciences	California	Thu Oct 16 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	urn:catalog:CAS:HERP:100002									100002	Asia			Pakistan				17																															Asia; Pakistan; Sindh Prov.																			Karachi, Malir													3		urn:catalog:CAS:HERP:100002									Alcohol		"""J.A. Anderson"""							Sindh Prov.						17 Mar 1965		Pakistan: Karachi: Malir				1965	PhysicalObject	2015-03-19 14:13:00.0	en						CAS			CAS	HERP			PreservedSpecimen												Ablepharus grayanus							Animalia; Chordata; Reptilia; Sauria; Scincidae	Animalia	Chordata	Reptilia	Sauria	Scincidae	Ablepharus		grayanus									
CAS	CAS Herpetology (HERP)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=herp	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=herp		cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	HerpNET,VertNet	United States	California Academy of Sciences	California	Thu Oct 16 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	urn:catalog:CAS:HERP:100003									100003	Asia			Pakistan				17																															Asia; Pakistan; Sindh Prov.																			Karachi, Malir													3		urn:catalog:CAS:HERP:100003									Alcohol		"""J.A. Anderson"""							Sindh Prov.						17 Mar 1965		Pakistan: Karachi: Malir				1965	PhysicalObject	2015-03-19 14:13:00.0	en						CAS			CAS	HERP			PreservedSpecimen												Ablepharus grayanus							Animalia; Chordata; Reptilia; Sauria; Scincidae	Animalia	Chordata	Reptilia	Sauria	Scincidae	Ablepharus		grayanus									
CAS	CAS Herpetology (HERP)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=herp	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=herp		cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	HerpNET,VertNet	United States	California Academy of Sciences	California	Thu Oct 16 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	http://ipt.calacademy.org:8080/ipt/resource.do?r=herp	urn:catalog:CAS:HERP:100004									100004	Asia			Pakistan				17																															Asia; Pakistan; Sindh Prov.																			Karachi, Malir													3		urn:catalog:CAS:HERP:100004									Alcohol		"""J.A. Anderson"""							Sindh Prov.						17 Mar 1965		Pakistan: Karachi: Malir				1965	PhysicalObject	2015-03-19 14:13:00.0	en						CAS			CAS	HERP			PreservedSpecimen												Ablepharus grayanus							Animalia; Chordata; Reptilia; Sauria; Scincidae	Animalia	Chordata	Reptilia	Sauria	Scincidae	Ablepharus		grayanus									
