KU	KUBI Ichthyology Collection	University of Kansas Biodiversity Institute Ichthyology Collection	Andrew Bentley	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ichthyology	abentley@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ichthyology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	8f79c802-a58c-447f-99aa-1d6a0790825a	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	FishNet,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	db191bf1-1ed3-11e3-bfac-90b11c41863e									37319	North America			United States of America		Pottawatomie	2005-10-17	11	39.5196667	-96.3263333									2004-5-11	001-RFM-04									WGS84						Provided georef				North America, United States of America, Kansas, Pottawatomie								Luttrell, Geffery R											Clear Fork Creek													5		db191bf1-1ed3-11e3-bfac-90b11c41863e									EtOH - 15		Kansas Department of Wildlife and Parks							Kansas											Kansas	2004	PhysicalObject	2006-10-06 01:47:06.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUI	University of Kansas Biodiversity Institute Fish Voucher Collection		PreservedSpecimen			29-46mm SL									Ameiurus melas								Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Ameiurus		melas				(Rafinesque) 1820					
KU	KUBI Ichthyology Collection	University of Kansas Biodiversity Institute Ichthyology Collection	Andrew Bentley	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ichthyology	abentley@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ichthyology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	8f79c802-a58c-447f-99aa-1d6a0790825a	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	FishNet,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	db191eef-1ed3-11e3-bfac-90b11c41863e									39946	North America			United States of America		Barber		7	36.99953	-98.85098									2006-7-7	106-RFM-06									WGS84						Provided georef				North America, United States of America, Kansas, Barber								Luttrell, Geffery R											Yellowstone Creek													7		db191eef-1ed3-11e3-bfac-90b11c41863e									EtOH - 2		Kansas Department of Wildlife and Parks							Kansas											Lower Arkansas	2006	PhysicalObject	2007-06-26 02:03:01.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUI	University of Kansas Biodiversity Institute Fish Voucher Collection		PreservedSpecimen			19-44mm SL									Notropis stramineus								Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis		stramineus				(Cope) 1865					
KU	KUBI Ichthyology Collection	University of Kansas Biodiversity Institute Ichthyology Collection	Andrew Bentley	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ichthyology	abentley@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ichthyology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	8f79c802-a58c-447f-99aa-1d6a0790825a	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	FishNet,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	db19207b-1ed3-11e3-bfac-90b11c41863e									40682	North America			United States of America		Chase	2010-6-11	11	38.351597	-96.355138									2010-6-11	RLM 10-81									WGS84						GEOLocate				North America, United States of America, Kansas, Chase								Doosey, Michael											Jacob Creek on County Road A													6		db19207b-1ed3-11e3-bfac-90b11c41863e									EtOH - 1		Mayden, Richard L; Doosey, Michael							Kansas												2010	PhysicalObject	2010-09-01 02:41:46.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUI	University of Kansas Biodiversity Institute Fish Voucher Collection		PreservedSpecimen			56mm SL									Lepomis humilis								Animalia	Chordata	Actinopterygii	Perciformes	Centrarchidae	Lepomis		humilis				(Girard) 1858					
KU	KUBI Ichthyology Collection	University of Kansas Biodiversity Institute Ichthyology Collection	Andrew Bentley	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ichthyology	abentley@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ichthyology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	8f79c802-a58c-447f-99aa-1d6a0790825a	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	FishNet,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	db1921e0-1ed3-11e3-bfac-90b11c41863e									28892	Asia			Nepal			2001-6-25	14	27.4832993	83.9400024									1996-3-14	DE-N-248									WGS84										Asia, Nepal, Chitwan/Nawalparasi								Edds, David R											At Kanahaa river confluence													3		db1921e0-1ed3-11e3-bfac-90b11c41863e									EtOH - 10		Edds, David R							Chitwan/Nawalparasi												1996	PhysicalObject	2001-07-18 04:47:54.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUI	University of Kansas Biodiversity Institute Fish Voucher Collection		PreservedSpecimen			27-60mm SL									Chagunius chagunio								Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Chagunius		chagunio				(Hamilton, 1822)					
KU	KUBI Ichthyology Collection	University of Kansas Biodiversity Institute Ichthyology Collection	Andrew Bentley	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ichthyology	abentley@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ichthyology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	8f79c802-a58c-447f-99aa-1d6a0790825a	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	FishNet,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	db192336-1ed3-11e3-bfac-90b11c41863e									39703	North America			United States of America		McCurtain	2007-4-27	15	33.813222	-94.827161									1949-4-15	TUU 49-33									WGS84						GEOLocate				North America, United States of America, Oklahoma, McCurtain								Luttrell, Geffery R											Tributary of Waterfall Creek, 5 mi. S of Idabel on Highway 87													4		db192336-1ed3-11e3-bfac-90b11c41863e									EtOH - 4		Tulsa uncataloged collection							Oklahoma												1949	PhysicalObject	2007-05-02 03:57:04.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUI	University of Kansas Biodiversity Institute Fish Voucher Collection		PreservedSpecimen			31-54mm SL									Cyprinella lutrensis								Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinella		lutrensis				(Baird & Girard) 1853					
KU	KUBI Ichthyology Collection	University of Kansas Biodiversity Institute Ichthyology Collection	Andrew Bentley	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ichthyology	abentley@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ichthyology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	8f79c802-a58c-447f-99aa-1d6a0790825a	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	FishNet,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	db192481-1ed3-11e3-bfac-90b11c41863e				2010. The Clupeocephala re-visited: Analysis of characters and homologies. Revista de Biologia Marina y Oceanografia. 45: 635-657					38655	North America			United States of America		Lake	2006-6-22	9	41.7208333	-81.1761111									2005-6-9	MC 05-04									WGS84						Provided georef				North America, United States of America, Ohio, Lake								Coburn, Miles											Paine Creek, Metropark at Seeley Road													6		db192481-1ed3-11e3-bfac-90b11c41863e									EtOH - 5		Virt, Michael V							Ohio												2005	PhysicalObject	2011-06-20 11:00:06.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUI	University of Kansas Biodiversity Institute Fish Voucher Collection		PreservedSpecimen			17-20mm SL									Catostomus commersonii								Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Catostomus		commersonii				(Lacepede) 1803					
KU	KUBI Ichthyology Collection	University of Kansas Biodiversity Institute Ichthyology Collection	Andrew Bentley	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ichthyology	abentley@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ichthyology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	8f79c802-a58c-447f-99aa-1d6a0790825a	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	FishNet,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	db1925c7-1ed3-11e3-bfac-90b11c41863e									36028	North America			United States of America		Barton	2005-5-11	9	38.3127778	-98.4958333									2004-8-9	133-UAC-04									WGS84						Provided georef				North America, United States of America, Kansas, Barton								Luttrell, Geffery R											Arkansas River													8		db1925c7-1ed3-11e3-bfac-90b11c41863e									EtOH - 37		Kansas Department of Wildlife and Parks							Kansas											Arkansas River	2004	PhysicalObject	2005-07-27 04:03:43.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUI	University of Kansas Biodiversity Institute Fish Voucher Collection		PreservedSpecimen			19-79mm SL									Phenacobius mirabilis								Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Phenacobius		mirabilis				(Girard) 1856					
KU	KUBI Ichthyology Collection	University of Kansas Biodiversity Institute Ichthyology Collection	Andrew Bentley	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ichthyology	abentley@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ichthyology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	8f79c802-a58c-447f-99aa-1d6a0790825a	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	FishNet,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	db192706-1ed3-11e3-bfac-90b11c41863e									31288	North America			United States of America		Muskogee		8	35.7785	-95.2477									1966-5-8	TU-OK-25									WGS84										North America, United States of America, Oklahoma, Muskogee								Lindsay, Hague L											Bayou Manard, NW of Braggs on Hwy 10													5		db192706-1ed3-11e3-bfac-90b11c41863e							TU 1083		EtOH - 11		Moore, George A; Riggs, Carl; Lindsay, Hague L							Oklahoma												1966	PhysicalObject	2003-02-12 08:58:56.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUI	University of Kansas Biodiversity Institute Fish Voucher Collection		PreservedSpecimen												Etheostoma spectabile								Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma		spectabile				(Agassiz) 1854					
KU	KUBI Ichthyology Collection	University of Kansas Biodiversity Institute Ichthyology Collection	Andrew Bentley	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ichthyology	abentley@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ichthyology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	8f79c802-a58c-447f-99aa-1d6a0790825a	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	FishNet,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	db192abe-1ed3-11e3-bfac-90b11c41863e									39392	North America			United States of America		Osage	2007-3-2	6	36.240744	-96.295448									1949-8-6	TUU 49-76									WGS84						GEOLocate				North America, United States of America, Oklahoma, Osage								Abe, Francine											Walnut Creek, 1 mi. E of Prue													8		db192abe-1ed3-11e3-bfac-90b11c41863e									EtOH - 1		Tulsa uncataloged collection							Oklahoma												1949	PhysicalObject	2007-03-12 11:45:43.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUI	University of Kansas Biodiversity Institute Fish Voucher Collection		PreservedSpecimen			64mm SL									Dorosoma cepedianum								Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Dorosoma		cepedianum				(Lesueur) 1818					
KU	KUBI Ichthyology Collection	University of Kansas Biodiversity Institute Ichthyology Collection	Andrew Bentley	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ichthyology	abentley@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ichthyology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	8f79c802-a58c-447f-99aa-1d6a0790825a	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	FishNet,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ichthyology	db192c0f-1ed3-11e3-bfac-90b11c41863e									32673	North America			United States of America		Neosho	2003-9-5	10	37.6938889	-95.1941667									2001-7-10	KRS-017									WGS84										North America, United States of America, Kansas, Neosho								Luttrell, Geffery R											Canville Creek													7		db192c0f-1ed3-11e3-bfac-90b11c41863e									EtOH - 20		Kansas Department of Wildlife and Parks							Kansas												2001	PhysicalObject	2003-09-09 03:22:40.0	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://grbio.org/cool/iakn-125z			KU	KUI	University of Kansas Biodiversity Institute Fish Voucher Collection		PreservedSpecimen			25-42mm SL									Etheostoma spectabile								Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma		spectabile				(Agassiz) 1854					
