UNR	UNR Mammalogy	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_mammals	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_mammals	https://creativecommons.org/publicdomain/zero/1.0	ce4fe924-1ddf-4546-856f-b3319aded91b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-01-27	MaNIS,VertNet	United States	University of Nevada, Reno	Nevada	Mon Jun 09 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	urn:catalog:UNR:Mammals:25									25	North America			United States	US	Washoe		25									84	native	1935-03-25																				| USA | NV | Washoe |  |  |  |																			Several miles S of Reno													3		urn:catalog:UNR:Mammals:25		present							skin in alcohol							male	84	Nevada						25-Mar-35		USA | NV | Washoe | Several miles S of Reno				1935	PhysicalObject	2015-02-18	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/mammals?id=25				UNR	Mammals			PreservedSpecimen			"{""measurements"":""171-37-22-x"" }"									Scapanus latimanus							Scapanus	Animalia	Chordata	Mammalia	Soricomorpha	Talpidae	Scapanus		latimanus		species				ICZN			
UNR	UNR Mammalogy	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_mammals	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_mammals	https://creativecommons.org/publicdomain/zero/1.0	ce4fe924-1ddf-4546-856f-b3319aded91b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-01-27	MaNIS,VertNet	United States	University of Nevada, Reno	Nevada	Mon Jun 09 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	urn:catalog:UNR:Mammals:26									26	North America			United States	US	Washoe		10									100	native	1935-04-10																				| USA | NV | Washoe |  |  |  |																			S of Reno													4		urn:catalog:UNR:Mammals:26		present							skin in alcohol							male	100	Nevada						10-Apr-35		USA | NV | Washoe | S of Reno				1935	PhysicalObject	2015-02-18	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/mammals?id=26				UNR	Mammals			PreservedSpecimen			"{""measurements"":""163-37-22-x"" }"									Scapanus latimanus							Scapanus	Animalia	Chordata	Mammalia	Soricomorpha	Talpidae	Scapanus		latimanus		species				ICZN			
UNR	UNR Mammalogy	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_mammals	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_mammals	https://creativecommons.org/publicdomain/zero/1.0	ce4fe924-1ddf-4546-856f-b3319aded91b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-01-27	MaNIS,VertNet	United States	University of Nevada, Reno	Nevada	Mon Jun 09 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	urn:catalog:UNR:Mammals:27									27																		native																																																							urn:catalog:UNR:Mammals:27	no entry	present																													PhysicalObject	2015-02-18	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/mammals?id=27				UNR	Mammals			PreservedSpecimen																																				
UNR	UNR Mammalogy	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_mammals	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_mammals	https://creativecommons.org/publicdomain/zero/1.0	ce4fe924-1ddf-4546-856f-b3319aded91b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-01-27	MaNIS,VertNet	United States	University of Nevada, Reno	Nevada	Mon Jun 09 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	urn:catalog:UNR:Mammals:28									28																		native																																																							urn:catalog:UNR:Mammals:28	no entry	present																													PhysicalObject	2015-02-18	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/mammals?id=28				UNR	Mammals			PreservedSpecimen																																				
UNR	UNR Mammalogy	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_mammals	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_mammals	https://creativecommons.org/publicdomain/zero/1.0	ce4fe924-1ddf-4546-856f-b3319aded91b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-01-27	MaNIS,VertNet	United States	University of Nevada, Reno	Nevada	Mon Jun 09 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	urn:catalog:UNR:Mammals:29									29	North America			United States	US	Alameda		16									259	native	1934-09-16																				| USA | CA | Alameda |  |  |  |																			International House, Berkeley													9		urn:catalog:UNR:Mammals:29		present									Russell, Ward C	3685				male	259	California						16-Sep-34		USA | CA | Alameda | International House, Berkeley				1934	PhysicalObject	2015-02-18	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/mammals?id=29				UNR	Mammals			PreservedSpecimen			"{""measurements"":""110-43-10-16, TR=7"", ""weightInGrams"":""15.50"" }"									Eptesicus fuscus bernardinus							Eptesicus	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Eptesicus		fuscus	bernardinus	subspecies				ICZN			
UNR	UNR Mammalogy	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_mammals	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_mammals	https://creativecommons.org/publicdomain/zero/1.0	ce4fe924-1ddf-4546-856f-b3319aded91b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-01-27	MaNIS,VertNet	United States	University of Nevada, Reno	Nevada	Mon Jun 09 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	urn:catalog:UNR:Mammals:30									30	North America			United States	US	Washoe		14									287	native	2014-10-14																				| USA | NV | Washoe |  |  |  |																			Reno													10		urn:catalog:UNR:Mammals:30		present							skin in alcohol								287	Nevada						14-Oct-14		USA | NV | Washoe | Reno				2014	PhysicalObject	2015-02-18	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/mammals?id=30				UNR	Mammals			PreservedSpecimen			"{""measurements"":""TL=96.5"" }"									Lasiurus cinereus							Lasiurus	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Lasiurus		cinereus		species				ICZN			
UNR	UNR Mammalogy	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_mammals	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_mammals	https://creativecommons.org/publicdomain/zero/1.0	ce4fe924-1ddf-4546-856f-b3319aded91b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-01-27	MaNIS,VertNet	United States	University of Nevada, Reno	Nevada	Mon Jun 09 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	urn:catalog:UNR:Mammals:31									31	North America			United States	US	Washoe		29									273	native	1944-09-29																				| USA | NV | Washoe |  |  |  |																			University of Nevada, Reno													9		urn:catalog:UNR:Mammals:31	Upper Sonoran	present							skin in alcohol		Richardson, Frank	294					273	Nevada						29-Sep-44		USA | NV | Washoe | University of Nevada, Reno				1944	PhysicalObject	2015-02-18	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/mammals?id=31				UNR	Mammals			PreservedSpecimen			"{""measurements"":""85-x-x-13"" }"									Tadarida mexicana							Tadarida	Animalia	Chordata	Mammalia	Chiroptera	Molossidae	Tadarida		mexicana		species				ICZN			
UNR	UNR Mammalogy	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_mammals	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_mammals	https://creativecommons.org/publicdomain/zero/1.0	ce4fe924-1ddf-4546-856f-b3319aded91b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-01-27	MaNIS,VertNet	United States	University of Nevada, Reno	Nevada	Mon Jun 09 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	urn:catalog:UNR:Mammals:32									32	North America			United States	US	Washoe		15									258	native	1941-09-15																				| USA | NV | Washoe |  |  |  |																			912 Ralston St, Reno													9		urn:catalog:UNR:Mammals:32	Alive on sidewalk	present							skin in alcohol		Richardson, Frank	274					258	Nevada						15-Sep-41		USA | NV | Washoe | 912 Ralston St, Reno				1941	PhysicalObject	2015-02-18	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/mammals?id=32				UNR	Mammals			PreservedSpecimen			"{""measurements"":""90-x-x-13"" }"									Lasiurus borealis							Lasiurus	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Lasiurus		borealis		species				ICZN			
UNR	UNR Mammalogy	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_mammals	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_mammals	https://creativecommons.org/publicdomain/zero/1.0	ce4fe924-1ddf-4546-856f-b3319aded91b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-01-27	MaNIS,VertNet	United States	University of Nevada, Reno	Nevada	Mon Jun 09 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	urn:catalog:UNR:Mammals:33									33	North America			United States	US	Nye		10									191	native	1933-07-10																				| USA | NV | Nye |  |  |  |																			Hot Creek Range, 7 mi W of Tybo								2133.6				2133.6	7		urn:catalog:UNR:Mammals:33		present									Russell, Ward C	3074				male	191	Nevada					7000 F	10-Jul-33		USA | NV | Nye | Hot Creek Range, 7 mi W of Tybo				1933	PhysicalObject	2015-02-18	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/mammals?id=33				UNR	Mammals			PreservedSpecimen			"{""measurements"":""90-44-7-12, TR=8"", ""weightInGrams"":""4.60"" }"									Myotis subulatus melanorhinus							Myotis	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		subulatus	melanorhinus	subspecies				ICZN			
UNR	UNR Mammalogy	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_mammals	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_mammals	https://creativecommons.org/publicdomain/zero/1.0	ce4fe924-1ddf-4546-856f-b3319aded91b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-01-27	MaNIS,VertNet	United States	University of Nevada, Reno	Nevada	Mon Jun 09 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_mammals	urn:catalog:UNR:Mammals:34									34	North America			United States	US	White Pine		7										native	2029-06-07																				| USA | NV | White Pine |  |  |  |																			Lehman Cave								2194.56				2194.56	6		urn:catalog:UNR:Mammals:34		present							skin | skull		Russell, Ward C	325				male		Nevada					7200 F	7-Jun-29		USA | NV | White Pine | Lehman Cave					PhysicalObject	2015-02-18	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/mammals?id=34				UNR	Mammals			PreservedSpecimen			"{""measurements"":""93-42-9.5-13, TR=7"", ""weightInGrams"":""6.40"" }"									Myotis volans							Myotis	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		volans		species				ICZN			
