CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:261									261								12									316	native	1939-11-12																																																				11		urn:catalog:CSUC:Birds:261		present							flat skin							male	316							Nov. 12, 1939						1939	PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=261				CSUC	Birds			PreservedSpecimen												Elanus leucurus								Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Elanus		leucurus		species			White-tailed kite	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:262									262																		native																																																							urn:catalog:CSUC:Birds:262		present							flat skin							female															PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=262				CSUC	Birds			PreservedSpecimen												Elanus leucurus								Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Elanus		leucurus		species			White-tailed kite	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:263									263																		native																																																							urn:catalog:CSUC:Birds:263	no longer in collection	present																													PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=263				CSUC	Birds			PreservedSpecimen			"{""weightInGrams"":""209.9 g"" }"									Elanus leucurus								Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Elanus		leucurus		species			White-tailed kite	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:264									264	North America			United States	US	Butte		23									357	native	1977-12-23																				| USA | CA | Butte |  |  |  |																																12		urn:catalog:CSUC:Birds:264		present							flat skin							male	357	California						Dec. 23, 1977		USA | CA | Butte				1977	PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=264				CSUC	Birds			PreservedSpecimen			"{""weightInGrams"":""328 g"" }"									Elanus leucurus								Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Elanus		leucurus		species			White-tailed kite	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:265									265	North America			United States	US	Sutter		2									33	native	1981-02-02																				| USA | CA | Sutter |  |  |  |																	adult															2		urn:catalog:CSUC:Birds:265	prepared by C. Spiegel	present							flat skin		Bob A. Orange, USFWS					female	33	California						Feb. 2, 1981		USA | CA | Sutter				1981	PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=265				CSUC	Birds			PreservedSpecimen			"{""weightInGrams"":""0.8 lb"" }"									Elanus leucurus								Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Elanus		leucurus		species			White-tailed kite	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:1842									1842																		native																																						immature																	urn:catalog:CSUC:Birds:1842	prepared by J. Ikemoto	present							flat skin							male															PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=1842				CSUC	Birds			PreservedSpecimen			"{""weightInGrams"":""161.4 g"" }"									Elanus leucurus								Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Elanus		leucurus		species			White-tailed kite	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:1950									1950																		native																																						adult																	urn:catalog:CSUC:Birds:1950	Prepared by Ryan T. Martin, 3/12/1999	present							flat skin							female															PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=1950				CSUC	Birds			PreservedSpecimen			"{""weightInGrams"":""100g"" }"									Elanus leucurus								Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Elanus		leucurus		species			White-tailed kite	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:2224									2224	North America			United States	US	Butte		6									6	native	2004-01-06																				| USA | CA | Butte |  |  |  |																	Ad (ASY)		Llano Seco Unit, UBBWA													1		urn:catalog:CSUC:Birds:2224	Prepared by Johnny Ratcliff, 3/26/2013	present							flat skin		Laura Cockrell					male	6	California						6-Jan-04		USA | cA | Butte | Llano Seco Unit, UBBWA				2004	PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=2224				CSUC	Birds			PreservedSpecimen			"{""rightTarsusLengthInMM"":""43.2"", ""culmenLengthInMM"":""23.1"", ""rightWingChordInMM"":""318"", ""weightInGrams"":""265g"" }"									Elanus leucurus								Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Elanus		leucurus		species			White-tailed kite	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:320									320																		native																																						adult																	urn:catalog:CSUC:Birds:320	prepared by H. Jansen; 1982	present							flat skin		N. Alegre					female															PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=320				CSUC	Birds			PreservedSpecimen			"{""weightInGrams"":""299.2 g"" }"									Circus cyaneus								Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus		cyaneus		species			Northern harrier	ICZN			
CSUC	CSUC Vertebrate Collection	California State University, Chico Vertebrate Museum Mammalogy Collection (CSUC)	Raymond Bogiatto	http://ipt.vertnet.org:8080/ipt/archive.do?r=csuc_verts	rbogiatto@csuchico.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=csuc_verts	http://creativecommons.org/publicdomain/zero/1.0/ and http://www.vertnet.org/resources/norms.html	08dc18e5-e3c0-4f74-b49a-b8274aabe020	e8d23d68-7220-48a2-969a-c37cb8eb04cf		CC0	2015-03-05	MaNIS,ORNIS,FishNet,VertNet	United States	California State University, Chico Vertebrate Museum	California	Thu Feb 26 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=csuc_verts	urn:catalog:CSUC:Birds:123									123																		native																																																							urn:catalog:CSUC:Birds:123	No longer in collection	present							flat skin							male															PhysicalObject	2015-03-31	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/csuc/birds?id=123				CSUC	Birds			PreservedSpecimen												Anas acuta								Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas		acuta		species			Northern Pintail	ICZN			
