Sun Dec 02 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/eml.do?r=ds12	http://danbif.au.dk/ipt/archive.do?r=ds12	P. W. Lund collection in the National History Museum of Denmark, Copenhagen	ZMUC	The P. W. Lund collection of extant mammals. Incomplete listing of extant mammals collected by Lund and visiting colleagues (Reinhardt and others) (1833-1889). P. W. Lund is mainly known for his basic research on subfossil remains of the extinct fauna in the limestone caves of Minas Gerais (Lagoa Santa, Brazil), and for his collections and descriptions of extant mammals of the area.  Photos of material is available via the homepage: http://www.zmuc.dk/VerWeb/lund/lund_mammals.html	Isabel Calabuig	Zoological Museum, Natural History Museum of Denmark	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	88		MaNIS	009c8669-54d3-4396-b051-457ebb273a40	urn:catalog:ZMUC:PVLund:L4(-1)						PreservedSpecimen			L4(-1)	PVLund		South America	25000.000		Brazil						-19.634701	-43.892700														Name given by Lund: Didelphis albiventris m. Name given by Winge:     Reference: -Lund, 1840 Images of specimen:  066-m-L4-dorsal-skull066-m-L4-lateral-skull 066-m-L4-ventral-skull 066-m-L4-mandible 066e-m-L4-label-skull 067-m-L4-skeleton-img1of3 067-m-																										ZMUC										Lagoa Santa																															P. V. Lund																																						12									Animalia	Mammalia		Didelphimorphia	Didelphidae	Didelphis		albiventris		Didelphis albiventris						LUND, 1841																
Sun Dec 02 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/eml.do?r=ds12	http://danbif.au.dk/ipt/archive.do?r=ds12	P. W. Lund collection in the National History Museum of Denmark, Copenhagen	ZMUC	The P. W. Lund collection of extant mammals. Incomplete listing of extant mammals collected by Lund and visiting colleagues (Reinhardt and others) (1833-1889). P. W. Lund is mainly known for his basic research on subfossil remains of the extinct fauna in the limestone caves of Minas Gerais (Lagoa Santa, Brazil), and for his collections and descriptions of extant mammals of the area.  Photos of material is available via the homepage: http://www.zmuc.dk/VerWeb/lund/lund_mammals.html	Isabel Calabuig	Zoological Museum, Natural History Museum of Denmark	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	88		MaNIS	4965d847-7fef-4235-b6db-d0cd3a5038bf	urn:catalog:ZMUC:PVLund:L24(-2)						PreservedSpecimen			L24(-2)	PVLund		South America	25000.000		Brazil						-19.634701	-43.892700														Name given by Lund: Didelphis elegans m. Name given by Winge: Grymaeomys pusillus   Desm. Reference: -Lund, 1842- Winge, 1893 Images of specimen:  006-m-L24-mummy 006e-m-L24-label     																										ZMUC										Lagoa Santa																															P. V. Lund																																						12									Animalia	Mammalia		Didelphimorphia	Didelphidae	? Thylamys		elegans		? Thylamys elegans						(WATERHOUSE 1839)																
Sun Dec 02 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/eml.do?r=ds12	http://danbif.au.dk/ipt/archive.do?r=ds12	P. W. Lund collection in the National History Museum of Denmark, Copenhagen	ZMUC	The P. W. Lund collection of extant mammals. Incomplete listing of extant mammals collected by Lund and visiting colleagues (Reinhardt and others) (1833-1889). P. W. Lund is mainly known for his basic research on subfossil remains of the extinct fauna in the limestone caves of Minas Gerais (Lagoa Santa, Brazil), and for his collections and descriptions of extant mammals of the area.  Photos of material is available via the homepage: http://www.zmuc.dk/VerWeb/lund/lund_mammals.html	Isabel Calabuig	Zoological Museum, Natural History Museum of Denmark	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	88		MaNIS	03488ef5-12c7-4689-b7ef-9804a11e289e	urn:catalog:ZMUC:PVLund:L14(-3)						PreservedSpecimen			L14(-3)	PVLund		South America	25000.000		Brazil						-19.634701	-43.892700														Name given by Lund: Didelphis incana m. Name given by Winge: Grymaeomys griseus    Desm. Reference: -Lund, 1840- Winge, 1893 Images of specimen:  080-m-L14-dorsal-skull 080-m-L14-lateral-skull 080-m-L14-ventral-skull 080-m-L14-mandible 080e-m-L14-label-																										ZMUC										Lagoa Santa																															P. V. Lund																																						12									Animalia	Mammalia		Didelphimorphia	Didelphidae	Marmosops		incanus		Marmosops incanus						(LUND, 1840)																
Sun Dec 02 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/eml.do?r=ds12	http://danbif.au.dk/ipt/archive.do?r=ds12	P. W. Lund collection in the National History Museum of Denmark, Copenhagen	ZMUC	The P. W. Lund collection of extant mammals. Incomplete listing of extant mammals collected by Lund and visiting colleagues (Reinhardt and others) (1833-1889). P. W. Lund is mainly known for his basic research on subfossil remains of the extinct fauna in the limestone caves of Minas Gerais (Lagoa Santa, Brazil), and for his collections and descriptions of extant mammals of the area.  Photos of material is available via the homepage: http://www.zmuc.dk/VerWeb/lund/lund_mammals.html	Isabel Calabuig	Zoological Museum, Natural History Museum of Denmark	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	88		MaNIS	108729f1-e31c-41f8-a34e-5cceca1399f1	urn:catalog:ZMUC:PVLund:L15(-4)						PreservedSpecimen			L15(-4)	PVLund		South America	25000.000		Brazil						-19.634701	-43.892700														Name given by Lund: Didelphis incana m. Name given by Winge: Grymaeomys griseus    Desm. Reference: -Lund, 1840- Winge, 1893 Images of specimen:  081-m-L15-dorsal-skull 081-m-L15-lateral-skull 081-m-L15-ventral-skull 081-m-L15-mandible 081e-m-L15-label-																										ZMUC										Lagoa Santa																															P. V. Lund																																						12									Animalia	Mammalia		Didelphimorphia	Didelphidae	Marmosops		incanus		Marmosops incanus						(LUND, 1840)																
Sun Dec 02 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/eml.do?r=ds12	http://danbif.au.dk/ipt/archive.do?r=ds12	P. W. Lund collection in the National History Museum of Denmark, Copenhagen	ZMUC	The P. W. Lund collection of extant mammals. Incomplete listing of extant mammals collected by Lund and visiting colleagues (Reinhardt and others) (1833-1889). P. W. Lund is mainly known for his basic research on subfossil remains of the extinct fauna in the limestone caves of Minas Gerais (Lagoa Santa, Brazil), and for his collections and descriptions of extant mammals of the area.  Photos of material is available via the homepage: http://www.zmuc.dk/VerWeb/lund/lund_mammals.html	Isabel Calabuig	Zoological Museum, Natural History Museum of Denmark	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	88		MaNIS	fcf9b7d3-b214-4860-a1d6-3c8133d16ca8	urn:catalog:ZMUC:PVLund:223(-5)						PreservedSpecimen			223(-5)	PVLund		South America	25000.000		Brazil						-19.634701	-43.892700														Name given by Lund: Didelphis incana m. Name given by Winge: Grymaeomys griseus    Desm. Reference: -Lund, 1840- Winge, 1893 Images of specimen:  082-m-L223-skin-dorsal  -082-m-223-skin-ventral    syntypes Notes reg. L14L15233234 Robert S. Voss																										ZMUC										Lagoa Santa																															P. V. Lund																																						12									Animalia	Mammalia		Didelphimorphia	Didelphidae	Marmosops		incanus		Marmosops incanus						(LUND, 1840)																
Sun Dec 02 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/eml.do?r=ds12	http://danbif.au.dk/ipt/archive.do?r=ds12	P. W. Lund collection in the National History Museum of Denmark, Copenhagen	ZMUC	The P. W. Lund collection of extant mammals. Incomplete listing of extant mammals collected by Lund and visiting colleagues (Reinhardt and others) (1833-1889). P. W. Lund is mainly known for his basic research on subfossil remains of the extinct fauna in the limestone caves of Minas Gerais (Lagoa Santa, Brazil), and for his collections and descriptions of extant mammals of the area.  Photos of material is available via the homepage: http://www.zmuc.dk/VerWeb/lund/lund_mammals.html	Isabel Calabuig	Zoological Museum, Natural History Museum of Denmark	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	88		MaNIS	0727c60b-0aac-43b6-9a2d-048675c0f9d1	urn:catalog:ZMUC:PVLund:224(-6)						PreservedSpecimen			224(-6)	PVLund		South America	25000.000		Brazil						-19.634701	-43.892700														Name given by Lund: Didelphis incana m. Name given by Winge: Grymaeomys griseus    Desm. Reference: -Lund, 1840- Winge, 1893 Images of specimen:  084-m-224-dorsal-skull 084-m-224-lateral-skull 084-m-224-ventral-skull 084-m-224-mandible 083-m-224-skin-la																										ZMUC										Lagoa Santa																															P. V. Lund																																						12									Animalia	Mammalia		Didelphimorphia	Didelphidae	Marmosops		incanus		Marmosops incanus						(LUND, 1840)																
Sun Dec 02 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/eml.do?r=ds12	http://danbif.au.dk/ipt/archive.do?r=ds12	P. W. Lund collection in the National History Museum of Denmark, Copenhagen	ZMUC	The P. W. Lund collection of extant mammals. Incomplete listing of extant mammals collected by Lund and visiting colleagues (Reinhardt and others) (1833-1889). P. W. Lund is mainly known for his basic research on subfossil remains of the extinct fauna in the limestone caves of Minas Gerais (Lagoa Santa, Brazil), and for his collections and descriptions of extant mammals of the area.  Photos of material is available via the homepage: http://www.zmuc.dk/VerWeb/lund/lund_mammals.html	Isabel Calabuig	Zoological Museum, Natural History Museum of Denmark	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	88		MaNIS	0a3c46fd-107e-4732-a81e-50fe2b3d47dc	urn:catalog:ZMUC:PVLund:L36(-7)						PreservedSpecimen			L36(-7)	PVLund		South America	25000.000		Brazil						-19.634701	-43.892700														Name given by Lund: Dasypus mirim m Name given by Winge:     Reference: -Lund 1842 Images of specimen:  085-m-L36-shield 089-m-L36-skull-dorsal 089-m-L36-skull-lateral 089-m-L36-skull-ventral 089-m-L36-skeleton 089es-m-L36-label-skull-skel     																										ZMUC										Lagoa Santa																															P. V. Lund																																						12									Animalia	Mammalia		Xenarthra	Dasypodidae	Dasypus		hybridus		Dasypus hybridus						(DESMAREST, 1804)																
Sun Dec 02 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/eml.do?r=ds12	http://danbif.au.dk/ipt/archive.do?r=ds12	P. W. Lund collection in the National History Museum of Denmark, Copenhagen	ZMUC	The P. W. Lund collection of extant mammals. Incomplete listing of extant mammals collected by Lund and visiting colleagues (Reinhardt and others) (1833-1889). P. W. Lund is mainly known for his basic research on subfossil remains of the extinct fauna in the limestone caves of Minas Gerais (Lagoa Santa, Brazil), and for his collections and descriptions of extant mammals of the area.  Photos of material is available via the homepage: http://www.zmuc.dk/VerWeb/lund/lund_mammals.html	Isabel Calabuig	Zoological Museum, Natural History Museum of Denmark	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	88		MaNIS	3ac01139-0a18-471e-96e4-84cfb67973bd	urn:catalog:ZMUC:PVLund:L37(-8)						PreservedSpecimen			L37(-8)	PVLund		South America	25000.000		Brazil						-19.634701	-43.892700														Name given by Lund: Dasypus mirim m Name given by Winge:     Reference: -Lund 1842 Images of specimen:  086-m-L37-shield-dorsal 086-m-L37-shield-ventral 090-m-L37-skull-dorsal 090-m-L37-skull-lateral 090-m-L37-skull-ventral 090-m-L37-mandible 090-m-L37-																										ZMUC										Lagoa Santa																															P. V. Lund																																						12									Animalia	Mammalia		Xenarthra	Dasypodidae	Dasypus		hybridus		Dasypus hybridus						(DESMAREST, 1804)																
Sun Dec 02 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/eml.do?r=ds12	http://danbif.au.dk/ipt/archive.do?r=ds12	P. W. Lund collection in the National History Museum of Denmark, Copenhagen	ZMUC	The P. W. Lund collection of extant mammals. Incomplete listing of extant mammals collected by Lund and visiting colleagues (Reinhardt and others) (1833-1889). P. W. Lund is mainly known for his basic research on subfossil remains of the extinct fauna in the limestone caves of Minas Gerais (Lagoa Santa, Brazil), and for his collections and descriptions of extant mammals of the area.  Photos of material is available via the homepage: http://www.zmuc.dk/VerWeb/lund/lund_mammals.html	Isabel Calabuig	Zoological Museum, Natural History Museum of Denmark	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	88		MaNIS	75dfbaa2-a0ab-4a24-bff9-57d7d861dfcf	urn:catalog:ZMUC:PVLund:L38(-9)						PreservedSpecimen			L38(-9)	PVLund		South America	25000.000		Brazil						-19.634701	-43.892700														Name given by Lund: Dasypus mirim m Name given by Winge:     Reference: -Lund 1842 Images of specimen:  091-m-L38-skull-dorsal 091-m-L38-skull-lateral 091-m-L38-skull-vantral 091-m-L38-mandible 091-m-L38-skeleton 091e-m-L38-label-skull-skel     																										ZMUC										Lagoa Santa																															P. V. Lund																																						12									Animalia	Mammalia		Xenarthra	Dasypodidae	Dasypus		hybridus		Dasypus hybridus						(DESMAREST, 1804)																
Sun Dec 02 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/eml.do?r=ds12	http://danbif.au.dk/ipt/archive.do?r=ds12	P. W. Lund collection in the National History Museum of Denmark, Copenhagen	ZMUC	The P. W. Lund collection of extant mammals. Incomplete listing of extant mammals collected by Lund and visiting colleagues (Reinhardt and others) (1833-1889). P. W. Lund is mainly known for his basic research on subfossil remains of the extinct fauna in the limestone caves of Minas Gerais (Lagoa Santa, Brazil), and for his collections and descriptions of extant mammals of the area.  Photos of material is available via the homepage: http://www.zmuc.dk/VerWeb/lund/lund_mammals.html	Isabel Calabuig	Zoological Museum, Natural History Museum of Denmark	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	88		MaNIS	21228a61-2a81-4768-90b4-56383c14ce8a	urn:catalog:ZMUC:PVLund:nr.37(-10)						PreservedSpecimen			nr.37(-10)	PVLund		South America	25000.000		Brazil						-19.634701	-43.892700														Name given by Lund: Dasypus mirim m Name given by Winge:     Reference: -Lund 1842 Images of specimen:  087-m-37-shield-lateral    Lund´s orig. specimen. nr.3																										ZMUC										Lagoa Santa																															P. V. Lund																																						12									Animalia	Mammalia		Xenarthra	Dasypodidae	Dasypus		hybridus		Dasypus hybridus						(DESMAREST, 1804)																
