CCBER	CCBER Mammalogy Collection	CCBER Mammalogy Collection	Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_mammals	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_mammals	http://creativecommons.org/publicdomain/zero/1.0	383f8172-fcf3-481d-b2fa-decd9e54bb69	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	MaNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	urn:catalog:CCBER:Mammals:1532									1532	North America			United States	US	Santa Barbara		1									122	native	1952-05-01																				North America;United States;California;Santa Barbara County;;;;									1								immature		UCSB Riviera Campus, in Men's locker room													5		urn:catalog:CCBER:Mammals:1532	Collected in May 1952	present							Skull - 1; Skin - 1							male	122	California								North America; United States; California; Santa Barbara County; UCSB Riviera Campus, in Men's locker room				1952	PhysicalObject	2013-12-24	en									CCBER	Mammals			PreservedSpecimen			total length in mm: 351									Didelphis virginiana							Animalia:Chordata:Mammalia:Didelphimorphia:Didelphidae:Didelphis	Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis		virginiana		species				ICZN			
CCBER	CCBER Mammalogy Collection	CCBER Mammalogy Collection	Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_mammals	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_mammals	http://creativecommons.org/publicdomain/zero/1.0	383f8172-fcf3-481d-b2fa-decd9e54bb69	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	MaNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	urn:catalog:CCBER:Mammals:1388									1388	North America			United States	US	Santa Barbara		19									262	native	1963-09-19																				North America;United States;California;Santa Barbara County;;;;									1								immature		Trout Club													9		urn:catalog:CCBER:Mammals:1388		present							Skull - 1							female	262	California								North America; United States; California; Santa Barbara County; Trout Club				1963	PhysicalObject	2013-12-24	en									CCBER	Mammals			PreservedSpecimen			total length in mm: 543									Bassariscus astutus							Animalia:Chordata:Mammalia:Carnivora:Procyonidae:Bassariscus	Animalia	Chordata	Mammalia	Carnivora	Procyonidae	Bassariscus		astutus		species				ICZN			
CCBER	CCBER Mammalogy Collection	CCBER Mammalogy Collection	Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_mammals	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_mammals	http://creativecommons.org/publicdomain/zero/1.0	383f8172-fcf3-481d-b2fa-decd9e54bb69	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	MaNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	urn:catalog:CCBER:Mammals:1389									1389	North America			United States	US	Mono		9									221	native	1963-08-09																				North America;United States;California;Mono County;;;;									1								adult		1.5 mi. E Mono Mills Site								2408					8		urn:catalog:CCBER:Mammals:1389		present							Skull - 1; Skin - 1		Peirce, Richard	39				male	221	California					7900 ft			North America; United States; California; Mono County; 1.5 mi. E Mono Mills Site				1963	PhysicalObject	2013-12-24	en									CCBER	Mammals			PreservedSpecimen			total length in mm: 211									Tamias panamintinus							Animalia:Chordata:Mammalia:Rodentia:Sciuridae:Tamias	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Tamias		panamintinus		species				ICZN			
CCBER	CCBER Mammalogy Collection	CCBER Mammalogy Collection	Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_mammals	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_mammals	http://creativecommons.org/publicdomain/zero/1.0	383f8172-fcf3-481d-b2fa-decd9e54bb69	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	MaNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	urn:catalog:CCBER:Mammals:1392									1392	North America			United States	US	Santa Barbara		1									1	native	1963-01-01																				North America;United States;California;Santa Barbara County;;;;									1										Santa Ynez													1		urn:catalog:CCBER:Mammals:1392	Collected in January 1963	present							Skull - 1; Skin - 1							female	1	California								North America; United States; California; Santa Barbara County; Santa Ynez				1963	PhysicalObject	2013-12-24	en									CCBER	Mammals			PreservedSpecimen												Sus scrofa							Animalia:Chordata:Mammalia:Artiodactyla:Suidae:Sus	Animalia	Chordata	Mammalia	Artiodactyla	Suidae	Sus		scrofa		species				ICZN			
CCBER	CCBER Mammalogy Collection	CCBER Mammalogy Collection	Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_mammals	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_mammals	http://creativecommons.org/publicdomain/zero/1.0	383f8172-fcf3-481d-b2fa-decd9e54bb69	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	MaNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	urn:catalog:CCBER:Mammals:1393									1393	North America			United States	US	Santa Barbara		1									121	native	1963-05-01																				North America;United States;California;Santa Barbara County;;;;									1								adult		No data													5		urn:catalog:CCBER:Mammals:1393	Collected in May 1963	present							Skin - 1		MacLean, Steve	139				female	121	California								North America; United States; California; Santa Barbara County; No data				1963	PhysicalObject	2013-12-24	en									CCBER	Mammals			PreservedSpecimen			total length in mm: 392									Spilogale gracilis							Animalia:Chordata:Mammalia:Carnivora:Mephitidae:Spilogale	Animalia	Chordata	Mammalia	Carnivora	Mephitidae	Spilogale		gracilis		species				ICZN			
CCBER	CCBER Mammalogy Collection	CCBER Mammalogy Collection	Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_mammals	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_mammals	http://creativecommons.org/publicdomain/zero/1.0	383f8172-fcf3-481d-b2fa-decd9e54bb69	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	MaNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	urn:catalog:CCBER:Mammals:1500									1500	North America			United States	US	Santa Barbara		17									260	native	1962-09-17																				North America;United States;California;Santa Barbara County;;;;									1								adult		No data													9		urn:catalog:CCBER:Mammals:1500	Sick animal	present							Skull - 1; Skin - 1							female	260	California								North America; United States; California; Santa Barbara County; No data				1962	PhysicalObject	2013-12-24	en									CCBER	Mammals			PreservedSpecimen			total length in mm: 840									Didelphis virginiana							Animalia:Chordata:Mammalia:Didelphimorphia:Didelphidae:Didelphis	Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis		virginiana		species				ICZN			
CCBER	CCBER Mammalogy Collection	CCBER Mammalogy Collection	Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_mammals	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_mammals	http://creativecommons.org/publicdomain/zero/1.0	383f8172-fcf3-481d-b2fa-decd9e54bb69	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	MaNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	urn:catalog:CCBER:Mammals:1504									1504	North America			United States	US	Kern		30									151	native	1952-05-30																				North America;United States;California;Kern County;;;;									1										6 mi. SW Cedar Creek Camp, Sequoia National Park													5		urn:catalog:CCBER:Mammals:1504		present							Skin - 1		Berkman, E.	8				female	151	California								North America; United States; California; Kern County; 6 mi. SW Cedar Creek Camp, Sequoia National Park				1952	PhysicalObject	2013-12-24	en									CCBER	Mammals			PreservedSpecimen			total length in mm: 202									Neotoma fuscipes							Animalia:Chordata:Mammalia:Rodentia:Muridae:Neotoma	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Neotoma		fuscipes		species				ICZN			
CCBER	CCBER Mammalogy Collection	CCBER Mammalogy Collection	Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_mammals	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_mammals	http://creativecommons.org/publicdomain/zero/1.0	383f8172-fcf3-481d-b2fa-decd9e54bb69	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	MaNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	urn:catalog:CCBER:Mammals:1505									1505	North America			United States	US	Santa Barbara		1									182	native	1962-07-01																				North America;United States;California;Santa Barbara County;;;;									1								adult		Santa Barbara													7		urn:catalog:CCBER:Mammals:1505	Dead on road; Collected in July 1962	present							Skin - 1		Bennett, Jodi	142				female	182	California								North America; United States; California; Santa Barbara County; Santa Barbara				1962	PhysicalObject	2013-12-24	en									CCBER	Mammals			PreservedSpecimen												Taxidea taxus							Animalia:Chordata:Mammalia:Carnivora:Mustelidae:Taxidea	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Taxidea		taxus		species				ICZN			
CCBER	CCBER Mammalogy Collection	CCBER Mammalogy Collection	Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_mammals	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_mammals	http://creativecommons.org/publicdomain/zero/1.0	383f8172-fcf3-481d-b2fa-decd9e54bb69	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	MaNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	urn:catalog:CCBER:Mammals:1506									1506	North America			United States	US	San Bernardino		1									121	native	1962-05-01																				North America;United States;California;San Bernardino County;;;;									1										US 66, 25 mi. E Daggett													5		urn:catalog:CCBER:Mammals:1506	trapped mesquite flat; Collected in May 1962	present							Skull - 1; Skin - 1							female	121	California								North America; United States; California; San Bernardino County; US 66, 25 mi. E Daggett				1962	PhysicalObject	2013-12-24	en									CCBER	Mammals			PreservedSpecimen			total length in mm: 258									Neotoma lepida							Animalia:Chordata:Mammalia:Rodentia:Muridae:Neotoma	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Neotoma		lepida		species				ICZN			
CCBER	CCBER Mammalogy Collection	CCBER Mammalogy Collection	Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_mammals	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_mammals	http://creativecommons.org/publicdomain/zero/1.0	383f8172-fcf3-481d-b2fa-decd9e54bb69	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	MaNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_mammals	urn:catalog:CCBER:Mammals:1507									1507	North America			United States	US	Santa Barbara		1									60	native	1962-03-01																				North America;United States;California;Santa Barbara County;;;;									1								adult		Corner of San Marcos Pass Rd and Hwy 154													3		urn:catalog:CCBER:Mammals:1507	Dead on road; Collected in May 1962	present							Skull - 1; Skin - 1							male	60	California								North America; United States; California; Santa Barbara County; Corner of San Marcos Pass Rd and Hwy 154				1962	PhysicalObject	2013-12-24	en									CCBER	Mammals			PreservedSpecimen												Spermophilus beecheyi							Animalia:Chordata:Mammalia:Rodentia:Sciuridae:Spermophilus	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Spermophilus		beecheyi		species				ICZN			
