AMNH	AMNH Bird Collection	AMNH Bird Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_birds	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_birds	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96c93a1e-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-21	ORNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	urn:catalog:AMNH:Birds:Skin-488945									Skin-488945											in collection							native																					;;;;;;;									1																										Rio - skin	present							skin							male															PhysicalObject	2013-08-20	en						urn:lsid:biocol.org:col:34925	urn:lsid:biocol.org:col:34926		AMNH	Birds			PreservedSpecimen												Conopophaga melanops							Animalia;Chordata;Aves;Passeriformes;Conopophagidae;Conopophaga	Animalia	Chordata	Aves	Passeriformes	Conopophagidae	Conopophaga		melanops		species				ICZN			
AMNH	AMNH Bird Collection	AMNH Bird Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_birds	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_birds	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96c93a1e-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-21	ORNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	urn:catalog:AMNH:Birds:Skin-488946									Skin-488946											in collection							native																					;;;;;;;									1																										Bahia - skin	present							skin							male															PhysicalObject	2013-08-20	en						urn:lsid:biocol.org:col:34925	urn:lsid:biocol.org:col:34926		AMNH	Birds			PreservedSpecimen												Conopophaga melanops perspicillata							Animalia;Chordata;Aves;Passeriformes;Conopophagidae;Conopophaga	Animalia	Chordata	Aves	Passeriformes	Conopophagidae	Conopophaga		melanops	perspicillata	subspecies				ICZN			
AMNH	AMNH Bird Collection	AMNH Bird Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_birds	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_birds	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96c93a1e-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-21	ORNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	urn:catalog:AMNH:Birds:Skin-488947									Skin-488947											in collection							native																					;;;;;;;									1																										Bahia - skin	present							skin							male															PhysicalObject	2013-08-20	en						urn:lsid:biocol.org:col:34925	urn:lsid:biocol.org:col:34926		AMNH	Birds			PreservedSpecimen												Conopophaga melanops perspicillata							Animalia;Chordata;Aves;Passeriformes;Conopophagidae;Conopophaga	Animalia	Chordata	Aves	Passeriformes	Conopophagidae	Conopophaga		melanops	perspicillata	subspecies				ICZN			
AMNH	AMNH Bird Collection	AMNH Bird Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_birds	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_birds	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96c93a1e-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-21	ORNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	urn:catalog:AMNH:Birds:Skin-488948									Skin-488948											in collection							native																					;;;;;;;									1																										Bahia - skin	present							skin							female															PhysicalObject	2013-08-20	en						urn:lsid:biocol.org:col:34925	urn:lsid:biocol.org:col:34926		AMNH	Birds			PreservedSpecimen												Conopophaga melanops perspicillata							Animalia;Chordata;Aves;Passeriformes;Conopophagidae;Conopophaga	Animalia	Chordata	Aves	Passeriformes	Conopophagidae	Conopophaga		melanops	perspicillata	subspecies				ICZN			
AMNH	AMNH Bird Collection	AMNH Bird Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_birds	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_birds	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96c93a1e-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-21	ORNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	urn:catalog:AMNH:Birds:Skin-488949									Skin-488949	South America			Brazil	BR			18			in collection						261	native	1903-09-18																				;Brazil;;;;;;									1										Faz, Cayoá, São Paulo													9				present							skin			3501				male	261							9/18/1903		Faz, Cayoá, São Paulo				1903	PhysicalObject	2013-08-20	en						urn:lsid:biocol.org:col:34925	urn:lsid:biocol.org:col:34926		AMNH	Birds			PreservedSpecimen												Corythopis calcarata							Animalia;Chordata;Aves;Passeriformes;Tyrannidae;Corythopis	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Corythopis		calcarata		species				ICZN			
AMNH	AMNH Bird Collection	AMNH Bird Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_birds	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_birds	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96c93a1e-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-21	ORNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	urn:catalog:AMNH:Birds:Skin-488950									Skin-488950	South America			Brazil	BR			20			in collection						293	native	1903-10-20																				;Brazil;;;;;;									1										Faz, Cayoá, São Paulo													10				present							skin			3861				male	293							10/20/1903		Faz, Cayoá, São Paulo				1903	PhysicalObject	2013-08-20	en						urn:lsid:biocol.org:col:34925	urn:lsid:biocol.org:col:34926		AMNH	Birds			PreservedSpecimen												Corythopis calcarata							Animalia;Chordata;Aves;Passeriformes;Tyrannidae;Corythopis	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Corythopis		calcarata		species				ICZN			
AMNH	AMNH Bird Collection	AMNH Bird Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_birds	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_birds	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96c93a1e-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-21	ORNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	urn:catalog:AMNH:Birds:Skin-488951									Skin-488951	South America			Brazil	BR			26			in collection						269	native	1903-09-26																				;Brazil;;;;;;									1										Faz, Cayoá, São Paulo													9				present							skin			3594				female	269							9/26/1903		Faz, Cayoá, São Paulo				1903	PhysicalObject	2013-08-20	en						urn:lsid:biocol.org:col:34925	urn:lsid:biocol.org:col:34926		AMNH	Birds			PreservedSpecimen												Corythopis calcarata							Animalia;Chordata;Aves;Passeriformes;Tyrannidae;Corythopis	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Corythopis		calcarata		species				ICZN			
AMNH	AMNH Bird Collection	AMNH Bird Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_birds	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_birds	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96c93a1e-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-21	ORNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	urn:catalog:AMNH:Birds:Skin-488952									Skin-488952	South America			Brazil	BR			24			in collection						267	native	1903-09-24																				;Brazil;;;;;;									1										Faz, Cayoá, São Paulo													9				present							skin			3565				female	267							9/24/1903		Faz, Cayoá, São Paulo				1903	PhysicalObject	2013-08-20	en						urn:lsid:biocol.org:col:34925	urn:lsid:biocol.org:col:34926		AMNH	Birds			PreservedSpecimen												Corythopis calcarata							Animalia;Chordata;Aves;Passeriformes;Tyrannidae;Corythopis	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Corythopis		calcarata		species				ICZN			
AMNH	AMNH Bird Collection	AMNH Bird Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_birds	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_birds	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96c93a1e-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-21	ORNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	urn:catalog:AMNH:Birds:Skin-488953									Skin-488953	South America			Brazil	BR			1			in collection						274	native	1903-10-01																				;Brazil;;;;;;									1										Faz, Cayoá, São Paulo													10				present							skin			3669				male	274							10/1/1903		Faz, Cayoá, São Paulo				1903	PhysicalObject	2013-08-20	en						urn:lsid:biocol.org:col:34925	urn:lsid:biocol.org:col:34926		AMNH	Birds			PreservedSpecimen												Corythopis calcarata							Animalia;Chordata;Aves;Passeriformes;Tyrannidae;Corythopis	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Corythopis		calcarata		species				ICZN			
AMNH	AMNH Bird Collection	AMNH Bird Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_birds	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_birds	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96c93a1e-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-21	ORNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_birds	urn:catalog:AMNH:Birds:Skin-488954									Skin-488954	South America			Brazil	BR						in collection							native																					;Brazil;;;;;;									1																											present							skin																						PhysicalObject	2013-08-20	en						urn:lsid:biocol.org:col:34925	urn:lsid:biocol.org:col:34926		AMNH	Birds			PreservedSpecimen												Corythopis calcarata							Animalia;Chordata;Aves;Passeriformes;Tyrannidae;Corythopis	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Corythopis		calcarata		species				ICZN			
