QM	Queensland Museum provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=qm_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=qm_all	http://creativecommons.org/licenses/by/3.0/au/	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	Queensland Museum	Queensland	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr344	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=qm_all	6022f5b7-17ef-4f47-a290-9b28c6abfdc1									O10048	Australasia			Australia	AU			25	-18.266667	143.633333							238	native	1964-08-25										not recorded (forced WGS84)							requires verification			| Australia | Queensland |  |  |  |  |																			-													8		6022f5b7-17ef-4f47-a290-9b28c6abfdc1		present															238	Queensland								Australia | Queensland | -				1964	PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/qm/birds?id=o10048				QM	Birds			PreservedSpecimen												Mirafra javanica rufescens							Animalia | Chordata |  |  | ALAUDIDAE | Mirafra	Animalia	Chordata	Aves	Passeriformes	Alaudidae	Mirafra		javanica	rufescens	subspecies				ICZN			
QM	Queensland Museum provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=qm_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=qm_all	http://creativecommons.org/licenses/by/3.0/au/	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	Queensland Museum	Queensland	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr344	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=qm_all	6e659a02-4abf-4b79-a870-6f53d0b8a12a									O10049	Australasia			Australia	AU			12	-20.566667	139.533333							194	native	1964-07-12										not recorded (forced WGS84)							requires verification			| Australia | Queensland |  |  |  |  |																			-													7		6e659a02-4abf-4b79-a870-6f53d0b8a12a		present															194	Queensland								Australia | Queensland | -				1964	PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/qm/birds?id=o10049				QM	Birds			PreservedSpecimen												Podargus strigoides phalaenoides							Animalia | Chordata |  |  | PODARGIDAE | Podargus	Animalia	Chordata	Aves	Strigiformes	Podargidae	Podargus		strigoides	phalaenoides	subspecies				ICZN			
QM	Queensland Museum provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=qm_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=qm_all	http://creativecommons.org/licenses/by/3.0/au/	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	Queensland Museum	Queensland	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr344	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=qm_all	dc2034ef-9e95-463c-abfd-2824c093a42f									O1005																		native																														2										-															dc2034ef-9e95-463c-abfd-2824c093a42f		present																								-					PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/qm/birds?id=o1005				QM	Birds			PreservedSpecimen												Cacatua tenuirostris							Animalia | Chordata |  |  | CACATUIDAE | Cacatua	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Cacatua		tenuirostris		species			Long-billed Corella	ICZN			
QM	Queensland Museum provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=qm_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=qm_all	http://creativecommons.org/licenses/by/3.0/au/	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	Queensland Museum	Queensland	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr344	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=qm_all	d32acf23-da15-4fb8-aba4-1d4d19ccee00									O10050	Australasia			Australia	AU			15	-24.7	145.983333							228	native	1964-08-15										not recorded (forced WGS84)							requires verification			| Australia | Queensland |  |  |  |  |																			-													8		d32acf23-da15-4fb8-aba4-1d4d19ccee00		present															228	Queensland								Australia | Queensland | -				1964	PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/qm/birds?id=o10050				QM	Birds			PreservedSpecimen												Vanellus miles novaehollandiae							Animalia | Chordata |  |  | CHARADRIIDAE | Vanellus	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Vanellus		miles	novaehollandiae	subspecies				ICZN			
QM	Queensland Museum provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=qm_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=qm_all	http://creativecommons.org/licenses/by/3.0/au/	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	Queensland Museum	Queensland	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr344	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=qm_all	0d3965e1-1f93-4064-a5e0-470f1b4d05b7									O10051	Australasia			Australia	AU			4	-24.666667	151.683333							248	native	1964-09-04										not recorded (forced WGS84)							requires verification			| Australia | Queensland |  |  |  |  |																			-													9		0d3965e1-1f93-4064-a5e0-470f1b4d05b7		present															248	Queensland								Australia | Queensland | -				1964	PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/qm/birds?id=o10051				QM	Birds			PreservedSpecimen												Coturnix ypsilophora australis							Animalia | Chordata |  |  | PHASIANIDAE | Coturnix	Animalia	Chordata	Aves	Galliformes	Phasianidae	Coturnix		ypsilophora	australis	subspecies				ICZN			
QM	Queensland Museum provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=qm_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=qm_all	http://creativecommons.org/licenses/by/3.0/au/	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	Queensland Museum	Queensland	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr344	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=qm_all	0a7b9c2a-5330-4955-9739-59b6b40ada16									O10052	Australasia			Australia	AU			20	-20.6	139.516667							233	native	1964-08-20										not recorded (forced WGS84)							requires verification			| Australia | Queensland |  |  |  |  |																			-													8		0a7b9c2a-5330-4955-9739-59b6b40ada16		present															233	Queensland								Australia | Queensland | -				1964	PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/qm/birds?id=o10052				QM	Birds			PreservedSpecimen												Malurus lamberti assimilis							Animalia | Chordata |  |  | MALURIDAE | Malurus	Animalia	Chordata	Aves	Passeriformes	Maluridae	Malurus		lamberti	assimilis	subspecies				ICZN			
QM	Queensland Museum provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=qm_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=qm_all	http://creativecommons.org/licenses/by/3.0/au/	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	Queensland Museum	Queensland	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr344	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=qm_all	ebe64981-f428-4387-861b-530ae2a009f6									O10053	Australasia			Australia	AU			16	-21.716667	142.233333							229	native	1964-08-16										not recorded (forced WGS84)							requires verification			| Australia | Queensland |  |  |  |  |																			-													8		ebe64981-f428-4387-861b-530ae2a009f6		present															229	Queensland								Australia | Queensland | -				1964	PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/qm/birds?id=o10053				QM	Birds			PreservedSpecimen												Falco cenchroides cenchroides							Animalia | Chordata |  |  | FALCONIDAE | Falco	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco		cenchroides	cenchroides	subspecies				ICZN			
QM	Queensland Museum provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=qm_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=qm_all	http://creativecommons.org/licenses/by/3.0/au/	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	Queensland Museum	Queensland	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr344	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=qm_all	6bfe7c19-2b15-4ea8-99af-eac9a507d9c0									O10054	Australasia			Australia	AU			4	-19.166667	140.6							217	native	1964-08-04										not recorded (forced WGS84)							requires verification			| Australia | Queensland |  |  |  |  |																			-													8		6bfe7c19-2b15-4ea8-99af-eac9a507d9c0		present															217	Queensland								Australia | Queensland | -				1964	PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/qm/birds?id=o10054				QM	Birds			PreservedSpecimen												Struthidea cinerea cinerea							Animalia | Chordata |  |  | CORCORACIDAE | Struthidea	Animalia	Chordata	Aves	Passeriformes	Corcoracidae	Struthidea		cinerea	cinerea	subspecies				ICZN			
QM	Queensland Museum provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=qm_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=qm_all	http://creativecommons.org/licenses/by/3.0/au/	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	Queensland Museum	Queensland	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr344	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=qm_all	f1388ada-aeaf-4a82-b79f-9a8f6b1e64d5									O10055	Australasia			Australia	AU			23	-17.483333	140.833333							236	native	1964-08-23										not recorded (forced WGS84)							requires verification			| Australia | Queensland |  |  |  |  |																			-													8		f1388ada-aeaf-4a82-b79f-9a8f6b1e64d5		present															236	Queensland								Australia | Queensland | -				1964	PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/qm/birds?id=o10055				QM	Birds			PreservedSpecimen												Coracina novaehollandiae melanops							Animalia | Chordata |  |  | CAMPEPHAGIDAE | Coracina	Animalia	Chordata	Aves	Passeriformes	Campephagidae	Coracina		novaehollandiae	melanops	subspecies				ICZN			
QM	Queensland Museum provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=qm_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=qm_all	http://creativecommons.org/licenses/by/3.0/au/	a79c2b50-6c8a-11de-8226-b8a03c50a862	f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	Queensland Museum	Queensland	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr344	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=qm_all	aeef0b7b-cc32-4576-8ba8-33bf244331d9									O10056	Australasia			Australia	AU			14	-28	143.833333							227	native	1964-08-14										not recorded (forced WGS84)							requires verification			| Australia | Queensland |  |  |  |  |																			-													8		aeef0b7b-cc32-4576-8ba8-33bf244331d9		present															227	Queensland								Australia | Queensland | -				1964	PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/qm/birds?id=o10056				QM	Birds			PreservedSpecimen												Coracina novaehollandiae							Animalia | Chordata |  |  | CAMPEPHAGIDAE | Coracina	Animalia	Chordata	Aves	Passeriformes	Campephagidae	Coracina		novaehollandiae		species			Black-faced Cuckoo-Shrike	ICZN			
