SBMNH	SBMNH Vertebrate Zoology	SBMNH Vertebrate Collection	Krista Fahy	http://ipt.vertnet.org:8080/ipt/archive.do?r=sbmnh_verts	kfahy@sbnature2.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sbmnh_verts	SBMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the SBMNH. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SBMNH notified. The Santa Barbara Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.	75018539-6328-41de-b875-7c2e61dc1635	78678140-1815-11da-9544-b8a03c50a862			2014-10-10	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Santa Barbara Museum of Natural History	California	Fri Oct 10 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	urn:catalog:SBMNH:AV:28647									28647	North America			United States	US	King		19									170	native	1909-06-19																				North America;United States;Washington;King County;;;;									1										no specific locality													6		urn:catalog:SBMNH:AV:28647	At the very top of a willow tree, collected by climbing tree as far as possible and then cutting the top off and lowering the nest down.	present															170	Washington								North America; United States; Washington; King County; ; ; ;				1909	PhysicalObject	2014-10-10	en						urn:lsid:biocol.org:col:34834			SBMNH	AV			PreservedSpecimen												Carduelis tristis jewetti							Animalia:Chordata:Aves:Passeriformes:Fringillidae:Carduelis	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis		tristis	jewetti	subspecies				ICZN			
SBMNH	SBMNH Vertebrate Zoology	SBMNH Vertebrate Collection	Krista Fahy	http://ipt.vertnet.org:8080/ipt/archive.do?r=sbmnh_verts	kfahy@sbnature2.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sbmnh_verts	SBMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the SBMNH. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SBMNH notified. The Santa Barbara Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.	75018539-6328-41de-b875-7c2e61dc1635	78678140-1815-11da-9544-b8a03c50a862			2014-10-10	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Santa Barbara Museum of Natural History	California	Fri Oct 10 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	urn:catalog:SBMNH:FH:1408									1408	North America			United States	US	Santa Barbara		2	34.3730556	-119.4863889							92	native	1967-04-02										not recorded (forced WGS84)							requires verification			North America;United States;California;Santa Barbara County;;;;									1										Rincon Point; 1/2 mi W													4		urn:catalog:SBMNH:FH:1408		present															92	California								North America; United States; California; Santa Barbara County; ; ; ;				1967	PhysicalObject	2014-10-10	en						urn:lsid:biocol.org:col:34834			SBMNH	FH			PreservedSpecimen												Xeneretmus triacanthus							Animalia:Chordata::Scorpaeniformes:Agonidae:Xeneretmus	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Agonidae	Xeneretmus		triacanthus		species				ICZN			
SBMNH	SBMNH Vertebrate Zoology	SBMNH Vertebrate Collection	Krista Fahy	http://ipt.vertnet.org:8080/ipt/archive.do?r=sbmnh_verts	kfahy@sbnature2.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sbmnh_verts	SBMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the SBMNH. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SBMNH notified. The Santa Barbara Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.	75018539-6328-41de-b875-7c2e61dc1635	78678140-1815-11da-9544-b8a03c50a862			2014-10-10	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Santa Barbara Museum of Natural History	California	Fri Oct 10 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	urn:catalog:SBMNH:AV:743									743	North America			United States	US	Santa Barbara		16	34.4408333	-119.7133333							47	native	1965-02-16										not recorded (forced WGS84)							requires verification			North America;United States;California;Santa Barbara County;;;;									1										Santa Barbara; SBMNH grounds								67.056				67.056	2		urn:catalog:SBMNH:AV:743		present															47	California					220 ft			North America; United States; California; Santa Barbara County; ; ; ;				1965	PhysicalObject	2014-10-10	en						urn:lsid:biocol.org:col:34834			SBMNH	AV			PreservedSpecimen												Serinus canaria							Animalia:Chordata:Aves:Passeriformes:Fringillidae:Serinus	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Serinus		canaria		species				ICZN			
SBMNH	SBMNH Vertebrate Zoology	SBMNH Vertebrate Collection	Krista Fahy	http://ipt.vertnet.org:8080/ipt/archive.do?r=sbmnh_verts	kfahy@sbnature2.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sbmnh_verts	SBMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the SBMNH. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SBMNH notified. The Santa Barbara Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.	75018539-6328-41de-b875-7c2e61dc1635	78678140-1815-11da-9544-b8a03c50a862			2014-10-10	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Santa Barbara Museum of Natural History	California	Fri Oct 10 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	urn:catalog:SBMNH:AV:9168									9168	South America			Ecuador	EC			8	-0.1166667	-78.5500031							128	native	1946-05-08										not recorded (forced WGS84)							requires verification			South America;Ecuador;Pichincha;;;;;									1										Nono Road; 6 mi NW of Quito													5		urn:catalog:SBMNH:AV:9168		present															128	Pichincha								South America; Ecuador; Pichincha; ; ; ; ;				1946	PhysicalObject	2014-10-10	en						urn:lsid:biocol.org:col:34834			SBMNH	AV			PreservedSpecimen												Diglossa humeralis aterrima							Animalia:Chordata:Aves:Passeriformes:Thraupidae:Diglossa	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Diglossa		humeralis	aterrima	subspecies				ICZN			
SBMNH	SBMNH Vertebrate Zoology	SBMNH Vertebrate Collection	Krista Fahy	http://ipt.vertnet.org:8080/ipt/archive.do?r=sbmnh_verts	kfahy@sbnature2.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sbmnh_verts	SBMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the SBMNH. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SBMNH notified. The Santa Barbara Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.	75018539-6328-41de-b875-7c2e61dc1635	78678140-1815-11da-9544-b8a03c50a862			2014-10-10	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Santa Barbara Museum of Natural History	California	Fri Oct 10 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	urn:catalog:SBMNH:HE:2303									2303	North America			United States	US	Santa Barbara		13	34.7038889	-120.4888889							72	native	2004-03-13										not recorded (forced WGS84)							requires verification			North America;United States;California;Santa Barbara County;;;;									1										Burton Mesa Chaparral Preserve; 0.55 air mi S jct Santa Lucia Cyn Rd x Lompoc-Casmalia Rd													3		urn:catalog:SBMNH:HE:2303		present										1905					72	California								North America; United States; California; Santa Barbara County; ; ; ;				2004	PhysicalObject	2014-10-10	en						urn:lsid:biocol.org:col:34834			SBMNH	HE			PreservedSpecimen												Uta stansburiana							Animalia:Chordata::Squamata:Phrynosomatidae:Uta	Animalia	Chordata	Reptilia	Squamata	Phrynosomatidae	Uta		stansburiana		species				ICZN			
SBMNH	SBMNH Vertebrate Zoology	SBMNH Vertebrate Collection	Krista Fahy	http://ipt.vertnet.org:8080/ipt/archive.do?r=sbmnh_verts	kfahy@sbnature2.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sbmnh_verts	SBMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the SBMNH. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SBMNH notified. The Santa Barbara Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.	75018539-6328-41de-b875-7c2e61dc1635	78678140-1815-11da-9544-b8a03c50a862			2014-10-10	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Santa Barbara Museum of Natural History	California	Fri Oct 10 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	urn:catalog:SBMNH:AV:25934									25934	North America			United States	US	Pima		18	32.2216667	-110.9258333							138	native	1907-05-18										not recorded (forced WGS84)							requires verification			North America;United States;Arizona;Pima;;;;									1										Tucson													5		urn:catalog:SBMNH:AV:25934	In a large cholla. Made of sticks, lined with grass.	present															138	Arizona								North America; United States; Arizona; Pima; ; ; ;				1907	PhysicalObject	2014-10-10	en						urn:lsid:biocol.org:col:34834			SBMNH	AV			PreservedSpecimen												Toxostoma curvirostre palmeri							Animalia:Chordata:Aves:Passeriformes:Mimidae:Toxostoma	Animalia	Chordata	Aves	Passeriformes	Mimidae	Toxostoma		curvirostre	palmeri	subspecies				ICZN			
SBMNH	SBMNH Vertebrate Zoology	SBMNH Vertebrate Collection	Krista Fahy	http://ipt.vertnet.org:8080/ipt/archive.do?r=sbmnh_verts	kfahy@sbnature2.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sbmnh_verts	SBMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the SBMNH. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SBMNH notified. The Santa Barbara Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.	75018539-6328-41de-b875-7c2e61dc1635	78678140-1815-11da-9544-b8a03c50a862			2014-10-10	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Santa Barbara Museum of Natural History	California	Fri Oct 10 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	urn:catalog:SBMNH:AV:8373									8373	South America			Ecuador	EC			29	-1.9166666	-77.2333298							210	native	1947-07-29										not recorded (forced WGS84)							requires verification			South America;Ecuador;Pastaza;;;;;									1										Rio Rutuno													7		urn:catalog:SBMNH:AV:8373		present															210	Pastaza								South America; Ecuador; Pastaza; ; ; ; ;				1947	PhysicalObject	2014-10-10	en						urn:lsid:biocol.org:col:34834			SBMNH	AV			PreservedSpecimen												Pteroglossus pluricinctus							Animalia:Chordata:Aves:Piciformes:Ramphastidae:Pteroglossus	Animalia	Chordata	Aves	Piciformes	Ramphastidae	Pteroglossus		pluricinctus		species				ICZN			
SBMNH	SBMNH Vertebrate Zoology	SBMNH Vertebrate Collection	Krista Fahy	http://ipt.vertnet.org:8080/ipt/archive.do?r=sbmnh_verts	kfahy@sbnature2.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sbmnh_verts	SBMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the SBMNH. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SBMNH notified. The Santa Barbara Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.	75018539-6328-41de-b875-7c2e61dc1635	78678140-1815-11da-9544-b8a03c50a862			2014-10-10	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Santa Barbara Museum of Natural History	California	Fri Oct 10 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	urn:catalog:SBMNH:OS:3714									3714	North America			United States	US	Ventura			33.2494444	-119.4994444								native	1986-07										not recorded (forced WGS84)							requires verification			North America;United States;California;Ventura County;;;;									1										San Nicolas Island													7		urn:catalog:SBMNH:OS:3714		present									Base Security							California								North America; United States; California; Ventura County; ; ; ;				1986	PhysicalObject	2014-10-10	en						urn:lsid:biocol.org:col:34834			SBMNH	OS			PreservedSpecimen												Urocyon littoralis dickeyi							Animalia:Chordata:Mammalia:Carnivora:Canidae:Urocyon	Animalia	Chordata	Mammalia	Carnivora	Canidae	Urocyon		littoralis	dickeyi	subspecies				ICZN			
SBMNH	SBMNH Vertebrate Zoology	SBMNH Vertebrate Collection	Krista Fahy	http://ipt.vertnet.org:8080/ipt/archive.do?r=sbmnh_verts	kfahy@sbnature2.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sbmnh_verts	SBMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the SBMNH. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SBMNH notified. The Santa Barbara Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.	75018539-6328-41de-b875-7c2e61dc1635	78678140-1815-11da-9544-b8a03c50a862			2014-10-10	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Santa Barbara Museum of Natural History	California	Fri Oct 10 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	urn:catalog:SBMNH:AV:8449									8449	South America			Ecuador	EC			20	0.1166667	-78.6666641							171	native	1946-06-20										not recorded (forced WGS84)							requires verification			South America;Ecuador;Pichincha;;;;;									1										Nanegal													6		urn:catalog:SBMNH:AV:8449		present															171	Pichincha								South America; Ecuador; Pichincha; ; ; ; ;				1946	PhysicalObject	2014-10-10	en						urn:lsid:biocol.org:col:34834			SBMNH	AV			PreservedSpecimen												Lepidocolaptes lacrymiger aequatorialis							Animalia:Chordata:Aves:Passeriformes:Dendrocolapteridae:Lepidocolaptes	Animalia	Chordata	Aves	Passeriformes	Furnariidae	Lepidocolaptes		lacrymiger	aequatorialis	subspecies				ICZN			
SBMNH	SBMNH Vertebrate Zoology	SBMNH Vertebrate Collection	Krista Fahy	http://ipt.vertnet.org:8080/ipt/archive.do?r=sbmnh_verts	kfahy@sbnature2.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sbmnh_verts	SBMNH data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the SBMNH. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the SBMNH notified. The Santa Barbara Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.	75018539-6328-41de-b875-7c2e61dc1635	78678140-1815-11da-9544-b8a03c50a862			2014-10-10	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Santa Barbara Museum of Natural History	California	Fri Oct 10 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=sbmnh_verts	urn:catalog:SBMNH:AV:512									512	North America			United States	US	Contra Costa		20									140	native	1899-05-20																				North America;United States;California;Contra Costa County;;;;									1										no specific locality													5		urn:catalog:SBMNH:AV:512		present															140	California								North America; United States; California; Contra Costa County; ; ; ;				1899	PhysicalObject	2014-10-10	en						urn:lsid:biocol.org:col:34834			SBMNH	AV			PreservedSpecimen												Melanerpes formicivorus bairdi							Animalia:Chordata:Aves:Piciformes:Picidae:Melanerpes	Animalia	Chordata	Aves	Piciformes	Picidae	Melanerpes		formicivorus	bairdi	subspecies				ICZN			
