SDNHM	SDNHM Birds Collection	San Diego Natural History Museum Birds Collection (SDNHM)	Philip Unitt	http://ipt.vertnet.org:8080/ipt/archive.do?r=sdnhm_birds	birds@sdnhm.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sdnhm_birds	http://creativecommons.org/publicdomain/zero/1.0/ and http://vertnet.org/resources/norms.html	84b26828-f762-11e1-a439-00145eb45e9a	8a471700-4ce8-11db-b80e-b8a03c50a862		CC0	2015-04-04	ORNIS,VertNet	United States	San Diego Natural History Museum	California	Mon Apr 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	urn:catalog:SDNHM:Birds:147									147	North America			United States	US	Riverside		5	33.7988352	-116.9958114	in collection						217	native	1886-08-05										not recorded (forced WGS84)							requires verification			| USA | CA | Riverside |  |  |  |																			San Jacinto Lake													8		urn:catalog:SDNHM:Birds:147		present							round skin		F. Stephens					male	217	California						8/5/1886	33.7988352	USA | CA | Riverside | San Jacinto Lake	-116.9958114			1886	PhysicalObject	2015-04-05	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/sdnhm/birds?id=147	urn:lsid:biocol.org:col:34836			SDNHM	Birds			PreservedSpecimen												Porzana carolina							Porzana	Animalia	Chordata	Aves	Gruiformes	Rallidae	Porzana		carolina		species				ICZN			
SDNHM	SDNHM Birds Collection	San Diego Natural History Museum Birds Collection (SDNHM)	Philip Unitt	http://ipt.vertnet.org:8080/ipt/archive.do?r=sdnhm_birds	birds@sdnhm.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sdnhm_birds	http://creativecommons.org/publicdomain/zero/1.0/ and http://vertnet.org/resources/norms.html	84b26828-f762-11e1-a439-00145eb45e9a	8a471700-4ce8-11db-b80e-b8a03c50a862		CC0	2015-04-04	ORNIS,VertNet	United States	San Diego Natural History Museum	California	Mon Apr 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	urn:catalog:SDNHM:Birds:148									148	North America			United States	US	San Diego		8	33.0455078	-117.2687531	in collection						342	native	1886-12-08										not recorded (forced WGS84)							requires verification			| USA | CA | SAN DIEGO |  |  |  |																			Encinitas													12		urn:catalog:SDNHM:Birds:148		present							round skin		F. Stephens					female	342	California						12/8/1886	33.0455078	USA | CA | San Diego | Encinitas	-117.2687531			1886	PhysicalObject	2015-04-05	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/sdnhm/birds?id=148	urn:lsid:biocol.org:col:34836			SDNHM	Birds			PreservedSpecimen												Laterallus jamaicensis coturniculus							Laterallus	Animalia	Chordata	Aves	Gruiformes	Rallidae	Laterallus		jamaicensis	coturniculus	subspecies				ICZN			
SDNHM	SDNHM Birds Collection	San Diego Natural History Museum Birds Collection (SDNHM)	Philip Unitt	http://ipt.vertnet.org:8080/ipt/archive.do?r=sdnhm_birds	birds@sdnhm.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sdnhm_birds	http://creativecommons.org/publicdomain/zero/1.0/ and http://vertnet.org/resources/norms.html	84b26828-f762-11e1-a439-00145eb45e9a	8a471700-4ce8-11db-b80e-b8a03c50a862		CC0	2015-04-04	ORNIS,VertNet	United States	San Diego Natural History Museum	California	Mon Apr 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	urn:catalog:SDNHM:Birds:149									149	North America			United States	US	San Diego		16	32.72	-117.16	in collection						320	native	1902-11-16										not recorded (forced WGS84)							requires verification			| USA | CA | SAN DIEGO |  |  |  |																			San Diego													11		urn:catalog:SDNHM:Birds:149		present							round skin		F. Stephens					male	320	California						11/16/1902	32.72	USA | CA | San Diego | San Diego	-117.16			1902	PhysicalObject	2015-04-05	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/sdnhm/birds?id=149	urn:lsid:biocol.org:col:34836			SDNHM	Birds			PreservedSpecimen												Laterallus jamaicensis coturniculus							Laterallus	Animalia	Chordata	Aves	Gruiformes	Rallidae	Laterallus		jamaicensis	coturniculus	subspecies				ICZN			
SDNHM	SDNHM Birds Collection	San Diego Natural History Museum Birds Collection (SDNHM)	Philip Unitt	http://ipt.vertnet.org:8080/ipt/archive.do?r=sdnhm_birds	birds@sdnhm.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sdnhm_birds	http://creativecommons.org/publicdomain/zero/1.0/ and http://vertnet.org/resources/norms.html	84b26828-f762-11e1-a439-00145eb45e9a	8a471700-4ce8-11db-b80e-b8a03c50a862		CC0	2015-04-04	ORNIS,VertNet	United States	San Diego Natural History Museum	California	Mon Apr 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	urn:catalog:SDNHM:Birds:150									150	North America			United States	US	San Diego		22	33.1289262	-116.5371322	in collection						81	native	1895-03-22										not recorded (forced WGS84)							requires verification			| USA | CA | SAN DIEGO |  |  |  |																			San Felipe Valley													3		urn:catalog:SDNHM:Birds:150		present							round skin		F. Stephens					female	81	California						3/22/1895	33.1289262	USA | CA | San Diego | San Felipe Valley	-116.5371322			1895	PhysicalObject	2015-04-05	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/sdnhm/birds?id=150	urn:lsid:biocol.org:col:34836			SDNHM	Birds			PreservedSpecimen												Rallus limicola limicola							Rallus	Animalia	Chordata	Aves	Gruiformes	Rallidae	Rallus		limicola	limicola	subspecies				ICZN			
SDNHM	SDNHM Birds Collection	San Diego Natural History Museum Birds Collection (SDNHM)	Philip Unitt	http://ipt.vertnet.org:8080/ipt/archive.do?r=sdnhm_birds	birds@sdnhm.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sdnhm_birds	http://creativecommons.org/publicdomain/zero/1.0/ and http://vertnet.org/resources/norms.html	84b26828-f762-11e1-a439-00145eb45e9a	8a471700-4ce8-11db-b80e-b8a03c50a862		CC0	2015-04-04	ORNIS,VertNet	United States	San Diego Natural History Museum	California	Mon Apr 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	urn:catalog:SDNHM:Birds:151									151	North America			United States	US	Cameron		30	29.79758	-93.32517	in collection						304	native	1888-10-30										not recorded (forced WGS84)							requires verification			| USA | LA | Cameron |  |  |  |																			Cameron													10		urn:catalog:SDNHM:Birds:151		present							round skin		F. Armstrong ?					female	304	Louisiana						10/30/1888	29.79758	USA | LA | Cameron | Cameron	-93.32517			1888	PhysicalObject	2015-04-05	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/sdnhm/birds?id=151	urn:lsid:biocol.org:col:34836			SDNHM	Birds			PreservedSpecimen												Gallinula galeata cachinnans							Gallinula	Animalia	Chordata	Aves	Gruiformes	Rallidae	Gallinula		galeata	cachinnans	subspecies				ICZN			
SDNHM	SDNHM Birds Collection	San Diego Natural History Museum Birds Collection (SDNHM)	Philip Unitt	http://ipt.vertnet.org:8080/ipt/archive.do?r=sdnhm_birds	birds@sdnhm.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sdnhm_birds	http://creativecommons.org/publicdomain/zero/1.0/ and http://vertnet.org/resources/norms.html	84b26828-f762-11e1-a439-00145eb45e9a	8a471700-4ce8-11db-b80e-b8a03c50a862		CC0	2015-04-04	ORNIS,VertNet	United States	San Diego Natural History Museum	California	Mon Apr 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	urn:catalog:SDNHM:Birds:1160									1160	North America			United States	US	Los Angeles		18	33.4016382	-118.44738	in collection						77	native	1893-03-18										not recorded (forced WGS84)							requires verification			| USA | CA | LOS ANGELES |  |  |  |																			Santa Catalina I.													3		urn:catalog:SDNHM:Birds:1160		present							round skin		F. Stephens					male	77	California						3/18/1893	33.4016382	USA | CA | Los Angeles | Santa Catalina I.	-118.44738			1893	PhysicalObject	2015-04-05	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/sdnhm/birds?id=1160	urn:lsid:biocol.org:col:34836			SDNHM	Birds			PreservedSpecimen												Pipilo maculatus clementae							Pipilo	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Pipilo		maculatus	clementae	subspecies				ICZN			
SDNHM	SDNHM Birds Collection	San Diego Natural History Museum Birds Collection (SDNHM)	Philip Unitt	http://ipt.vertnet.org:8080/ipt/archive.do?r=sdnhm_birds	birds@sdnhm.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sdnhm_birds	http://creativecommons.org/publicdomain/zero/1.0/ and http://vertnet.org/resources/norms.html	84b26828-f762-11e1-a439-00145eb45e9a	8a471700-4ce8-11db-b80e-b8a03c50a862		CC0	2015-04-04	ORNIS,VertNet	United States	San Diego Natural History Museum	California	Mon Apr 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	urn:catalog:SDNHM:Birds:1161									1161	North America			United States	US	Pima		20	31.7202873	-110.808342	in collection						172	native	1884-06-20										not recorded (forced WGS84)							requires verification			| USA | AZ | Pima |  |  |  |																			Santa Rita Mts.													6		urn:catalog:SDNHM:Birds:1161		present							round skin		F. Stephens					female	172	Arizona						6/20/1884	31.7202873	USA | AZ | Pima | Santa Rita Mts.	-110.808342			1884	PhysicalObject	2015-04-05	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/sdnhm/birds?id=1161	urn:lsid:biocol.org:col:34836			SDNHM	Birds			PreservedSpecimen												Pipilo maculatus montanus							Pipilo	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Pipilo		maculatus	montanus	subspecies				ICZN			
SDNHM	SDNHM Birds Collection	San Diego Natural History Museum Birds Collection (SDNHM)	Philip Unitt	http://ipt.vertnet.org:8080/ipt/archive.do?r=sdnhm_birds	birds@sdnhm.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sdnhm_birds	http://creativecommons.org/publicdomain/zero/1.0/ and http://vertnet.org/resources/norms.html	84b26828-f762-11e1-a439-00145eb45e9a	8a471700-4ce8-11db-b80e-b8a03c50a862		CC0	2015-04-04	ORNIS,VertNet	United States	San Diego Natural History Museum	California	Mon Apr 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	urn:catalog:SDNHM:Birds:1162									1162	North America			United States	US	Pima		27	31.7202873	-110.808342	in collection						179	native	1884-06-27										not recorded (forced WGS84)							requires verification			| USA | AZ | Pima |  |  |  |																			Santa Rita Mts.													6		urn:catalog:SDNHM:Birds:1162		present							round skin		F. Stephens					male	179	Arizona						6/27/1884	31.7202873	USA | AZ | Pima | Santa Rita Mts.	-110.808342			1884	PhysicalObject	2015-04-05	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/sdnhm/birds?id=1162	urn:lsid:biocol.org:col:34836			SDNHM	Birds			PreservedSpecimen												Pipilo maculatus montanus							Pipilo	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Pipilo		maculatus	montanus	subspecies				ICZN			
SDNHM	SDNHM Birds Collection	San Diego Natural History Museum Birds Collection (SDNHM)	Philip Unitt	http://ipt.vertnet.org:8080/ipt/archive.do?r=sdnhm_birds	birds@sdnhm.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sdnhm_birds	http://creativecommons.org/publicdomain/zero/1.0/ and http://vertnet.org/resources/norms.html	84b26828-f762-11e1-a439-00145eb45e9a	8a471700-4ce8-11db-b80e-b8a03c50a862		CC0	2015-04-04	ORNIS,VertNet	United States	San Diego Natural History Museum	California	Mon Apr 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	urn:catalog:SDNHM:Birds:1163									1163	North America			United States	US	Washington		27	45.487062	-122.8037102	in collection						58	native	1890-02-27										not recorded (forced WGS84)							requires verification			| USA | OR | Washington |  |  |  |																			Beaverton													2		urn:catalog:SDNHM:Birds:1163		present							round skin		A. W. Anthony					female	58	Oregon						2/27/1890	45.487062	USA | OR | Washington | Beaverton	-122.8037102			1890	PhysicalObject	2015-04-05	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/sdnhm/birds?id=1163	urn:lsid:biocol.org:col:34836			SDNHM	Birds			PreservedSpecimen												Pipilo maculatus oregonus							Pipilo	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Pipilo		maculatus	oregonus	subspecies				ICZN			
SDNHM	SDNHM Birds Collection	San Diego Natural History Museum Birds Collection (SDNHM)	Philip Unitt	http://ipt.vertnet.org:8080/ipt/archive.do?r=sdnhm_birds	birds@sdnhm.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=sdnhm_birds	http://creativecommons.org/publicdomain/zero/1.0/ and http://vertnet.org/resources/norms.html	84b26828-f762-11e1-a439-00145eb45e9a	8a471700-4ce8-11db-b80e-b8a03c50a862		CC0	2015-04-04	ORNIS,VertNet	United States	San Diego Natural History Museum	California	Mon Apr 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=sdnhm_birds	urn:catalog:SDNHM:Birds:1164									1164	North America			United States	US	Washington		28	45.487062	-122.8037102	in collection						87	native	1890-03-28										not recorded (forced WGS84)							requires verification			| USA | OR | Washington |  |  |  |																			Beaverton													3		urn:catalog:SDNHM:Birds:1164		present							round skin		A. W. Anthony					male	87	Oregon						3/28/1890	45.487062	USA | OR | Washington | Beaverton	-122.8037102			1890	PhysicalObject	2015-04-05	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/sdnhm/birds?id=1164	urn:lsid:biocol.org:col:34836			SDNHM	Birds			PreservedSpecimen												Pipilo maculatus oregonus							Pipilo	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Pipilo		maculatus	oregonus	subspecies				ICZN			
