MSUM	MSUM Ichthyology and Herpetology Collections	MSUM Ichthyology and Herpetology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msum_fish_herps	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msum_fish_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	847bbbde-f762-11e1-a439-00145eb45e9a	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	HerpNET,FishNet,VertNet	United States	Michigan State University Museum	Michigan	Wed Jun 25 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	urn:catalog:MSUM:IC:IC.2368									IC.2368	North America			United States	US													native																					Atlantic Ocean |  | Massachusetts |  |  |  |  |																			Woods Hole area															urn:catalog:MSUM:IC:IC.2368		present							fluid		George Williams					unknown		Massachusetts						1956, 1958		Atlantic Ocean | Massachusetts | Woods Hole area					PhysicalObject	2015-04-08	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msum/ic?id=ic-2368	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/4rtb-8m6i		MSUM	IC			PreservedSpecimen												Pleuronectidae							Animalia | Chordata | Actinopterygii | Pleuronectiformes | Pleuronectidae |	Animalia	Chordata	Actinopterygii	Pleuronectiformes	Pleuronectidae					family				ICZN			
MSUM	MSUM Ichthyology and Herpetology Collections	MSUM Ichthyology and Herpetology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msum_fish_herps	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msum_fish_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	847bbbde-f762-11e1-a439-00145eb45e9a	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	HerpNET,FishNet,VertNet	United States	Michigan State University Museum	Michigan	Wed Jun 25 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	urn:catalog:MSUM:IC:IC.64									IC.64	North America							21									233	native	1957-08-21																				Gulf of Mexico |  |  |  |  |  |  |																			29 degrees 01'N, 83 degrees 45'W..6 fathoms													8		urn:catalog:MSUM:IC:IC.64	M/V Silver Bay	present							fluid		Paul Struhsaker					unknown	233									Gulf of Mexico | 29 degrees 01'N, 83 degrees 45'W..6 fathoms			Gulf of Mexico	1957	PhysicalObject	2015-04-08	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msum/ic?id=ic-64	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/4rtb-8m6i		MSUM	IC			PreservedSpecimen												Carangidae							Animalia | Chordata | Actinopterygii | Perciformes | Carangidae |	Animalia	Chordata	Actinopterygii	Perciformes	Carangidae					family				ICZN			
MSUM	MSUM Ichthyology and Herpetology Collections	MSUM Ichthyology and Herpetology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msum_fish_herps	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msum_fish_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	847bbbde-f762-11e1-a439-00145eb45e9a	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	HerpNET,FishNet,VertNet	United States	Michigan State University Museum	Michigan	Wed Jun 25 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	urn:catalog:MSUM:IC:IC.5177									IC.5177	North America			United States	US	Wayne		28									119	native	1964-04-28																				North and Central America | United States | Michigan | Wayne County |  | Detroit River |  |																			Lower Detroit River (West Channel) near toll bridge at northern end of Grosse Ile													4		urn:catalog:MSUM:IC:IC.5177		present							fluid		Bruce F. Vollmar						119	Michigan								North and Central America | United States | Michigan | Wayne County | Detroit River | Lower Detroit River (West Channel) near toll bridge at northern end of Grosse Ile			Detroit River	1964	PhysicalObject	2015-04-08	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msum/ic?id=ic-5177	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/4rtb-8m6i		MSUM	IC			PreservedSpecimen												Notropis hudsonius							Animalia | Chordata | Actinopterygii | Cypriniformes | Cyprinidae | Notropis	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis		hudsonius		species				ICZN			
MSUM	MSUM Ichthyology and Herpetology Collections	MSUM Ichthyology and Herpetology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msum_fish_herps	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msum_fish_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	847bbbde-f762-11e1-a439-00145eb45e9a	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	HerpNET,FishNet,VertNet	United States	Michigan State University Museum	Michigan	Wed Jun 25 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	urn:catalog:MSUM:IC:IS.1182									IS.1182	North America			United States	US	Eaton		10									100	native	1987-04-10																				North and Central America | United States | Michigan | Eaton County |  | Grand River |  |																			Dimondale, Grand River Dam													4		urn:catalog:MSUM:IC:IS.1182		present							skeleton		J. Alan Holman					female	100	Michigan								North and Central America | United States | Michigan | Eaton County | Grand River | Dimondale, Grand River Dam			Grand River	1987	PhysicalObject	2015-04-08	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msum/ic?id=is-1182	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/4rtb-8m6i		MSUM	IC			PreservedSpecimen												Catostomidae							Animalia | Chordata | Actinopterygii | Cypriniformes | Catostomidae |	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae					family				ICZN			
MSUM	MSUM Ichthyology and Herpetology Collections	MSUM Ichthyology and Herpetology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msum_fish_herps	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msum_fish_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	847bbbde-f762-11e1-a439-00145eb45e9a	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	HerpNET,FishNet,VertNet	United States	Michigan State University Museum	Michigan	Wed Jun 25 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	urn:catalog:MSUM:IC:IC.1675									IC.1675	North America			United States	US													native																					North and Central America | United States | Alaska |  |  |  |  |																			Kenai Peninsula													8		urn:catalog:MSUM:IC:IC.1675		present							fluid		Peter I. Tack					unknown		Alaska								North and Central America | United States | Alaska | Kenai Peninsula				1959	PhysicalObject	2015-04-08	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msum/ic?id=ic-1675	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/4rtb-8m6i		MSUM	IC			PreservedSpecimen												Salvelinus malma							Animalia | Chordata | Actinopterygii | Salmoniformes | Salmonidae | Salvelinus	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Salvelinus		malma		species				ICZN			
MSUM	MSUM Ichthyology and Herpetology Collections	MSUM Ichthyology and Herpetology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msum_fish_herps	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msum_fish_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	847bbbde-f762-11e1-a439-00145eb45e9a	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	HerpNET,FishNet,VertNet	United States	Michigan State University Museum	Michigan	Wed Jun 25 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	urn:catalog:MSUM:IC:IC.706									IC.706	North America			United States	US	Monroe		21									202	native	1958-07-21																				North and Central America | United States | Michigan | Monroe County |  | Lake Erie |  |																			Erie													7		urn:catalog:MSUM:IC:IC.706	collected by poison tox	present							fluid		Peter I. Tack					unknown	202	Michigan								North and Central America | United States | Michigan | Monroe County | Lake Erie | Erie			Lake Erie	1958	PhysicalObject	2015-04-08	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msum/ic?id=ic-706	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/4rtb-8m6i		MSUM	IC			PreservedSpecimen												Ictalurus punctatus							Animalia | Chordata | Actinopterygii | Siluriformes | Ictaluridae | Ictalurus	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Ictalurus		punctatus		species				ICZN			
MSUM	MSUM Ichthyology and Herpetology Collections	MSUM Ichthyology and Herpetology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msum_fish_herps	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msum_fish_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	847bbbde-f762-11e1-a439-00145eb45e9a	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	HerpNET,FishNet,VertNet	United States	Michigan State University Museum	Michigan	Wed Jun 25 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	urn:catalog:MSUM:IC:IC.3381									IC.3381	North America			United States	US	Washtenaw		21									264	native	1962-09-21																				North and Central America | United States | Michigan | Washtenaw County |  | South Lake |  |																			T1S, R3E, Sec. 10, 15-16													9		urn:catalog:MSUM:IC:IC.3381		present							fluid		MacGregor						264	Michigan								North and Central America | United States | Michigan | Washtenaw County | South Lake | T1S, R3E, Sec. 10, 15-16			South Lake	1962	PhysicalObject	2015-04-08	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msum/ic?id=ic-3381	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/4rtb-8m6i		MSUM	IC			PreservedSpecimen												Perca flavescens							Animalia | Chordata | Actinopterygii | Perciformes | Percidae | Perca	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Perca		flavescens		species				ICZN			
MSUM	MSUM Ichthyology and Herpetology Collections	MSUM Ichthyology and Herpetology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msum_fish_herps	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msum_fish_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	847bbbde-f762-11e1-a439-00145eb45e9a	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	HerpNET,FishNet,VertNet	United States	Michigan State University Museum	Michigan	Wed Jun 25 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	urn:catalog:MSUM:IC:IS.908									IS.908	North America			United States	US	Lake		5									126	native	1976-05-05																				North and Central America | United States | Tennessee | Lake County |  |  |  |																			unspecified													5		urn:catalog:MSUM:IC:IS.908		present							skeleton		J. Alan Holman						126	Tennessee								North and Central America | United States | Tennessee | Lake County | unspecified				1976	PhysicalObject	2015-04-08	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msum/ic?id=is-908	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/4rtb-8m6i		MSUM	IC			PreservedSpecimen												Centrarchidae							Animalia | Chordata | Actinopterygii | Perciformes | Centrarchidae |	Animalia	Chordata	Actinopterygii	Perciformes	Centrarchidae					family				ICZN			
MSUM	MSUM Ichthyology and Herpetology Collections	MSUM Ichthyology and Herpetology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msum_fish_herps	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msum_fish_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	847bbbde-f762-11e1-a439-00145eb45e9a	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	HerpNET,FishNet,VertNet	United States	Michigan State University Museum	Michigan	Wed Jun 25 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	urn:catalog:MSUM:IC:IC.3917									IC.3917	North America			United States	US	Livingston		11									192	native	1962-07-11																				North and Central America | United States | Michigan | Livingston County |  | Red Cedar River |  |																			Marion Township, central E area of Section 5													7		urn:catalog:MSUM:IC:IC.3917		present							fluid		William M. Horton						192	Michigan								North and Central America | United States | Michigan | Livingston County | Red Cedar River | Marion Township, central E area of Section 5			Red Cedar River	1962	PhysicalObject	2015-04-08	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msum/ic?id=ic-3917	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/4rtb-8m6i		MSUM	IC			PreservedSpecimen												Semotilus atromaculatus							Animalia | Chordata | Actinopterygii | Cypriniformes | Cyprinidae | Semotilus	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Semotilus		atromaculatus		species				ICZN			
MSUM	MSUM Ichthyology and Herpetology Collections	MSUM Ichthyology and Herpetology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msum_fish_herps	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msum_fish_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	847bbbde-f762-11e1-a439-00145eb45e9a	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	HerpNET,FishNet,VertNet	United States	Michigan State University Museum	Michigan	Wed Jun 25 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=msum_fish_herps	urn:catalog:MSUM:IC:IC.4017									IC.4017	North America			United States	US	Livingston		11									192	native	1962-07-11																				North and Central America | United States | Michigan | Livingston County |  | Red Cedar River |  |																			Marion Township, S central region of Section 21													7		urn:catalog:MSUM:IC:IC.4017		present							fluid		William M. Horton						192	Michigan								North and Central America | United States | Michigan | Livingston County | Red Cedar River | Marion Township, S central region of Section 21			Red Cedar River	1962	PhysicalObject	2015-04-08	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msum/ic?id=ic-4017	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/4rtb-8m6i		MSUM	IC			PreservedSpecimen												Etheostoma nigrum							Animalia | Chordata | Actinopterygii | Perciformes | Percidae | Etheostoma	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma		nigrum		species				ICZN			
