ZMUC	P. W. Lund collection in the National History Museum of Denmark, Copenhagen		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds12	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds12	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	84d8287e-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	MaNIS,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/resource.do?r=ds12	urn:catalog:ZMUC:PVLund:L4(-1)									L4(-1)	South America	25000.000		Brazil					-19.634701	-43.892700													Name given by Lund: Didelphis albiventris m. Name given by Winge:     Reference: -Lund, 1840 Images of specimen:  066-m-L4-dorsal-skull066-m-L4-lateral-skull 066-m-L4-ventral-skull 066-m-L4-mandible 066e-m-L4-label-skull 067-m-L4-skeleton-img1of3 067-m-																																			Lagoa Santa															urn:catalog:ZMUC:PVLund:L4(-1)											P. V. Lund																					2009-09-29 13:21:17.0									12	ZMUC	PVLund			PreservedSpecimen												Didelphis albiventris								Animalia	Mammalia		Didelphimorphia	Didelphidae	Didelphis		albiventris				LUND, 1841					
ZMUC	P. W. Lund collection in the National History Museum of Denmark, Copenhagen		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds12	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds12	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	84d8287e-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	MaNIS,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/resource.do?r=ds12	urn:catalog:ZMUC:PVLund:L24(-2)									L24(-2)	South America	25000.000		Brazil					-19.634701	-43.892700													Name given by Lund: Didelphis elegans m. Name given by Winge: Grymaeomys pusillus   Desm. Reference: -Lund, 1842- Winge, 1893 Images of specimen:  006-m-L24-mummy 006e-m-L24-label     																																			Lagoa Santa															urn:catalog:ZMUC:PVLund:L24(-2)											P. V. Lund																					2009-09-29 13:21:17.0									12	ZMUC	PVLund			PreservedSpecimen												? Thylamys elegans								Animalia	Mammalia		Didelphimorphia	Didelphidae	? Thylamys		elegans				(WATERHOUSE 1839)					
ZMUC	P. W. Lund collection in the National History Museum of Denmark, Copenhagen		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds12	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds12	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	84d8287e-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	MaNIS,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/resource.do?r=ds12	urn:catalog:ZMUC:PVLund:L14(-3)									L14(-3)	South America	25000.000		Brazil					-19.634701	-43.892700													Name given by Lund: Didelphis incana m. Name given by Winge: Grymaeomys griseus    Desm. Reference: -Lund, 1840- Winge, 1893 Images of specimen:  080-m-L14-dorsal-skull 080-m-L14-lateral-skull 080-m-L14-ventral-skull 080-m-L14-mandible 080e-m-L14-label-																																			Lagoa Santa															urn:catalog:ZMUC:PVLund:L14(-3)											P. V. Lund																					2009-09-29 13:21:17.0									12	ZMUC	PVLund			PreservedSpecimen												Marmosops incanus								Animalia	Mammalia		Didelphimorphia	Didelphidae	Marmosops		incanus				(LUND, 1840)					
ZMUC	P. W. Lund collection in the National History Museum of Denmark, Copenhagen		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds12	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds12	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	84d8287e-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	MaNIS,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/resource.do?r=ds12	urn:catalog:ZMUC:PVLund:L15(-4)									L15(-4)	South America	25000.000		Brazil					-19.634701	-43.892700													Name given by Lund: Didelphis incana m. Name given by Winge: Grymaeomys griseus    Desm. Reference: -Lund, 1840- Winge, 1893 Images of specimen:  081-m-L15-dorsal-skull 081-m-L15-lateral-skull 081-m-L15-ventral-skull 081-m-L15-mandible 081e-m-L15-label-																																			Lagoa Santa															urn:catalog:ZMUC:PVLund:L15(-4)											P. V. Lund																					2009-09-29 13:21:17.0									12	ZMUC	PVLund			PreservedSpecimen												Marmosops incanus								Animalia	Mammalia		Didelphimorphia	Didelphidae	Marmosops		incanus				(LUND, 1840)					
ZMUC	P. W. Lund collection in the National History Museum of Denmark, Copenhagen		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds12	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds12	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	84d8287e-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	MaNIS,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/resource.do?r=ds12	urn:catalog:ZMUC:PVLund:223(-5)									223(-5)	South America	25000.000		Brazil					-19.634701	-43.892700													Name given by Lund: Didelphis incana m. Name given by Winge: Grymaeomys griseus    Desm. Reference: -Lund, 1840- Winge, 1893 Images of specimen:  082-m-L223-skin-dorsal  -082-m-223-skin-ventral    syntypes Notes reg. L14L15233234 Robert S. Voss																																			Lagoa Santa															urn:catalog:ZMUC:PVLund:223(-5)											P. V. Lund																					2009-09-29 13:21:17.0									12	ZMUC	PVLund			PreservedSpecimen												Marmosops incanus								Animalia	Mammalia		Didelphimorphia	Didelphidae	Marmosops		incanus				(LUND, 1840)					
ZMUC	P. W. Lund collection in the National History Museum of Denmark, Copenhagen		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds12	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds12	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	84d8287e-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	MaNIS,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/resource.do?r=ds12	urn:catalog:ZMUC:PVLund:224(-6)									224(-6)	South America	25000.000		Brazil					-19.634701	-43.892700													Name given by Lund: Didelphis incana m. Name given by Winge: Grymaeomys griseus    Desm. Reference: -Lund, 1840- Winge, 1893 Images of specimen:  084-m-224-dorsal-skull 084-m-224-lateral-skull 084-m-224-ventral-skull 084-m-224-mandible 083-m-224-skin-la																																			Lagoa Santa															urn:catalog:ZMUC:PVLund:224(-6)											P. V. Lund																					2009-09-29 13:21:17.0									12	ZMUC	PVLund			PreservedSpecimen												Marmosops incanus								Animalia	Mammalia		Didelphimorphia	Didelphidae	Marmosops		incanus				(LUND, 1840)					
ZMUC	P. W. Lund collection in the National History Museum of Denmark, Copenhagen		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds12	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds12	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	84d8287e-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	MaNIS,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/resource.do?r=ds12	urn:catalog:ZMUC:PVLund:L36(-7)									L36(-7)	South America	25000.000		Brazil					-19.634701	-43.892700													Name given by Lund: Dasypus mirim m Name given by Winge:     Reference: -Lund 1842 Images of specimen:  085-m-L36-shield 089-m-L36-skull-dorsal 089-m-L36-skull-lateral 089-m-L36-skull-ventral 089-m-L36-skeleton 089es-m-L36-label-skull-skel     																																			Lagoa Santa															urn:catalog:ZMUC:PVLund:L36(-7)											P. V. Lund																					2009-09-29 13:21:17.0									12	ZMUC	PVLund			PreservedSpecimen												Dasypus hybridus								Animalia	Mammalia		Xenarthra	Dasypodidae	Dasypus		hybridus				(DESMAREST, 1804)					
ZMUC	P. W. Lund collection in the National History Museum of Denmark, Copenhagen		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds12	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds12	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	84d8287e-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	MaNIS,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/resource.do?r=ds12	urn:catalog:ZMUC:PVLund:L37(-8)									L37(-8)	South America	25000.000		Brazil					-19.634701	-43.892700													Name given by Lund: Dasypus mirim m Name given by Winge:     Reference: -Lund 1842 Images of specimen:  086-m-L37-shield-dorsal 086-m-L37-shield-ventral 090-m-L37-skull-dorsal 090-m-L37-skull-lateral 090-m-L37-skull-ventral 090-m-L37-mandible 090-m-L37-																																			Lagoa Santa															urn:catalog:ZMUC:PVLund:L37(-8)											P. V. Lund																					2009-09-29 13:21:17.0									12	ZMUC	PVLund			PreservedSpecimen												Dasypus hybridus								Animalia	Mammalia		Xenarthra	Dasypodidae	Dasypus		hybridus				(DESMAREST, 1804)					
ZMUC	P. W. Lund collection in the National History Museum of Denmark, Copenhagen		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds12	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds12	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	84d8287e-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	MaNIS,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/resource.do?r=ds12	urn:catalog:ZMUC:PVLund:L38(-9)									L38(-9)	South America	25000.000		Brazil					-19.634701	-43.892700													Name given by Lund: Dasypus mirim m Name given by Winge:     Reference: -Lund 1842 Images of specimen:  091-m-L38-skull-dorsal 091-m-L38-skull-lateral 091-m-L38-skull-vantral 091-m-L38-mandible 091-m-L38-skeleton 091e-m-L38-label-skull-skel     																																			Lagoa Santa															urn:catalog:ZMUC:PVLund:L38(-9)											P. V. Lund																					2009-09-29 13:21:17.0									12	ZMUC	PVLund			PreservedSpecimen												Dasypus hybridus								Animalia	Mammalia		Xenarthra	Dasypodidae	Dasypus		hybridus				(DESMAREST, 1804)					
ZMUC	P. W. Lund collection in the National History Museum of Denmark, Copenhagen		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds12	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds12	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	84d8287e-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	MaNIS,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds12	http://danbif.au.dk/ipt/resource.do?r=ds12	urn:catalog:ZMUC:PVLund:nr.37(-10)									nr.37(-10)	South America	25000.000		Brazil					-19.634701	-43.892700													Name given by Lund: Dasypus mirim m Name given by Winge:     Reference: -Lund 1842 Images of specimen:  087-m-37-shield-lateral    Lund´s orig. specimen. nr.3																																			Lagoa Santa															urn:catalog:ZMUC:PVLund:nr.37(-10)											P. V. Lund																					2009-09-29 13:21:17.0									12	ZMUC	PVLund			PreservedSpecimen												Dasypus hybridus								Animalia	Mammalia		Xenarthra	Dasypodidae	Dasypus		hybridus				(DESMAREST, 1804)					
