UAMZ	University of Alberta Mammalogy Collection (UAMZ)		Andy Derocher	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_mammalogy	derocher@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_mammalogy	http://creativecommons.org/publicdomain/zero/1.0	88d5d94e-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	Canada	University of Alberta Museums	Alberta	Wed Apr 29 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	urn:catalog:UAMZ:M10334									M10334	North America			Canada															1967-08-12																				North America | Canada | Yukon									1										Haines Junction	Canadian Geographical Names Data Base														urn:catalog:UAMZ:M10334	tx12								round skin		Pearson, A. M.					male		Yukon						1967-08-12							PhysicalObject	2015-05-25 12:07:26.0	en		University of Alberta Museums		Sorex sp. UAMZ M10334					University of Alberta Museums	UAMZ	University of Alberta Mammalogy Collection (UAMZ)		PreservedSpecimen												Sorex sp.		Sorex					Animalia | Chordata | Mammalia | Insectivora | Soricidae | Sorex	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Sorex		Sorex sp.		Species			shrew (species unknown)				
UAMZ	University of Alberta Mammalogy Collection (UAMZ)		Andy Derocher	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_mammalogy	derocher@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_mammalogy	http://creativecommons.org/publicdomain/zero/1.0	88d5d94e-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	Canada	University of Alberta Museums	Alberta	Wed Apr 29 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	urn:catalog:UAMZ:M10335									M10335	North America			Canada															1967-08-12																				North America | Canada | Yukon									1										Haines Junction	Canadian Geographical Names Data Base														urn:catalog:UAMZ:M10335	no emb or scars								round skin		Pearson, A. M.					female		Yukon						1967-08-12							PhysicalObject	2015-05-25 12:07:26.0	en		University of Alberta Museums		Sorex sp. UAMZ M10335					University of Alberta Museums	UAMZ	University of Alberta Mammalogy Collection (UAMZ)		PreservedSpecimen												Sorex sp.		Sorex					Animalia | Chordata | Mammalia | Insectivora | Soricidae | Sorex	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Sorex		Sorex sp.		Species			shrew (species unknown)				
UAMZ	University of Alberta Mammalogy Collection (UAMZ)		Andy Derocher	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_mammalogy	derocher@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_mammalogy	http://creativecommons.org/publicdomain/zero/1.0	88d5d94e-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	Canada	University of Alberta Museums	Alberta	Wed Apr 29 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	urn:catalog:UAMZ:M10336									M10336	North America			Canada															1967-08-13																				North America | Canada | Yukon									1										Haines Junction	Canadian Geographical Names Data Base														urn:catalog:UAMZ:M10336	tx2								round skin		Pearson, A. M.					male		Yukon						1967-08-13							PhysicalObject	2015-05-25 12:07:26.0	en		University of Alberta Museums		Sorex sp. UAMZ M10336					University of Alberta Museums	UAMZ	University of Alberta Mammalogy Collection (UAMZ)		PreservedSpecimen												Sorex sp.		Sorex					Animalia | Chordata | Mammalia | Insectivora | Soricidae | Sorex	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Sorex		Sorex sp.		Species			shrew (species unknown)				
UAMZ	University of Alberta Mammalogy Collection (UAMZ)		Andy Derocher	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_mammalogy	derocher@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_mammalogy	http://creativecommons.org/publicdomain/zero/1.0	88d5d94e-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	Canada	University of Alberta Museums	Alberta	Wed Apr 29 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	urn:catalog:UAMZ:M10337									M10337	North America			Canada															1967-08-13																				North America | Canada | Yukon									1										Haines Junction	Canadian Geographical Names Data Base														urn:catalog:UAMZ:M10337	no emb or scars								round skin		Pearson, A. M.					female		Yukon						1967-08-13							PhysicalObject	2015-05-25 12:07:26.0	en		University of Alberta Museums		Sorex sp. UAMZ M10337					University of Alberta Museums	UAMZ	University of Alberta Mammalogy Collection (UAMZ)		PreservedSpecimen												Sorex sp.		Sorex					Animalia | Chordata | Mammalia | Insectivora | Soricidae | Sorex	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Sorex		Sorex sp.		Species			shrew (species unknown)				
UAMZ	University of Alberta Mammalogy Collection (UAMZ)		Andy Derocher	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_mammalogy	derocher@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_mammalogy	http://creativecommons.org/publicdomain/zero/1.0	88d5d94e-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	Canada	University of Alberta Museums	Alberta	Wed Apr 29 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	urn:catalog:UAMZ:M10338									M10338	North America			Canada															1967-08-16																				North America | Canada | Yukon									1										Haines Junction	Canadian Geographical Names Data Base														urn:catalog:UAMZ:M10338	no emb or scars								round skin		Pearson, A. M.					female		Yukon						1967-08-16							PhysicalObject	2015-05-25 12:07:26.0	en		University of Alberta Museums		Sorex sp. UAMZ M10338					University of Alberta Museums	UAMZ	University of Alberta Mammalogy Collection (UAMZ)		PreservedSpecimen												Sorex sp.		Sorex					Animalia | Chordata | Mammalia | Insectivora | Soricidae | Sorex	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Sorex		Sorex sp.		Species			shrew (species unknown)				
UAMZ	University of Alberta Mammalogy Collection (UAMZ)		Andy Derocher	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_mammalogy	derocher@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_mammalogy	http://creativecommons.org/publicdomain/zero/1.0	88d5d94e-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	Canada	University of Alberta Museums	Alberta	Wed Apr 29 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	urn:catalog:UAMZ:M10339									M10339	North America			Canada															1967-08-18																				North America | Canada | Yukon									1										Haines Junction	Canadian Geographical Names Data Base														urn:catalog:UAMZ:M10339	mammary glands and swollen teats								round skin		Pearson, A. M.					female		Yukon						1967-08-18							PhysicalObject	2015-05-25 12:07:26.0	en		University of Alberta Museums		Sorex sp. UAMZ M10339					University of Alberta Museums	UAMZ	University of Alberta Mammalogy Collection (UAMZ)		PreservedSpecimen												Sorex sp.		Sorex					Animalia | Chordata | Mammalia | Insectivora | Soricidae | Sorex	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Sorex		Sorex sp.		Species			shrew (species unknown)				
UAMZ	University of Alberta Mammalogy Collection (UAMZ)		Andy Derocher	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_mammalogy	derocher@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_mammalogy	http://creativecommons.org/publicdomain/zero/1.0	88d5d94e-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	Canada	University of Alberta Museums	Alberta	Wed Apr 29 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	urn:catalog:UAMZ:M10340									M10340	North America			Canada															1967-08-20																				North America | Canada | Yukon									1										Haines Junction	Canadian Geographical Names Data Base														urn:catalog:UAMZ:M10340	tx2								round skin		Pearson, A. M.					male		Yukon						1967-08-20							PhysicalObject	2015-05-25 12:07:26.0	en		University of Alberta Museums		Sorex sp. UAMZ M10340					University of Alberta Museums	UAMZ	University of Alberta Mammalogy Collection (UAMZ)		PreservedSpecimen												Sorex sp.		Sorex					Animalia | Chordata | Mammalia | Insectivora | Soricidae | Sorex	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Sorex		Sorex sp.		Species			shrew (species unknown)				
UAMZ	University of Alberta Mammalogy Collection (UAMZ)		Andy Derocher	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_mammalogy	derocher@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_mammalogy	http://creativecommons.org/publicdomain/zero/1.0	88d5d94e-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	Canada	University of Alberta Museums	Alberta	Wed Apr 29 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	urn:catalog:UAMZ:M10341									M10341	North America			Canada															1967-08-23																				North America | Canada | Yukon									1										Haines Junction	Canadian Geographical Names Data Base														urn:catalog:UAMZ:M10341	tx2								round skin		Pearson, A. M.					male		Yukon						1967-08-23							PhysicalObject	2015-05-25 12:07:26.0	en		University of Alberta Museums		Sorex sp. UAMZ M10341					University of Alberta Museums	UAMZ	University of Alberta Mammalogy Collection (UAMZ)		PreservedSpecimen												Sorex sp.		Sorex					Animalia | Chordata | Mammalia | Insectivora | Soricidae | Sorex	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Sorex		Sorex sp.		Species			shrew (species unknown)				
UAMZ	University of Alberta Mammalogy Collection (UAMZ)		Andy Derocher	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_mammalogy	derocher@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_mammalogy	http://creativecommons.org/publicdomain/zero/1.0	88d5d94e-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	Canada	University of Alberta Museums	Alberta	Wed Apr 29 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	urn:catalog:UAMZ:M10342									M10342	North America			Canada															1967-08-25																				North America | Canada | Yukon									1										Haines Junction	Canadian Geographical Names Data Base														urn:catalog:UAMZ:M10342	swollen uterus								round skin		Pearson, A. M.					female		Yukon						1967-08-25							PhysicalObject	2015-05-25 12:07:26.0	en		University of Alberta Museums		Sorex sp. UAMZ M10342					University of Alberta Museums	UAMZ	University of Alberta Mammalogy Collection (UAMZ)		PreservedSpecimen												Sorex sp.		Sorex					Animalia | Chordata | Mammalia | Insectivora | Soricidae | Sorex	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Sorex		Sorex sp.		Species			shrew (species unknown)				
UAMZ	University of Alberta Mammalogy Collection (UAMZ)		Andy Derocher	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_mammalogy	derocher@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_mammalogy	http://creativecommons.org/publicdomain/zero/1.0	88d5d94e-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	Canada	University of Alberta Museums	Alberta	Wed Apr 29 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_mammalogy	urn:catalog:UAMZ:M10343									M10343	North America			Canada															1967-08-27																				North America | Canada | Yukon									1										Haines Junction	Canadian Geographical Names Data Base														urn:catalog:UAMZ:M10343	tx2								round skin		Pearson, A. M.					male		Yukon						1967-08-27							PhysicalObject	2015-05-25 12:07:26.0	en		University of Alberta Museums		Sorex sp. UAMZ M10343					University of Alberta Museums	UAMZ	University of Alberta Mammalogy Collection (UAMZ)		PreservedSpecimen												Sorex sp.		Sorex					Animalia | Chordata | Mammalia | Insectivora | Soricidae | Sorex	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Sorex		Sorex sp.		Species			shrew (species unknown)				
