UMMZ	UMMZ Herpetology Collection	UMMZ Herpetology Collection	Alison Davis Rabosky	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_herps	ardr@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	8e479b8f-ac16-4bed-a11a-bc7e27c31663	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Wed Apr 16 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	urn:catalog:UMMZ:Herps:3686									3686																		native																																																							urn:catalog:UMMZ:Herps:3686		present										TROWBRIDGE 14																			PhysicalObject	2015-02-20	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/herps?id=3686	urn:lsid:biocol.org:col:34917			UMMZ	Herps			PreservedSpecimen												Sistrurus miliarius							OPHIDIA | VIPERIDAE | SISTRURUS	Animalia	Chordata	Reptilia	Squamata	Viperidae	Sistrurus		miliarius		species				ICZN			
UMMZ	UMMZ Herpetology Collection	UMMZ Herpetology Collection	Alison Davis Rabosky	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_herps	ardr@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	8e479b8f-ac16-4bed-a11a-bc7e27c31663	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Wed Apr 16 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	urn:catalog:UMMZ:Herps:3687									3687																		native																																																							urn:catalog:UMMZ:Herps:3687		present										TROWBRIDGE 15																			PhysicalObject	2015-02-20	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/herps?id=3687	urn:lsid:biocol.org:col:34917			UMMZ	Herps			PreservedSpecimen												Sistrurus catenatus							OPHIDIA | VIPERIDAE | SISTRURUS	Animalia	Chordata	Reptilia	Squamata	Viperidae	Sistrurus		catenatus		species				ICZN			
UMMZ	UMMZ Herpetology Collection	UMMZ Herpetology Collection	Alison Davis Rabosky	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_herps	ardr@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	8e479b8f-ac16-4bed-a11a-bc7e27c31663	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Wed Apr 16 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	urn:catalog:UMMZ:Herps:3688									3688	North America			United States	US													native																					| United States | Louisiana |  |  |  |  |									1																									urn:catalog:UMMZ:Herps:3688	SMITHSONIAN 552	present										TROWBRIDGE 16						Louisiana								UNITED STATES | LOUISIANA					PhysicalObject	2015-02-20	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/herps?id=3688	urn:lsid:biocol.org:col:34917			UMMZ	Herps			PreservedSpecimen												Agkistrodon contortrix							OPHIDIA | VIPERIDAE | AGKISTRODON	Animalia	Chordata	Reptilia	Squamata	Viperidae	Agkistrodon		contortrix		species				ICZN			
UMMZ	UMMZ Herpetology Collection	UMMZ Herpetology Collection	Alison Davis Rabosky	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_herps	ardr@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	8e479b8f-ac16-4bed-a11a-bc7e27c31663	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Wed Apr 16 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	urn:catalog:UMMZ:Herps:3689									3689	North America			United States	US	Morehouse												native																					| UNITED STATES | LOUISIANA | MOREHOUSE |  |  |  |									1																									urn:catalog:UMMZ:Herps:3689	SMITHSONIAN 828	present									J FAIRIE	TROWBRIDGE 17						Louisiana								UNITED STATES | LOUISIANA | MOREHOUSE					PhysicalObject	2015-02-20	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/herps?id=3689	urn:lsid:biocol.org:col:34917			UMMZ	Herps			PreservedSpecimen												Agkistrodon piscivorus							OPHIDIA | VIPERIDAE | AGKISTRODON	Animalia	Chordata	Reptilia	Squamata	Viperidae	Agkistrodon		piscivorus		species				ICZN			
UMMZ	UMMZ Herpetology Collection	UMMZ Herpetology Collection	Alison Davis Rabosky	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_herps	ardr@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	8e479b8f-ac16-4bed-a11a-bc7e27c31663	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Wed Apr 16 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	urn:catalog:UMMZ:Herps:3690									3690	North America			United States	US													native																					| United States | Illinois |  |  |  |  |																																		urn:catalog:UMMZ:Herps:3690	SMITHSONIAN 840	present									R KENNICOTT	TROWBRIDGE 18						Illinois								UNITED STATES | ILLINOIS					PhysicalObject	2015-02-20	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/herps?id=3690	urn:lsid:biocol.org:col:34917			UMMZ	Herps			PreservedSpecimen												Agkistrodon piscivorus							OPHIDIA | VIPERIDAE | AGKISTRODON	Animalia	Chordata	Reptilia	Squamata	Viperidae	Agkistrodon		piscivorus		species				ICZN			
UMMZ	UMMZ Herpetology Collection	UMMZ Herpetology Collection	Alison Davis Rabosky	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_herps	ardr@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	8e479b8f-ac16-4bed-a11a-bc7e27c31663	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Wed Apr 16 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	urn:catalog:UMMZ:Herps:3691									3691	North America			Mexico	MX													native																					| Mexico | Tamaulipas |  |  |  |  |																																		urn:catalog:UMMZ:Herps:3691	SMITHSONIAN 1143	present									LT COUCH	TROWBRIDGE 19						Tamaulipas								MEXICO | TAMAULIPAS					PhysicalObject	2015-02-20	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/herps?id=3691	urn:lsid:biocol.org:col:34917			UMMZ	Herps			PreservedSpecimen												Micrurus fulvius							OPHIDIA | ELAPIDAE | MICRURUS	Animalia	Chordata	Reptilia	Squamata	Elapidae	Micrurus		fulvius		species				ICZN			
UMMZ	UMMZ Herpetology Collection	UMMZ Herpetology Collection	Alison Davis Rabosky	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_herps	ardr@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	8e479b8f-ac16-4bed-a11a-bc7e27c31663	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Wed Apr 16 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	urn:catalog:UMMZ:Herps:3692									3692	North America			United States	US	Escambia												native																					| United States | Florida | Escambia |  |  |  |																																		urn:catalog:UMMZ:Herps:3692	SMITHSONIAN 1949	present									DR JEFFRIES	TROWBRIDGE 20						Florida								UNITED STATES | FLORIDA | ESCAMBIA					PhysicalObject	2015-02-20	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/herps?id=3692	urn:lsid:biocol.org:col:34917			UMMZ	Herps			PreservedSpecimen												Micrurus fulvius							OPHIDIA | ELAPIDAE | MICRURUS	Animalia	Chordata	Reptilia	Squamata	Elapidae	Micrurus		fulvius		species				ICZN			
UMMZ	UMMZ Herpetology Collection	UMMZ Herpetology Collection	Alison Davis Rabosky	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_herps	ardr@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	8e479b8f-ac16-4bed-a11a-bc7e27c31663	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Wed Apr 16 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	urn:catalog:UMMZ:Herps:3693									3693	North America			United States	US	Lawrence												native																					| UNITED STATES | MISSISSIPPI | LAWRENCE |  |  |  |																																		urn:catalog:UMMZ:Herps:3693	SMITHSONIAN 780	present									R KENNICOTT	TROWBRIDGE 21						Mississippi								UNITED STATES | MISSISSIPPI | LAWRENCE					PhysicalObject	2015-02-20	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/herps?id=3693	urn:lsid:biocol.org:col:34917			UMMZ	Herps			PreservedSpecimen												Thamnophis sauritus							OPHIDIA | COLUBRIDAE | THAMNOPHIS	Animalia	Chordata	Reptilia	Squamata	Colubridae	Thamnophis		sauritus		species				ICZN			
UMMZ	UMMZ Herpetology Collection	UMMZ Herpetology Collection	Alison Davis Rabosky	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_herps	ardr@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	8e479b8f-ac16-4bed-a11a-bc7e27c31663	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Wed Apr 16 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	urn:catalog:UMMZ:Herps:3694									3694	North America			United States	US	Racine												native																					| UNITED STATES | WISCONSIN | RACINE |  |  |  |																																		urn:catalog:UMMZ:Herps:3694	SMITHSONIAN 776	present									S F BAIRD	TROWBRIDGE 22						Wisconsin								UNITED STATES | WISCONSIN | RACINE					PhysicalObject	2015-02-20	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/herps?id=3694	urn:lsid:biocol.org:col:34917			UMMZ	Herps			PreservedSpecimen												Thamnophis sauritus							OPHIDIA | COLUBRIDAE | THAMNOPHIS	Animalia	Chordata	Reptilia	Squamata	Colubridae	Thamnophis		sauritus		species				ICZN			
UMMZ	UMMZ Herpetology Collection	UMMZ Herpetology Collection	Alison Davis Rabosky	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_herps	ardr@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	8e479b8f-ac16-4bed-a11a-bc7e27c31663	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Wed Apr 16 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	urn:catalog:UMMZ:Herps:3695									3695	North America			United States	US	Morehouse												native																					| UNITED STATES | LOUISIANA | MOREHOUSE |  |  |  |									1																									urn:catalog:UMMZ:Herps:3695	SMITHSONIAN 752	present									JAS FAIRIE	TROWBRIDGE 23						Louisiana	SYNTYPE OF EUTAINIA FAIREYI							UNITED STATES | LOUISIANA | MOREHOUSE					PhysicalObject	2015-02-20	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/herps?id=3695	urn:lsid:biocol.org:col:34917			UMMZ	Herps			PreservedSpecimen												Thamnophis proximus							OPHIDIA | COLUBRIDAE | THAMNOPHIS	Animalia	Chordata	Reptilia	Squamata	Colubridae	Thamnophis		proximus		species				ICZN			
UMMZ	UMMZ Herpetology Collection	UMMZ Herpetology Collection	Alison Davis Rabosky	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_herps	ardr@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	8e479b8f-ac16-4bed-a11a-bc7e27c31663	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Wed Apr 16 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	urn:catalog:UMMZ:Herps:3696									3696	North America			United States	US	Cook												native																					| United States | Illinois | Cook |  |  |  |																																		urn:catalog:UMMZ:Herps:3696	SMITHSONIAN 733	present									R KENNICOTT	TROWBRIDGE 24						Illinois								UNITED STATES | ILLINOIS | COOK					PhysicalObject	2015-02-20	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/herps?id=3696	urn:lsid:biocol.org:col:34917			UMMZ	Herps			PreservedSpecimen												Thamnophis radix							OPHIDIA | COLUBRIDAE | THAMNOPHIS	Animalia	Chordata	Reptilia	Squamata	Colubridae	Thamnophis		radix		species				ICZN			
UMMZ	UMMZ Herpetology Collection	UMMZ Herpetology Collection	Alison Davis Rabosky	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_herps	ardr@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	8e479b8f-ac16-4bed-a11a-bc7e27c31663	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Wed Apr 16 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_herps	urn:catalog:UMMZ:Herps:3697									3697	North America			United States	US													native																					| United States | MINNESOTA |  |  |  |  |																																		urn:catalog:UMMZ:Herps:3697	SMITHSONIAN 721	present									DR SUCKLEY	TROWBRIDGE 25						Minnesota								UNITED STATES | MINNESOTA					PhysicalObject	2015-02-20	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/herps?id=3697	urn:lsid:biocol.org:col:34917			UMMZ	Herps			PreservedSpecimen												Thamnophis radix							OPHIDIA | COLUBRIDAE | THAMNOPHIS	Animalia	Chordata	Reptilia	Squamata	Colubridae	Thamnophis		radix		species				ICZN			
