MMNH	MMNH Museum Bird Collection	Bell Museum Bird Collection (MMNH)	Bob Zink	http://ipt.vertnet.org:8080/ipt/archive.do?r=mmnh_birds	zinkx003@umn.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mmnh_birds		85484744-f762-11e1-a439-00145eb45e9a	927f1e70-cf74-11d8-bf68-b8a03c50a862		CC0	2015-01-27	ORNIS,VertNet	United States	Bell Museum of Natural History	Minnesota	Fri Feb 20 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	f0361652-7e08-11e3-81f0-12313d0829ba									44778				Russia	RU			13									164	native	2003-06-13																				Undefined | Russia |  |  |  |  |  |																			"Chukotskiy Avtonomnyi Okrug; Anadyr', 34km S 4km W, 64deg25'19""N 177deg24'11""E. Elevation 9-20m asl"													6		f0361652-7e08-11e3-81f0-12313d0829ba	Voucher specimen in Burke Museum of Natural History, University of Washington, Seattle;  COLL:shot	present							round skin | tissue - 1 | wing		Drovetski, Sergei					female	164									"Undefined | Russia | Chukotskiy Avtonomnyi Okrug; Anadyr', 34km S 4km W, 64deg25'19""N 177deg24'11""E. Elevation 9-20m asl"				2003	PhysicalObject	2015-02-13	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/mmnh/bird?id=44778	http://grbio.org/cool/2060-6rgs			MMNH	Bird			PreservedSpecimen												Phalaropus lobatus							|  |  | Charadriiformes | Phalaropodidae | Phalaropus	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Phalaropus		lobatus		species				ICZN			
MMNH	MMNH Museum Bird Collection	Bell Museum Bird Collection (MMNH)	Bob Zink	http://ipt.vertnet.org:8080/ipt/archive.do?r=mmnh_birds	zinkx003@umn.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mmnh_birds		85484744-f762-11e1-a439-00145eb45e9a	927f1e70-cf74-11d8-bf68-b8a03c50a862		CC0	2015-01-27	ORNIS,VertNet	United States	Bell Museum of Natural History	Minnesota	Fri Feb 20 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	f0361864-7e08-11e3-81f0-12313d0829ba									44844				Russia	RU			17									168	native	2003-06-17																				Undefined | Russia |  |  |  |  |  |																			"Chukotskiy Avtonomnyi Okrug; Anadyr', 34km S 4km W, 64deg25'19""N 177deg24'11""E. Elevation 9-20m asl"													6		f0361864-7e08-11e3-81f0-12313d0829ba	Voucher specimen in Burke Museum of Natural History, University of Washington, Seattle;  COLL:shot  paired with SVD2957	present							round skin | tissue - 1 | wing		Drovetski, Sergei					male	168									"Undefined | Russia | Chukotskiy Avtonomnyi Okrug; Anadyr', 34km S 4km W, 64deg25'19""N 177deg24'11""E. Elevation 9-20m asl"				2003	PhysicalObject	2015-02-13	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/mmnh/bird?id=44844	http://grbio.org/cool/2060-6rgs			MMNH	Bird			PreservedSpecimen												Limnodromus scolopaceus							|  |  | Charadriiformes | Scolopacidae | Limnodromus	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Limnodromus		scolopaceus		species				ICZN			
MMNH	MMNH Museum Bird Collection	Bell Museum Bird Collection (MMNH)	Bob Zink	http://ipt.vertnet.org:8080/ipt/archive.do?r=mmnh_birds	zinkx003@umn.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mmnh_birds		85484744-f762-11e1-a439-00145eb45e9a	927f1e70-cf74-11d8-bf68-b8a03c50a862		CC0	2015-01-27	ORNIS,VertNet	United States	Bell Museum of Natural History	Minnesota	Fri Feb 20 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	f0361a6c-7e08-11e3-81f0-12313d0829ba									43990	North America			United States	US	Gulf		27									118	native	1992-04-27																				Undefined | USA | Florida | Gulf |  |  |  |																	adult		Apalachicola River drainage, near Bay City													4		f0361a6c-7e08-11e3-81f0-12313d0829ba	HABITAT: shrub thicket, Salix, fallow field x slough edge  VOCALIZATIONS: provoked rattle only  AGE: [SY]	present							skeleton | skin | stomach | tissues - 1		Klicka, John					male	118	Florida								Undefined | USA | Florida | Gulf | Apalachicola River drainage, near Bay City				1992	PhysicalObject	2015-02-13	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/mmnh/bird?id=43990	http://grbio.org/cool/2060-6rgs			MMNH	Bird			PreservedSpecimen												Geothlypis trichas							|  |  | Passeriformes | Parulidae | Geothlypis	Animalia	Chordata	Aves	Passeriformes	Parulidae	Geothlypis		trichas		species				ICZN			
MMNH	MMNH Museum Bird Collection	Bell Museum Bird Collection (MMNH)	Bob Zink	http://ipt.vertnet.org:8080/ipt/archive.do?r=mmnh_birds	zinkx003@umn.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mmnh_birds		85484744-f762-11e1-a439-00145eb45e9a	927f1e70-cf74-11d8-bf68-b8a03c50a862		CC0	2015-01-27	ORNIS,VertNet	United States	Bell Museum of Natural History	Minnesota	Fri Feb 20 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	f0361c7e-7e08-11e3-81f0-12313d0829ba									42959	North America			Puerto Rico	PR			23									328	native	1988-11-23																				Undefined | Puerto Rico |  |  |  |  |  |																	hatch-year		SW corner of island, near Lajas													11		f0361c7e-7e08-11e3-81f0-12313d0829ba	MASS: thawed	present							skeleton - 1 | flat skin | tissue | wing		unknown					male	328									Undefined | Puerto Rico | SW corner of island, near Lajas				1988	PhysicalObject	2015-02-13	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/mmnh/bird?id=42959	http://grbio.org/cool/2060-6rgs			MMNH	Bird			PreservedSpecimen												Molothrus bonariensis							|  |  | Passeriformes | Icteridae | Molothrus	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		bonariensis		species				ICZN			
MMNH	MMNH Museum Bird Collection	Bell Museum Bird Collection (MMNH)	Bob Zink	http://ipt.vertnet.org:8080/ipt/archive.do?r=mmnh_birds	zinkx003@umn.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mmnh_birds		85484744-f762-11e1-a439-00145eb45e9a	927f1e70-cf74-11d8-bf68-b8a03c50a862		CC0	2015-01-27	ORNIS,VertNet	United States	Bell Museum of Natural History	Minnesota	Fri Feb 20 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	f0361e90-7e08-11e3-81f0-12313d0829ba									46013	North America			United States	US	Hennepin		4									277	native	2003-10-04																				Undefined | USA | Minnesota | Hennepin |  |  |  |																			County Road 61 and Plymouth Road													10		f0361e90-7e08-11e3-81f0-12313d0829ba	MASS: thawed	present							round skin | tissue - 1 | wing		Janssen, Bob					male	277	Minnesota								Undefined | USA | Minnesota | Hennepin | County Road 61 and Plymouth Road				2003	PhysicalObject	2015-02-13	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/mmnh/bird?id=46013	http://grbio.org/cool/2060-6rgs			MMNH	Bird			PreservedSpecimen												Colaptes auratus							|  |  | Piciformes | Picidae | Colaptes	Animalia	Chordata	Aves	Piciformes	Picidae	Colaptes		auratus		species				ICZN			
MMNH	MMNH Museum Bird Collection	Bell Museum Bird Collection (MMNH)	Bob Zink	http://ipt.vertnet.org:8080/ipt/archive.do?r=mmnh_birds	zinkx003@umn.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mmnh_birds		85484744-f762-11e1-a439-00145eb45e9a	927f1e70-cf74-11d8-bf68-b8a03c50a862		CC0	2015-01-27	ORNIS,VertNet	United States	Bell Museum of Natural History	Minnesota	Fri Feb 20 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	f0362084-7e08-11e3-81f0-12313d0829ba									44238				Russia	RU			2									153	native	2002-06-02																				Undefined | Russia |  |  |  |  |  |																	adult		"Arkhangelskaya Oblast', Kargopol'skiy rayon, Kargopol' 56 km S, 23 km W., Medvedevo,  60DEG59'56.1""N 38DEG33'22""E"													6		f0362084-7e08-11e3-81f0-12313d0829ba	HAB: mixed decid/conif. forest  COLL: with AWJ70, shot	present							round skin | tissue - 1 | wing		Barber, Brian					male	153									"Undefined | Russia | Arkhangelskaya Oblast', Kargopol'skiy rayon, Kargopol' 56 km S, 23 km W., Medvedevo,  60DEG59'56.1""N 38DEG33'22""E"				2002	PhysicalObject	2015-02-13	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/mmnh/bird?id=44238	http://grbio.org/cool/2060-6rgs			MMNH	Bird			PreservedSpecimen												Parus montanus							|  |  | Passeriformes | Paridae | Parus	Animalia	Chordata	Aves	Passeriformes	Paridae	Parus		montanus		species				ICZN			
MMNH	MMNH Museum Bird Collection	Bell Museum Bird Collection (MMNH)	Bob Zink	http://ipt.vertnet.org:8080/ipt/archive.do?r=mmnh_birds	zinkx003@umn.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mmnh_birds		85484744-f762-11e1-a439-00145eb45e9a	927f1e70-cf74-11d8-bf68-b8a03c50a862		CC0	2015-01-27	ORNIS,VertNet	United States	Bell Museum of Natural History	Minnesota	Fri Feb 20 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	f0362282-7e08-11e3-81f0-12313d0829ba									45650	North America			United States	US	Marshall		18									18	native	1997-01-18																				Undefined | USA | Minnesota | Marshall |  |  |  |																	adult		2mi WNW of Newfolden, S side of Middle R													1		f0362282-7e08-11e3-81f0-12313d0829ba	MASS: thawed	present							round skin | partial skeleton | tissue - 1 | wing		Gronewald, Ed					male	18	Minnesota								Undefined | USA | Minnesota | Marshall | 2mi WNW of Newfolden, S side of Middle R				1997	PhysicalObject	2015-02-13	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/mmnh/bird?id=45650	http://grbio.org/cool/2060-6rgs			MMNH	Bird			PreservedSpecimen												Aegolius funereus							|  |  | Strigiformes | Strigidae | Aegolius	Animalia	Chordata	Aves	Strigiformes	Strigidae	Aegolius		funereus		species				ICZN			
MMNH	MMNH Museum Bird Collection	Bell Museum Bird Collection (MMNH)	Bob Zink	http://ipt.vertnet.org:8080/ipt/archive.do?r=mmnh_birds	zinkx003@umn.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mmnh_birds		85484744-f762-11e1-a439-00145eb45e9a	927f1e70-cf74-11d8-bf68-b8a03c50a862		CC0	2015-01-27	ORNIS,VertNet	United States	Bell Museum of Natural History	Minnesota	Fri Feb 20 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	f0362480-7e08-11e3-81f0-12313d0829ba									46208	North America			United States	US	Lake		1									1	native	1996-01-01																				Undefined | USA | Minnesota | Lake |  |  |  |																	SY		SE1/4 SW1/4 sec11 T56N R7W													1		f0362480-7e08-11e3-81f0-12313d0829ba	MASS: thawed  SW#10	present							partial skeleton | tissue - 1 | wing		Tibbets, Dick & Lois					female	1	Minnesota								Undefined | USA | Minnesota | Lake | SE1/4 SW1/4 sec11 T56N R7W				1996	PhysicalObject	2015-02-13	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/mmnh/bird?id=46208	http://grbio.org/cool/2060-6rgs			MMNH	Bird			PreservedSpecimen												Aegolius funereus							|  |  | Strigiformes | Strigidae | Aegolius	Animalia	Chordata	Aves	Strigiformes	Strigidae	Aegolius		funereus		species				ICZN			
MMNH	MMNH Museum Bird Collection	Bell Museum Bird Collection (MMNH)	Bob Zink	http://ipt.vertnet.org:8080/ipt/archive.do?r=mmnh_birds	zinkx003@umn.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mmnh_birds		85484744-f762-11e1-a439-00145eb45e9a	927f1e70-cf74-11d8-bf68-b8a03c50a862		CC0	2015-01-27	ORNIS,VertNet	United States	Bell Museum of Natural History	Minnesota	Fri Feb 20 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	f0359d3a-7e08-11e3-81f0-12313d0829ba									43600	North America			United States	US	Itasca		19									323	native	2001-11-19																				Undefined | USA | Minnesota | Itasca |  |  |  |																	adult		Bog Lake													11		f0359d3a-7e08-11e3-81f0-12313d0829ba	shot at edge of bog  mass thawed	present							partial skeleton | round skin | tissue - 1		Eaton, Muir					male	323	Minnesota								Undefined | USA | Minnesota | Itasca | Bog Lake				2001	PhysicalObject	2015-02-13	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/mmnh/bird?id=43600	http://grbio.org/cool/2060-6rgs			MMNH	Bird			PreservedSpecimen												Pinicola enucleator							|  |  | Passeriformes | Emberizidae | Pinicola	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Pinicola		enucleator		species				ICZN			
MMNH	MMNH Museum Bird Collection	Bell Museum Bird Collection (MMNH)	Bob Zink	http://ipt.vertnet.org:8080/ipt/archive.do?r=mmnh_birds	zinkx003@umn.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mmnh_birds		85484744-f762-11e1-a439-00145eb45e9a	927f1e70-cf74-11d8-bf68-b8a03c50a862		CC0	2015-01-27	ORNIS,VertNet	United States	Bell Museum of Natural History	Minnesota	Fri Feb 20 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=mmnh_birds	f035a442-7e08-11e3-81f0-12313d0829ba									46292	North America			United States	US	Saint Louis		6									65	native	2005-03-06																				Undefined | USA | Minnesota | St. Louis |  |  |  |																	SY		52xx Tioga St, Duluth T50N S5 Se Sw													3		f035a442-7e08-11e3-81f0-12313d0829ba	SW#19	present							partial skeleton | round skin | stomach | tissue | wing - 1		Williams, Joseph					male	65	Minnesota								Undefined | USA | Minnesota | St. Louis | 52xx Tioga St, Duluth T50N S5 Se Sw				2005	PhysicalObject	2015-02-13	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/mmnh/bird?id=46292	http://grbio.org/cool/2060-6rgs			MMNH	Bird			PreservedSpecimen												Aegolius funereus							|  |  | Strigiformes | Strigidae | Aegolius	Animalia	Chordata	Aves	Strigiformes	Strigidae	Aegolius		funereus		species				ICZN			
