OSUM	Ohio State University Tetrapod Division - Reptile Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-reptiles	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-reptiles		51fa0155-a545-4154-ac20-b89dbb2c312b	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	HerpNET,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-reptiles	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_reptiles	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1									OSUM Reptiles 1							2012		0.0	0.0													OSUZM 1901-1												Unknown													1								adult		World															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1															none specified	undetermined								No Date								2015-02-09T15:43:42Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Reptiles%201				Ohio State University - Reptile Division, Columbus, OH (OSUM)	Reptiles			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:253914							Caretta caretta								Animalia	Chordata	Reptilia	Testudines	Cheloniidae	Caretta		caretta									
OSUM	Ohio State University Tetrapod Division - Reptile Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-reptiles	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-reptiles		51fa0155-a545-4154-ac20-b89dbb2c312b	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	HerpNET,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-reptiles	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_reptiles	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__10									OSUM Reptiles 10							2012		0.0	0.0																									Unknown													1								adult		World															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__10															none specified	undetermined								No Date								2015-02-09T15:43:41Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Reptiles%2010				Ohio State University - Reptile Division, Columbus, OH (OSUM)	Reptiles			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:305210							Heterodon platyrhinos platyrhinos								Animalia	Chordata	Reptilia	Squamata	Dipsadidae	Heterodon		platyrhinos	platyrhinos								
OSUM	Ohio State University Tetrapod Division - Reptile Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-reptiles	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-reptiles		51fa0155-a545-4154-ac20-b89dbb2c312b	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	HerpNET,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-reptiles	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_reptiles	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__100									OSUM Reptiles 100				United States		Harrison	2012		40.8424	-83.3044													Verbatim Date: 16 Aug 1930											Locality: Tetrapods	GeoNames (Auto-Correction)													1								adult		Washington Twp., Harrison Co., Ohio															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__100											Hine, J. S. (James Stewart) & Walker, C. F. (Charles F.)				none specified	undetermined		Ohio						16 August 1930								2015-02-09T15:43:42Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Reptiles%20100				Ohio State University - Reptile Division, Columbus, OH (OSUM)	Reptiles			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:305197							Elaphe obsoleta obsoleta								Animalia	Chordata	Reptilia	Squamata	Colubridae	Pantherophis		obsoletus	obsoleta								
OSUM	Ohio State University Tetrapod Division - Reptile Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-reptiles	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-reptiles		51fa0155-a545-4154-ac20-b89dbb2c312b	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	HerpNET,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-reptiles	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_reptiles	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1000									OSUM Reptiles 1000				United States		Vinton	2012		40.8424	-83.3044													C (Crock Verbatim Date: 22 Aug 1959											Locality: Tetrapods	GeoNames (Auto-Correction)													1								adult		Eagle Twp.: Sec. 11, Vinton Co., Ohio															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1000											Kerkes, M. (Mike)				none specified	undetermined		Ohio						22 August 1959								2015-02-09T15:43:44Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Reptiles%201000				Ohio State University - Reptile Division, Columbus, OH (OSUM)	Reptiles			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:305186							Crotalus horridus horridus								Animalia	Chordata	Reptilia	Squamata	Viperidae	Crotalus		horridus									
OSUM	Ohio State University Tetrapod Division - Reptile Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-reptiles	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-reptiles		51fa0155-a545-4154-ac20-b89dbb2c312b	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	HerpNET,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-reptiles	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_reptiles	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1001									OSUM Reptiles 1001				United States		Columbiana	2012		40.8424	-83.3044													Verbatim Date: 21 May 1957											Locality: Tetrapods	GeoNames (Auto-Correction)													1								adult		Salena, Columbiana Co., Ohio															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1001											Vernand, C. (Carl)				none specified	undetermined		Ohio						21 May 1957								2015-02-09T15:43:44Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Reptiles%201001				Ohio State University - Reptile Division, Columbus, OH (OSUM)	Reptiles			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:305274							Thamnophis sauritus sauritus								Animalia	Chordata	Reptilia	Squamata	Natricidae	Thamnophis		sauritus	sauritus								
OSUM	Ohio State University Tetrapod Division - Reptile Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-reptiles	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-reptiles		51fa0155-a545-4154-ac20-b89dbb2c312b	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	HerpNET,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-reptiles	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_reptiles	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1002									OSUM Reptiles 1002				United States		Licking	2012		40.8424	-83.3044													Verbatim Date: 20 Jun 1958											Locality: Tetrapods	GeoNames (Auto-Correction)													2								2 adult		1 mi. W. of Buckeye Lake, Licking Co., Ohio															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1002											Gehlbach, F. R.				none specified	2 undetermined		Ohio						20 June 1958								2015-02-09T15:43:44Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Reptiles%201002				Ohio State University - Reptile Division, Columbus, OH (OSUM)	Reptiles			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:250617							Storeria dekayi								Animalia	Chordata	Reptilia	Squamata	Natricidae	Storeria		dekayi									
OSUM	Ohio State University Tetrapod Division - Reptile Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-reptiles	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-reptiles		51fa0155-a545-4154-ac20-b89dbb2c312b	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	HerpNET,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-reptiles	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_reptiles	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1004									OSUM Reptiles 1004				United States		Champaign	2012		40.8424	-83.3044													Verbatim Date: 05 Jun 1958											Locality: Tetrapods	GeoNames (Auto-Correction)													1								adult		Champaign Co., Ohio															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1004											Gehlbach, F. R.				none specified	undetermined		Ohio						5 June 1958								2015-02-09T15:43:44Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Reptiles%201004				Ohio State University - Reptile Division, Columbus, OH (OSUM)	Reptiles			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:250617							Storeria dekayi								Animalia	Chordata	Reptilia	Squamata	Natricidae	Storeria		dekayi									
OSUM	Ohio State University Tetrapod Division - Reptile Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-reptiles	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-reptiles		51fa0155-a545-4154-ac20-b89dbb2c312b	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	HerpNET,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-reptiles	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_reptiles	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1005									OSUM Reptiles 1005				United States		Licking	2012		40.8424	-83.3044													Verbatim Date: 09 Jun 1954											Locality: Tetrapods	GeoNames (Auto-Correction)													1								adult		Etna Twp., Licking Co., Ohio															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1005											Woodruff, R. E. (Robert E.) & Condit, J. M. (John M.)				none specified	undetermined		Ohio						9 June 1954								2015-02-09T15:43:42Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Reptiles%201005				Ohio State University - Reptile Division, Columbus, OH (OSUM)	Reptiles			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:304736							Lampropeltis triangulum								Animalia	Chordata	Reptilia	Squamata	Colubridae	Lampropeltis		triangulum									
OSUM	Ohio State University Tetrapod Division - Reptile Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-reptiles	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-reptiles		51fa0155-a545-4154-ac20-b89dbb2c312b	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	HerpNET,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-reptiles	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_reptiles	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1006									OSUM Reptiles 1006				United States		Tompkins	2012		43.0004	-75.4999													Verbatim Date: 29 Sep 1956											Locality: Tetrapods	GeoNames (Auto-Correction)													5								5 adult		Michigan Hollow: Danby, Tompkins Co., New York															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1006											Gehlbach, F. H.				none specified	5 undetermined		New York						29 September 1956								2015-02-09T15:43:42Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Reptiles%201006				Ohio State University - Reptile Division, Columbus, OH (OSUM)	Reptiles			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:305202							Eumeces anthracinus anthracinus								Animalia	Chordata	Reptilia	Squamata	Scincidae	Plestiodon		anthracinus	anthracinus								
OSUM	Ohio State University Tetrapod Division - Reptile Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-reptiles	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-reptiles		51fa0155-a545-4154-ac20-b89dbb2c312b	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	HerpNET,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-reptiles	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_reptiles	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1007									OSUM Reptiles 1007				Canada			2012		62.3933	-96.8182													SC (Supplementary Collections Verbatim Date: 30 Aug 1945											Locality: Tetrapods	GeoNames (Auto-Correction)													1								adult		Lake Erie: Middle Island, Ontario, Canada															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1007											Walker, W. H. (W. Harrington) & Thomas, E. S. (Edward S.)				none specified	undetermined		Ontario						30 August 1945								2015-02-09T15:43:44Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Reptiles%201007				Ohio State University - Reptile Division, Columbus, OH (OSUM)	Reptiles			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:304994							Natrix sipedon insularum								Animalia	Chordata	Reptilia	Squamata	Natricidae	Nerodia		sipedon	insularum								
OSUM	Ohio State University Tetrapod Division - Reptile Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-reptiles	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-reptiles		51fa0155-a545-4154-ac20-b89dbb2c312b	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	HerpNET,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-reptiles	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_reptiles	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1008									OSUM Reptiles 1008				Canada			2012		62.3933	-96.8182													SC (Supplementary Collections Verbatim Date: 30 Aug 1945											Locality: Tetrapods	GeoNames (Auto-Correction)													1								adult		Lake Erie: Middle Island, Ontario, Canada															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__1008											Green, B. (Bayard)				none specified	undetermined		Ontario						30 August 1945								2015-02-09T15:43:44Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Reptiles%201008				Ohio State University - Reptile Division, Columbus, OH (OSUM)	Reptiles			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:304994							Natrix sipedon insularum								Animalia	Chordata	Reptilia	Squamata	Natricidae	Nerodia		sipedon	insularum								
OSUM	Ohio State University Tetrapod Division - Reptile Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-reptiles	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-reptiles		51fa0155-a545-4154-ac20-b89dbb2c312b	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	HerpNET,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-reptiles	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_reptiles	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__101									OSUM Reptiles 101				United States		Jackson	2012		40.8424	-83.3044													Verbatim Date: 05 May 1951											Locality: Tetrapods	GeoNames (Auto-Correction)													1								adult		"""White's Gulch"", Jackson Co., Ohio"															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__101											Triplehorn, C. A. (Charles A.)				none specified	undetermined		Ohio						5 May 1951								2015-02-09T15:43:42Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Reptiles%20101				Ohio State University - Reptile Division, Columbus, OH (OSUM)	Reptiles			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:305197							Elaphe obsoleta obsoleta								Animalia	Chordata	Reptilia	Squamata	Colubridae	Pantherophis		obsoletus	obsoleta								
