UTEP	UTEP Vertebrates	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	Scott Cutler	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	scutler@utep.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	bd2feca8-ec39-4480-9dad-e353ab6a506d	52c8f620-1816-11da-9544-b8a03c50a862			2013-12-23	MaNIS,ORNIS,HerpNET,VertNet,Paleo	United States	Centennial Museum	Texas	Mon Dec 23 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	urn:catalog:UTEP:Birds:49									49	North America			United States	US	El Paso		22									81	native	1966-03-22																				| United States of America | Texas | EL PASO |  |  |  |																	unknown		EL PASO, LOMAS DEL REY; Rio Grande													3		urn:catalog:UTEP:Birds:49		present							skeleton		MNM; Harris, Arthur H.	4263				male	81	Texas								United States of America | Texas | EL PASO | EL PASO, LOMAS DEL REY; Rio Grande				1966	PhysicalObject	2015-02-14	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/utep/birds?id=49	http://grbio.org/cool/gq95-3z97			UTEP	Birds			PreservedSpecimen												Phalaenoptilus nuttalli							Caprimulgiformes | Caprimulgidae | Phalaenoptilus	Animalia	Chordata	Aves	Caprimulgiformes	Caprimulgidae	Phalaenoptilus		nuttalli		species				ICZN			
UTEP	UTEP Vertebrates	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	Scott Cutler	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	scutler@utep.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	bd2feca8-ec39-4480-9dad-e353ab6a506d	52c8f620-1816-11da-9544-b8a03c50a862			2013-12-23	MaNIS,ORNIS,HerpNET,VertNet,Paleo	United States	Centennial Museum	Texas	Mon Dec 23 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	urn:catalog:UTEP:Birds:50									50	North America			United States	US	Doña Ana		27									86	native	1966-03-27																				| United States of America | New Mexico | DOA AA |  |  |  |																			COUNTRY CLUB RD NEAR JCT WITH NM 273													3		urn:catalog:UTEP:Birds:50		present							skeleton		Harris, Arthur H.; Harris, Arthur H.	4265					86	New Mexico								United States of America | New Mexico | DOA AA | COUNTRY CLUB RD NEAR JCT WITH NM 273				1966	PhysicalObject	2015-02-14	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/utep/birds?id=50	http://grbio.org/cool/gq95-3z97			UTEP	Birds			PreservedSpecimen												Zenaida macroura							Columbiformes | Columbidae | Zenaida	Animalia	Chordata	Aves	Columbiformes	Columbidae	Zenaida		macroura		species			Mourning Dove	ICZN			
UTEP	UTEP Vertebrates	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	Scott Cutler	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	scutler@utep.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	bd2feca8-ec39-4480-9dad-e353ab6a506d	52c8f620-1816-11da-9544-b8a03c50a862			2013-12-23	MaNIS,ORNIS,HerpNET,VertNet,Paleo	United States	Centennial Museum	Texas	Mon Dec 23 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	urn:catalog:UTEP:Birds:51									51	North America			United States	US	Doña Ana		26									116	native	1966-04-26																				| United States of America | New Mexico | DOA AA |  |  |  |																	unknown		NM 273 CA 1 MI S JCT WITH COUNTRY CLUB RD													4		urn:catalog:UTEP:Birds:51		present							skeleton		Harris, Arthur H.; Harris, Arthur H.	4275				female	116	New Mexico								United States of America | New Mexico | DOA AA | NM 273 CA 1 MI S JCT WITH COUNTRY CLUB RD				1966	PhysicalObject	2015-02-14	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/utep/birds?id=51	http://grbio.org/cool/gq95-3z97			UTEP	Birds			PreservedSpecimen												Callipepla gambelii							Galliformes | Odontophoridae | Callipepla	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Callipepla		gambelii		species			Gamble's Quail	ICZN			
UTEP	UTEP Vertebrates	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	Scott Cutler	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	scutler@utep.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	bd2feca8-ec39-4480-9dad-e353ab6a506d	52c8f620-1816-11da-9544-b8a03c50a862			2013-12-23	MaNIS,ORNIS,HerpNET,VertNet,Paleo	United States	Centennial Museum	Texas	Mon Dec 23 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	urn:catalog:UTEP:Birds:52									52	North America			United States	US	Doña Ana		26									116	native	1966-04-26																				| United States of America | New Mexico | DOA AA |  |  |  |																	unknown		NM 273 CA 1 MI S JCT WITH COUNTRY CLUB RD													4		urn:catalog:UTEP:Birds:52		present							skeleton		Harris, Arthur H.; Harris, Arthur H.	4276				female	116	New Mexico								United States of America | New Mexico | DOA AA | NM 273 CA 1 MI S JCT WITH COUNTRY CLUB RD				1966	PhysicalObject	2015-02-14	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/utep/birds?id=52	http://grbio.org/cool/gq95-3z97			UTEP	Birds			PreservedSpecimen												Callipepla gambelii							Galliformes | Odontophoridae | Callipepla	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Callipepla		gambelii		species			Gamble's Quail	ICZN			
UTEP	UTEP Vertebrates	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	Scott Cutler	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	scutler@utep.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	bd2feca8-ec39-4480-9dad-e353ab6a506d	52c8f620-1816-11da-9544-b8a03c50a862			2013-12-23	MaNIS,ORNIS,HerpNET,VertNet,Paleo	United States	Centennial Museum	Texas	Mon Dec 23 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	urn:catalog:UTEP:Birds:77									77	North America			United States	US	Doña Ana		17									290	native	1966-10-17																				| United States of America | New Mexico | DOA AA |  |  |  |																	unknown		1.1 MI N OF STRAUSS													10		urn:catalog:UTEP:Birds:77		present							skin | body skeleton		Harris, Arthur H.	4365				male	290	New Mexico								United States of America | New Mexico | DOA AA | 1.1 MI N OF STRAUSS				1966	PhysicalObject	2015-02-14	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/utep/birds?id=77	http://grbio.org/cool/gq95-3z97			UTEP	Birds			PreservedSpecimen												Euphagus cyanocephalus							Passeriformes | Icteridae | Euphagus	Animalia	Chordata	Aves	Passeriformes	Icteridae	Euphagus		cyanocephalus		species			Brewer's Blackbird	ICZN			
UTEP	UTEP Vertebrates	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	Scott Cutler	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	scutler@utep.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	bd2feca8-ec39-4480-9dad-e353ab6a506d	52c8f620-1816-11da-9544-b8a03c50a862			2013-12-23	MaNIS,ORNIS,HerpNET,VertNet,Paleo	United States	Centennial Museum	Texas	Mon Dec 23 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	urn:catalog:UTEP:Birds:78									78	North America			United States	US	Otero		15									288	native	1966-10-15																				| United States of America | New Mexico | OTERO |  |  |  |																			JUST N OF OROGRANDE													10		urn:catalog:UTEP:Birds:78		present							skeleton		Harris, Arthur H.	4377					288	New Mexico								United States of America | New Mexico | OTERO | JUST N OF OROGRANDE				1966	PhysicalObject	2015-02-14	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/utep/birds?id=78	http://grbio.org/cool/gq95-3z97			UTEP	Birds			PreservedSpecimen												Cathartes aura							Accipitriformes | Cathartidae | Cathartes	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Cathartes		aura		species			Turkey Vulture	ICZN			
UTEP	UTEP Vertebrates	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	Scott Cutler	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	scutler@utep.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	bd2feca8-ec39-4480-9dad-e353ab6a506d	52c8f620-1816-11da-9544-b8a03c50a862			2013-12-23	MaNIS,ORNIS,HerpNET,VertNet,Paleo	United States	Centennial Museum	Texas	Mon Dec 23 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	urn:catalog:UTEP:Birds:79									79	North America			United States	US	Otero		29									333	native	1966-11-29																				| United States of America | New Mexico | OTERO |  |  |  |																			18.5 MI N OROGRANDE.													11		urn:catalog:UTEP:Birds:79		present							skeleton		Harris, Arthur H.	4378					333	New Mexico								United States of America | New Mexico | OTERO | 18.5 MI N OROGRANDE.				1966	PhysicalObject	2015-02-14	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/utep/birds?id=79	http://grbio.org/cool/gq95-3z97			UTEP	Birds			PreservedSpecimen												Bubo virginianus							Strigiformes | Strigidae | Bubo	Animalia	Chordata	Aves	Strigiformes	Strigidae	Bubo		virginianus		species			Great Horned Owl	ICZN			
UTEP	UTEP Vertebrates	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	Scott Cutler	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	scutler@utep.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	bd2feca8-ec39-4480-9dad-e353ab6a506d	52c8f620-1816-11da-9544-b8a03c50a862			2013-12-23	MaNIS,ORNIS,HerpNET,VertNet,Paleo	United States	Centennial Museum	Texas	Mon Dec 23 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	urn:catalog:UTEP:Birds:80									80	North America			United States	US													native																					| United States of America | Texas |  |  |  |  |																			TX															urn:catalog:UTEP:Birds:80		present							body skeleton		JOHNSON, R. ROY	1030						Texas								United States of America | Texas | TX				1966	PhysicalObject	2015-02-14	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/utep/birds?id=80	http://grbio.org/cool/gq95-3z97			UTEP	Birds			PreservedSpecimen												Gallus gallus							Galliformes | Phasianidae | Gallus	Animalia	Chordata	Aves	Galliformes	Phasianidae	Gallus		gallus		species			Domestic Fowl	ICZN			
UTEP	UTEP Vertebrates	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	Scott Cutler	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	scutler@utep.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	bd2feca8-ec39-4480-9dad-e353ab6a506d	52c8f620-1816-11da-9544-b8a03c50a862			2013-12-23	MaNIS,ORNIS,HerpNET,VertNet,Paleo	United States	Centennial Museum	Texas	Mon Dec 23 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	urn:catalog:UTEP:Birds:1									1	North America			United States	US	Ellis		12	38.54	-99.18							193	native	1965-07-12										not recorded (forced WGS84)							requires verification			| United States of America | Kansas | ELLIS |  |  |  |								Harris, Arthur H.									unknown		CA 0.5 MI W HAYS.; Big Creek													7		urn:catalog:UTEP:Birds:1		present							skeleton		Harris, Anita J.; Harris, Arthur H.	4170				male	193	Kansas							38.540	United States of America | Kansas | ELLIS | CA 0.5 MI W HAYS.; Big Creek	-99.180			1965	PhysicalObject	2015-02-14	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/utep/birds?id=1	http://grbio.org/cool/gq95-3z97			UTEP	Birds			PreservedSpecimen												Cyanocitta cristata							Passeriformes | Corvidae | Cyanocitta	Animalia	Chordata	Aves	Passeriformes	Corvidae	Cyanocitta		cristata		species			Blue Jay	ICZN			
UTEP	UTEP Vertebrates	Laboratory for Environmental Biology, Centennial Museum, University of Texas at El Paso	Scott Cutler	http://ipt.vertnet.org:8080/ipt/archive.do?r=utep_verts	scutler@utep.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=utep_verts	UTEP data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the University of Texas at El Paso. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and UTEP notified. The University of Texas at El Paso or its staff are not responsible for damages, injury or loss due to the use of these data.	bd2feca8-ec39-4480-9dad-e353ab6a506d	52c8f620-1816-11da-9544-b8a03c50a862			2013-12-23	MaNIS,ORNIS,HerpNET,VertNet,Paleo	United States	Centennial Museum	Texas	Mon Dec 23 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	http://ipt.vertnet.org:8080/ipt/resource.do?r=utep_verts	urn:catalog:UTEP:Birds:2									2	North America			United States	US	Ellis		17									198	native	1965-07-17																				| United States of America | Kansas | ELLIS |  |  |  |																	unknown		BIRD FARM, CA 1 MI W HAYS CITY LIMITS.; Big Creek													7		urn:catalog:UTEP:Birds:2		present							skeleton		Harris, Arthur H.; Harris, Arthur H.	4171				female	198	Kansas								United States of America | Kansas | ELLIS | BIRD FARM, CA 1 MI W HAYS CITY LIMITS.; Big Creek				1965	PhysicalObject	2015-02-14	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/utep/birds?id=2	http://grbio.org/cool/gq95-3z97			UTEP	Birds			PreservedSpecimen												Quiscalus quiscula							Passeriformes | Icteridae | Quiscalus	Animalia	Chordata	Aves	Passeriformes	Icteridae	Quiscalus		quiscula		species			Common Grackle	ICZN			
