NHMO	Bird skin collection, Natural History Museum, University of Oslo		Christian Svindseth	http://gbif.no/ipt/archive?r=aves_s	christian.svindseth@nhm.uio.no	http://gbif.no/ipt/eml?r=aves_s		44e96576-583d-43cb-883d-3af3095a86db	f314b0b0-e3dc-11d9-8d81-b8a03c50a862			no migrator	ORNIS,VertNet	Norway	Natural History Museum, University of Oslo		Mon Mar 23 00:00:00 UTC 2015	http://gbif.no/ipt/resource?r=aves_s	http://gbif.no/ipt/resource?r=aves_s	N000001									N000001	Europe	22168		Norway		Eidsvoll	0-0-0	29	60.41309	11.24418																																																Eidsvoll						0		0		0		0	11		N000001																Male		Akershus												1875		2010-07-05										ZMO	Aves-S			Specimen												Corvus corax													Corvus		corax		species							
NHMO	Bird skin collection, Natural History Museum, University of Oslo		Christian Svindseth	http://gbif.no/ipt/archive?r=aves_s	christian.svindseth@nhm.uio.no	http://gbif.no/ipt/eml?r=aves_s		44e96576-583d-43cb-883d-3af3095a86db	f314b0b0-e3dc-11d9-8d81-b8a03c50a862			no migrator	ORNIS,VertNet	Norway	Natural History Museum, University of Oslo		Mon Mar 23 00:00:00 UTC 2015	http://gbif.no/ipt/resource?r=aves_s	http://gbif.no/ipt/resource?r=aves_s	N000002									N000002	Europe	0		Norway			0-0-0	20	0	0																																																Gjesvær, Nordkapp						0		0		0		0	6		N000002																Female		Finnmark												1878		2010-07-05										ZMO	Aves-S			Specimen												Corvus corax													Corvus		corax		species							
NHMO	Bird skin collection, Natural History Museum, University of Oslo		Christian Svindseth	http://gbif.no/ipt/archive?r=aves_s	christian.svindseth@nhm.uio.no	http://gbif.no/ipt/eml?r=aves_s		44e96576-583d-43cb-883d-3af3095a86db	f314b0b0-e3dc-11d9-8d81-b8a03c50a862			no migrator	ORNIS,VertNet	Norway	Natural History Museum, University of Oslo		Mon Mar 23 00:00:00 UTC 2015	http://gbif.no/ipt/resource?r=aves_s	http://gbif.no/ipt/resource?r=aves_s	N000003									N000003	Europe	0		Norway			0-0-0	27	0	0																																																Repvåg, Porsanger						0		0		0		0	2		N000003																Male		Finnmark												1888		2010-07-05										ZMO	Aves-S			Specimen												Corvus corax													Corvus		corax		species							
NHMO	Bird skin collection, Natural History Museum, University of Oslo		Christian Svindseth	http://gbif.no/ipt/archive?r=aves_s	christian.svindseth@nhm.uio.no	http://gbif.no/ipt/eml?r=aves_s		44e96576-583d-43cb-883d-3af3095a86db	f314b0b0-e3dc-11d9-8d81-b8a03c50a862			no migrator	ORNIS,VertNet	Norway	Natural History Museum, University of Oslo		Mon Mar 23 00:00:00 UTC 2015	http://gbif.no/ipt/resource?r=aves_s	http://gbif.no/ipt/resource?r=aves_s	N000004									N000004	Europe	58189		Norway		Tromsø	0-0-0	14	69.69753	18.77364																																																Tromsø						0		0		0		0	5		N000004																Female		Troms												1892		2010-07-05										ZMO	Aves-S			Specimen												Corvus corax													Corvus		corax		species							
NHMO	Bird skin collection, Natural History Museum, University of Oslo		Christian Svindseth	http://gbif.no/ipt/archive?r=aves_s	christian.svindseth@nhm.uio.no	http://gbif.no/ipt/eml?r=aves_s		44e96576-583d-43cb-883d-3af3095a86db	f314b0b0-e3dc-11d9-8d81-b8a03c50a862			no migrator	ORNIS,VertNet	Norway	Natural History Museum, University of Oslo		Mon Mar 23 00:00:00 UTC 2015	http://gbif.no/ipt/resource?r=aves_s	http://gbif.no/ipt/resource?r=aves_s	N000005									N000005	Europe	0		Norway			0-0-0	14	0	0																																																Hjerkinn, Dovre						0		0		0		0	8		N000005																Male		Oppland												1895		2010-07-05										ZMO	Aves-S			Specimen												Corvus corax													Corvus		corax		species							
NHMO	Bird skin collection, Natural History Museum, University of Oslo		Christian Svindseth	http://gbif.no/ipt/archive?r=aves_s	christian.svindseth@nhm.uio.no	http://gbif.no/ipt/eml?r=aves_s		44e96576-583d-43cb-883d-3af3095a86db	f314b0b0-e3dc-11d9-8d81-b8a03c50a862			no migrator	ORNIS,VertNet	Norway	Natural History Museum, University of Oslo		Mon Mar 23 00:00:00 UTC 2015	http://gbif.no/ipt/resource?r=aves_s	http://gbif.no/ipt/resource?r=aves_s	N000008									N000008	Europe	0		Norway			0-0-0	0	0	0																																																Kongsvinger						0		0		0		0	10		N000008																Male		Hedmark												1854		2010-07-05										ZMO	Aves-S			Specimen												Corvus cornix													Corvus		cornix		species							
NHMO	Bird skin collection, Natural History Museum, University of Oslo		Christian Svindseth	http://gbif.no/ipt/archive?r=aves_s	christian.svindseth@nhm.uio.no	http://gbif.no/ipt/eml?r=aves_s		44e96576-583d-43cb-883d-3af3095a86db	f314b0b0-e3dc-11d9-8d81-b8a03c50a862			no migrator	ORNIS,VertNet	Norway	Natural History Museum, University of Oslo		Mon Mar 23 00:00:00 UTC 2015	http://gbif.no/ipt/resource?r=aves_s	http://gbif.no/ipt/resource?r=aves_s	N000009									N000009	Europe	0		Norway			0-0-0	11	0	0																																																Vikersund, Modum						0		0		0		0	8		N000009																Female		Buskerud												1879		2010-07-05										ZMO	Aves-S			Specimen												Corvus cornix													Corvus		cornix		species							
NHMO	Bird skin collection, Natural History Museum, University of Oslo		Christian Svindseth	http://gbif.no/ipt/archive?r=aves_s	christian.svindseth@nhm.uio.no	http://gbif.no/ipt/eml?r=aves_s		44e96576-583d-43cb-883d-3af3095a86db	f314b0b0-e3dc-11d9-8d81-b8a03c50a862			no migrator	ORNIS,VertNet	Norway	Natural History Museum, University of Oslo		Mon Mar 23 00:00:00 UTC 2015	http://gbif.no/ipt/resource?r=aves_s	http://gbif.no/ipt/resource?r=aves_s	N000010									N000010	Europe	20057		Norway		Oslo	0-0-0	10	59.97258	10.72237																																																Alnabru						0		0		0		0	3		N000010																Female		Oslo												1930		2010-07-05										ZMO	Aves-S			Specimen												Corvus cornix													Corvus		cornix		species							
NHMO	Bird skin collection, Natural History Museum, University of Oslo		Christian Svindseth	http://gbif.no/ipt/archive?r=aves_s	christian.svindseth@nhm.uio.no	http://gbif.no/ipt/eml?r=aves_s		44e96576-583d-43cb-883d-3af3095a86db	f314b0b0-e3dc-11d9-8d81-b8a03c50a862			no migrator	ORNIS,VertNet	Norway	Natural History Museum, University of Oslo		Mon Mar 23 00:00:00 UTC 2015	http://gbif.no/ipt/resource?r=aves_s	http://gbif.no/ipt/resource?r=aves_s	N000014									N000014	Europe	0		Norway			0-0-0	28	0	0																																																Polmak, Tana						0		0		0		0	6		N000014																Male		Finnmark												1885		2010-07-05										ZMO	Aves-S			Specimen												Corvus cornix													Corvus		cornix		species							
NHMO	Bird skin collection, Natural History Museum, University of Oslo		Christian Svindseth	http://gbif.no/ipt/archive?r=aves_s	christian.svindseth@nhm.uio.no	http://gbif.no/ipt/eml?r=aves_s		44e96576-583d-43cb-883d-3af3095a86db	f314b0b0-e3dc-11d9-8d81-b8a03c50a862			no migrator	ORNIS,VertNet	Norway	Natural History Museum, University of Oslo		Mon Mar 23 00:00:00 UTC 2015	http://gbif.no/ipt/resource?r=aves_s	http://gbif.no/ipt/resource?r=aves_s	N000015									N000015	Europe	0		Norway			0-0-0	16	0	0																																																Gulskogen, Drammen						0		0		0		0	9		N000015																Female		Buskerud												1883		2010-07-05										ZMO	Aves-S			Specimen												Corvus cornix													Corvus		cornix		species							
