OSUM	Ohio State University Tetrapod Division - Mammal Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-mammals	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-mammals		78dcfcbd-03c4-4d47-8618-830aac6f2ee5	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	MaNIS,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-mammals	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_mammals	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__1									OSUM Mammals 1				United States		Seneca	2013		40.8424	-83.3044													skin missing; Location:(cabinet:60 drawer:3 institutionCode:M; Preparation:skin, skull; verbatimLocality:Tiffin; Seneca Co.; Ohio; United States												GeoNames (Auto-Correction)													1								adult		Tiffin, Seneca Co., Ohio, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__1									skin within unspecified; skull within unspecified						none specified	male		Ohio						17 November 1904							PhysicalObject	2015-02-09T15:46:45Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Mammals%201				Ohio State University - Mammal Division, Columbus, OH (OSUM)	Mammals			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:185886							Didelphis virginiana								Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis		virginiana									
OSUM	Ohio State University Tetrapod Division - Mammal Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-mammals	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-mammals		78dcfcbd-03c4-4d47-8618-830aac6f2ee5	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	MaNIS,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-mammals	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_mammals	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__10									OSUM Mammals 10				United States		Fairfield	2013		40.8424	-83.3044													Location:(cabinet:58 drawer:7 institutionCode:M; Preparation:skin, skull; verbatimLocality:Buckeye Lake; Fairfield Co.; Ohio; United States												GeoNames (Auto-Correction)													1								adult		Buckeye Lake, Fairfield Co., Ohio, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__10									skin within unspecified; skull within unspecified		Trautman, M. B. (Milton Bernard)				none specified	undetermined		Ohio						16 April 1927							PhysicalObject	2015-02-09T15:46:44Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Mammals%2010				Ohio State University - Mammal Division, Columbus, OH (OSUM)	Mammals			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:328300							Scalopus aquaticus machrinus								Animalia	Chordata	Mammalia	Soricomorpha	Talpidae	Scalopus		aquaticus	machrinus								
OSUM	Ohio State University Tetrapod Division - Mammal Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-mammals	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-mammals		78dcfcbd-03c4-4d47-8618-830aac6f2ee5	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	MaNIS,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-mammals	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_mammals	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__100									OSUM Mammals 100				United States		Franklin	2013		40.8424	-83.3044													institutionCode:M; Preparation:skin, skull; verbatimLocality:Columbus; Franklin Co.; Ohio; United States												GeoNames (Auto-Correction)													1								adult		Columbus, Franklin Co., Ohio, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__100									skin within unspecified; skull within unspecified		Sim, R. J. (Robert J.)				none specified	undetermined		Ohio						20 May 1909							PhysicalObject	2015-02-09T15:46:46Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Mammals%20100				Ohio State University - Mammal Division, Columbus, OH (OSUM)	Mammals			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:328181							Lasiurus cinereus								Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Lasiurus		cinereus									
OSUM	Ohio State University Tetrapod Division - Mammal Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-mammals	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-mammals		78dcfcbd-03c4-4d47-8618-830aac6f2ee5	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	MaNIS,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-mammals	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_mammals	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__1000									OSUM Mammals 1000				United States		Hocking	2013		40.8424	-83.3044													Location:(cabinet:55 drawer:7 institutionCode:M; Preparation:skin, skull; verbatimLocality:Goodhope Twp. (cave Hocking Co.; Ohio; United States												GeoNames (Auto-Correction)													1								adult		Goodhope Twp. (cave), Hocking Co., Ohio, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__1000									skin within unspecified; skull within unspecified		Goslin, R. M. (Robert M.)				none specified	male		Ohio						27 March 1932							PhysicalObject	2015-02-09T15:46:44Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Mammals%201000				Ohio State University - Mammal Division, Columbus, OH (OSUM)	Mammals			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:185839							Myotis lucifugus								Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		lucifugus									
OSUM	Ohio State University Tetrapod Division - Mammal Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-mammals	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-mammals		78dcfcbd-03c4-4d47-8618-830aac6f2ee5	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	MaNIS,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-mammals	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_mammals	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__10008									OSUM Mammals 10008							2013		0.0	0.0													Location:(cabinet:100 drawer:1 institutionCode:TM; Preparation:skin												Unknown													1								adult		World															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__10008															none specified	undetermined								No Date							PhysicalObject	2015-02-09T15:46:46Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Mammals%2010008				Ohio State University - Mammal Division, Columbus, OH (OSUM)	Mammals			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:185886							Didelphis virginiana								Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis		virginiana									
OSUM	Ohio State University Tetrapod Division - Mammal Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-mammals	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-mammals		78dcfcbd-03c4-4d47-8618-830aac6f2ee5	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	MaNIS,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-mammals	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_mammals	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__1001									OSUM Mammals 1001				United States		Hocking	2013		40.8424	-83.3044													Location:(cabinet:55 drawer:7 institutionCode:M; Preparation:skin, skull; verbatimLocality:Goodhope Twp.; Hocking Co.; Ohio; United States												GeoNames (Auto-Correction)													1								adult		Goodhope Twp., Hocking Co., Ohio, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__1001									skin within unspecified; skull within unspecified		Goslin, R. M. (Robert M.)				none specified	female		Ohio						27 March 1932							PhysicalObject	2015-02-09T15:46:44Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Mammals%201001				Ohio State University - Mammal Division, Columbus, OH (OSUM)	Mammals			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:185839							Myotis lucifugus								Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		lucifugus									
OSUM	Ohio State University Tetrapod Division - Mammal Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-mammals	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-mammals		78dcfcbd-03c4-4d47-8618-830aac6f2ee5	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	MaNIS,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-mammals	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_mammals	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__10019									OSUM Mammals 10019							2013		0.0	0.0													Location:(cabinet:100 drawer:1 institutionCode:TM; Preparation:skin												Unknown													1								adult		World															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__10019															none specified	undetermined								No Date							PhysicalObject	2015-02-09T15:46:46Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Mammals%2010019				Ohio State University - Mammal Division, Columbus, OH (OSUM)	Mammals			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:185886							Didelphis virginiana								Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis		virginiana									
OSUM	Ohio State University Tetrapod Division - Mammal Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-mammals	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-mammals		78dcfcbd-03c4-4d47-8618-830aac6f2ee5	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	MaNIS,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-mammals	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_mammals	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__1002									OSUM Mammals 1002				United States		Carter	2013		38.2004	-84.8776													Location:(cabinet:55 drawer:7 institutionCode:M; Preparation:skin; VerbatimCollectionDate:09 Nov 1931; verbatimLocality:Carter's Cave; Carter Co.; Kentucky; United States												GeoNames (Auto-Correction)													1								adult		Carter's Cave, Carter Co., Kentucky, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__1002									skin within unspecified		Vickers, T. (Thomas)				none specified	female		Kentucky						9 November 1931							PhysicalObject	2015-02-09T15:46:46Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Mammals%201002				Ohio State University - Mammal Division, Columbus, OH (OSUM)	Mammals			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:328381							Myotis lucifugus lucifugus								Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		lucifugus	lucifugus								
OSUM	Ohio State University Tetrapod Division - Mammal Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-mammals	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-mammals		78dcfcbd-03c4-4d47-8618-830aac6f2ee5	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	MaNIS,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-mammals	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_mammals	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__1003									OSUM Mammals 1003				United States		Seneca	2013		40.8424	-83.3044													Location:(cabinet:55 drawer:7 institutionCode:M; Preparation:skin, skull; verbatimLocality:Good's Cave; Seneca Co.; Ohio; United States												GeoNames (Auto-Correction)													1								adult		Good's Cave, Seneca Co., Ohio, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__1003									skin within unspecified; skull within unspecified		Goslin, R. M. (Robert M.)				none specified	male		Ohio						13 February 1932							PhysicalObject	2015-02-09T15:46:45Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Mammals%201003				Ohio State University - Mammal Division, Columbus, OH (OSUM)	Mammals			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:185839							Myotis lucifugus								Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		lucifugus									
OSUM	Ohio State University Tetrapod Division - Mammal Collection (OSUM)		Angelika Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-mammals	nelson.794@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-mammals		78dcfcbd-03c4-4d47-8618-830aac6f2ee5	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	MaNIS,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-mammals	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_mammals	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__1004									OSUM Mammals 1004				United States		Anderson	2013		35.7504	-86.2503													Location:(cabinet:55 drawer:7 institutionCode:M; Preparation:skin, skull; VerbatimCollectionDate:22 Jun 1934; verbatimLocality:Doan Cave; Anderson Co.; Tennessee; United States												GeoNames (Auto-Correction)													1								adult		Doan Cave, Anderson Co., Tennessee, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Mammals__1004									skin within unspecified; skull within unspecified		Goslin, R. M. (Robert M.)				none specified	male		Tennessee						22 June 1934							PhysicalObject	2015-02-09T15:46:45Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM%20Mammals%201004				Ohio State University - Mammal Division, Columbus, OH (OSUM)	Mammals			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:328381							Myotis lucifugus lucifugus								Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis		lucifugus	lucifugus								
