AMNH	AMNH Mammal Collections	AMNH Mammal Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_mammals	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_mammals	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-14	MaNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	urn:catalog:AMNH:Mammals:MO-9601									MO-9601	North America			United States	US	Penobscot		18									291	native	1895-10-18																				North America;USA;Maine;Penobscot Co.;;;;									1										South Twin Lake													10		urn:catalog:AMNH:Mammals:MO-9601		present					Skin Number: Skin Catalog 11314		Skin, Skull, Whole Skin, Cranium and Mandible, Round Skin, Not Mounted			62				male	291	Maine						1895-10-18		North America; USA; Maine; Penobscot Co.; ; ; ; ; ; ; North America; USA; Maine; Penobscot Co.; ; ; ; ; ; ; South Twin Lake				1895	PhysicalObject	2013-08-07	en						urn:lsid:biocol.org:col:34925			AMNH	Mammals			PreservedSpecimen												Sciurus hudsonius							Animalia;Chordata;Mammalia;Rodentia;Sciuridae;Sciurus	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Sciurus		hudsonius		species				ICZN			
AMNH	AMNH Mammal Collections	AMNH Mammal Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_mammals	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_mammals	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-14	MaNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	urn:catalog:AMNH:Mammals:MO-9602									MO-9602	North America			United States	US	Penobscot		13									286	native	1895-10-13																				North America;USA;Maine;Penobscot Co.;;;;									1										South Twin Lake													10		urn:catalog:AMNH:Mammals:MO-9602	Exchanged with Field Collection Museum January 1898	present					Skin Number: Skin Catalog 11315		Skin, Skull, Whole Skin, Cranium and Mandible, Round Skin, Not Mounted			13				male	286	Maine						1895-10-13		North America; USA; Maine; Penobscot Co.; ; ; ; ; ; ; North America; USA; Maine; Penobscot Co.; ; ; ; ; ; ; South Twin Lake				1895	PhysicalObject	2013-08-07	en						urn:lsid:biocol.org:col:34925			AMNH	Mammals			PreservedSpecimen												Microtus pennsylvanicus pensylvanicus							Animalia;Chordata;Mammalia;Rodentia;Muridae;Microtus	Animalia	Chordata	Mammalia	Rodentia	Muridae	Microtus		pennsylvanicus	pensylvanicus	subspecies				ICZN			
AMNH	AMNH Mammal Collections	AMNH Mammal Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_mammals	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_mammals	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-14	MaNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	urn:catalog:AMNH:Mammals:MO-9931									MO-9931	North America			United States	US	Sweetwater		1									213	native	1895-08-01																				North America;USA;Wyoming;Sweetwater Co.;;;;									1										Kinney Ranch													8		urn:catalog:AMNH:Mammals:MO-9931		present					Skin Number: Skin Catalog 11160		Skin, Skull, Whole Skin, Cranium and Mandible, Round Skin, Not Mounted			857				female	213	Wyoming						1895-08-01		North America; USA; Wyoming; Sweetwater Co.; ; ; ; ; ; ; North America; USA; Wyoming; Sweetwater Co.; ; ; ; ; ; ; Kinney Ranch				1895	PhysicalObject	2013-08-07	en						urn:lsid:biocol.org:col:34925			AMNH	Mammals			PreservedSpecimen												Sylvilagus audubonii baileyi							Animalia;Chordata;Mammalia;Lagomorpha;Leporidae;Sylvilagus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Sylvilagus		audubonii	baileyi	subspecies				ICZN			
AMNH	AMNH Mammal Collections	AMNH Mammal Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_mammals	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_mammals	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-14	MaNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	urn:catalog:AMNH:Mammals:M-138124									M-138124	North America			United States	US	Teton		9									191	native	1940-07-09																				North America;USA;Wyoming;Teton Co.;;;;									1										1 mile north of Jennylake													7		urn:catalog:AMNH:Mammals:M-138124		present									H. G. Stevenson, Jr.	1				female	191	Wyoming						1940-07-09		North America; USA; Wyoming; Teton Co.; ; ; ; ; ; ; North America; USA; Wyoming; Teton Co.; ; ; ; ; ; ; 1 mile north of Jennylake				1940	PhysicalObject	2013-08-07	en						urn:lsid:biocol.org:col:34925			AMNH	Mammals			PreservedSpecimen												Spermophilus armatus							Animalia;Chordata;Mammalia;Rodentia;Sciuridae;Spermophilus	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Spermophilus		armatus		species				ICZN			
AMNH	AMNH Mammal Collections	AMNH Mammal Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_mammals	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_mammals	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-14	MaNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	urn:catalog:AMNH:Mammals:M-144294									M-144294	North America			United States	US	Park		25									237	native	1945-08-25																				North America;USA;Wyoming;Park Co.;;;;									1										30 miles south of Valley, Bliss Creek Meadows								2286				2286	8		urn:catalog:AMNH:Mammals:M-144294		present							Not Mounted		T. D. Carter	6160				female	237	Wyoming					7500 ft	1945-08-25		North America; USA; Wyoming; Park Co.; ; ; ; ; ; ; North America; USA; Wyoming; Park Co.; ; ; ; ; ; ; 30 miles south of Valley, Bliss Creek Meadows				1945	PhysicalObject	2013-08-07	en						urn:lsid:biocol.org:col:34925			AMNH	Mammals			PreservedSpecimen												Microtus montanus caryi							Animalia;Chordata;Mammalia;Rodentia;Muridae;Microtus	Animalia	Chordata	Mammalia	Rodentia	Muridae	Microtus		montanus	caryi	subspecies				ICZN			
AMNH	AMNH Mammal Collections	AMNH Mammal Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_mammals	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_mammals	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-14	MaNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	urn:catalog:AMNH:Mammals:MO-10630									MO-10630	North America			United States	US	Bexar		3									35	native	1896-02-03																				North America;USA;Texas;Bexar Co.;;;;									1										Turtle Creek													2		urn:catalog:AMNH:Mammals:MO-10630		present					Skin Number: Osteo Catalog 12294		Skin, Skull, Whole Skin, Cranium and Mandible, Round Skin, Not Mounted			198XX				male	35	Texas						1896-02-03		North America; USA; Texas; Bexar Co.; ; ; ; ; ; ; North America; USA; Texas; Bexar Co.; ; ; ; ; ; ; Turtle Creek				1896	PhysicalObject	2013-08-07	en						urn:lsid:biocol.org:col:34925			AMNH	Mammals			PreservedSpecimen												Neotoma floridana attwateri							Animalia;Chordata;Mammalia;Rodentia;Muridae;Neotoma	Animalia	Chordata	Mammalia	Rodentia	Muridae	Neotoma		floridana	attwateri	subspecies				ICZN			
AMNH	AMNH Mammal Collections	AMNH Mammal Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_mammals	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_mammals	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-14	MaNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	urn:catalog:AMNH:Mammals:MO-9889									MO-9889	North America			United States	US	Rock		9									282	native	1895-10-09																				North America;USA;Nebraska;Rock Co.;;;;									1										Perch													10		urn:catalog:AMNH:Mammals:MO-9889	Exchanged with Field Collection Museum January 1898	present					Skin Number: Skin Catalog 11607		Skin, Skull, Whole Skin, Cranium and Mandible, Round Skin, Not Mounted			1165				female	282	Nebraska						1895-10-09		North America; USA; Nebraska; Rock Co.; ; ; ; ; ; ; North America; USA; Nebraska; Rock Co.; ; ; ; ; ; ; Perch				1895	PhysicalObject	2013-08-07	en						urn:lsid:biocol.org:col:34925			AMNH	Mammals			PreservedSpecimen												Reithrodontomys megalotis dychei							Animalia;Chordata;Mammalia;Rodentia;Muridae;Reithrodontomys	Animalia	Chordata	Mammalia	Rodentia	Muridae	Reithrodontomys		megalotis	dychei	subspecies				ICZN			
AMNH	AMNH Mammal Collections	AMNH Mammal Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_mammals	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_mammals	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-14	MaNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	urn:catalog:AMNH:Mammals:M-267815									M-267815																		native																					;;;;;;;									1																									urn:catalog:AMNH:Mammals:M-267815		present							Skull, Cranium and Mandible, Not Mounted							unknown										; ; ; ; ; ; ; ; ; ;					PhysicalObject	2013-08-07	en						urn:lsid:biocol.org:col:34925			AMNH	Mammals			PreservedSpecimen												Dasypus novemcinctus							Animalia;Chordata;Mammalia;Cingulata;Dasypodidae;Dasypus	Animalia	Chordata	Mammalia	Cingulata	Dasypodidae	Dasypus		novemcinctus		species				ICZN			
AMNH	AMNH Mammal Collections	AMNH Mammal Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_mammals	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_mammals	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-14	MaNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	urn:catalog:AMNH:Mammals:MO-10305									MO-10305	North America			United States	US	Bexar		10									11	native	1892-01-10																				North America;USA;Texas;Bexar Co.;;;;									1										Turtle Creek													1		urn:catalog:AMNH:Mammals:MO-10305		present					Skin Number: Osteo Catalog 11867		Skin, Skull, Whole Skin, Cranium and Mandible, Round Skin, Not Mounted			65xx				male	11	Texas						1892-01-10		North America; USA; Texas; Bexar Co.; ; ; ; ; ; ; North America; USA; Texas; Bexar Co.; ; ; ; ; ; ; Turtle Creek				1892	PhysicalObject	2013-08-07	en						urn:lsid:biocol.org:col:34925			AMNH	Mammals			PreservedSpecimen												Peromyscus attwateri							Animalia;Chordata;Mammalia;Rodentia;Muridae;Peromyscus	Animalia	Chordata	Mammalia	Rodentia	Muridae	Peromyscus		attwateri		species				ICZN			
AMNH	AMNH Mammal Collections	AMNH Mammal Collection	Tom Trombone	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_mammals	trombone@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_mammals	The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862			2013-08-14	MaNIS,VertNet	United States	American Museum of Natural History	New York	Wed Oct 30 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals	urn:catalog:AMNH:Mammals:M-275403									M-275403	West Indian Ocean			Madagascar		Vohemar Fivondronana		23									54	native	2002-02-23																				West Indian Ocean;Madagascar;Antsiranana;Vohemar Fivondronana;;;;								Christopher J. Raxworthy	1										Balafaina Mountain								600				600	2		urn:catalog:AMNH:Mammals:M-275403		present							Fluid, Skull, Body with Skull Removed, Cranium and Mandible, With Skin, Not Mounted		C. Maminirina	RAX 04278				female	54	Antsiranana					400, 600 m	2002-02-23		West Indian Ocean; Madagascar; Antsiranana; Vohemar Fivondronana; ; ; ; ; ; ; West Indian Ocean; Madagascar; Antsiranana; Vohemar Fivondronana; ; ; ; ; ; ; Balafaina Mountain				2002	PhysicalObject	2013-08-07	en						urn:lsid:biocol.org:col:34925			AMNH	Mammals			PreservedSpecimen												Eliurus tanala							Animalia;Chordata;Mammalia;Rodentia;Muridae;Eliurus	Animalia	Chordata	Mammalia	Rodentia	Muridae	Eliurus		tanala		species				ICZN			
