TTRS	TTRS Ornithology		Jim Cox	http://ipt.vertnet.org:8080/ipt/archive.do?r=ttrs_birds	jim@ttrs.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ttrs_birds	Tall Timbers data is governed by the Creative Commons Attribution 3.0 license (http://creativecommons.org/licenses/by/3.0/legalcode). Any use of data or images must be attributed to Tall Timbers Research Station and Land Conservancy.	2f897875-210a-43a9-bab3-a724bea8e400	132fe0d8-aa85-40a0-af20-52f48fae7bd6		CC BY	no migrator	ORNIS,VertNet	United States	Tall Timbers Research Station and Land Conservancy	Florida	Mon Apr 16 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds										1.00				UNITED STATES		Franklin		28	29.846599772557102	-84.67300415039062																			WGS 84				Manually digitized from known locality	Digitized to special geographic unit or named place via Google Maps														1										Carrabelle													04											Skin		Stoddard; Sr., Neel					Male		Florida			Geographic coordinates									1953		4/23/2012 12:04:31 PM										TTRS	Ornithology			PreservedRecord												Gavia immer								Animalia	Chordata	Aves										Common Loon				
TTRS	TTRS Ornithology		Jim Cox	http://ipt.vertnet.org:8080/ipt/archive.do?r=ttrs_birds	jim@ttrs.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ttrs_birds	Tall Timbers data is governed by the Creative Commons Attribution 3.0 license (http://creativecommons.org/licenses/by/3.0/legalcode). Any use of data or images must be attributed to Tall Timbers Research Station and Land Conservancy.	2f897875-210a-43a9-bab3-a724bea8e400	132fe0d8-aa85-40a0-af20-52f48fae7bd6		CC BY	no migrator	ORNIS,VertNet	United States	Tall Timbers Research Station and Land Conservancy	Florida	Mon Apr 16 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds										2.00				UNITED STATES		Grady		13																																								1										Susina Plantation													11											Skin		Stoddard, Sr.					Male		Georgia												1961		4/23/2012 12:04:31 PM										TTRS	Ornithology			PreservedRecord												Gavia immer								Animalia	Chordata	Aves										Common Loon				
TTRS	TTRS Ornithology		Jim Cox	http://ipt.vertnet.org:8080/ipt/archive.do?r=ttrs_birds	jim@ttrs.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ttrs_birds	Tall Timbers data is governed by the Creative Commons Attribution 3.0 license (http://creativecommons.org/licenses/by/3.0/legalcode). Any use of data or images must be attributed to Tall Timbers Research Station and Land Conservancy.	2f897875-210a-43a9-bab3-a724bea8e400	132fe0d8-aa85-40a0-af20-52f48fae7bd6		CC BY	no migrator	ORNIS,VertNet	United States	Tall Timbers Research Station and Land Conservancy	Florida	Mon Apr 16 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds										3.00				UNITED STATES		Leon		23	30.663779	-84.210611																			WGS 84				Manually digitized from known locality	Digitized to special geographic unit or named place via Google Maps														1										WCTV Tower													11											Skin		Stoddard, Sr.					Female		Florida			Geographic coordinates									1957		4/23/2012 12:04:31 PM										TTRS	Ornithology			PreservedRecord												Podilymbus podiceps								Animalia	Chordata	Aves										Pied-billed Grebe				
TTRS	TTRS Ornithology		Jim Cox	http://ipt.vertnet.org:8080/ipt/archive.do?r=ttrs_birds	jim@ttrs.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ttrs_birds	Tall Timbers data is governed by the Creative Commons Attribution 3.0 license (http://creativecommons.org/licenses/by/3.0/legalcode). Any use of data or images must be attributed to Tall Timbers Research Station and Land Conservancy.	2f897875-210a-43a9-bab3-a724bea8e400	132fe0d8-aa85-40a0-af20-52f48fae7bd6		CC BY	no migrator	ORNIS,VertNet	United States	Tall Timbers Research Station and Land Conservancy	Florida	Mon Apr 16 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds										4.00				UNITED STATES		Leon		08	30.663779	-84.210611																			WGS 84				Manually digitized from known locality	Digitized to special geographic unit or named place via Google Maps														1										WCTV Tower													05											Skin		Stoddard, Sr.					Female		Florida			Geographic coordinates									1960		4/23/2012 12:04:31 PM										TTRS	Ornithology			PreservedRecord												Podilymbus podiceps								Animalia	Chordata	Aves										Pied-billed Grebe				
TTRS	TTRS Ornithology		Jim Cox	http://ipt.vertnet.org:8080/ipt/archive.do?r=ttrs_birds	jim@ttrs.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ttrs_birds	Tall Timbers data is governed by the Creative Commons Attribution 3.0 license (http://creativecommons.org/licenses/by/3.0/legalcode). Any use of data or images must be attributed to Tall Timbers Research Station and Land Conservancy.	2f897875-210a-43a9-bab3-a724bea8e400	132fe0d8-aa85-40a0-af20-52f48fae7bd6		CC BY	no migrator	ORNIS,VertNet	United States	Tall Timbers Research Station and Land Conservancy	Florida	Mon Apr 16 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds										5.00				UNITED STATES		Leon		22	30.663779	-84.210611																			WGS 84				Manually digitized from known locality	Digitized to special geographic unit or named place via Google Maps														1										WCTV Tower													12											Skin		Stoddard, Sr.					Male		Florida			Geographic coordinates									1962		4/23/2012 12:04:31 PM										TTRS	Ornithology			PreservedRecord												Podilymbus podiceps								Animalia	Chordata	Aves										Pied-billed Grebe				
TTRS	TTRS Ornithology		Jim Cox	http://ipt.vertnet.org:8080/ipt/archive.do?r=ttrs_birds	jim@ttrs.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ttrs_birds	Tall Timbers data is governed by the Creative Commons Attribution 3.0 license (http://creativecommons.org/licenses/by/3.0/legalcode). Any use of data or images must be attributed to Tall Timbers Research Station and Land Conservancy.	2f897875-210a-43a9-bab3-a724bea8e400	132fe0d8-aa85-40a0-af20-52f48fae7bd6		CC BY	no migrator	ORNIS,VertNet	United States	Tall Timbers Research Station and Land Conservancy	Florida	Mon Apr 16 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds		http://www.morphbank.net/Browse/ByImage/?specimenId=788502								6.00				UNITED STATES		Leon		11	30.663779	-84.210611																			WGS 84				Manually digitized from known locality	Digitized to special geographic unit or named place via Google Maps														1										WCTV Tower													09											Skin		Stoddard, Sr.					Female		Florida			Geographic coordinates									1964		4/23/2012 12:04:31 PM										TTRS	Ornithology			PreservedRecord												Pterodroma hasitata								Animalia	Chordata	Aves										Black-capped Petrel				
TTRS	TTRS Ornithology		Jim Cox	http://ipt.vertnet.org:8080/ipt/archive.do?r=ttrs_birds	jim@ttrs.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ttrs_birds	Tall Timbers data is governed by the Creative Commons Attribution 3.0 license (http://creativecommons.org/licenses/by/3.0/legalcode). Any use of data or images must be attributed to Tall Timbers Research Station and Land Conservancy.	2f897875-210a-43a9-bab3-a724bea8e400	132fe0d8-aa85-40a0-af20-52f48fae7bd6		CC BY	no migrator	ORNIS,VertNet	United States	Tall Timbers Research Station and Land Conservancy	Florida	Mon Apr 16 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds										7.00				UNITED STATES		Franklin		06	29.846599772557102	-84.67300415039062																			WGS 84				Manually digitized from known locality	Digitized to special geographic unit or named place via Google Maps														1										Carrabelle													06											Skin		Stoddard, Sr.					Female		Florida			Geographic coordinates									1962		4/23/2012 12:04:31 PM										TTRS	Ornithology			PreservedRecord												Pelecanus occidentalis								Animalia	Chordata	Aves										Brown Pelican				
TTRS	TTRS Ornithology		Jim Cox	http://ipt.vertnet.org:8080/ipt/archive.do?r=ttrs_birds	jim@ttrs.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ttrs_birds	Tall Timbers data is governed by the Creative Commons Attribution 3.0 license (http://creativecommons.org/licenses/by/3.0/legalcode). Any use of data or images must be attributed to Tall Timbers Research Station and Land Conservancy.	2f897875-210a-43a9-bab3-a724bea8e400	132fe0d8-aa85-40a0-af20-52f48fae7bd6		CC BY	no migrator	ORNIS,VertNet	United States	Tall Timbers Research Station and Land Conservancy	Florida	Mon Apr 16 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds										8.00				UNITED STATES		Franklin		06	29.846599772557102	-84.67300415039062																			WGS 84				Manually digitized from known locality	Digitized to special geographic unit or named place via Google Maps														1										Carrabelle													06											Skin		Stoddard, Sr.					Female		Florida			Geographic coordinates									1962		4/23/2012 12:04:31 PM										TTRS	Ornithology			PreservedRecord												Pelecanus occidentalis								Animalia	Chordata	Aves										Brown Pelican				
TTRS	TTRS Ornithology		Jim Cox	http://ipt.vertnet.org:8080/ipt/archive.do?r=ttrs_birds	jim@ttrs.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ttrs_birds	Tall Timbers data is governed by the Creative Commons Attribution 3.0 license (http://creativecommons.org/licenses/by/3.0/legalcode). Any use of data or images must be attributed to Tall Timbers Research Station and Land Conservancy.	2f897875-210a-43a9-bab3-a724bea8e400	132fe0d8-aa85-40a0-af20-52f48fae7bd6		CC BY	no migrator	ORNIS,VertNet	United States	Tall Timbers Research Station and Land Conservancy	Florida	Mon Apr 16 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds										9.00				UNITED STATES		St. Lucie		19																																								1										Ft. Pierce Beach													01											Skin		McColl					Male		Florida												1967		4/23/2012 12:04:31 PM										TTRS	Ornithology			PreservedRecord												Morus bassanus								Animalia	Chordata	Aves										Northern Gannet				
TTRS	TTRS Ornithology		Jim Cox	http://ipt.vertnet.org:8080/ipt/archive.do?r=ttrs_birds	jim@ttrs.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ttrs_birds	Tall Timbers data is governed by the Creative Commons Attribution 3.0 license (http://creativecommons.org/licenses/by/3.0/legalcode). Any use of data or images must be attributed to Tall Timbers Research Station and Land Conservancy.	2f897875-210a-43a9-bab3-a724bea8e400	132fe0d8-aa85-40a0-af20-52f48fae7bd6		CC BY	no migrator	ORNIS,VertNet	United States	Tall Timbers Research Station and Land Conservancy	Florida	Mon Apr 16 00:00:00 UTC 2012	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ttrs_birds										10.00				UNITED STATES		Franklin		23	29.846599772557102	-84.67300415039062																			WGS 84				Manually digitized from known locality	Digitized to special geographic unit or named place via Google Maps														1										Carrabelle Harbor													04											Skin		Stoddard, Sr.					Male		Florida			Geographic coordinates									1963		4/23/2012 12:04:31 PM										TTRS	Ornithology			PreservedRecord												Phalacrocorax auritus								Animalia	Chordata	Aves										Double-crested Cormorant				
