MSU	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msu_mammals_birds_vertpaleo	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msu_mammals_birds_vertpaleo	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	22a66350-7947-4a49-84a3-39c7c1b0881f	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	MaNIS,ORNIS,VertNet,Paleo	United States	Michigan State University	Michigan	Thu Jul 31 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	urn:catalog:MSU:OR:4999M									4999M	North America			United States	US	Cameron		14									134	native	1887-05-14																				North and Central America | United States | Louisiana | Cameron Parish |  |  |  |																			unspecified													5		urn:catalog:MSU:OR:4999M	"""Camenn Panih, Louisiana"" was indicated on the typed catalog card; assumed Cameron Parish was meant."	present							egg		R. E. Rachford						134	Louisiana								North and Central America | United States | Louisiana | Cameron Parish | unspecified				1887	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msu/or?id=4999m	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/1j3t-wde4		MSU	OR			PreservedSpecimen												Egretta caerulea							Animalia | Chordata | Aves | Ciconiiformes | Ardeidae | Egretta	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta		caerulea		species				ICZN			
MSU	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msu_mammals_birds_vertpaleo	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msu_mammals_birds_vertpaleo	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	22a66350-7947-4a49-84a3-39c7c1b0881f	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	MaNIS,ORNIS,VertNet,Paleo	United States	Michigan State University	Michigan	Thu Jul 31 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	urn:catalog:MSU:OR:2139M									2139M	North America			United States	US	Montcalm												native																					North and Central America | United States | Michigan | Montcalm County |  |  |  |																			unspecified															urn:catalog:MSU:OR:2139M		present							nest, egg		Dr. M. Gibbs	426, 652, 495						Michigan								North and Central America | United States | Michigan | Montcalm County | unspecified					PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msu/or?id=2139m	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/1j3t-wde4		MSU	OR			PreservedSpecimen												Dendroica petechia aestiva							Animalia | Chordata | Aves | Passeriformes | Parulidae | Dendroica	Animalia	Chordata	Aves	Passeriformes	Parulidae	Dendroica		petechia	aestiva	subspecies				ICZN			
MSU	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msu_mammals_birds_vertpaleo	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msu_mammals_birds_vertpaleo	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	22a66350-7947-4a49-84a3-39c7c1b0881f	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	MaNIS,ORNIS,VertNet,Paleo	United States	Michigan State University	Michigan	Thu Jul 31 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	urn:catalog:MSU:OR:2457M									2457M	North America			United States	US			16									136	native	1895-05-16																				North and Central America | United States | Louisiana |  |  |  |  |																			Avery Island													5		urn:catalog:MSU:OR:2457M		present							egg		E. A. McIlhenny						136	Louisiana								North and Central America | United States | Louisiana | Avery Island				1895	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msu/or?id=2457m	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/1j3t-wde4		MSU	OR			PreservedSpecimen												Cardinalis cardinalis							Animalia | Chordata | Aves | Passeriformes | Emberizidae | Cardinalis	Animalia	Chordata	Aves	Passeriformes	Cardinalidae	Cardinalis		cardinalis		species				ICZN			
MSU	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msu_mammals_birds_vertpaleo	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msu_mammals_birds_vertpaleo	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	22a66350-7947-4a49-84a3-39c7c1b0881f	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	MaNIS,ORNIS,VertNet,Paleo	United States	Michigan State University	Michigan	Thu Jul 31 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	urn:catalog:MSU:OR:2574M									2574M	North America			United States	US			9									129	native	1895-05-09																				North and Central America | United States | Louisiana |  |  |  |  |																			Avery Island													5		urn:catalog:MSU:OR:2574M		present							egg		E. A. McIlhenny						129	Louisiana								North and Central America | United States | Louisiana | Avery Island				1895	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msu/or?id=2574m	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/1j3t-wde4		MSU	OR			PreservedSpecimen												Butorides virescens virescens							Animalia | Chordata | Aves | Ciconiiformes | Ardeidae | Butorides	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Butorides		virescens	virescens	subspecies				ICZN			
MSU	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msu_mammals_birds_vertpaleo	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msu_mammals_birds_vertpaleo	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	22a66350-7947-4a49-84a3-39c7c1b0881f	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	MaNIS,ORNIS,VertNet,Paleo	United States	Michigan State University	Michigan	Thu Jul 31 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	urn:catalog:MSU:OR:2469M									2469M	North America			United States	US			7									127	native	1895-05-07																				North and Central America | United States | Louisiana |  |  |  |  |																			Avery Island													5		urn:catalog:MSU:OR:2469M		present							egg		E. A. McIlhenny						127	Louisiana								North and Central America | United States | Louisiana | Avery Island				1895	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msu/or?id=2469m	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/1j3t-wde4		MSU	OR			PreservedSpecimen												Egretta caerulea							Animalia | Chordata | Aves | Ciconiiformes | Ardeidae | Egretta	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta		caerulea		species				ICZN			
MSU	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msu_mammals_birds_vertpaleo	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msu_mammals_birds_vertpaleo	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	22a66350-7947-4a49-84a3-39c7c1b0881f	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	MaNIS,ORNIS,VertNet,Paleo	United States	Michigan State University	Michigan	Thu Jul 31 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	urn:catalog:MSU:OR:2397M									2397M	North America			United States	US			7									127	native	1895-05-07																				North and Central America | United States | Louisiana |  |  |  |  |																			Avery Island													5		urn:catalog:MSU:OR:2397M		present							egg		E. A. McIlhenny						127	Louisiana								North and Central America | United States | Louisiana | Avery Island				1895	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msu/or?id=2397m	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/1j3t-wde4		MSU	OR			PreservedSpecimen												Egretta caerulea							Animalia | Chordata | Aves | Ciconiiformes | Ardeidae | Egretta	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta		caerulea		species				ICZN			
MSU	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msu_mammals_birds_vertpaleo	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msu_mammals_birds_vertpaleo	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	22a66350-7947-4a49-84a3-39c7c1b0881f	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	MaNIS,ORNIS,VertNet,Paleo	United States	Michigan State University	Michigan	Thu Jul 31 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	urn:catalog:MSU:OR:2459M									2459M	North America			United States	US			8									128	native	1895-05-08																				North and Central America | United States | Louisiana |  |  |  |  |																			Avery Island													5		urn:catalog:MSU:OR:2459M		present							egg		E. A. McIlhenny						128	Louisiana								North and Central America | United States | Louisiana | Avery Island				1895	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msu/or?id=2459m	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/1j3t-wde4		MSU	OR			PreservedSpecimen												Zenaida macroura							Animalia | Chordata | Aves | Columbiformes | Columbidae | Zenaida	Animalia	Chordata	Aves	Columbiformes	Columbidae	Zenaida		macroura		species				ICZN			
MSU	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msu_mammals_birds_vertpaleo	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msu_mammals_birds_vertpaleo	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	22a66350-7947-4a49-84a3-39c7c1b0881f	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	MaNIS,ORNIS,VertNet,Paleo	United States	Michigan State University	Michigan	Thu Jul 31 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	urn:catalog:MSU:OR:2441M									2441M	North America			United States	US			8									128	native	1895-05-08																				North and Central America | United States | Louisiana |  |  |  |  |																			Avery Island													5		urn:catalog:MSU:OR:2441M		present							egg		E. A. McIlhenny						128	Louisiana								North and Central America | United States | Louisiana | Avery Island				1895	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msu/or?id=2441m	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/1j3t-wde4		MSU	OR			PreservedSpecimen												Mimus polyglottos							Animalia | Chordata | Aves | Passeriformes | Mimidae | Mimus	Animalia	Chordata	Aves	Passeriformes	Mimidae	Mimus		polyglottos		species				ICZN			
MSU	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msu_mammals_birds_vertpaleo	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msu_mammals_birds_vertpaleo	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	22a66350-7947-4a49-84a3-39c7c1b0881f	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	MaNIS,ORNIS,VertNet,Paleo	United States	Michigan State University	Michigan	Thu Jul 31 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	urn:catalog:MSU:OR:2447M									2447M	North America			United States	US			17									137	native	1895-05-17																				North and Central America | United States | Louisiana |  |  |  |  |																			Avery Island													5		urn:catalog:MSU:OR:2447M		present							egg		E. A. McIlhenny						137	Louisiana								North and Central America | United States | Louisiana | Avery Island				1895	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msu/or?id=2447m	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/1j3t-wde4		MSU	OR			PreservedSpecimen												Icterus spurius							Animalia | Chordata | Aves | Passeriformes | Icteridae | Icterus	Animalia	Chordata	Aves	Passeriformes	Icteridae	Icterus		spurius		species				ICZN			
MSU	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	MSU Mammalogy, Ornithology and Vertebrate Paleontology Collections	Laura Abraczinskas	http://ipt.vertnet.org:8080/ipt/archive.do?r=msu_mammals_birds_vertpaleo	abraczi1@msu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msu_mammals_birds_vertpaleo	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	22a66350-7947-4a49-84a3-39c7c1b0881f	311e2740-f15a-11d8-b22f-b8a03c50a862		CC0	2015-04-08	MaNIS,ORNIS,VertNet,Paleo	United States	Michigan State University	Michigan	Thu Jul 31 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	http://ipt.vertnet.org:8080/ipt/resource.do?r=msu_mammals_birds_vertpaleo	urn:catalog:MSU:OR:2398M									2398M	North America			United States	US			3									123	native	1895-05-03																				North and Central America | United States | Louisiana |  |  |  |  |																			Avery Island													5		urn:catalog:MSU:OR:2398M		present							egg		E. A. McIlhenny						123	Louisiana								North and Central America | United States | Louisiana | Avery Island				1895	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/msu/or?id=2398m	http://grbio.org/cool/53w1-8r3k	http://grbio.org/cool/1j3t-wde4		MSU	OR			PreservedSpecimen												Butorides virescens virescens							Animalia | Chordata | Aves | Ciconiiformes | Ardeidae | Butorides	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Butorides		virescens	virescens	subspecies				ICZN			
