Mon Dec 03 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds21	http://danbif.au.dk/ipt/eml.do?r=ds21	http://danbif.au.dk/ipt/archive.do?r=ds21	The national database for marine data (MADS)	DMU	Description currently unavailable.	Isabel Calabuig	Danish Centre for Environment and Energy	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	45872		FishNet	537f9f95-68a2-455a-bd5d-473bcd355ea7	urn:catalog:DMU:MADS:00340197						HumanObservation			00340197	MADS		Europe			Denmark					18	55.866699	12.750000														ITIS ScientificName																							58			DMU										Ven																					3										DMU																								1996														21									Animalia	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales						Detonula confervacea																						
Mon Dec 03 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds21	http://danbif.au.dk/ipt/eml.do?r=ds21	http://danbif.au.dk/ipt/archive.do?r=ds21	The national database for marine data (MADS)	DMU	Description currently unavailable.	Isabel Calabuig	Danish Centre for Environment and Energy	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	45872		FishNet	9201be6a-16e9-40aa-badf-4cdcd0f999c0	urn:catalog:DMU:MADS:00340198						HumanObservation			00340198	MADS		Europe			Denmark					18	55.866699	12.750000														ITIS ScientificName																							24			DMU										Ven																					3										DMU																								1996														21									Animalia	Pyrrophycophyta	Dinophyceae							Dinophyceae																						
Mon Dec 03 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds21	http://danbif.au.dk/ipt/eml.do?r=ds21	http://danbif.au.dk/ipt/archive.do?r=ds21	The national database for marine data (MADS)	DMU	Description currently unavailable.	Isabel Calabuig	Danish Centre for Environment and Energy	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	45872		FishNet	54a67f72-770f-4529-a16d-9ed8e9ef5b4a	urn:catalog:DMU:MADS:00340199						HumanObservation			00340199	MADS		Europe			Denmark					18	55.866699	12.750000														Local ScientificName																							4			DMU										Ven																					3										DMU																								1996														21									Animalia	Chromophyta	Dinophyceae							Dinophyceae, thekate																						
Mon Dec 03 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds21	http://danbif.au.dk/ipt/eml.do?r=ds21	http://danbif.au.dk/ipt/archive.do?r=ds21	The national database for marine data (MADS)	DMU	Description currently unavailable.	Isabel Calabuig	Danish Centre for Environment and Energy	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	45872		FishNet	8b97d2d4-d7a0-41c3-8e09-5faf45541626	urn:catalog:DMU:MADS:00340200						HumanObservation			00340200	MADS		Europe			Denmark					18	55.866699	12.750000														ITIS ScientificName																							16			DMU										Ven																					3										DMU																								1996														21									Animalia	Chrysophyta	Chrysophyceae	Dictyochales						Ebria tripartita																						
Mon Dec 03 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds21	http://danbif.au.dk/ipt/eml.do?r=ds21	http://danbif.au.dk/ipt/archive.do?r=ds21	The national database for marine data (MADS)	DMU	Description currently unavailable.	Isabel Calabuig	Danish Centre for Environment and Energy	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	45872		FishNet	0ba7ae66-5554-4a36-b8be-368abc0e5f8b	urn:catalog:DMU:MADS:00340201						HumanObservation			00340201	MADS		Europe			Denmark					18	55.866699	12.750000														ITIS ScientificName																							1			DMU										Ven																					3										DMU																								1996														21									Animalia	Bacillariophyta	Bacillariophyceae	Centrales						Centrales																						
Mon Dec 03 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds21	http://danbif.au.dk/ipt/eml.do?r=ds21	http://danbif.au.dk/ipt/archive.do?r=ds21	The national database for marine data (MADS)	DMU	Description currently unavailable.	Isabel Calabuig	Danish Centre for Environment and Energy	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	45872		FishNet	2020d6dd-be7f-4e21-8699-d82747b6d03c	urn:catalog:DMU:MADS:00340202						HumanObservation			00340202	MADS		Europe			Denmark					18	55.866699	12.750000														ITIS ScientificName																							3			DMU										Ven																					3										DMU																								1996														21									Animalia	Euglenophycota	Euglenophyceae	Eutreptiales						Eutreptiella																						
Mon Dec 03 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds21	http://danbif.au.dk/ipt/eml.do?r=ds21	http://danbif.au.dk/ipt/archive.do?r=ds21	The national database for marine data (MADS)	DMU	Description currently unavailable.	Isabel Calabuig	Danish Centre for Environment and Energy	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	45872		FishNet	bde5e8fa-118b-42a8-864a-cfeb045be231	urn:catalog:DMU:MADS:00340203						HumanObservation			00340203	MADS		Europe			Denmark					18	55.866699	12.750000														Local ScientificName																							172			DMU										Ven																					3										DMU																								1996														21									Animalia	Chromophyta	Dinophyceae	Gymnodiniales						Katodinium rotundatum/Heterocapsa minima																						
Mon Dec 03 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds21	http://danbif.au.dk/ipt/eml.do?r=ds21	http://danbif.au.dk/ipt/archive.do?r=ds21	The national database for marine data (MADS)	DMU	Description currently unavailable.	Isabel Calabuig	Danish Centre for Environment and Energy	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	45872		FishNet	e69f4ace-8681-429d-a641-b9f940b5bd20	urn:catalog:DMU:MADS:00340204						HumanObservation			00340204	MADS		Europe			Denmark					18	55.866699	12.750000														ITIS ScientificName																							31			DMU										Ven																					3										DMU																								1996														21									Animalia	Bacillariophyta	Coscinodiscophyceae	Melosirales						Melosira																						
Mon Dec 03 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds21	http://danbif.au.dk/ipt/eml.do?r=ds21	http://danbif.au.dk/ipt/archive.do?r=ds21	The national database for marine data (MADS)	DMU	Description currently unavailable.	Isabel Calabuig	Danish Centre for Environment and Energy	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	45872		FishNet	1b8b2b2c-a330-4105-9aaa-68d38ce9e81e	urn:catalog:DMU:MADS:00340205						HumanObservation			00340205	MADS		Europe			Denmark					18	55.866699	12.750000														ITIS ScientificName																							63			DMU										Ven																					3										DMU																								1996														21									Animalia	Ciliophora	Ciliatea							Mesodinium rubrum																						
Mon Dec 03 00:00:00 UTC 2012	http://danbif.au.dk/ipt/resource.do?r=ds21	http://danbif.au.dk/ipt/eml.do?r=ds21	http://danbif.au.dk/ipt/archive.do?r=ds21	The national database for marine data (MADS)	DMU	Description currently unavailable.	Isabel Calabuig	Danish Centre for Environment and Energy	ICalabuig@snm.ku.dk	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	45872		FishNet	1688112d-a48a-465e-aa3a-8018d0480742	urn:catalog:DMU:MADS:00340206						HumanObservation			00340206	MADS		Europe			Denmark					18	55.866699	12.750000														Local ScientificName																							96			DMU										Ven																					3										DMU																								1996														21									Animalia		Nanoplankton							Nanoplankton, unidentified																						
