ROM	Palaeobiology - Vertebrate Fossils Collection - Non Mammalia - Royal Ontario Museum		Kevin Seymour	http://gbif.rom.on.ca:8180/ipt/archive.do?r=vpfossils2	kevins@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=vpfossils2	http://creativecommons.org/licenses/by-nc/3.0/	210babc8-5723-41ac-bb13-c834590dbb15	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	ORNIS,HerpNET,FishNet,VertNet,Paleo	Canada	Royal Ontario Museum	Ontario	Mon Dec 22 00:00:00 UTC 2015	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00001									00001	North America			Canada		Cochrane District					systematic collections			Devonian, Middle																									North America; Canada; Ontario; Cochrane District																			Moose River, Murray Island railway bridge															URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00001									Skull partial; dental plate; incomplete; &									Ontario								Moose River, Murray Island railway bridge					PhysicalObject	2015-04-15	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:35306		ROM	Vertebrate Paleontology	Palaeobiology - Vertebrate Fossils Collection Non Mammalia		FossilSpecimen												Aspidichthys ?							Animalia; Chordata; Placodermi; Arthrodira; Holonemidae; Aspidichthys ?	Animalia	Chordata	Placodermi	Arthrodira	Holonemidae	Aspidichthys ?											
ROM	Palaeobiology - Vertebrate Fossils Collection - Non Mammalia - Royal Ontario Museum		Kevin Seymour	http://gbif.rom.on.ca:8180/ipt/archive.do?r=vpfossils2	kevins@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=vpfossils2	http://creativecommons.org/licenses/by-nc/3.0/	210babc8-5723-41ac-bb13-c834590dbb15	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	ORNIS,HerpNET,FishNet,VertNet,Paleo	Canada	Royal Ontario Museum	Ontario	Mon Dec 22 00:00:00 UTC 2015	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00002									00002	North America			Canada		Lambton County					systematic collections			Devonian																									North America; Canada; Ontario; Lambton County																			Kettle Point															URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00002									Skull partial; incomplete; &									Ontario								Kettle Point					PhysicalObject	2015-04-15	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:35306		ROM	Vertebrate Paleontology	Palaeobiology - Vertebrate Fossils Collection Non Mammalia		FossilSpecimen												Dinichthys							Animalia; Chordata; Placodermi; Arthrodira; Dinichthyidae; Dinichthys	Animalia	Chordata	Placodermi	Arthrodira	Dinichthyidae	Dinichthys											
ROM	Palaeobiology - Vertebrate Fossils Collection - Non Mammalia - Royal Ontario Museum		Kevin Seymour	http://gbif.rom.on.ca:8180/ipt/archive.do?r=vpfossils2	kevins@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=vpfossils2	http://creativecommons.org/licenses/by-nc/3.0/	210babc8-5723-41ac-bb13-c834590dbb15	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	ORNIS,HerpNET,FishNet,VertNet,Paleo	Canada	Royal Ontario Museum	Ontario	Mon Dec 22 00:00:00 UTC 2015	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00003									00003	North America			USA							stratigraphic collections			Devonian, Middle														Onondaga Formation											North America; USA; New York																			Le Roy															URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00003									Skull partial; dental plate; incomplete; &									New York								Le Roy					PhysicalObject	2015-04-15	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:35306		ROM	Vertebrate Paleontology	Palaeobiology - Vertebrate Fossils Collection Non Mammalia		FossilSpecimen												Rhynchodus secans							Animalia; Chordata; Placodermi; Ptyctodontida; Ptyctodontidae; Rhynchodus	Animalia	Chordata	Placodermi	Ptyctodontida	Ptyctodontidae	Rhynchodus		secans									
ROM	Palaeobiology - Vertebrate Fossils Collection - Non Mammalia - Royal Ontario Museum		Kevin Seymour	http://gbif.rom.on.ca:8180/ipt/archive.do?r=vpfossils2	kevins@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=vpfossils2	http://creativecommons.org/licenses/by-nc/3.0/	210babc8-5723-41ac-bb13-c834590dbb15	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	ORNIS,HerpNET,FishNet,VertNet,Paleo	Canada	Royal Ontario Museum	Ontario	Mon Dec 22 00:00:00 UTC 2015	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00004									00004	North America			USA		Genesee County					systematic collections			Devonian, Middle														Onondaga Formation											North America; USA; New York; Genesee County																			Le Roy															URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00004									Skull partial; dorsal plates; anterior part; impression; &									New York								Le Roy					PhysicalObject	2015-04-15	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:35306		ROM	Vertebrate Paleontology	Palaeobiology - Vertebrate Fossils Collection Non Mammalia		FossilSpecimen												Macropetalichthys rhapheidolabis							Animalia; Chordata; Placodermi; Petalichthyida; Macropetalichthyidae; Macropetalichthys	Animalia	Chordata	Placodermi	Petalichthyida	Macropetalichthyidae	Macropetalichthys		rhapheidolabis									
ROM	Palaeobiology - Vertebrate Fossils Collection - Non Mammalia - Royal Ontario Museum		Kevin Seymour	http://gbif.rom.on.ca:8180/ipt/archive.do?r=vpfossils2	kevins@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=vpfossils2	http://creativecommons.org/licenses/by-nc/3.0/	210babc8-5723-41ac-bb13-c834590dbb15	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	ORNIS,HerpNET,FishNet,VertNet,Paleo	Canada	Royal Ontario Museum	Ontario	Mon Dec 22 00:00:00 UTC 2015	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00005									00005	North America			USA		Putnam County					systematic collections			Devonian																									North America; USA; Indiana; Putnam County																																		URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00005									Tooth; 3; &									Indiana													PhysicalObject	2015-04-15	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:35306		ROM	Vertebrate Paleontology	Palaeobiology - Vertebrate Fossils Collection Non Mammalia		FossilSpecimen												Psammodus							Animalia; Chordata; Chondrichthyes; Psammodontiformes; Psammodontidae; Psammodus	Animalia	Chordata	Chondrichthyes	Psammodontiformes	Psammodontidae	Psammodus											
ROM	Palaeobiology - Vertebrate Fossils Collection - Non Mammalia - Royal Ontario Museum		Kevin Seymour	http://gbif.rom.on.ca:8180/ipt/archive.do?r=vpfossils2	kevins@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=vpfossils2	http://creativecommons.org/licenses/by-nc/3.0/	210babc8-5723-41ac-bb13-c834590dbb15	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	ORNIS,HerpNET,FishNet,VertNet,Paleo	Canada	Royal Ontario Museum	Ontario	Mon Dec 22 00:00:00 UTC 2015	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00006									00006	Europe			United Kingdom							systematic collections			Carboniferous																									Europe; United Kingdom; Scotland																			Loanhead															URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00006									TOOTH; 1; &									Scotland								Loanhead					PhysicalObject	2015-04-15	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:35306		ROM	Vertebrate Paleontology	Palaeobiology - Vertebrate Fossils Collection Non Mammalia		FossilSpecimen												Rhizodus hibberti							Animalia; Chordata; Osteichthyes; Crossopterygii; Rhizodontidae; Rhizodus	Animalia	Chordata	Osteichthyes	Crossopterygii	Rhizodontidae	Rhizodus		hibberti									
ROM	Palaeobiology - Vertebrate Fossils Collection - Non Mammalia - Royal Ontario Museum		Kevin Seymour	http://gbif.rom.on.ca:8180/ipt/archive.do?r=vpfossils2	kevins@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=vpfossils2	http://creativecommons.org/licenses/by-nc/3.0/	210babc8-5723-41ac-bb13-c834590dbb15	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	ORNIS,HerpNET,FishNet,VertNet,Paleo	Canada	Royal Ontario Museum	Ontario	Mon Dec 22 00:00:00 UTC 2015	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00007									00007	Asia			Russia							systematic collections			Carboniferous																									Asia; Russia																																		URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00007									Tooth; dental plate; incomplete; &																						PhysicalObject	2015-04-15	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:35306		ROM	Vertebrate Paleontology	Palaeobiology - Vertebrate Fossils Collection Non Mammalia		FossilSpecimen												Polyrhizodus concavus							Animalia; Chordata; Chondrichthyes; Petalodontida; Petalodontidae; Polyrhizodus	Animalia	Chordata	Chondrichthyes	Petalodontida	Petalodontidae	Polyrhizodus		concavus									
ROM	Palaeobiology - Vertebrate Fossils Collection - Non Mammalia - Royal Ontario Museum		Kevin Seymour	http://gbif.rom.on.ca:8180/ipt/archive.do?r=vpfossils2	kevins@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=vpfossils2	http://creativecommons.org/licenses/by-nc/3.0/	210babc8-5723-41ac-bb13-c834590dbb15	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	ORNIS,HerpNET,FishNet,VertNet,Paleo	Canada	Royal Ontario Museum	Ontario	Mon Dec 22 00:00:00 UTC 2015	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00008									00008	North America			Canada		Perth County	20070530				systematic collections			Devonian, Middle														Onondaga Formation											North America; Canada; Ontario; Perth County					Burrow, C.J. & Young, G.C. 2005: The Acanthodian Fauna of The Craven Peaks Beds (early To Middle Devonian), Western Queensland. Memoirs of The Queensland Museum 51, 3-25.			Burrow, C.J.											St Marys															URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00008									Other; spine; incomplete; 3; &									Ontario								St Marys					PhysicalObject	2015-04-15	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:35306		ROM	Vertebrate Paleontology	Palaeobiology - Vertebrate Fossils Collection Non Mammalia		FossilSpecimen												Machaeracanthus sulcatus							Animalia; Chordata; Acanthodii; Ischnacanthiformes; Machaeracanthidae; Machaeracanthus	Animalia	Chordata	Acanthodii	Ischnacanthiformes	Machaeracanthidae	Machaeracanthus		sulcatus									
ROM	Palaeobiology - Vertebrate Fossils Collection - Non Mammalia - Royal Ontario Museum		Kevin Seymour	http://gbif.rom.on.ca:8180/ipt/archive.do?r=vpfossils2	kevins@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=vpfossils2	http://creativecommons.org/licenses/by-nc/3.0/	210babc8-5723-41ac-bb13-c834590dbb15	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	ORNIS,HerpNET,FishNet,VertNet,Paleo	Canada	Royal Ontario Museum	Ontario	Mon Dec 22 00:00:00 UTC 2015	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00009									00009	Europe			United Kingdom							systematic collections			Carboniferous, Lower																									Europe; United Kingdom; Scotland																			Eskdale															URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00009									SKELETON PARTIAL; POSTERIOR PART; INCOMPLETE; &									Scotland								Eskdale					PhysicalObject	2015-04-15	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:35306		ROM	Vertebrate Paleontology	Palaeobiology - Vertebrate Fossils Collection Non Mammalia		FossilSpecimen												Rhadinichthys delicatulus							Animalia; Chordata; Osteichthyes; Palaeonisciformes; Rhadinichthyidae; Rhadinichthys	Animalia	Chordata	Osteichthyes	Palaeonisciformes	Rhadinichthyidae	Rhadinichthys		delicatulus									
ROM	Palaeobiology - Vertebrate Fossils Collection - Non Mammalia - Royal Ontario Museum		Kevin Seymour	http://gbif.rom.on.ca:8180/ipt/archive.do?r=vpfossils2	kevins@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=vpfossils2	http://creativecommons.org/licenses/by-nc/3.0/	210babc8-5723-41ac-bb13-c834590dbb15	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	ORNIS,HerpNET,FishNet,VertNet,Paleo	Canada	Royal Ontario Museum	Ontario	Mon Dec 22 00:00:00 UTC 2015	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	http://gbif.rom.on.ca:8180/ipt/resource.do?r=vpfossils2	URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00010									00010	Europe			United Kingdom		Caithness					systematic collections			Devonian																									Europe; United Kingdom; Scotland; Caithness																																		URI:catalog: ROM: Palaeobiology - Vertebrate Fossils: 00010									Skeleton; complete; 1; skeleton partial; 1; &									Scotland													PhysicalObject	2015-04-15	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:35306		ROM	Vertebrate Paleontology	Palaeobiology - Vertebrate Fossils Collection Non Mammalia		FossilSpecimen												Osteolepis macrolepidotus							Animalia; Chordata; Osteichthyes; Crossopterygii; Osteolepidae; Osteolepis	Animalia	Chordata	Osteichthyes	Crossopterygii	Osteolepidae	Osteolepis		macrolepidotus									
