FLMNH	UF FLMNH Ichthyology		Rob Robins	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=ichthyology	rhrobins@flmnh.ufl.edu	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=ichthyology		eccf4b09-f0c8-462d-a48c-41a7ce36815a	8483a1f0-1032-11db-ae00-b8a03c50a862			no migrator	FishNet,VertNet	United States	Florida Museum of Natural History	Florida	Fri Dec 19 00:00:00 UTC 2014	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	CE793FAA-E9F6-4B31-A9E1-8F9C84CE3C7F									1	North America			USA		Alachua		15	29.7298100000	-82.2494610000									1934-02-15					K2-1534A*									map						Alachua, Florida, USA, North America																			Hatchet Creek.													2		CE793FAA-E9F6-4B31-A9E1-8F9C84CE3C7F									EtOH - 1		Kilby, John; F, A; Carr, T							Florida												1934		2013-11-04 10:46:01.0										UF	Fish			PreservedSpecimen												Erimyzon sucetta										Actinopterygii	Cypriniformes	Catostomidae	Erimyzon		sucetta									
FLMNH	UF FLMNH Ichthyology		Rob Robins	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=ichthyology	rhrobins@flmnh.ufl.edu	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=ichthyology		eccf4b09-f0c8-462d-a48c-41a7ce36815a	8483a1f0-1032-11db-ae00-b8a03c50a862			no migrator	FishNet,VertNet	United States	Florida Museum of Natural History	Florida	Fri Dec 19 00:00:00 UTC 2014	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	90E2CBE8-EF2E-4C6B-A8CE-7DB08E58FB30									2	North America			USA		Alachua		15	29.7298100000	-82.2494610000									1934-02-15					K2-1534A*									map						Alachua, Florida, USA, North America																			Hatchet Creek.													2		90E2CBE8-EF2E-4C6B-A8CE-7DB08E58FB30									IsOH - 1		Kilby, John; F, A; Carr, T							Florida												1934		2005-04-13 15:54:38.0										UF	Fish			PreservedSpecimen												Notemigonus crysoleucas										Actinopterygii	Cypriniformes	Cyprinidae	Notemigonus		crysoleucas									
FLMNH	UF FLMNH Ichthyology		Rob Robins	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=ichthyology	rhrobins@flmnh.ufl.edu	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=ichthyology		eccf4b09-f0c8-462d-a48c-41a7ce36815a	8483a1f0-1032-11db-ae00-b8a03c50a862			no migrator	FishNet,VertNet	United States	Florida Museum of Natural History	Florida	Fri Dec 19 00:00:00 UTC 2014	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	C0D91530-3199-43D8-9E0B-714EFF83F70C									3	North America			USA		Alachua		15	29.7298100000	-82.2494610000									1934-02-15					K2-1534A*									map						Alachua, Florida, USA, North America																			Hatchet Creek.													2		C0D91530-3199-43D8-9E0B-714EFF83F70C									IsOH - 3		Kilby, John; F, A; Carr, T							Florida												1934		1996-07-22 15:17:40.0										UF	Fish			PreservedSpecimen												Jordanella floridae										Actinopterygii	Cyprinodontiformes	Cyprinodontidae	Jordanella		floridae									
FLMNH	UF FLMNH Ichthyology		Rob Robins	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=ichthyology	rhrobins@flmnh.ufl.edu	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=ichthyology		eccf4b09-f0c8-462d-a48c-41a7ce36815a	8483a1f0-1032-11db-ae00-b8a03c50a862			no migrator	FishNet,VertNet	United States	Florida Museum of Natural History	Florida	Fri Dec 19 00:00:00 UTC 2014	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	F724F639-F9B1-45B4-9FE7-EEB68089411B									4	North America			USA		Alachua		15	29.7298100000	-82.2494610000									1934-02-15					K2-1534A*									map						Alachua, Florida, USA, North America																			Hatchet Creek.													2		F724F639-F9B1-45B4-9FE7-EEB68089411B									IsOH - 2		Kilby, John; F, A; Carr, T							Florida												1934		1996-07-22 15:17:48.0										UF	Fish			PreservedSpecimen												Fundulus chrysotus										Actinopterygii	Cyprinodontiformes	Cyprinodontidae	Fundulus		chrysotus									
FLMNH	UF FLMNH Ichthyology		Rob Robins	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=ichthyology	rhrobins@flmnh.ufl.edu	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=ichthyology		eccf4b09-f0c8-462d-a48c-41a7ce36815a	8483a1f0-1032-11db-ae00-b8a03c50a862			no migrator	FishNet,VertNet	United States	Florida Museum of Natural History	Florida	Fri Dec 19 00:00:00 UTC 2014	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	38B56697-8A4D-488C-96C7-230C153FEBB7									5	North America			USA		Marion		31	29.4250000000	-82.1469444400									1931-10-31		General Lat-Long for Orange Lake added AW Thomson/April 2006			LG608									map						Marion, Florida, USA, North America																			Orange Lake.													10		38B56697-8A4D-488C-96C7-230C153FEBB7									IsOH - 1		Giovannoli, Leonard							Florida												1931		1998-07-24 11:26:05.0										UF	Fish			PreservedSpecimen												Esox niger										Actinopterygii	Esociformes	Esocidae	Esox		niger									
FLMNH	UF FLMNH Ichthyology		Rob Robins	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=ichthyology	rhrobins@flmnh.ufl.edu	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=ichthyology		eccf4b09-f0c8-462d-a48c-41a7ce36815a	8483a1f0-1032-11db-ae00-b8a03c50a862			no migrator	FishNet,VertNet	United States	Florida Museum of Natural History	Florida	Fri Dec 19 00:00:00 UTC 2014	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	79C074E1-146E-4359-BDF1-0E51DFE49120									6	North America			USA		Okeechobee		28	27.1753320000	-80.8032190000									1931-11-28					LG663									map						Okeechobee, Florida, USA, North America																			Lake Okeechobee.													11		79C074E1-146E-4359-BDF1-0E51DFE49120									EtOH - 1		Giovannoli, Leonard							Florida												1931		2014-06-20 13:23:56.0										UF	Fish			PreservedSpecimen												Esox niger										Actinopterygii	Esociformes	Esocidae	Esox		niger									
FLMNH	UF FLMNH Ichthyology		Rob Robins	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=ichthyology	rhrobins@flmnh.ufl.edu	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=ichthyology		eccf4b09-f0c8-462d-a48c-41a7ce36815a	8483a1f0-1032-11db-ae00-b8a03c50a862			no migrator	FishNet,VertNet	United States	Florida Museum of Natural History	Florida	Fri Dec 19 00:00:00 UTC 2014	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	39AF0E62-4B88-4D8D-9F4D-AE0214664527									7	North America			USA		Alachua		15	29.7298100000	-82.2494610000									1934-02-15					K2-1534A*									map						Alachua, Florida, USA, North America																			Hatchet Creek.													2		39AF0E62-4B88-4D8D-9F4D-AE0214664527									EtOH - 1		Kilby, John; F, A; Carr, T							Florida												1934		1996-07-22 15:17:58.0										UF	Fish			PreservedSpecimen												Ameiurus nebulosus										Actinopterygii	Siluriformes	Ictaluridae	Ameiurus		nebulosus	marmoratus								
FLMNH	UF FLMNH Ichthyology		Rob Robins	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=ichthyology	rhrobins@flmnh.ufl.edu	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=ichthyology		eccf4b09-f0c8-462d-a48c-41a7ce36815a	8483a1f0-1032-11db-ae00-b8a03c50a862			no migrator	FishNet,VertNet	United States	Florida Museum of Natural History	Florida	Fri Dec 19 00:00:00 UTC 2014	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	59301E34-358D-4D59-BCFC-123894557FFF									8	North America			USA		Alachua		15	29.7298100000	-82.2494610000									1934-02-15					K2-1534A*									map						Alachua, Florida, USA, North America																			Hatchet Creek.													2		59301E34-358D-4D59-BCFC-123894557FFF									EtOH - 1		Kilby, John; F, A; Carr, T							Florida												1934		1996-07-22 15:18:08.0										UF	Fish			PreservedSpecimen												Lepomis gulosus										Actinopterygii	Perciformes	Centrarchidae	Lepomis		gulosus									
FLMNH	UF FLMNH Ichthyology		Rob Robins	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=ichthyology	rhrobins@flmnh.ufl.edu	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=ichthyology		eccf4b09-f0c8-462d-a48c-41a7ce36815a	8483a1f0-1032-11db-ae00-b8a03c50a862			no migrator	FishNet,VertNet	United States	Florida Museum of Natural History	Florida	Fri Dec 19 00:00:00 UTC 2014	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	776E2906-4AD4-4120-BF89-61E2C6881115									9	North America			USA		Madison		7	30.4821650000	-83.2428160000									1931-11-07					LG629									map						Madison, Florida, USA, North America																			Withlacoochee River, tributary of Suwannee.													11		776E2906-4AD4-4120-BF89-61E2C6881115									IsOH - 2		Giovannoli, Leonard							Florida												1931		1990-08-09 00:00:00.0										UF	Fish			PreservedSpecimen												Anguilla rostrata										Actinopterygii	Anguilliformes	Anguillidae	Anguilla		rostrata									
FLMNH	UF FLMNH Ichthyology		Rob Robins	http://ipt.flmnh.ufl.edu:8080/ipt/archive.do?r=ichthyology	rhrobins@flmnh.ufl.edu	http://ipt.flmnh.ufl.edu:8080/ipt/eml.do?r=ichthyology		eccf4b09-f0c8-462d-a48c-41a7ce36815a	8483a1f0-1032-11db-ae00-b8a03c50a862			no migrator	FishNet,VertNet	United States	Florida Museum of Natural History	Florida	Fri Dec 19 00:00:00 UTC 2014	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=ichthyology	B4ACB04E-A6C2-4B99-A844-C2747B31B882									10	North America			USA		Alachua		6	29.8258333333	-82.6555555500									1931-12-06					LG678															Alachua, Florida, USA, North America																			Santa Fe River at Poe Springs.													12		B4ACB04E-A6C2-4B99-A844-C2747B31B882									IsOH - 2		Giovannoli, Leonard							Florida												1931		1990-08-09 00:00:00.0										UF	Fish			PreservedSpecimen												Anguilla rostrata										Actinopterygii	Anguilliformes	Anguillidae	Anguilla		rostrata									
