BPBM	Bernice P. Bishop Museum		Richard Pyle	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=bpbm_verts	deepreef@bishopmuseum.org	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=bpbm_verts	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862		CC0	2014-12-24	MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo	United Stated	Bernice P. Bishop Museum	Hawaii	Fri Dec 26 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=bpbm	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=bpbm_verts	0c5729bf-535d-4b66-bb23-89e3affcc165									1701	Australasia			Australia	AU						in collection							native																					| Australia |  |  |  |  |  |																								d46ccfe2-1a42-4350-a64b-8f419672f781										0c5729bf-535d-4b66-bb23-89e3affcc165		present							skin																	Australia					PhysicalObject	2014-12-26	en		Bernice Pauahi Bishop Museum	http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/bpbm/vz-bbm?id=1701	urn:lsid:biocol.org:col:34697	urn:lsid:biocol.org:col:34933		BPBM	VZ-BBM	Bishop Museum Bird Specimens	BPBM	PreservedSpecimen												Trichoglossus haematodus							Animalia |  | Aves | Psittaciformes | Psittacidae | Trichoglossus	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Trichoglossus		haematodus		species	Species		Rainbow Lorikeet	ICZN			
BPBM	Bernice P. Bishop Museum		Richard Pyle	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=bpbm_verts	deepreef@bishopmuseum.org	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=bpbm_verts	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862		CC0	2014-12-24	MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo	United Stated	Bernice P. Bishop Museum	Hawaii	Fri Dec 26 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=bpbm	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=bpbm_verts	9efcdd88-456c-4dc8-b730-3a8ca8f78377									858	Australasia			Australia	AU			27			Problem Sheet Number						208	native	1894-07-27																				| Australia |  |  |  |  |  |																	unknown							15b7ddef-13b8-4baa-a4dc-e71edb0cc24d								7		9efcdd88-456c-4dc8-b730-3a8ca8f78377		present					--		skin		Keobele	Collector Number: K 151	[no gonad data]			male	208		--					27 Jul 1894		Australia | Kuranda, Queensland = specimen label				1894	PhysicalObject	2014-12-26	en		Bernice Pauahi Bishop Museum	http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/bpbm/vz-bbm?id=858	urn:lsid:biocol.org:col:34697	urn:lsid:biocol.org:col:34933		BPBM	VZ-BBM	Bishop Museum Bird Specimens	BPBM	PreservedSpecimen												Machaerirhynchus flaviventer							Animalia |  | Aves | Passeriformes | Monarchidae | Machaerirhynchus	Animalia	Chordata	Aves	Passeriformes	Machaerirhynchidae	Machaerirhynchus		flaviventer		species	Species		Yellow-breasted Boatbill	ICZN			
BPBM	Bernice P. Bishop Museum		Richard Pyle	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=bpbm_verts	deepreef@bishopmuseum.org	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=bpbm_verts	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862		CC0	2014-12-24	MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo	United Stated	Bernice P. Bishop Museum	Hawaii	Fri Dec 26 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=bpbm	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=bpbm_verts	51f3c8f0-8a09-43e1-949c-25c849c2b742									383	Australasia			Australia	AU						in collection							native																					| Australia |  |  |  |  |  |																								aa469c30-6a3b-4f48-a8f6-59ee1c762215										51f3c8f0-8a09-43e1-949c-25c849c2b742		present							whole mount										--							Australia					PhysicalObject	2014-12-26	en		Bernice Pauahi Bishop Museum	http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/bpbm/vz-bbm?id=383	urn:lsid:biocol.org:col:34697	urn:lsid:biocol.org:col:34933		BPBM	VZ-BBM	Bishop Museum Bird Specimens	BPBM	PreservedSpecimen												Egretta novaehollandiae							Animalia |  | Aves | Ciconiiformes | Ardeidae | Egretta	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta		novaehollandiae		species	Species		White-faced Heron,Grey Heron, Blue Crane, White-fronted Heron	ICZN			
BPBM	Bernice P. Bishop Museum		Richard Pyle	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=bpbm_verts	deepreef@bishopmuseum.org	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=bpbm_verts	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862		CC0	2014-12-24	MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo	United Stated	Bernice P. Bishop Museum	Hawaii	Fri Dec 26 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=bpbm	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=bpbm_verts	1b665ffc-1e61-46d9-9584-14f4143a3150									146026	Oceania			United States	US	Honolulu					in collection							native																					| USA | Hawaii |  |  | Pacific Ocean | Main Hawaiian Islands | Oahu										Oahu	Hawaiian Islands													91c19dab-a57c-4cb4-b7fe-6f147e0fb141										1b665ffc-1e61-46d9-9584-14f4143a3150		present							complete skel									Hawaii	--					--		USA | Hawaii | Oahu | Main Hawaiian Islands | Pacific Ocean			North Pacific Ocean		PhysicalObject	2014-12-26	en		Bernice Pauahi Bishop Museum	http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/bpbm/vz-bbm-x?id=146026	urn:lsid:biocol.org:col:34697	urn:lsid:biocol.org:col:34933		BPBM	VZ-BBM-X	Bishop Museum Bird Specimens	BPBM	PreservedSpecimen												Acridotheres tristis							Animalia |  | Aves | Passeriformes | Sturnidae | Acridotheres	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Acridotheres		tristis		species	Species		Myna	ICZN			
BPBM	Bernice P. Bishop Museum		Richard Pyle	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=bpbm_verts	deepreef@bishopmuseum.org	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=bpbm_verts	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862		CC0	2014-12-24	MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo	United Stated	Bernice P. Bishop Museum	Hawaii	Fri Dec 26 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=bpbm	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=bpbm_verts	9fe190db-1727-461f-ab48-65fd41f34fdd									146200	Oceania			United States	US	Honolulu					in collection							native																					| USA | Hawaii |  |  | Pacific Ocean | Main Hawaiian Islands | Oahu										Oahu	Hawaiian Islands													347dc754-a370-4eb2-adee-cec6efd48b73										9fe190db-1727-461f-ab48-65fd41f34fdd		present							complete skel									Hawaii						--		USA | Hawaii | Oahu | Main Hawaiian Islands | Pacific Ocean			North Pacific Ocean		PhysicalObject	2014-12-26	en		Bernice Pauahi Bishop Museum	http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/bpbm/vz-bbm-x?id=146200	urn:lsid:biocol.org:col:34697	urn:lsid:biocol.org:col:34933		BPBM	VZ-BBM-X	Bishop Museum Bird Specimens	BPBM	PreservedSpecimen												Columba livia							Animalia |  | Aves | Columbiformes | Columbidae | Columba	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columba		livia		species	Species		Rock Pigeon	ICZN			
BPBM	Bernice P. Bishop Museum		Richard Pyle	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=bpbm_verts	deepreef@bishopmuseum.org	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=bpbm_verts	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862		CC0	2014-12-24	MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo	United Stated	Bernice P. Bishop Museum	Hawaii	Fri Dec 26 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=bpbm	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=bpbm_verts	71d3ec50-cbda-4b28-bfb1-e0cd5f713df4									10020	Oceania			United States	US	Honolulu		9			Problem Sheet Number						314	native	1944-11-09																				| USA | Hawaii |  |  | Pacific Ocean | Main Hawaiian Islands | Oahu										Oahu	Hawaiian Islands						unknown							1c959776-cef6-480c-a5c3-5bff145435e2								11		71d3ec50-cbda-4b28-bfb1-e0cd5f713df4		present					--		skin		M K Pukui	Collector Number: --	--			unknown	314	Hawaii	--					09 Nov 1944		USA | Hawaii | Oahu | Main Hawaiian Islands | Pacific Ocean | Honolulu = specimen label			North Pacific Ocean	1944	PhysicalObject	2014-12-26	en		Bernice Pauahi Bishop Museum	http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/bpbm/vz-bbm?id=10020	urn:lsid:biocol.org:col:34697	urn:lsid:biocol.org:col:34933		BPBM	VZ-BBM	Bishop Museum Bird Specimens	BPBM	PreservedSpecimen												Leiothrix lutea							Animalia |  | Aves | Passeriformes | Timaliidae | Leiothrix	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Leiothrix		lutea		species	Species		Red-billed Leiothrix	ICZN			
BPBM	Bernice P. Bishop Museum		Richard Pyle	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=bpbm_verts	deepreef@bishopmuseum.org	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=bpbm_verts	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862		CC0	2014-12-24	MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo	United Stated	Bernice P. Bishop Museum	Hawaii	Fri Dec 26 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=bpbm	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=bpbm_verts	fcd80092-256d-4bfc-9cfd-23758bc536ba									30022	Asia			Nepal	NP						in collection							native																					| Nepal |  |  |  |  |  |																								20bfba2e-b8e9-45d3-8a36-414fde931bbb										fcd80092-256d-4bfc-9cfd-23758bc536ba		present							alcoholic										--							Nepal					PhysicalObject	2014-12-26	en		Bernice Pauahi Bishop Museum	http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/bpbm/vz-bbm-np?id=30022	urn:lsid:biocol.org:col:34697	urn:lsid:biocol.org:col:34933		BPBM	VZ-BBM-NP	Bishop Museum Bird Specimens	BPBM	PreservedSpecimen												Alcedo atthis							Animalia |  | Aves | Coraciiformes | Alcedinidae | Alcedo	Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Alcedo		atthis		species	Species		Common Kingfisher, Eurasian Kingfisher, River Kingfisher	ICZN			
BPBM	Bernice P. Bishop Museum		Richard Pyle	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=bpbm_verts	deepreef@bishopmuseum.org	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=bpbm_verts	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862		CC0	2014-12-24	MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo	United Stated	Bernice P. Bishop Museum	Hawaii	Fri Dec 26 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=bpbm	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=bpbm_verts	b912c1bd-9697-4289-a30d-8ba08bca477e									30058	Asia			Nepal	NP						in collection							native																					| Nepal |  |  |  |  |  |																								3acd7b06-4b04-49e3-9d26-1602a45978bd										b912c1bd-9697-4289-a30d-8ba08bca477e		present							alcoholic																	Nepal					PhysicalObject	2014-12-26	en		Bernice Pauahi Bishop Museum	http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/bpbm/vz-bbm-np?id=30058	urn:lsid:biocol.org:col:34697	urn:lsid:biocol.org:col:34933		BPBM	VZ-BBM-NP	Bishop Museum Bird Specimens	BPBM	PreservedSpecimen												Aves							Animalia |  | Aves |  |  |	Animalia		Aves							class	Class		bird	ICZN			
BPBM	Bernice P. Bishop Museum		Richard Pyle	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=bpbm_verts	deepreef@bishopmuseum.org	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=bpbm_verts	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862		CC0	2014-12-24	MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo	United Stated	Bernice P. Bishop Museum	Hawaii	Fri Dec 26 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=bpbm	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=bpbm_verts	2d22d8fc-452d-4102-8bbe-8e3bc0fd111a									30331	Asia			Nepal	NP						in collection							native																					| Nepal |  |  |  |  |  |																								3a6e4c4d-78e2-4284-a0d8-02f3ea0ea215										2d22d8fc-452d-4102-8bbe-8e3bc0fd111a		present							alcoholic																	Nepal					PhysicalObject	2014-12-26	en		Bernice Pauahi Bishop Museum	http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/bpbm/vz-bbm-np?id=30331	urn:lsid:biocol.org:col:34697	urn:lsid:biocol.org:col:34933		BPBM	VZ-BBM-NP	Bishop Museum Bird Specimens	BPBM	PreservedSpecimen												Prunella strophiata							Animalia |  | Aves | Passeriformes | Prunellidae | Prunella	Animalia	Chordata	Aves	Passeriformes	Prunellidae	Prunella		strophiata		species	Species		Rufous-breasted Accentor	ICZN			
BPBM	Bernice P. Bishop Museum		Richard Pyle	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=bpbm_verts	deepreef@bishopmuseum.org	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=bpbm_verts	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	b929f23d-290f-4e85-8f17-764c55b3b284	90cc71b0-055b-11d8-b84e-b8a03c50a862		CC0	2014-12-24	MaNIS,ORNIS,HerpNET,FishNet,VertNet,Paleo	United Stated	Bernice P. Bishop Museum	Hawaii	Fri Dec 26 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=bpbm	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=bpbm_verts	1694efde-a360-4877-991b-b0dadf82170d									30172	Asia			Nepal	NP						in collection							native																					| Nepal |  |  |  |  |  |																								2d30892a-d0e9-42c6-aee4-8d44cde93812										1694efde-a360-4877-991b-b0dadf82170d		present							alcoholic head																	Nepal					PhysicalObject	2014-12-26	en		Bernice Pauahi Bishop Museum	http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/bpbm/vz-bbm-np?id=30172	urn:lsid:biocol.org:col:34697	urn:lsid:biocol.org:col:34933		BPBM	VZ-BBM-NP	Bishop Museum Bird Specimens	BPBM	PreservedSpecimen												Aves							Animalia |  | Aves |  |  |	Animalia		Aves							class	Class		bird	ICZN			
