WNMU	WNMU Fish Collection (Arctos)	Western New Mexico University Fish Collection	Randy Jennings	http://ipt.vertnet.org:8080/ipt/archive.do?r=wnmu_fish	jenningsr@wnmu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=wnmu_fish	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/	0b1be9d9-3825-4306-adf0-60551ee0dd31	4f1bbd8f-a4ad-40dd-b098-283792d3679b			no migrator	FishNet,VertNet,Arctos	United States	Western New Mexico University	New Mexico	Thu Dec 18 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	urn:occurrence:Arctos:WNMU:Fish:214:353312									214	North America			United States		Catron County	2007-03-05	03									155	wild caught	1996-06-03												unknown	2012-07-08 00:00:00.0				unverified			North America, United States, New Mexico, Catron County				A			legacy	unknown	9										East Fork Gila River, 0.33 mi NW upstream from Tom Moore Canyon; Township 12S Range 13W Section 26	unknown							1825.752				1825.752	06		urn:occurrence:Arctos:WNMU:Fish:214:353312	Annual Mortality		http://arctos.database.museum/guid/WNMU:Fish:214				original identifier=12		whole organism (alcohol)	<i>Rhinichthys cobitis</i> (accepted ID) identified by unknown on 2007-03-05; method: legacy	Collector(s): S. D. Miller				Shocking	not recorded		New Mexico						03-Jun-1996		East Fork Gila River, 0.33 mi NW upstream from Tom Moore Canyon; Township 12S Range 13W Section 26				1996	PhysicalObject	2014-06-16 18:15:23.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/WNMU:Fish:214	urn:lsid:biocol.org:col:34890			WNMU	Fish specimens			PreservedSpecimen			sex=not recorded									Rhinichthys cobitis							Animalia Chordata Actinopterygii Cypriniformes Cyprinidae	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Rhinichthys		cobitis						ICZN			
WNMU	WNMU Fish Collection (Arctos)	Western New Mexico University Fish Collection	Randy Jennings	http://ipt.vertnet.org:8080/ipt/archive.do?r=wnmu_fish	jenningsr@wnmu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=wnmu_fish	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/	0b1be9d9-3825-4306-adf0-60551ee0dd31	4f1bbd8f-a4ad-40dd-b098-283792d3679b			no migrator	FishNet,VertNet,Arctos	United States	Western New Mexico University	New Mexico	Thu Dec 18 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	urn:occurrence:Arctos:WNMU:Fish:242:695996									242	North America			United States		Grant County	2007-03-05	18									169	wild caught	1999-06-18												unknown	2012-07-08 00:00:00.0				unverified			North America, United States, New Mexico, Grant County				A			legacy	unknown	1										Gila River - Gila Bird Area; Township 17S Range 17W (Section not given)	unknown												06		urn:occurrence:Arctos:WNMU:Fish:242:695996	Annual Mortality; For section #, need Dennis's personal collection catalog.		http://arctos.database.museum/guid/WNMU:Fish:242				original identifier=8		whole organism (alcohol)		Collector(s): S. D. Miller				Shocking	not recorded		New Mexico						18-Jun-1999		Gila River - Gila Bird Area; Township 17S Range 17W (Section not given)				1999	PhysicalObject	2013-04-30 19:19:50.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/WNMU:Fish:242	urn:lsid:biocol.org:col:34890			WNMU	Fish specimens			PreservedSpecimen			sex: not recorded									Agosia chrysogaster							Animalia Chordata Actinopterygii Cypriniformes Cyprinidae		Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Agosia		chrysogaster						ICZN			
WNMU	WNMU Fish Collection (Arctos)	Western New Mexico University Fish Collection	Randy Jennings	http://ipt.vertnet.org:8080/ipt/archive.do?r=wnmu_fish	jenningsr@wnmu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=wnmu_fish	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/	0b1be9d9-3825-4306-adf0-60551ee0dd31	4f1bbd8f-a4ad-40dd-b098-283792d3679b			no migrator	FishNet,VertNet,Arctos	United States	Western New Mexico University	New Mexico	Thu Dec 18 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	urn:occurrence:Arctos:WNMU:Fish:217:665466									217	North America			United States		Grant County	2007-03-05	22									266	wild caught	1996-09-22												unknown	2012-07-08 00:00:00.0				unverified			North America, United States, New Mexico, Grant County				A			legacy	unknown	1										Gila River, S end Gila Bird Area, upper (old) backwater site; Township 17S Range 17W Section 2	unknown												09		urn:occurrence:Arctos:WNMU:Fish:217:665466	Annual Mortality		http://arctos.database.museum/guid/WNMU:Fish:217				original identifier=30		whole organism (alcohol)		Collector(s): S. D. Miller				Shocking	not recorded		New Mexico						22-Sep-1996		Gila River, S end Gila Bird Area, upper (old) backwater site; Township 17S Range 17W Section 2				1996	PhysicalObject	2013-04-30 19:19:50.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/WNMU:Fish:217	urn:lsid:biocol.org:col:34890			WNMU	Fish specimens			PreservedSpecimen			sex: not recorded									Cyprinus carpio							Osteichthyes Cypriniformes Cyprinidae			Osteichthyes	Cypriniformes	Cyprinidae	Cyprinus		carpio						ICZN			
WNMU	WNMU Fish Collection (Arctos)	Western New Mexico University Fish Collection	Randy Jennings	http://ipt.vertnet.org:8080/ipt/archive.do?r=wnmu_fish	jenningsr@wnmu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=wnmu_fish	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/	0b1be9d9-3825-4306-adf0-60551ee0dd31	4f1bbd8f-a4ad-40dd-b098-283792d3679b			no migrator	FishNet,VertNet,Arctos	United States	Western New Mexico University	New Mexico	Thu Dec 18 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	urn:occurrence:Arctos:WNMU:Fish:5:1839316									5	North America			United States		Boulder County	2007-03-05	14									14	wild caught	1980-01-14												unknown	2012-07-08 00:00:00.0				unverified			North America, United States, Colorado, Boulder County				A			legacy	unknown	1										St Vrain Creek, Hygiene	unknown												01		urn:occurrence:Arctos:WNMU:Fish:5:1839316			http://arctos.database.museum/guid/WNMU:Fish:5						whole organism (alcohol)		Collector(s): D. L. Propst, Anderson					not recorded		Colorado						14-Jan-1980		St Vrain Creek, Hygiene				1980	PhysicalObject	2013-04-30 19:19:51.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/WNMU:Fish:5	urn:lsid:biocol.org:col:34890			WNMU	Fish specimens			PreservedSpecimen			sex: not recorded									Campostoma anomalum							Animalia Chordata Actinopterygii Cypriniformes Cyprinidae		Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Campostoma		anomalum						ICZN			
WNMU	WNMU Fish Collection (Arctos)	Western New Mexico University Fish Collection	Randy Jennings	http://ipt.vertnet.org:8080/ipt/archive.do?r=wnmu_fish	jenningsr@wnmu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=wnmu_fish	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/	0b1be9d9-3825-4306-adf0-60551ee0dd31	4f1bbd8f-a4ad-40dd-b098-283792d3679b			no migrator	FishNet,VertNet,Arctos	United States	Western New Mexico University	New Mexico	Thu Dec 18 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	urn:occurrence:Arctos:WNMU:Fish:276:974468									276	North America			United States		Grant County	2007-03-05	27									179	wild caught	2004-06-27												unknown	2012-07-08 00:00:00.0				unverified			North America, United States, New Mexico, Grant County				A			legacy	unknown	1										Gila Nat'l Forest; Gila Bird Area, Gila River, Site 4; Township 17S Range 17W Section 9	unknown												06		urn:occurrence:Arctos:WNMU:Fish:276:974468	Annual Mortality		http://arctos.database.museum/guid/WNMU:Fish:276						whole organism (alcohol)		Collector(s): S. D. Miller				Shocking	not recorded		New Mexico						27-Jun-2004		Gila Nat'l Forest; Gila Bird Area, Gila River, Site 4; Township 17S Range 17W Section 9				2004	PhysicalObject	2013-04-30 19:19:50.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/WNMU:Fish:276	urn:lsid:biocol.org:col:34890			WNMU	Fish specimens			PreservedSpecimen			sex: not recorded									Agosia chrysogaster							Animalia Chordata Actinopterygii Cypriniformes Cyprinidae		Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Agosia		chrysogaster						ICZN			
WNMU	WNMU Fish Collection (Arctos)	Western New Mexico University Fish Collection	Randy Jennings	http://ipt.vertnet.org:8080/ipt/archive.do?r=wnmu_fish	jenningsr@wnmu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=wnmu_fish	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/	0b1be9d9-3825-4306-adf0-60551ee0dd31	4f1bbd8f-a4ad-40dd-b098-283792d3679b			no migrator	FishNet,VertNet,Arctos	United States	Western New Mexico University	New Mexico	Thu Dec 18 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	urn:occurrence:Arctos:WNMU:Fish:236:123723									236	North America			United States		Grant County	2007-03-05											wild caught	2001-06-01/2001-06-30			2001-06-01/2001-06-30									unknown	2012-07-08 00:00:00.0				unverified			North America, United States, New Mexico, Grant County				A			legacy	unknown	1										Gila River - Gila Bird Area; Township 17S Range 17W Section 9	unknown														urn:occurrence:Arctos:WNMU:Fish:236:123723	Annual Mortality		http://arctos.database.museum/guid/WNMU:Fish:236						whole organism (alcohol)		Collector(s): S. D. Miller				Shocking	not recorded		New Mexico						June, 2001		Gila River - Gila Bird Area; Township 17S Range 17W Section 9					PhysicalObject	2013-04-30 19:19:50.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/WNMU:Fish:236	urn:lsid:biocol.org:col:34890			WNMU	Fish specimens			PreservedSpecimen			sex: not recorded									Catostomus insignis							Animalia Chordata Actinopterygii Cypriniformes Catostomidae		Chordata	Actinopterygii	Cypriniformes	Catostomidae	Catostomus		insignis						ICZN			
WNMU	WNMU Fish Collection (Arctos)	Western New Mexico University Fish Collection	Randy Jennings	http://ipt.vertnet.org:8080/ipt/archive.do?r=wnmu_fish	jenningsr@wnmu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=wnmu_fish	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/	0b1be9d9-3825-4306-adf0-60551ee0dd31	4f1bbd8f-a4ad-40dd-b098-283792d3679b			no migrator	FishNet,VertNet,Arctos	United States	Western New Mexico University	New Mexico	Thu Dec 18 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	urn:occurrence:Arctos:WNMU:Fish:89:1824922									89	North America			United States		Grant County	2007-03-05	12									102	wild caught	1962-04-12												unknown	2012-07-08 00:00:00.0				unverified			North America, United States, New Mexico, Grant County				A			legacy	unknown	1										0.5 mi W Gila, in a pond near the Gila River	unknown												04		urn:occurrence:Arctos:WNMU:Fish:89:1824922			http://arctos.database.museum/guid/WNMU:Fish:89						whole organism (alcohol)		Collector(s): unknown					not recorded		New Mexico						12-Apr-1962		0.5 mi W Gila, in a pond near the Gila River				1962	PhysicalObject	2013-04-30 19:19:51.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/WNMU:Fish:89	urn:lsid:biocol.org:col:34890			WNMU	Fish specimens			PreservedSpecimen			sex: not recorded									Gambusia affinis							Animalia Chordata Actinopterygii Cyprinodontiformes Poeciliidae Poeciliinae	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Poeciliidae	Gambusia		affinis						ICZN			
WNMU	WNMU Fish Collection (Arctos)	Western New Mexico University Fish Collection	Randy Jennings	http://ipt.vertnet.org:8080/ipt/archive.do?r=wnmu_fish	jenningsr@wnmu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=wnmu_fish	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/	0b1be9d9-3825-4306-adf0-60551ee0dd31	4f1bbd8f-a4ad-40dd-b098-283792d3679b			no migrator	FishNet,VertNet,Arctos	United States	Western New Mexico University	New Mexico	Thu Dec 18 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	urn:occurrence:Arctos:WNMU:Fish:81:1496545									81	North America			United States		Grant County	2007-03-05	13									103	wild caught	1974-04-13												unknown	2012-07-08 00:00:00.0				unverified			North America, United States, New Mexico, Grant County				A			legacy	unknown	1										Main fork Gila River; Township 13S Range 13W Section 8	unknown							1706.88				1706.88	04		urn:occurrence:Arctos:WNMU:Fish:81:1496545			http://arctos.database.museum/guid/WNMU:Fish:81				original identifier=Site 4		whole organism (alcohol)		Collector(s): Heather L. Allen					not recorded		New Mexico						13-Apr-1974		Main fork Gila River; Township 13S Range 13W Section 8				1974	PhysicalObject	2014-03-28 04:53:45.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/WNMU:Fish:81	urn:lsid:biocol.org:col:34890			WNMU	Fish specimens			PreservedSpecimen			sex=not recorded									Pimephales promelas							Animalia Chordata Actinopterygii Cypriniformes Cyprinidae1	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Pimephales		promelas						ICZN			
WNMU	WNMU Fish Collection (Arctos)	Western New Mexico University Fish Collection	Randy Jennings	http://ipt.vertnet.org:8080/ipt/archive.do?r=wnmu_fish	jenningsr@wnmu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=wnmu_fish	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/	0b1be9d9-3825-4306-adf0-60551ee0dd31	4f1bbd8f-a4ad-40dd-b098-283792d3679b			no migrator	FishNet,VertNet,Arctos	United States	Western New Mexico University	New Mexico	Thu Dec 18 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	urn:occurrence:Arctos:WNMU:Fish:213:1094478									213	North America			United States		Catron County	2007-03-05	03									155	wild caught	1996-06-03												unknown	2012-07-08 00:00:00.0				unverified			North America, United States, New Mexico, Catron County				A			legacy	unknown	1										East Fork Gila River, 0.33 mi NW upstream from Tom Moore Canyon; Township 12S Range 13W Section 26	unknown							1825.752				1825.752	06		urn:occurrence:Arctos:WNMU:Fish:213:1094478	Annual Mortality		http://arctos.database.museum/guid/WNMU:Fish:213				original identifier=12		whole organism (alcohol)	<i>Catostomus insignis</i> (accepted ID) identified by unknown on 2007-03-05; method: legacy	Collector(s): S. D. Miller				Shocking	not recorded		New Mexico						03-Jun-1996		East Fork Gila River, 0.33 mi NW upstream from Tom Moore Canyon; Township 12S Range 13W Section 26				1996	PhysicalObject	2014-06-16 18:15:23.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/WNMU:Fish:213	urn:lsid:biocol.org:col:34890			WNMU	Fish specimens			PreservedSpecimen			sex=not recorded									Catostomus insignis							Animalia Chordata Actinopterygii Cypriniformes Catostomidae Catostominae Catostomini	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Catostomus		insignis						ICZN			
WNMU	WNMU Fish Collection (Arctos)	Western New Mexico University Fish Collection	Randy Jennings	http://ipt.vertnet.org:8080/ipt/archive.do?r=wnmu_fish	jenningsr@wnmu.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=wnmu_fish	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/	0b1be9d9-3825-4306-adf0-60551ee0dd31	4f1bbd8f-a4ad-40dd-b098-283792d3679b			no migrator	FishNet,VertNet,Arctos	United States	Western New Mexico University	New Mexico	Thu Dec 18 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	http://ipt.vertnet.org:8080/ipt/resource.do?r=wnmu_fish	urn:occurrence:Arctos:WNMU:Fish:244:325661									244	North America			United States		Grant County	2007-03-05	18									169	wild caught	1999-06-18												unknown	2012-07-08 00:00:00.0				unverified			North America, United States, New Mexico, Grant County				A			legacy	unknown	1										Gila River - Gila Bird Area; Township 17S Range 17W (Section not given)	unknown												06		urn:occurrence:Arctos:WNMU:Fish:244:325661	Annual Mortality; For section #, need Dennis's personal collection catalog		http://arctos.database.museum/guid/WNMU:Fish:244				original identifier=8		whole organism (alcohol)		Collector(s): S. D. Miller				Shocking	not recorded		New Mexico						18-Jun-1999		Gila River - Gila Bird Area; Township 17S Range 17W (Section not given)				1999	PhysicalObject	2013-04-30 19:19:50.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/WNMU:Fish:244	urn:lsid:biocol.org:col:34890			WNMU	Fish specimens			PreservedSpecimen			sex: not recorded									Cyprinella lutrensis							Animalia Chordata Actinopterygii Cypriniformes Cyprinidae		Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinella		lutrensis						ICZN			
