NYSM	NYSM Birds	New York State Museum, Abbreviation: NYSM	David Gerhard	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_birds	dgerhard@mail.nysed.gov	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_birds	NYSM data records may be used by individual researchers or research groups, but may not be repackaged, resold, or redistributed in any form without the express written consent of the Curator or other NYSM administrator. If any of these records are used in reports or publications, the NYSM must be acknowledged and notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	5345b34d-82a4-44b7-9d82-5109df1ca243	baa8ccb1-8d9d-4940-93a6-2241c8a04ba5			2015-01-27	ORNIS,VertNet	United States	New York State Museum	New York	Mon Apr 07 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	urn:catalog:NYSM:ZO:zo-10									zo-10	North America			Mexico	MX			4									91	native	1889-04-01																				| Mexico | Sonora |  |  |  |  |									1										Guaymas, San Pedro Martir Island.													4		urn:catalog:NYSM:ZO:zo-10		present							skeleton		Reed, E.J.						91	Sonora						1889-04		Mexico | Sonora | Guaymas, San Pedro Martir Island.				1889	PhysicalObject	2015-02-16	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nysm/zo?id=zo-10	urn:lsid:biocol.org:col:35009			NYSM	ZO			PreservedSpecimen												Phaethon aethereus							Animalia | Chordata | Aves | [not recorded] | Phaethontidae | Phaethon	Animalia	Chordata	Aves	Phaethontiformes	Phaethontidae	Phaethon		aethereus		species				ICZN			
NYSM	NYSM Birds	New York State Museum, Abbreviation: NYSM	David Gerhard	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_birds	dgerhard@mail.nysed.gov	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_birds	NYSM data records may be used by individual researchers or research groups, but may not be repackaged, resold, or redistributed in any form without the express written consent of the Curator or other NYSM administrator. If any of these records are used in reports or publications, the NYSM must be acknowledged and notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	5345b34d-82a4-44b7-9d82-5109df1ca243	baa8ccb1-8d9d-4940-93a6-2241c8a04ba5			2015-01-27	ORNIS,VertNet	United States	New York State Museum	New York	Mon Apr 07 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	urn:catalog:NYSM:ZO:zo-11									zo-11	North America			Mexico	MX			4									91	native	1889-04-01																				| Mexico | Sonora |  |  |  |  |									1										Guaymas, San Pedro Martir Island.													4		urn:catalog:NYSM:ZO:zo-11		present							skeleton		Reed, E.J.						91	Sonora						1889-04		Mexico | Sonora | Guaymas, San Pedro Martir Island.				1889	PhysicalObject	2015-02-16	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nysm/zo?id=zo-11	urn:lsid:biocol.org:col:35009			NYSM	ZO			PreservedSpecimen												Phaethon aethereus							Animalia | Chordata | Aves | [not recorded] | Phaethontidae | Phaethon	Animalia	Chordata	Aves	Phaethontiformes	Phaethontidae	Phaethon		aethereus		species				ICZN			
NYSM	NYSM Birds	New York State Museum, Abbreviation: NYSM	David Gerhard	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_birds	dgerhard@mail.nysed.gov	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_birds	NYSM data records may be used by individual researchers or research groups, but may not be repackaged, resold, or redistributed in any form without the express written consent of the Curator or other NYSM administrator. If any of these records are used in reports or publications, the NYSM must be acknowledged and notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	5345b34d-82a4-44b7-9d82-5109df1ca243	baa8ccb1-8d9d-4940-93a6-2241c8a04ba5			2015-01-27	ORNIS,VertNet	United States	New York State Museum	New York	Mon Apr 07 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	urn:catalog:NYSM:ZO:zo-12									zo-12	North America			Mexico	MX			4									91	native	1889-04-01																				| Mexico | Sonora |  |  |  |  |									1										Guaymas, San Pedro Martir Island.													4		urn:catalog:NYSM:ZO:zo-12		present							skeleton		Reed, E.J.						91	Sonora						1889-04		Mexico | Sonora | Guaymas, San Pedro Martir Island.				1889	PhysicalObject	2015-02-16	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nysm/zo?id=zo-12	urn:lsid:biocol.org:col:35009			NYSM	ZO			PreservedSpecimen												Phaethon aethereus							Animalia | Chordata | Aves | [not recorded] | Phaethontidae | Phaethon	Animalia	Chordata	Aves	Phaethontiformes	Phaethontidae	Phaethon		aethereus		species				ICZN			
NYSM	NYSM Birds	New York State Museum, Abbreviation: NYSM	David Gerhard	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_birds	dgerhard@mail.nysed.gov	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_birds	NYSM data records may be used by individual researchers or research groups, but may not be repackaged, resold, or redistributed in any form without the express written consent of the Curator or other NYSM administrator. If any of these records are used in reports or publications, the NYSM must be acknowledged and notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	5345b34d-82a4-44b7-9d82-5109df1ca243	baa8ccb1-8d9d-4940-93a6-2241c8a04ba5			2015-01-27	ORNIS,VertNet	United States	New York State Museum	New York	Mon Apr 07 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	urn:catalog:NYSM:ZO:zo-13									zo-13	North America			Mexico	MX			4									91	native	1889-04-01																				| Mexico | Sonora |  |  |  |  |									1										Guaymas, San Pedro Martir Island.													4		urn:catalog:NYSM:ZO:zo-13		present							skeleton		Reed, E.J.						91	Sonora						1889-04		Mexico | Sonora | Guaymas, San Pedro Martir Island.				1889	PhysicalObject	2015-02-16	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nysm/zo?id=zo-13	urn:lsid:biocol.org:col:35009			NYSM	ZO			PreservedSpecimen												Phaethon aethereus							Animalia | Chordata | Aves | [not recorded] | Phaethontidae | Phaethon	Animalia	Chordata	Aves	Phaethontiformes	Phaethontidae	Phaethon		aethereus		species				ICZN			
NYSM	NYSM Birds	New York State Museum, Abbreviation: NYSM	David Gerhard	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_birds	dgerhard@mail.nysed.gov	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_birds	NYSM data records may be used by individual researchers or research groups, but may not be repackaged, resold, or redistributed in any form without the express written consent of the Curator or other NYSM administrator. If any of these records are used in reports or publications, the NYSM must be acknowledged and notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	5345b34d-82a4-44b7-9d82-5109df1ca243	baa8ccb1-8d9d-4940-93a6-2241c8a04ba5			2015-01-27	ORNIS,VertNet	United States	New York State Museum	New York	Mon Apr 07 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	urn:catalog:NYSM:ZO:zo-14									zo-14	North America		4880	United States	US	Converse			42.858597	-105.496262								native											not recorded (forced WGS84)				VertNet Georeferencing Guidelines			requires verification			| USA | Wyoming | Converse |  |  |  |									1										Fort Fetterman.															urn:catalog:NYSM:ZO:zo-14		present							partial skeleton		Mitchell, Sgt. John C. (Company A)							Wyoming						1879		USA | Wyoming | Converse | Fort Fetterman.				1879	PhysicalObject	2015-02-16	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nysm/zo?id=zo-14	urn:lsid:biocol.org:col:35009			NYSM	ZO			PreservedSpecimen												Ardea herodias							Animalia | Chordata | Aves | [not recorded] | Ardeidae | Ardea	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea		herodias		species				ICZN			
NYSM	NYSM Birds	New York State Museum, Abbreviation: NYSM	David Gerhard	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_birds	dgerhard@mail.nysed.gov	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_birds	NYSM data records may be used by individual researchers or research groups, but may not be repackaged, resold, or redistributed in any form without the express written consent of the Curator or other NYSM administrator. If any of these records are used in reports or publications, the NYSM must be acknowledged and notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	5345b34d-82a4-44b7-9d82-5109df1ca243	baa8ccb1-8d9d-4940-93a6-2241c8a04ba5			2015-01-27	ORNIS,VertNet	United States	New York State Museum	New York	Mon Apr 07 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	urn:catalog:NYSM:ZO:zo-15									zo-15	North America		4864	United States	US	Cameron		3	25.90139	-97.49722							60	native	1889-03-01										not recorded (forced WGS84)				VertNet Georeferencing Guidelines			requires verification			| USA | Texas | Cameron |  |  |  |									1										Brownsville [Cameron Co., TX].													3		urn:catalog:NYSM:ZO:zo-15		present							skeleton		Greenwood, E.C.					male	60	Texas						1889-03		USA | Texas | Cameron | Brownsville [Cameron Co., TX].				1889	PhysicalObject	2015-02-16	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nysm/zo?id=zo-15	urn:lsid:biocol.org:col:35009			NYSM	ZO			PreservedSpecimen												Egretta caerulea							Animalia | Chordata | Aves | [not recorded] | Ardeidae | Egretta	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta		caerulea		species				ICZN			
NYSM	NYSM Birds	New York State Museum, Abbreviation: NYSM	David Gerhard	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_birds	dgerhard@mail.nysed.gov	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_birds	NYSM data records may be used by individual researchers or research groups, but may not be repackaged, resold, or redistributed in any form without the express written consent of the Curator or other NYSM administrator. If any of these records are used in reports or publications, the NYSM must be acknowledged and notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	5345b34d-82a4-44b7-9d82-5109df1ca243	baa8ccb1-8d9d-4940-93a6-2241c8a04ba5			2015-01-27	ORNIS,VertNet	United States	New York State Museum	New York	Mon Apr 07 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	urn:catalog:NYSM:ZO:zo-16									zo-16	North America			United States	US	Rockland		11									306	native	1928-11-01																				| USA | New York | Rockland |  |  |  |									1										Clarkstown Twp.  West Nyak, Hackensack Creek.													11		urn:catalog:NYSM:ZO:zo-16		present							partial skeleton		Koster, L.J.						306	New York						1928-11		USA | New York | Rockland | Clarkstown Twp.  West Nyak, Hackensack Creek.				1928	PhysicalObject	2015-02-16	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nysm/zo?id=zo-16	urn:lsid:biocol.org:col:35009			NYSM	ZO			PreservedSpecimen												Ardea herodias							Animalia | Chordata | Aves | [not recorded] | Ardeidae | Ardea	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea		herodias		species				ICZN			
NYSM	NYSM Birds	New York State Museum, Abbreviation: NYSM	David Gerhard	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_birds	dgerhard@mail.nysed.gov	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_birds	NYSM data records may be used by individual researchers or research groups, but may not be repackaged, resold, or redistributed in any form without the express written consent of the Curator or other NYSM administrator. If any of these records are used in reports or publications, the NYSM must be acknowledged and notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	5345b34d-82a4-44b7-9d82-5109df1ca243	baa8ccb1-8d9d-4940-93a6-2241c8a04ba5			2015-01-27	ORNIS,VertNet	United States	New York State Museum	New York	Mon Apr 07 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	urn:catalog:NYSM:ZO:zo-17									zo-17	North America		4864	United States	US	Cameron		3	25.90139	-97.49722							60	native	1889-03-01										not recorded (forced WGS84)				VertNet Georeferencing Guidelines			requires verification			| USA | Texas | Cameron |  |  |  |									1										Brownsville [Cameron Co., TX].													3		urn:catalog:NYSM:ZO:zo-17		present							skeleton		Greenwood, E.C.					male	60	Texas						1889-03		USA | Texas | Cameron | Brownsville [Cameron Co., TX].				1889	PhysicalObject	2015-02-16	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nysm/zo?id=zo-17	urn:lsid:biocol.org:col:35009			NYSM	ZO			PreservedSpecimen												Butorides virescens							Animalia | Chordata | Aves | [not recorded] | Ardeidae | Butorides	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Butorides		virescens		species				ICZN			
NYSM	NYSM Birds	New York State Museum, Abbreviation: NYSM	David Gerhard	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_birds	dgerhard@mail.nysed.gov	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_birds	NYSM data records may be used by individual researchers or research groups, but may not be repackaged, resold, or redistributed in any form without the express written consent of the Curator or other NYSM administrator. If any of these records are used in reports or publications, the NYSM must be acknowledged and notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	5345b34d-82a4-44b7-9d82-5109df1ca243	baa8ccb1-8d9d-4940-93a6-2241c8a04ba5			2015-01-27	ORNIS,VertNet	United States	New York State Museum	New York	Mon Apr 07 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	urn:catalog:NYSM:ZO:zo-18									zo-18	North America		6487	United States	US	Suffolk		8	41.146324	-72.290293							214	native	1948-08-01										not recorded (forced WGS84)				VertNet Georeferencing Guidelines			requires verification			| USA | New York | Suffolk |  |  |  |									1										Southold Twp.  Orient.													8		urn:catalog:NYSM:ZO:zo-18		present							partial skeleton		Latham, Roy C.					female	214	New York						1948-08		USA | New York | Suffolk | Southold Twp.  Orient.			North Atlantic Ocean	1948	PhysicalObject	2015-02-16	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nysm/zo?id=zo-18	urn:lsid:biocol.org:col:35009			NYSM	ZO			PreservedSpecimen												Egretta caerulea							Animalia | Chordata | Aves | [not recorded] | Ardeidae | Egretta	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Egretta		caerulea		species				ICZN			
NYSM	NYSM Birds	New York State Museum, Abbreviation: NYSM	David Gerhard	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_birds	dgerhard@mail.nysed.gov	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_birds	NYSM data records may be used by individual researchers or research groups, but may not be repackaged, resold, or redistributed in any form without the express written consent of the Curator or other NYSM administrator. If any of these records are used in reports or publications, the NYSM must be acknowledged and notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	5345b34d-82a4-44b7-9d82-5109df1ca243	baa8ccb1-8d9d-4940-93a6-2241c8a04ba5			2015-01-27	ORNIS,VertNet	United States	New York State Museum	New York	Mon Apr 07 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_birds	urn:catalog:NYSM:ZO:zo-19									zo-19	North America		6487	United States	US	Suffolk			41.146324	-72.290293								native											not recorded (forced WGS84)				VertNet Georeferencing Guidelines			requires verification			| USA | New York | Suffolk |  |  |  |									1										Southold Twp.  Orient.															urn:catalog:NYSM:ZO:zo-19		present							partial skeleton		Latham, Roy C.							New York								USA | New York | Suffolk | Southold Twp.  Orient.			North Atlantic Ocean		PhysicalObject	2015-02-16	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nysm/zo?id=zo-19	urn:lsid:biocol.org:col:35009			NYSM	ZO			PreservedSpecimen												Nycticorax nycticorax							Animalia | Chordata | Aves | [not recorded] | Ardeidae | Nycticorax	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Nycticorax		nycticorax		species				ICZN			
