OS	Oregon State Ichthyology Collection	Oregon State Ichthyology Collection	Brian Sidlauskas	http://pontos.fwl.oregonstate.edu:8080/ipt/archive.do?r=oregonstate_fish	brian.sidlauskas@oregonstate.edu	http://pontos.fwl.oregonstate.edu:8080/ipt/eml.do?r=oregonstate_fish	http://creativecommons.org/publicdomain/zero/1.0 and http://www.vertnet.org/resources/norms.html	b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947	ac5e8480-3714-11da-bc2e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	Oregon State University	Oregon	Tue Oct 21 00:00:00 UTC 2014	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	urn:catalog:OS:Fishes:1									1	North America			United States				1	45.814567	-84.73517									1948-10-01																												Eddy, Samuel											MACKINAW STRAIT													10		urn:catalog:OS:Fishes:1									isopropanol - 7		Eddy, Samuel							Michigan												1948	PhysicalObject	2012-07-13 14:47:11.0	en			http://www.vertnet.org/resources/norms.html			http://grbio.org/cool/4pwv-vd9r			OS	Fishes	Oregon State Ichthyology Collection		PreservedSpecimen												Petromyzon marinus								Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Petromyzon		marinus				Linnaeus, 1758					
OS	Oregon State Ichthyology Collection	Oregon State Ichthyology Collection	Brian Sidlauskas	http://pontos.fwl.oregonstate.edu:8080/ipt/archive.do?r=oregonstate_fish	brian.sidlauskas@oregonstate.edu	http://pontos.fwl.oregonstate.edu:8080/ipt/eml.do?r=oregonstate_fish	http://creativecommons.org/publicdomain/zero/1.0 and http://www.vertnet.org/resources/norms.html	b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947	ac5e8480-3714-11da-bc2e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	Oregon State University	Oregon	Tue Oct 21 00:00:00 UTC 2014	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	urn:catalog:OS:Fishes:2									2	North America			United States				22	45.81467	-84.39658									1948-10-22																												Bond, Carl											GRASS BAY													10		urn:catalog:OS:Fishes:2									isopropanol - 4		Applegate, V.							Michigan												1948	PhysicalObject	2015-03-30 11:09:12.0	en			http://www.vertnet.org/resources/norms.html			http://grbio.org/cool/4pwv-vd9r			OS	Fishes	Oregon State Ichthyology Collection		PreservedSpecimen												Petromyzon marinus								Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Petromyzon		marinus				Linnaeus, 1758					
OS	Oregon State Ichthyology Collection	Oregon State Ichthyology Collection	Brian Sidlauskas	http://pontos.fwl.oregonstate.edu:8080/ipt/archive.do?r=oregonstate_fish	brian.sidlauskas@oregonstate.edu	http://pontos.fwl.oregonstate.edu:8080/ipt/eml.do?r=oregonstate_fish	http://creativecommons.org/publicdomain/zero/1.0 and http://www.vertnet.org/resources/norms.html	b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947	ac5e8480-3714-11da-bc2e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	Oregon State University	Oregon	Tue Oct 21 00:00:00 UTC 2014	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	urn:catalog:OS:Fishes:3									3	North America																																														Bond, Carl											NO DATA															urn:catalog:OS:Fishes:3									isopropanol - 2																						PhysicalObject	2011-07-13 15:15:17.0	en			http://www.vertnet.org/resources/norms.html			http://grbio.org/cool/4pwv-vd9r			OS	Fishes	Oregon State Ichthyology Collection		PreservedSpecimen												Petromyzon marinus								Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Petromyzon		marinus				Linnaeus, 1758					
OS	Oregon State Ichthyology Collection	Oregon State Ichthyology Collection	Brian Sidlauskas	http://pontos.fwl.oregonstate.edu:8080/ipt/archive.do?r=oregonstate_fish	brian.sidlauskas@oregonstate.edu	http://pontos.fwl.oregonstate.edu:8080/ipt/eml.do?r=oregonstate_fish	http://creativecommons.org/publicdomain/zero/1.0 and http://www.vertnet.org/resources/norms.html	b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947	ac5e8480-3714-11da-bc2e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	Oregon State University	Oregon	Tue Oct 21 00:00:00 UTC 2014	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	urn:catalog:OS:Fishes:4									4	North America			United States		Jackson County		16	42.420521	-123.228134									1952-10-16																												Bond, Carl											ROGUE R. AT SAVAGE RAPIDS DAM						0				0		304	10		urn:catalog:OS:Fishes:4									isopropanol - 1		Orange, Craig							Oregon												1952	PhysicalObject	2011-07-13 15:15:56.0	en			http://www.vertnet.org/resources/norms.html			http://grbio.org/cool/4pwv-vd9r			OS	Fishes	Oregon State Ichthyology Collection		PreservedSpecimen												Lampetra tridentata								Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra		tridentata				(Richardson, 1836)					
OS	Oregon State Ichthyology Collection	Oregon State Ichthyology Collection	Brian Sidlauskas	http://pontos.fwl.oregonstate.edu:8080/ipt/archive.do?r=oregonstate_fish	brian.sidlauskas@oregonstate.edu	http://pontos.fwl.oregonstate.edu:8080/ipt/eml.do?r=oregonstate_fish	http://creativecommons.org/publicdomain/zero/1.0 and http://www.vertnet.org/resources/norms.html	b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947	ac5e8480-3714-11da-bc2e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	Oregon State University	Oregon	Tue Oct 21 00:00:00 UTC 2014	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	urn:catalog:OS:Fishes:6									6	North America			United States		Coos County		20	43.378441	-124.125038									1952-05-20																																							COOS R.												61	5		urn:catalog:OS:Fishes:6									isopropanol - 1		Carter, G.							Oregon												1952	PhysicalObject	2010-02-03 17:26:24.0	en			http://www.vertnet.org/resources/norms.html			http://grbio.org/cool/4pwv-vd9r			OS	Fishes	Oregon State Ichthyology Collection		PreservedSpecimen												Lampetra tridentata								Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra		tridentata				(Richardson, 1836)					
OS	Oregon State Ichthyology Collection	Oregon State Ichthyology Collection	Brian Sidlauskas	http://pontos.fwl.oregonstate.edu:8080/ipt/archive.do?r=oregonstate_fish	brian.sidlauskas@oregonstate.edu	http://pontos.fwl.oregonstate.edu:8080/ipt/eml.do?r=oregonstate_fish	http://creativecommons.org/publicdomain/zero/1.0 and http://www.vertnet.org/resources/norms.html	b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947	ac5e8480-3714-11da-bc2e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	Oregon State University	Oregon	Tue Oct 21 00:00:00 UTC 2014	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	urn:catalog:OS:Fishes:7									7	North America			United States		Lane County		23	44.211887	-123.579224									1951-05-23			1545		CEB51-9																																		SIUSLAW R., SWAMP CR. NEAR TRIANGLE LAKE, 3 MILES FROM HIGHWAY 36						0.2				0.2		244	5		urn:catalog:OS:Fishes:7									isopropanol - 11									Oregon												1951	PhysicalObject	2011-08-03 14:30:13.0	en			http://www.vertnet.org/resources/norms.html			http://grbio.org/cool/4pwv-vd9r			OS	Fishes	Oregon State Ichthyology Collection		PreservedSpecimen												Lampetra pacifica								Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra		pacifica				Vladykov, 1973					
OS	Oregon State Ichthyology Collection	Oregon State Ichthyology Collection	Brian Sidlauskas	http://pontos.fwl.oregonstate.edu:8080/ipt/archive.do?r=oregonstate_fish	brian.sidlauskas@oregonstate.edu	http://pontos.fwl.oregonstate.edu:8080/ipt/eml.do?r=oregonstate_fish	http://creativecommons.org/publicdomain/zero/1.0 and http://www.vertnet.org/resources/norms.html	b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947	ac5e8480-3714-11da-bc2e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	Oregon State University	Oregon	Tue Oct 21 00:00:00 UTC 2014	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	urn:catalog:OS:Fishes:8									8	North America			United States		Benton County		29	44.557919	-123.281502									1936-04-29																												Bond, Carl									adult		OAK CR. AT CORVALLIS												64	4		urn:catalog:OS:Fishes:8									isopropanol - 1									Oregon												1936	PhysicalObject	2012-01-09 12:26:40.0	en			http://www.vertnet.org/resources/norms.html			http://grbio.org/cool/4pwv-vd9r			OS	Fishes	Oregon State Ichthyology Collection		PreservedSpecimen												Lampetra tridentata								Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra		tridentata				(Richardson, 1836)					
OS	Oregon State Ichthyology Collection	Oregon State Ichthyology Collection	Brian Sidlauskas	http://pontos.fwl.oregonstate.edu:8080/ipt/archive.do?r=oregonstate_fish	brian.sidlauskas@oregonstate.edu	http://pontos.fwl.oregonstate.edu:8080/ipt/eml.do?r=oregonstate_fish	http://creativecommons.org/publicdomain/zero/1.0 and http://www.vertnet.org/resources/norms.html	b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947	ac5e8480-3714-11da-bc2e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	Oregon State University	Oregon	Tue Oct 21 00:00:00 UTC 2014	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	urn:catalog:OS:Fishes:9									9	North America			United States		Benton County		2	44.572079	-123.31855									1953-05-02																												Bond, Carl											OAK CR.												91	5		urn:catalog:OS:Fishes:9									isopropanol - 5		Bond, Carl							Oregon												1953	PhysicalObject	2011-07-13 15:44:12.0	en			http://www.vertnet.org/resources/norms.html			http://grbio.org/cool/4pwv-vd9r			OS	Fishes	Oregon State Ichthyology Collection		PreservedSpecimen												Lampetra pacifica								Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra		pacifica				Vladykov, 1973					
OS	Oregon State Ichthyology Collection	Oregon State Ichthyology Collection	Brian Sidlauskas	http://pontos.fwl.oregonstate.edu:8080/ipt/archive.do?r=oregonstate_fish	brian.sidlauskas@oregonstate.edu	http://pontos.fwl.oregonstate.edu:8080/ipt/eml.do?r=oregonstate_fish	http://creativecommons.org/publicdomain/zero/1.0 and http://www.vertnet.org/resources/norms.html	b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947	ac5e8480-3714-11da-bc2e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	Oregon State University	Oregon	Tue Oct 21 00:00:00 UTC 2014	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	urn:catalog:OS:Fishes:10									10	North America																																																									NO DATA (OREGON COASTAL STUDY)															urn:catalog:OS:Fishes:10									isopropanol - 1		Sumner, Frank																				PhysicalObject	2010-02-03 17:26:27.0	en			http://www.vertnet.org/resources/norms.html			http://grbio.org/cool/4pwv-vd9r			OS	Fishes	Oregon State Ichthyology Collection		PreservedSpecimen												Lampetra planeri								Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra		planeri				(Bloch, 1784)					
OS	Oregon State Ichthyology Collection	Oregon State Ichthyology Collection	Brian Sidlauskas	http://pontos.fwl.oregonstate.edu:8080/ipt/archive.do?r=oregonstate_fish	brian.sidlauskas@oregonstate.edu	http://pontos.fwl.oregonstate.edu:8080/ipt/eml.do?r=oregonstate_fish	http://creativecommons.org/publicdomain/zero/1.0 and http://www.vertnet.org/resources/norms.html	b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947	ac5e8480-3714-11da-bc2e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	Oregon State University	Oregon	Tue Oct 21 00:00:00 UTC 2014	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	http://pontos.fwl.oregonstate.edu:8080/ipt/resource.do?r=oregonstate_fish	urn:catalog:OS:Fishes:11									11	North America			United States		Multnomah County			45.639153	-121.946564									1940-02-29																																							COLUMBIA R. AT BONNEVILLE DAM												41	3		urn:catalog:OS:Fishes:11									isopropanol - 1		Dimick, R.							Oregon												1940	PhysicalObject	2010-02-03 17:26:28.0	en			http://www.vertnet.org/resources/norms.html			http://grbio.org/cool/4pwv-vd9r			OS	Fishes	Oregon State Ichthyology Collection		PreservedSpecimen												Lampetra ayresii								Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra		ayresii				(Günther, 1870)					
