Tue Nov 22 00:00:00 UTC 2011	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_herpetology_vouchers	CMC_herpetology_vouchers	CMC	Specimen voucher collection for Cincinnati Museum Center's Museum of Natural History and Science's Herpetology Collection.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		7873		HerpNET	277a7781-06ca-4116-bffa-9930038209b8	e5242f1b-90cb-4ac2-8bf8-5921b7a956c3						fluid specimen			H00506	HERP-V		North America			United States		Sevier County						fluid specimen													lot of 7; two determinations																										CMC										Creek at Falls Mt. LeConte																												fluid specimen			Dury, Ralph												Tennessee																																			Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus		ochrophaeus		Desmognathus ochrophaeus carolinensis																						
Tue Nov 22 00:00:00 UTC 2011	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_herpetology_vouchers	CMC_herpetology_vouchers	CMC	Specimen voucher collection for Cincinnati Museum Center's Museum of Natural History and Science's Herpetology Collection.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		7873		HerpNET	da47e22a-861b-4261-9b2c-6d1edd1a90fc	6debaadc-f2ec-4b73-be35-0e5438bbd34b						fluid specimen			H00507	HERP-V		North America			United States		Sevier County						fluid specimen																																							CMC										Mt. LeConte																												fluid specimen			Dury, Ralph												Tennessee																																			Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Pseudotriton		ruber		Pseudotriton ruber						(Sonnini de Manoncourt and Latreille, 1801)																
Tue Nov 22 00:00:00 UTC 2011	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_herpetology_vouchers	CMC_herpetology_vouchers	CMC	Specimen voucher collection for Cincinnati Museum Center's Museum of Natural History and Science's Herpetology Collection.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		7873		HerpNET	f3e7ad57-7905-4fb4-a529-e51b8c36731d	53f34bfd-06fa-49cf-b50b-20ba06c826d8						fluid specimen			H00508	HERP-V		North America			United States		Rutherford County				35.4319400000	-82.1975000000	fluid specimen													same as number 845								GEOLocate																		CMC										Lake Lure																												fluid specimen			Kreimer, R; Freiburg, B; Weller, Worth												North Carolina							August, 1930																												Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		catesbeiana		Lithobates catesbeianus																						
Tue Nov 22 00:00:00 UTC 2011	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_herpetology_vouchers	CMC_herpetology_vouchers	CMC	Specimen voucher collection for Cincinnati Museum Center's Museum of Natural History and Science's Herpetology Collection.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		7873		HerpNET	e3ca9741-1038-4471-9c8d-6995c83ffc18	48fc7e40-f02e-4dd4-aa5c-c4c114c321bd						fluid specimen			H00509	HERP-V		North America			United States		Sevier County				35.7141700000	-83.5102800000	fluid specimen													lot of 2								GEOLocate																		CMC										Pigeon River near Gatlinburg																												fluid specimen			Weller, Worth												Tennessee							06/25/1930																												Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		catesbeiana		Lithobates catesbeianus																						
Tue Nov 22 00:00:00 UTC 2011	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_herpetology_vouchers	CMC_herpetology_vouchers	CMC	Specimen voucher collection for Cincinnati Museum Center's Museum of Natural History and Science's Herpetology Collection.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		7873		HerpNET	860b957b-0585-4ccf-bf11-c01079041cb2	c7f9dcbb-0358-44ef-9d1a-5f64a4c1fd6c						fluid specimen			H00510	HERP-V		North America			United States		Sevier County						fluid specimen																																							CMC										Mt. LeConte																												fluid specimen			Dury, Ralph; Wyss, H; Loring, A; Weller, Worth												Tennessee							06/25/1930																												Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo		fowleri		Bufo fowleri						Hinckley, 1882																
Tue Nov 22 00:00:00 UTC 2011	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_herpetology_vouchers	CMC_herpetology_vouchers	CMC	Specimen voucher collection for Cincinnati Museum Center's Museum of Natural History and Science's Herpetology Collection.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		7873		HerpNET	5a9416e4-726d-4748-b0a3-e1ae8f33947c	dfc996a2-daf3-4f9f-b35f-f1613a19b6d3						fluid specimen			H00511	HERP-V		North America			United States		Sevier County						fluid specimen													lot of 7; not typical																										CMC										Mt. LeConte																												fluid specimen			Dury, Ralph; Wyss, H; Loring, A; Weller, Worth												Tennessee							06/25/1930																												Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo		americanus		Bufo americanus						Holbrook, 1836																
Tue Nov 22 00:00:00 UTC 2011	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_herpetology_vouchers	CMC_herpetology_vouchers	CMC	Specimen voucher collection for Cincinnati Museum Center's Museum of Natural History and Science's Herpetology Collection.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		7873		HerpNET	6f76344a-60ab-4fe4-a84e-04cefaa8ffef	735e29c4-8515-4cca-99e6-05cd35eca69a						fluid specimen			H00512	HERP-V		North America			Canada		NA				50.2500000000	-87.2166700000	fluid specimen													"Collected summer 1930; two determinations; peculiar variety as to coloration, warts (which are very large and numerous), cranial crest and parotids descr. as ""Bufo hudsonius??"""								GEOLocate																		CMC										Kowkash																												fluid specimen			Clark, Ralph												Ontario							NA																												Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo		terrestris		Bufo terrestris						(Bonnaterre, 1789)																
Tue Nov 22 00:00:00 UTC 2011	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_herpetology_vouchers	CMC_herpetology_vouchers	CMC	Specimen voucher collection for Cincinnati Museum Center's Museum of Natural History and Science's Herpetology Collection.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		7873		HerpNET	b762e0b5-45b4-45b5-8496-7ab9af5d69ed	ee14f0d9-b17d-4a27-a547-16873572d598						fluid specimen			H00513	HERP-V		North America			Canada		NA				50.2500000000	-87.2166700000	fluid specimen													Collected in summer 1930								GEOLocate																		CMC										Kowkash																												fluid specimen			Clark, Ralph												Ontario							NA																												Animalia	Chordata	Amphibia	Anura	Ranidae	Rana		clamitans		Rana clamitans						Latreille in Sonnini de Manoncourt and Latreille, 1801																
Tue Nov 22 00:00:00 UTC 2011	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_herpetology_vouchers	CMC_herpetology_vouchers	CMC	Specimen voucher collection for Cincinnati Museum Center's Museum of Natural History and Science's Herpetology Collection.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		7873		HerpNET	20a8a42c-0bfe-4aba-8cf3-5492f3092fc9	f0ba7d2b-0b6f-4127-9ab0-ba5702bad5bf						fluid specimen			H00523	HERP-V		North America			United States		Adams County				38.7944400000	-83.5452800000	fluid specimen													In rotten log								GEOLocate																		CMC										West Union																												fluid specimen			Dury, Ralph												Ohio							04/05/1930																												Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		glutinosus		Plethodon glutinosus						(Green, 1818)																
Tue Nov 22 00:00:00 UTC 2011	http://specify.thomasmore.edu:8080/ipt/resource.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/eml.do?r=cmc_herpetology_vouchers	http://specify.thomasmore.edu:8080/ipt/archive.do?r=cmc_herpetology_vouchers	CMC_herpetology_vouchers	CMC	Specimen voucher collection for Cincinnati Museum Center's Museum of Natural History and Science's Herpetology Collection.	Herman Mays	Cincinnati Museum Center	hmays@cincymuseum.org		7873		HerpNET	8b20cb0e-95e7-4a70-b445-5920de1699a6	9a8a1f51-fd06-4836-abc9-83e8196632ba						fluid specimen			H00524	HERP-V		North America			United States		Adams County				38.7944400000	-83.5452800000	fluid specimen													In rotten log								GEOLocate																		CMC										West Union																												fluid specimen			Dury, Ralph												Ohio							04/05/1930																												Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		cinereus		Plethodon cinereus						(Green, 1818)																
