ROM	Herpetology Collection - Royal Ontario Museum		Bradley Millen	http://gbif.rom.on.ca:8180/ipt/archive.do?r=herps	bradm@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=herps	This work is licensed under a Creative Commons Attribution-NonCommercial 3.0 Unported (CC BY-NC 3.0) License http://creativecommons.org/licenses/by-nc/3.0/	cd875b5a-b3fe-48f2-94c7-371cab1431f3	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	Canada	Royal Ontario Museum	Ontario	Thu Nov 20 00:00:00 UTC 2014	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	URI:catalog:ROM:Reptiles and Amphibians:29537									29537	North America			Canada		Waterloo	19830907	05	43.3038889	-80.3608333									1997-05-05														MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices	converted from DMS					North America; Canada; Ontario; Waterloo								MacCulloch, R.D.	1										Sudden Tract forest, township road 4													5		URI:catalog:ROM:Reptiles and Amphibians:29537									whole animal (ETOH)		Feltham, J.V.	GUELPH 29147						Ontario		431814N;0802139W				19970505		Sudden Tract forest, township road 4				1997	PhysicalObject	2015-05-20	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:34833		ROM	Reptiles and Amphibians	Herpetology		PreservedSpecimen												Ambystoma maculatum							Animalia; Chordata; Amphibia; Caudata; Ambystomatidae; Ambystoma	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma		maculatum									
ROM	Herpetology Collection - Royal Ontario Museum		Bradley Millen	http://gbif.rom.on.ca:8180/ipt/archive.do?r=herps	bradm@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=herps	This work is licensed under a Creative Commons Attribution-NonCommercial 3.0 Unported (CC BY-NC 3.0) License http://creativecommons.org/licenses/by-nc/3.0/	cd875b5a-b3fe-48f2-94c7-371cab1431f3	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	Canada	Royal Ontario Museum	Ontario	Thu Nov 20 00:00:00 UTC 2014	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	URI:catalog:ROM:Reptiles and Amphibians:12004									12004	North America			Canada		Haldimand-Norfolk	19830907	27	42.7402778	-80.3125									1983-08-27														MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices	converted from DMS					North America; Canada; Ontario; Haldimand-Norfolk								MacCulloch, R.D.	6								larvae		750 m southwest of intersection with road to Fishers Glen													8		URI:catalog:ROM:Reptiles and Amphibians:12004									whole animal (ETOH)		MacCulloch, R.	RM 83-45						Ontario		424425N;0801845W				19830827		750 m southwest of intersection with road to Fishers Glen				1983	PhysicalObject	2015-05-20	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:34833		ROM	Reptiles and Amphibians	Herpetology		PreservedSpecimen												Lithobates clamitans							Animalia; Chordata; Amphibia; Anura; Ranidae; Lithobates	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		clamitans	melanota								
ROM	Herpetology Collection - Royal Ontario Museum		Bradley Millen	http://gbif.rom.on.ca:8180/ipt/archive.do?r=herps	bradm@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=herps	This work is licensed under a Creative Commons Attribution-NonCommercial 3.0 Unported (CC BY-NC 3.0) License http://creativecommons.org/licenses/by-nc/3.0/	cd875b5a-b3fe-48f2-94c7-371cab1431f3	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	Canada	Royal Ontario Museum	Ontario	Thu Nov 20 00:00:00 UTC 2014	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	URI:catalog:ROM:Reptiles and Amphibians:12005									12005	North America			Canada		Haldimand-Norfolk	19830907	27	42.725	-80.35									1983-08-27														MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices	converted from DMS					North America; Canada; Ontario; Haldimand-Norfolk								MacCulloch, R.D.	2								larvae		Dugout, 30 m north of paved road													8		URI:catalog:ROM:Reptiles and Amphibians:12005									whole animal (ETOH)		MacCulloch, R.	RM 83-46						Ontario		424330N;0802100W				19830827		Dugout, 30 m north of paved road				1983	PhysicalObject	2015-05-20	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:34833		ROM	Reptiles and Amphibians	Herpetology		PreservedSpecimen												Lithobates catesbeianus							Animalia; Chordata; Amphibia; Anura; Ranidae; Lithobates	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		catesbeianus									
ROM	Herpetology Collection - Royal Ontario Museum		Bradley Millen	http://gbif.rom.on.ca:8180/ipt/archive.do?r=herps	bradm@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=herps	This work is licensed under a Creative Commons Attribution-NonCommercial 3.0 Unported (CC BY-NC 3.0) License http://creativecommons.org/licenses/by-nc/3.0/	cd875b5a-b3fe-48f2-94c7-371cab1431f3	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	Canada	Royal Ontario Museum	Ontario	Thu Nov 20 00:00:00 UTC 2014	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	URI:catalog:ROM:Reptiles and Amphibians:12006									12006	North America			Canada		Haldimand-Norfolk	19830907	27	42.725	-80.35									1983-08-27														MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices	converted from DMS					North America; Canada; Ontario; Haldimand-Norfolk								MacCulloch, R.D.	2								juveniles		Dugout, 30 m north of paved road													8		URI:catalog:ROM:Reptiles and Amphibians:12006									whole animal (ETOH)		MacCulloch, R.	RM 83-46						Ontario		424330N;0802100W				19830827		Dugout, 30 m north of paved road				1983	PhysicalObject	2015-05-20	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:34833		ROM	Reptiles and Amphibians	Herpetology		PreservedSpecimen												Lithobates catesbeianus							Animalia; Chordata; Amphibia; Anura; Ranidae; Lithobates	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		catesbeianus									
ROM	Herpetology Collection - Royal Ontario Museum		Bradley Millen	http://gbif.rom.on.ca:8180/ipt/archive.do?r=herps	bradm@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=herps	This work is licensed under a Creative Commons Attribution-NonCommercial 3.0 Unported (CC BY-NC 3.0) License http://creativecommons.org/licenses/by-nc/3.0/	cd875b5a-b3fe-48f2-94c7-371cab1431f3	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	Canada	Royal Ontario Museum	Ontario	Thu Nov 20 00:00:00 UTC 2014	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	URI:catalog:ROM:Reptiles and Amphibians:12007									12007	North America			Canada		Haldimand-Norfolk	19830907	28	42.85	-80.4583333									1983-08-28														MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices	converted from DMS					North America; Canada; Ontario; Haldimand-Norfolk								MacCulloch, R.D.	1								juvenile		Dugout, west side of gravel road, northeast of Delhi													8		URI:catalog:ROM:Reptiles and Amphibians:12007									whole animal (ETOH)		MacCulloch, R.	RM 83-47						Ontario		425100N;0802730W				19830828		Dugout, west side of gravel road, northeast of Delhi				1983	PhysicalObject	2015-05-20	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:34833		ROM	Reptiles and Amphibians	Herpetology		PreservedSpecimen												Lithobates catesbeianus							Animalia; Chordata; Amphibia; Anura; Ranidae; Lithobates	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		catesbeianus									
ROM	Herpetology Collection - Royal Ontario Museum		Bradley Millen	http://gbif.rom.on.ca:8180/ipt/archive.do?r=herps	bradm@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=herps	This work is licensed under a Creative Commons Attribution-NonCommercial 3.0 Unported (CC BY-NC 3.0) License http://creativecommons.org/licenses/by-nc/3.0/	cd875b5a-b3fe-48f2-94c7-371cab1431f3	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	Canada	Royal Ontario Museum	Ontario	Thu Nov 20 00:00:00 UTC 2014	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	URI:catalog:ROM:Reptiles and Amphibians:12008									12008	North America			Canada		Haldimand-Norfolk	19830828	28	42.85	-80.4583333									1983-08-28														MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices	converted from DMS					North America; Canada; Ontario; Haldimand-Norfolk								MacCulloch, R.D.	1								juvenile		Dugout, west side of gravel road, northeast of Delhi													8		URI:catalog:ROM:Reptiles and Amphibians:12008									whole animal (ETOH)		MacCulloch, R.	RM 83-47						Ontario		425100N;0802730W				19830828		Dugout, west side of gravel road, northeast of Delhi				1983	PhysicalObject	2015-05-20	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:34833		ROM	Reptiles and Amphibians	Herpetology		PreservedSpecimen												Lithobates pipiens							Animalia; Chordata; Amphibia; Anura; Ranidae; Lithobates	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		pipiens									
ROM	Herpetology Collection - Royal Ontario Museum		Bradley Millen	http://gbif.rom.on.ca:8180/ipt/archive.do?r=herps	bradm@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=herps	This work is licensed under a Creative Commons Attribution-NonCommercial 3.0 Unported (CC BY-NC 3.0) License http://creativecommons.org/licenses/by-nc/3.0/	cd875b5a-b3fe-48f2-94c7-371cab1431f3	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	Canada	Royal Ontario Museum	Ontario	Thu Nov 20 00:00:00 UTC 2014	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	URI:catalog:ROM:Reptiles and Amphibians:12009									12009	North America			Canada		Haldimand-Norfolk	19830828	28	42.85	-80.4583333									1983-08-28														MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices	converted from DMS					North America; Canada; Ontario; Haldimand-Norfolk								MacCulloch, R.D.	1								juvenile		Ditch, east side of gravel road, just north of RM 83-47													8		URI:catalog:ROM:Reptiles and Amphibians:12009									whole animal (ETOH)		MacCulloch, R.	RM 83-48				unknown		Ontario		425100N;0802730W				19830828		Ditch, east side of gravel road, just north of RM 83-47				1983	PhysicalObject	2015-05-20	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:34833		ROM	Reptiles and Amphibians	Herpetology		PreservedSpecimen												Lithobates clamitans							Animalia; Chordata; Amphibia; Anura; Ranidae; Lithobates	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		clamitans	melanota								
ROM	Herpetology Collection - Royal Ontario Museum		Bradley Millen	http://gbif.rom.on.ca:8180/ipt/archive.do?r=herps	bradm@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=herps	This work is licensed under a Creative Commons Attribution-NonCommercial 3.0 Unported (CC BY-NC 3.0) License http://creativecommons.org/licenses/by-nc/3.0/	cd875b5a-b3fe-48f2-94c7-371cab1431f3	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	Canada	Royal Ontario Museum	Ontario	Thu Nov 20 00:00:00 UTC 2014	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	URI:catalog:ROM:Reptiles and Amphibians:12000									12000	North America			Canada		Kent	19830825	25	42.5208333	-82.3722222									1983-08-25														MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices	converted from DMS					North America; Canada; Ontario; Kent								MacCulloch, R.D.	2										Ditch, southeast side of road													8		URI:catalog:ROM:Reptiles and Amphibians:12000									whole animal (ETOH)		MacCulloch, R.; Hunt, P.	HM 83-1						Ontario		423115N;0822220W				19830825		Ditch, southeast side of road				1983	PhysicalObject	2015-05-20	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:34833		ROM	Reptiles and Amphibians	Herpetology		PreservedSpecimen												Lithobates pipiens							Animalia; Chordata; Amphibia; Anura; Ranidae; Lithobates	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		pipiens									
ROM	Herpetology Collection - Royal Ontario Museum		Bradley Millen	http://gbif.rom.on.ca:8180/ipt/archive.do?r=herps	bradm@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=herps	This work is licensed under a Creative Commons Attribution-NonCommercial 3.0 Unported (CC BY-NC 3.0) License http://creativecommons.org/licenses/by-nc/3.0/	cd875b5a-b3fe-48f2-94c7-371cab1431f3	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	Canada	Royal Ontario Museum	Ontario	Thu Nov 20 00:00:00 UTC 2014	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	URI:catalog:ROM:Reptiles and Amphibians:12001									12001	North America			Canada		Kent	19830825	25	42.5208333	-82.3722222									1983-08-25														MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices	converted from DMS					North America; Canada; Ontario; Kent								MacCulloch, R.D.	1								adult		Ditch, southeast side of road													8		URI:catalog:ROM:Reptiles and Amphibians:12001									whole animal (ETOH)		MacCulloch, R.; Hunt, P.	HM 83-1				unknown		Ontario		423115N;0822220W				19830825		Ditch, southeast side of road				1983	PhysicalObject	2015-05-20	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:34833		ROM	Reptiles and Amphibians	Herpetology		PreservedSpecimen												Lithobates clamitans							Animalia; Chordata; Amphibia; Anura; Ranidae; Lithobates	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		clamitans	melanota								
ROM	Herpetology Collection - Royal Ontario Museum		Bradley Millen	http://gbif.rom.on.ca:8180/ipt/archive.do?r=herps	bradm@rom.on.ca	http://gbif.rom.on.ca:8180/ipt/eml.do?r=herps	This work is licensed under a Creative Commons Attribution-NonCommercial 3.0 Unported (CC BY-NC 3.0) License http://creativecommons.org/licenses/by-nc/3.0/	cd875b5a-b3fe-48f2-94c7-371cab1431f3	ff418020-1d67-11d9-8435-b8a03c50a862		CC BY	no migrator	HerpNET,VertNet	Canada	Royal Ontario Museum	Ontario	Thu Nov 20 00:00:00 UTC 2014	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	http://gbif.rom.on.ca:8180/ipt/resource.do?r=herps	URI:catalog:ROM:Reptiles and Amphibians:12002									12002	North America			Canada		Lambton	19830826	26	42.6338889	-82.5005556									1983-08-26														MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices	converted from DMS					North America; Canada; Ontario; Lambton								MacCulloch, R.D.	2										Drainage ditch, 20 m from St. Clair River, 50 m from northern tip of island													8		URI:catalog:ROM:Reptiles and Amphibians:12002									whole animal (ETOH)		MacCulloch, R.; Hunt, P.	HM 83-3						Ontario		423802N;0823002W				19830826		Drainage ditch, 20 m from St. Clair River, 50 m from northern tip of island				1983	PhysicalObject	2015-05-20	en		Royal Ontario Museum; ROM	not-for-profit use only				urn:lsid:biocol.org:col:34833		ROM	Reptiles and Amphibians	Herpetology		PreservedSpecimen												Lithobates pipiens							Animalia; Chordata; Amphibia; Anura; Ranidae; Lithobates	Animalia	Chordata	Amphibia	Anura	Ranidae	Lithobates		pipiens									
