OSUM	Ohio State University Fish Division (OSUM)		Meg Daly	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-fish	daly.66@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-fish		813b435e-f762-11e1-a439-00145eb45e9a	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	FishNet,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-fish	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_fish	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM									OSUM							2014		0.0	0.0																																																															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM															none specified	undetermined								No Date								2015-04-08T10:23:54Z	en			http://vertnet.org/resources/norms.html		http://hol.osu.edu/spmInfo.html?id=OSUM				()	Insects			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:295488							Cycleptus elongatus								Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Cycleptus		elongatus									
OSUM	Ohio State University Fish Division (OSUM)		Meg Daly	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-fish	daly.66@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-fish		813b435e-f762-11e1-a439-00145eb45e9a	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	FishNet,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-fish	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_fish	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__-16438									OSUM -16438				United States		Erie	2011		40.8424	-83.3044													west side of Sandusky Bay Bridge immediately south of bridge road;bottom silt,clay,sand,gravel;aq.veg. pondweed,valisineria,eleodia;  weight:4	MBT 1939AUG17D										Locality: Fish; Drainage: St. Lawrence River	GeoNames (Auto-Correction)												Trautman	1								adult		Lake Erie, Sandusky Bay															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__-16438									70% ethanol within jar		Trautman, Edmister et al.				none specified	undetermined		Ohio						17 August 1939								2015-02-09T15:42:54Z	en			http://vertnet.org/resources/norms.html		http://osuc.biosci.ohio-state.edu/Fishes/spmInfo.html?id=OSUM%20-16438				Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:294957							Ameiurus melas								Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Ameiurus		melas									
OSUM	Ohio State University Fish Division (OSUM)		Meg Daly	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-fish	daly.66@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-fish		813b435e-f762-11e1-a439-00145eb45e9a	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	FishNet,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-fish	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_fish	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__-16439									OSUM -16439				United States		Erie	2011		40.8424	-83.3044													bottom silt,clay,sand,gravel;aq.veg.pondweed,valisineria,eleodia;  weight:2	MBT 1939AUG17F										Locality: Fish; Drainage: St. Lawrence River	GeoNames (Auto-Correction)												Trautman	1								adult		Lake Erie, Sandusky Bay															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__-16439									70% ethanol within jar		Trautman, Edmister et al.				none specified	undetermined		Ohio						17 August 1939								2015-02-09T15:42:54Z	en			http://vertnet.org/resources/norms.html		http://osuc.biosci.ohio-state.edu/Fishes/spmInfo.html?id=OSUM%20-16439				Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:296799							Noturus gyrinus								Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Noturus		gyrinus									
OSUM	Ohio State University Fish Division (OSUM)		Meg Daly	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-fish	daly.66@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-fish		813b435e-f762-11e1-a439-00145eb45e9a	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	FishNet,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-fish	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_fish	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__-16456									OSUM -16456				United States		Erie	2011		40.8424	-83.3044													bottom mud sand gravel;  weight:13	MBT 1939AUG17H										Locality: Fish; Drainage: St. Lawrence River	GeoNames (Auto-Correction)												Trautman	1								adult		Lake Erie, Sandusky Bay															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__-16456									70% ethanol within jar		Trautman, Edmister et al.				none specified	undetermined		Ohio						17 August 1939								2015-02-09T15:42:54Z	en			http://vertnet.org/resources/norms.html		http://osuc.biosci.ohio-state.edu/Fishes/spmInfo.html?id=OSUM%20-16456				Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:295540							Cyprinus carpio								Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinus		carpio									
OSUM	Ohio State University Fish Division (OSUM)		Meg Daly	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-fish	daly.66@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-fish		813b435e-f762-11e1-a439-00145eb45e9a	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	FishNet,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-fish	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_fish	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__-16462									OSUM -16462				United States		Ottawa	2011		41.4607	-82.8207													bottom mud,sand,gravel;  weight:2	MBT 1939AUG17B										Locality: Fish	Google Earth												Trautman	1								adult		Lake Erie, Sandusky Bay west side of Sandusky Bay Bridge, immediately south of bridge road, at Bay View OH															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__-16462									70% ethanol within jar		Trautman, Edmister et al.				none specified	undetermined		Ohio						17 August 1939								2015-02-09T15:42:54Z	en			http://vertnet.org/resources/norms.html		http://osuc.biosci.ohio-state.edu/Fishes/spmInfo.html?id=OSUM%20-16462				Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:296213							Ictalurus punctatus								Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Ictalurus		punctatus									
OSUM	Ohio State University Fish Division (OSUM)		Meg Daly	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-fish	daly.66@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-fish		813b435e-f762-11e1-a439-00145eb45e9a	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	FishNet,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-fish	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_fish	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__-16463									OSUM -16463				United States		Ottawa	2011		41.4607	-82.8207													west side of Sandusky Bay Bridge immediately south of bridge road;  weight:1	MBT 1939AUG17C										Locality: Fish	Google Earth												Trautman	1								adult		Lake Erie, Sandusky Bay west side of Sandusky Bay Bridge, immediately south of bridge road, at Bay View OH															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__-16463									70% ethanol within jar		Trautman, Edmister et al.				none specified	undetermined		Ohio						17 August 1939								2015-02-09T15:42:54Z	en			http://vertnet.org/resources/norms.html		http://osuc.biosci.ohio-state.edu/Fishes/spmInfo.html?id=OSUM%20-16463				Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:294957							Ameiurus melas								Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Ameiurus		melas									
OSUM	Ohio State University Fish Division (OSUM)		Meg Daly	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-fish	daly.66@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-fish		813b435e-f762-11e1-a439-00145eb45e9a	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	FishNet,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-fish	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_fish	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__-16478									OSUM -16478				United States		Ottawa	2011		40.8424	-83.3044													bottom silty;  weight:1	MBT 1939AUG18A										Locality: Fish	GeoNames (Auto-Correction)												Trautman	1								adult		Lake Erie, Sandusky Bay at Eagle Island															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__-16478									70% ethanol within jar		Trautman, Edmister et al.				85' minnow seine	undetermined		Ohio						18 August 1939								2015-02-09T15:42:54Z	en			http://vertnet.org/resources/norms.html		http://osuc.biosci.ohio-state.edu/Fishes/spmInfo.html?id=OSUM%20-16478				Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:295540							Cyprinus carpio								Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinus		carpio									
OSUM	Ohio State University Fish Division (OSUM)		Meg Daly	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-fish	daly.66@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-fish		813b435e-f762-11e1-a439-00145eb45e9a	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	FishNet,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-fish	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_fish	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__-16486									OSUM -16486				United States		Ottawa	2011		40.8424	-83.3044													bottom silty;  weight:3	MBT 1939AUG18										Locality: Fish	GeoNames (Auto-Correction)												Trautman	1								adult		Lake Erie, Sandusky Bay at Eagke Island															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__-16486									70% ethanol within jar		Trautman, Edmister et al.				85' seine	undetermined		Ohio						18 August 1939								2015-02-09T15:42:54Z	en			http://vertnet.org/resources/norms.html		http://osuc.biosci.ohio-state.edu/Fishes/spmInfo.html?id=OSUM%20-16486				Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:296213							Ictalurus punctatus								Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Ictalurus		punctatus									
OSUM	Ohio State University Fish Division (OSUM)		Meg Daly	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-fish	daly.66@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-fish		813b435e-f762-11e1-a439-00145eb45e9a	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	FishNet,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-fish	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_fish	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__1									OSUM 1				United States		Putnam	1940		41.0167	-84.0493													ACC: ; Group Number: 13; Preparation: 1 Alch, 0 Skel, 0 C&S, 0 DNA; Effort: ; Length: 115 mm SL; Alch Storage: ; HUC12: 41000080602; Comments: Precision Note: The precision for the locality coordinates is classified at the County level (within the same County or ~25 mi of the original point of collection). Received from Field Museum of Natural History Sept. 13, 1939. Their catalog number 1847. --M.B. Trautman.; modifier:FMNH 1847;.	SL-93-1										Locality:Fish	Google Maps												Trautman, M. B. (Milton Bernard)	1								juvenile		Blanchard River, within Putnam Co, Putnam County, township n/a															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__1									70% ethanol within jar		Kirsch, P. (Philip)				none specified	undetermined		Ohio	voucher					1 January 1893								2015-02-09T15:47:40Z	en			http://vertnet.org/resources/norms.html		http://osuc.biosci.ohio-state.edu/Fishes/spmInfo.html?id=OSUM%201				Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:296258							Lagochila lacera								Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Moxostoma		lacerum									
OSUM	Ohio State University Fish Division (OSUM)		Meg Daly	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-fish	daly.66@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-fish		813b435e-f762-11e1-a439-00145eb45e9a	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	FishNet,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-fish	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_fish	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__10									OSUM 10				United States		Coshocton	2014		40.3281	-81.9646													ACC: ; Group Number: 12; Preparation: 2 Alch, 0 Skel, 0 C&S, 0 DNA; Effort: ; Length: ; Alch Storage: ; HUC12: 50400030905; Comments: Precision Note: The precision for the locality coordinates is classified as Precise (within 1000 ft of the original point of collection). Addl notes in Habitat field.;	T-39-41										Locality:Fish	Google Maps			Old Comments: water cond: low, slightly turbid. 15'+flood crest. fairly stable flow. pollution: coal mine. riffles: well defined, 30% below dam. pools: well defined, 70% below dam. moderate gradient. bottom: mostly glacial outwash, gravel-boulders, some sand and silt. aquatic veget: water willow. banks: low, weedy, slightly wooded.land veget:elm, sycamore, willow; preparation:70% ETOH; weight:2.										2								2 adult		Walhonding River, dst Six Mile Dam, 3 mi E of Warsaw, Bethlehem township															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__10									70% ethanol within jar		Trautman, M. B. (Milton Bernard)				4' x 6' seine/4' x 8' coarse seine/20' bag seine	2 undetermined		Ohio						30 September 1939								2015-02-09T15:47:40Z	en			http://vertnet.org/resources/norms.html		http://osuc.biosci.ohio-state.edu/Fishes/spmInfo.html?id=OSUM%2010				Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:297676							Campostoma anomalum anomalum								Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Campostoma		anomalum	anomalum								
OSUM	Ohio State University Fish Division (OSUM)		Meg Daly	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=osum-fish	daly.66@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=osum-fish		813b435e-f762-11e1-a439-00145eb45e9a	5ffa575c-fcd4-4583-9611-545f67b04316			no migrator	FishNet,VertNet	United States	Ohio State University	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=osum-fish	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=osum_fish	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__100									OSUM 100				United States		Ross	2014		39.2118	-82.8644													ACC: ; Group Number: 21;  Effort: ; Length: ;  HUC12: 50600021005; Comments: Precision Note: The precision for the locality coordinates is classified as Precise (within 1000 ft of the original point of collection). Addl notes in Habitat field.;	DP-39-8										Locality:Fish	Google Maps			Old Comments: ACC:; Preparation: 4 Alch, 0 Skel, 0 C&S, 0 DNA; Effort: ; Length: ; Alch Storage: jar; Comments:.										4								4 adult		Scioto River, at Higby Rd bridge, 3.6 mi W of Richmond Dale, Jefferson township															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__100									jar		Doherty, J. & Pelton, J. Z. (John Z.)				6' coarse seine	4 undetermined		Ohio						18 November 1939								2015-02-09T15:47:40Z	en			http://vertnet.org/resources/norms.html		http://osuc.biosci.ohio-state.edu/Fishes/spmInfo.html?id=OSUM%20100				Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes			PreservedSpecimen					urn:lsid:biosci.ohio-state.edu:osuc_names:295798							Etheostoma variatum								Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma		variatum									
