UAMZ	University of Alberta Ichthyology Collection (UAMZ)		Alison Murray	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_ichthyology	ammurray@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_ichthyology	http://creativecommons.org/publicdomain/zero/1.0	84f3b06c-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	FishNet,VertNet	Canada	University of Alberta Museums	Alberta	Thu Apr 23 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	urn:catalog:UAMZ:F8743									F8743	North America			Canada															2011-02-20																				North America | Canada | Alberta									87431										Wabamun Lake	Canadian Geographical Names Data Base														urn:catalog:UAMZ:F8743									skeleton									Alberta						2011-02-20					Wabamun Lake		PhysicalObject	2015-05-17 00:01:31.0	en		University of Alberta Museums		Coregonus clupeaformis UAMZ F8743					University of Alberta Museums	UAMZ	University of Alberta Ichthyology Collection (UAMZ)		PreservedSpecimen												Coregonus clupeaformis		Coregonus					Animalia | Chordata | Actinopterygii | Salmoniformes | Salmonidae | Coregonus	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Coregonus		Coregonus clupeaformis		Species							
UAMZ	University of Alberta Ichthyology Collection (UAMZ)		Alison Murray	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_ichthyology	ammurray@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_ichthyology	http://creativecommons.org/publicdomain/zero/1.0	84f3b06c-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	FishNet,VertNet	Canada	University of Alberta Museums	Alberta	Thu Apr 23 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	urn:catalog:UAMZ:F8744									F8744																			2011-02-20																													87431																									urn:catalog:UAMZ:F8744									skeleton															2011-02-20							PhysicalObject	2015-05-17 00:01:31.0	en		University of Alberta Museums		Lota lota UAMZ F8744					University of Alberta Museums	UAMZ	University of Alberta Ichthyology Collection (UAMZ)		PreservedSpecimen												Lota lota		Lota					Animalia | Chordata | Actinopterygii | Gadiformes | Lotidae | Lota	Animalia	Chordata	Actinopterygii	Gadiformes	Lotidae	Lota		Lota lota		Species							
UAMZ	University of Alberta Ichthyology Collection (UAMZ)		Alison Murray	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_ichthyology	ammurray@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_ichthyology	http://creativecommons.org/publicdomain/zero/1.0	84f3b06c-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	FishNet,VertNet	Canada	University of Alberta Museums	Alberta	Thu Apr 23 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	urn:catalog:UAMZ:F8745									F8745	North America			Canada															2012-01																				North America | Canada | Alberta									6										Nakamun Lake	Canadian Geographical Names Data Base														urn:catalog:UAMZ:F8745									skeletons		Murray, Alison							Alberta						2012-01					Nakamun Lake		PhysicalObject	2015-05-17 00:01:31.0	en		University of Alberta Museums		Perca flavescens UAMZ F8745					University of Alberta Museums	UAMZ	University of Alberta Ichthyology Collection (UAMZ)		PreservedSpecimen												Perca flavescens		Perca					Animalia | Chordata | Actinopterygii | Perciformes | Percidae | Perca	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Perca		Perca flavescens		Species							
UAMZ	University of Alberta Ichthyology Collection (UAMZ)		Alison Murray	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_ichthyology	ammurray@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_ichthyology	http://creativecommons.org/publicdomain/zero/1.0	84f3b06c-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	FishNet,VertNet	Canada	University of Alberta Museums	Alberta	Thu Apr 23 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	urn:catalog:UAMZ:F8746									F8746	North America			Canada															2011-12																				North America | Canada | Alberta									6										Nakamun Lake	Canadian Geographical Names Data Base														urn:catalog:UAMZ:F8746									skeletons		Noddin, Fred							Alberta						2011-12					Nakamun Lake		PhysicalObject	2015-05-17 00:01:31.0	en		University of Alberta Museums		Perca flavescens UAMZ F8746					University of Alberta Museums	UAMZ	University of Alberta Ichthyology Collection (UAMZ)		PreservedSpecimen												Perca flavescens		Perca					Animalia | Chordata | Actinopterygii | Perciformes | Percidae | Perca	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Perca		Perca flavescens		Species							
UAMZ	University of Alberta Ichthyology Collection (UAMZ)		Alison Murray	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_ichthyology	ammurray@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_ichthyology	http://creativecommons.org/publicdomain/zero/1.0	84f3b06c-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	FishNet,VertNet	Canada	University of Alberta Museums	Alberta	Thu Apr 23 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	urn:catalog:UAMZ:F8747									F8747																																																1																									urn:catalog:UAMZ:F8747	skeleton																														PhysicalObject	2015-05-17 00:01:31.0	en		University of Alberta Museums		Ictalurus punctatus UAMZ F8747					University of Alberta Museums	UAMZ	University of Alberta Ichthyology Collection (UAMZ)		PreservedSpecimen												Ictalurus punctatus		Ictalurus					Animalia | Chordata | Actinopterygii | Siluriformes | Ictaluridae | Ictalurus	Animalia	Chordata	Actinopterygii	Siluriformes	Ictaluridae	Ictalurus		Ictalurus punctatus		Species							
UAMZ	University of Alberta Ichthyology Collection (UAMZ)		Alison Murray	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_ichthyology	ammurray@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_ichthyology	http://creativecommons.org/publicdomain/zero/1.0	84f3b06c-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	FishNet,VertNet	Canada	University of Alberta Museums	Alberta	Thu Apr 23 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	urn:catalog:UAMZ:F7767									F7767																			unknown																												Jackson, K. L.	1																									urn:catalog:UAMZ:F7767	Pet								alcohol prep.	Acanthophthalmus myersi	unknown													unknown							PhysicalObject	2015-05-17 00:01:03.0	en		University of Alberta Museums		Pangio myersi UAMZ F7767					University of Alberta Museums	UAMZ	University of Alberta Ichthyology Collection (UAMZ)		PreservedSpecimen												Pangio myersi		Pangio					Animalia | Chordata | Actinopterygii | Cypriniformes | Cobitidae | Pangio	Animalia	Chordata	Actinopterygii	Cypriniformes	Cobitidae	Pangio		Pangio myersi		Species							
UAMZ	University of Alberta Ichthyology Collection (UAMZ)		Alison Murray	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_ichthyology	ammurray@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_ichthyology	http://creativecommons.org/publicdomain/zero/1.0	84f3b06c-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	FishNet,VertNet	Canada	University of Alberta Museums	Alberta	Thu Apr 23 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	urn:catalog:UAMZ:F7785									F7785	North America		2365	Canada					50.858692	-129.080259									1995-07-27										WGS84					Georeferenced by FishNet2 using GEOLocate and manual evaluation.	FishNet2 | GEOLocate				North America | Canada | British Columbia								Roberts, W.E.	1	Triangle Island							young of the year			Canadian Geographical Names Data Base														urn:catalog:UAMZ:F7785	bill load from Fratercula cirrhata								alcohol prep.	Allolumpenus hypochromus	Cassady St. Clair, C.							British Columbia						1995-07-27							PhysicalObject	2015-05-17 00:01:05.0	en		University of Alberta Museums		Lumpenopsis hypochroma UAMZ F7785					University of Alberta Museums	UAMZ	University of Alberta Ichthyology Collection (UAMZ)		PreservedSpecimen												Lumpenopsis hypochroma		Lumpenopsis					Animalia | Chordata | Actinopterygii | Perciformes | Stichaeidae | Lumpenopsis	Animalia	Chordata	Actinopterygii	Perciformes	Stichaeidae	Lumpenopsis		Lumpenopsis hypochroma		Species			Y-prickleback				
UAMZ	University of Alberta Ichthyology Collection (UAMZ)		Alison Murray	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_ichthyology	ammurray@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_ichthyology	http://creativecommons.org/publicdomain/zero/1.0	84f3b06c-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	FishNet,VertNet	Canada	University of Alberta Museums	Alberta	Thu Apr 23 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	urn:catalog:UAMZ:F8739									F8739	North America			Canada					56.695475	-111.286187									2012-09-19										NAD83			2012-10-12							North America | Canada | Alberta									1								juvenile		Athabasca River	Canadian Geographical Names Data Base														urn:catalog:UAMZ:F8739	1 specimen								alcohol, ethanol-71%		Keith, Heather | Briggs, Chris							Alberta		482473E/6283525N Zone 12 N				2012-09-19	56.6954746889875	Athabasca River	-111.28618737147868		Athabasca River		PhysicalObject	2015-05-17 00:01:31.0	en		University of Alberta Museums		Coregonus artedii UAMZ F8739					University of Alberta Museums	UAMZ	University of Alberta Ichthyology Collection (UAMZ)		PreservedSpecimen												Coregonus artedii		Coregonus					Animalia | Chordata | Actinopterygii | Salmoniformes | Salmonidae | Coregonus	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Coregonus		Coregonus artedi		Species			cisco or lake herring				
UAMZ	University of Alberta Ichthyology Collection (UAMZ)		Alison Murray	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_ichthyology	ammurray@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_ichthyology	http://creativecommons.org/publicdomain/zero/1.0	84f3b06c-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	FishNet,VertNet	Canada	University of Alberta Museums	Alberta	Thu Apr 23 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	urn:catalog:UAMZ:F8740									F8740	North America			Canada					57.030389	-111.427855									2012-08-30										NAD83		Bruner, John Clay	2012-10-12							North America | Canada | Alberta									1								adult		Fort McMurray	Canadian Geographical Names Data Base														urn:catalog:UAMZ:F8740	1 specimen								alcohol, ethanol-71%		Littleton, Byron | Beniuk, Jocelyn					male		Alberta		474030E/6320850N Zone 12				2012-08-30	57.03038863382532	Comp.Pond SUN MT 1	-111.4278550734285				PhysicalObject	2015-05-17 00:01:31.0	en		University of Alberta Museums		Pimephales promelas UAMZ F8740					University of Alberta Museums	UAMZ	University of Alberta Ichthyology Collection (UAMZ)		PreservedSpecimen												Pimephales promelas		Pimephales					Animalia | Chordata | Actinopterygii | Cypriniformes | Cyprinidae | Pimephales	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Pimephales		Pimephales promelas		Species			fathead minnow				
UAMZ	University of Alberta Ichthyology Collection (UAMZ)		Alison Murray	http://web.macs.ualberta.ca:8088/ipt/archive?r=uamz_ichthyology	ammurray@ualberta.ca	http://web.macs.ualberta.ca:8088/ipt/eml?r=uamz_ichthyology	http://creativecommons.org/publicdomain/zero/1.0	84f3b06c-f762-11e1-a439-00145eb45e9a	03cb9700-6cee-11d8-922d-b8a03c50a862		CC0	no migrator	FishNet,VertNet	Canada	University of Alberta Museums	Alberta	Thu Apr 23 00:00:00 UTC 2015	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	http://web.macs.ualberta.ca:8088/ipt/resource?r=uamz_ichthyology	urn:catalog:UAMZ:F8738									F8738	North America			Canada					57.167411	-111.639544									2012-09-11										NAD83										North America | Canada | Alberta									1								adult		MacKay River	Canadian Geographical Names Data Base														urn:catalog:UAMZ:F8738	1 specimen								alcohol, ethanol-71%		Briggs, Chris | Quenelle, Sarah							Alberta		461324E/6336203N Zone 12				2012-09-11	57.167411377876455		-111.63954419065192		MacKay River		PhysicalObject	2015-05-17 00:01:31.0	en		University of Alberta Museums		Culaea inconstans UAMZ F8738					University of Alberta Museums	UAMZ	University of Alberta Ichthyology Collection (UAMZ)		PreservedSpecimen												Culaea inconstans		Culaea					Animalia | Chordata | Actinopterygii | Gasterosteiformes | Gasterosteidae | Culaea	Animalia	Chordata	Actinopterygii	Gasterosteiformes	Gasterosteidae	Culaea		Culaea inconstans		Species			brook stickleback				
