NCSM	NCSM Fishes Collection	North Carolina Museum of Natural Sciences Fishes Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_fishes	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_fishes	http://creativecommons.org/publicdomain/zero/1.0	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	34BAEB12-1A24-4F3C-B552-4B3CDB2A11FD									1	North America		200	United States	US	Cumberland			35.0296	-79.041	In Collections													FISH1-0001					WGS84						DeLorme TopoQuads													5										Fayetteville Hatchery [Bones Creek], [ca. 9.3 air miles WSW center Fayetteville]													10		34BAEB12-1A24-4F3C-B552-4B3CDB2A11FD	This lot was originally cataloged as NCSM 1 (n=1), NCSM 2 (n=1), NCSM 3 (n=1), NCSM 4 (n=1), and NCSM 5 (n=1) but was combined on 30 November 2006.																	North Carolina											Cape Fear River	1941	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 1 - North Carolina Museum of Natural Sciences Fishes Collection	http://collections.naturalsciences.org/specimenFishes.aspx?ID=1	NCSM		NCSM-FishesDWC	NCSM	NCSM-Fishes	NCSM Fishes Collection	NCSM	PreservedSpecimen												Erimyzon sucetta								Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Erimyzon		sucetta		specificEpithet			Lake Chubsucker				
NCSM	NCSM Fishes Collection	North Carolina Museum of Natural Sciences Fishes Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_fishes	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_fishes	http://creativecommons.org/publicdomain/zero/1.0	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	2E7D7168-D972-4716-B27E-A5CEF7E1B036									6	North America		1609	United States	US	Cumberland			35.061	-79.0368	In Collections													FISH1-0002					WGS84						DeLorme TopoQuads													2										Fayetteville Hatchery, from hatchery [Bones] creek, [ca. 8.4 air miles W center Fayetteville]													5		2E7D7168-D972-4716-B27E-A5CEF7E1B036	This lot was originally cataloged as NCSM 6 (n=1) and NCSM 7 (n=1) but was combined on 30 November 2006.																	North Carolina											Cape Fear River	1941	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 6 - North Carolina Museum of Natural Sciences Fishes Collection	http://collections.naturalsciences.org/specimenFishes.aspx?ID=6	NCSM		NCSM-FishesDWC	NCSM	NCSM-Fishes	NCSM Fishes Collection	NCSM	PreservedSpecimen												Erimyzon sucetta								Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Erimyzon		sucetta		specificEpithet			Lake Chubsucker				
NCSM	NCSM Fishes Collection	North Carolina Museum of Natural Sciences Fishes Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_fishes	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_fishes	http://creativecommons.org/publicdomain/zero/1.0	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	3B5EFE37-BE05-4CF5-B93E-B806B20855C6									8	North America		402	United States	US	Burke-Caldwell			35.7734	-81.4372	In Collections													FISH1-0003					WGS84						DeLorme TopoQuads													4										[Catawba River] Rhodhiss Dam [at Rhodhiss (town)] [ca. 6.0 air miles NW center Hickory]													6		3B5EFE37-BE05-4CF5-B93E-B806B20855C6																		North Carolina											Catawba River	1943	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 8 - North Carolina Museum of Natural Sciences Fishes Collection	http://collections.naturalsciences.org/specimenFishes.aspx?ID=8	NCSM		NCSM-FishesDWC	NCSM	NCSM-Fishes	NCSM Fishes Collection	NCSM	PreservedSpecimen												Pomoxis annularis								Animalia	Chordata	Actinopterygii	Perciformes	Centrarchidae	Pomoxis		annularis		specificEpithet			White Crappie				
NCSM	NCSM Fishes Collection	North Carolina Museum of Natural Sciences Fishes Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_fishes	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_fishes	http://creativecommons.org/publicdomain/zero/1.0	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	E1055716-3450-4F83-B6D1-3D406DB6F225									9	North America		1609	United States	US	Cumberland			35.061	-79.0368	In Collections													FISH1-0002					WGS84						DeLorme TopoQuads													3										Fayetteville Hatchery, from hatchery [Bones] creek, [ca. 8.4 air miles W center Fayetteville]													5		E1055716-3450-4F83-B6D1-3D406DB6F225																		North Carolina											Cape Fear River	1941	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 9 - North Carolina Museum of Natural Sciences Fishes Collection	http://collections.naturalsciences.org/specimenFishes.aspx?ID=9	NCSM		NCSM-FishesDWC	NCSM	NCSM-Fishes	NCSM Fishes Collection	NCSM	PreservedSpecimen												Aphredoderus sayanus								Animalia	Chordata	Actinopterygii	Aphredoderiformes	Aphredoderidae	Aphredoderus		sayanus		specificEpithet			Pirate Perch				
NCSM	NCSM Fishes Collection	North Carolina Museum of Natural Sciences Fishes Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_fishes	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_fishes	http://creativecommons.org/publicdomain/zero/1.0	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	2E6DB3F4-286C-4485-A4DD-831DF9EDF6F5									10	North America		1609	United States	US	Cumberland			35.061	-79.0368	In Collections													FISH1-0002					WGS84						DeLorme TopoQuads													3										Fayetteville Hatchery, from hatchery [Bones] creek, [ca. 8.4 air miles W center Fayetteville]													5		2E6DB3F4-286C-4485-A4DD-831DF9EDF6F5																		North Carolina											Cape Fear River	1941	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 10 - North Carolina Museum of Natural Sciences Fishes Collection	http://collections.naturalsciences.org/specimenFishes.aspx?ID=10	NCSM		NCSM-FishesDWC	NCSM	NCSM-Fishes	NCSM Fishes Collection	NCSM	PreservedSpecimen												Minytrema melanops								Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Minytrema		melanops		specificEpithet			Spotted Sucker				
NCSM	NCSM Fishes Collection	North Carolina Museum of Natural Sciences Fishes Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_fishes	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_fishes	http://creativecommons.org/publicdomain/zero/1.0	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	073BB887-F851-4032-9239-ADE4015DD805									11	North America		402	United States	US	Scotland		14	34.9937	-79.5458	In Collections													FISH1-0004					WGS84						DeLorme TopoQuads													1										Kinney Cameron Lake, [2.2 air miles S] Hoffman, [ca. 13.4 air miles NE center Rockingham]													6		073BB887-F851-4032-9239-ADE4015DD805																		North Carolina											Lumber River	1942	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 11 - North Carolina Museum of Natural Sciences Fishes Collection	http://collections.naturalsciences.org/specimenFishes.aspx?ID=11	NCSM		NCSM-FishesDWC	NCSM	NCSM-Fishes	NCSM Fishes Collection	NCSM	PreservedSpecimen												Chaenobryttus gulosus								Animalia	Chordata	Actinopterygii	Perciformes	Centrarchidae	Chaenobryttus		gulosus		specificEpithet			Warmouth				
NCSM	NCSM Fishes Collection	North Carolina Museum of Natural Sciences Fishes Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_fishes	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_fishes	http://creativecommons.org/publicdomain/zero/1.0	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	5E5E4A9D-1DB2-49EE-9EF4-FE7665D31EBD									12	North America		402	United States	US	Wake		11	35.7996	-78.5836	In Collections													FISH1-0005					WGS84						DeLorme TopoQuads													1										M. H. Woodard Pond [now called Woodland Pond], [off of US 64 (New Bern Ave,)], [on NE side of] Raleigh													5		5E5E4A9D-1DB2-49EE-9EF4-FE7665D31EBD																		North Carolina											Neuse River	1943	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 12 - North Carolina Museum of Natural Sciences Fishes Collection	http://collections.naturalsciences.org/specimenFishes.aspx?ID=12	NCSM		NCSM-FishesDWC	NCSM	NCSM-Fishes	NCSM Fishes Collection	NCSM	PreservedSpecimen												Lepomis cyanellus								Animalia	Chordata	Actinopterygii	Perciformes	Centrarchidae	Lepomis		cyanellus		specificEpithet			Green Sunfish				
NCSM	NCSM Fishes Collection	North Carolina Museum of Natural Sciences Fishes Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_fishes	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_fishes	http://creativecommons.org/publicdomain/zero/1.0	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	C1814F61-3CF1-47CC-B3D9-1DD81CC5C40E									13	North America		402	United States	US	Scotland		14	34.9937	-79.5458	In Collections													FISH1-0006					WGS84						DeLorme TopoQuads													1										Kinney Cameron Lake, [ca. 13.4 air miles NE center Rockingham]													6		C1814F61-3CF1-47CC-B3D9-1DD81CC5C40E																		North Carolina											Lumber River	1943	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 13 - North Carolina Museum of Natural Sciences Fishes Collection	http://collections.naturalsciences.org/specimenFishes.aspx?ID=13	NCSM		NCSM-FishesDWC	NCSM	NCSM-Fishes	NCSM Fishes Collection	NCSM	PreservedSpecimen												Micropterus salmoides								Animalia	Chordata	Actinopterygii	Perciformes	Centrarchidae	Micropterus		salmoides		specificEpithet			Largemouth Bass				
NCSM	NCSM Fishes Collection	North Carolina Museum of Natural Sciences Fishes Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_fishes	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_fishes	http://creativecommons.org/publicdomain/zero/1.0	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	4516D782-E4C3-41BE-81A8-E569F5948E4E									14	North America		402	United States	US	Cumberland		16	35.0299	-79.0413	In Collections													FISH1-0007					WGS84						DeLorme TopoQuads													4										[Bones Creek off US 401/Raeford Road], Fayetteville Hatchery, [ca. 9.3 air miles SW center Fayetteville]													12		4516D782-E4C3-41BE-81A8-E569F5948E4E	This lot was originally cataloged as NCSM 14 (n=3) and NCSM 164 (n=1) but was combined on 27 July 2010.																	North Carolina											Cape Fear River	1946	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 14 - North Carolina Museum of Natural Sciences Fishes Collection	http://collections.naturalsciences.org/specimenFishes.aspx?ID=14	NCSM		NCSM-FishesDWC	NCSM	NCSM-Fishes	NCSM Fishes Collection	NCSM	PreservedSpecimen												Lepomis gibbosus								Animalia	Chordata	Actinopterygii	Perciformes	Centrarchidae	Lepomis		gibbosus		specificEpithet			Pumpkinseed				
NCSM	NCSM Fishes Collection	North Carolina Museum of Natural Sciences Fishes Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_fishes	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_fishes	http://creativecommons.org/publicdomain/zero/1.0	2a79f202-3f3a-4d54-88fa-09aa8de1ac73	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	FishNet,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_fishes	7510745C-B4C8-40A6-BDE2-2196637B4E9C									15	North America		402	United States	US	Scotland		14	34.9937	-79.5458	In Collections													FISH1-0004					WGS84						DeLorme TopoQuads													1										Kinney Cameron Lake, [2.2 air miles S] Hoffman, [ca. 13.4 air miles NE center Rockingham]													6		7510745C-B4C8-40A6-BDE2-2196637B4E9C																		North Carolina											Lumber River	1942	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 15 - North Carolina Museum of Natural Sciences Fishes Collection	http://collections.naturalsciences.org/specimenFishes.aspx?ID=15	NCSM		NCSM-FishesDWC	NCSM	NCSM-Fishes	NCSM Fishes Collection	NCSM	PreservedSpecimen												Lepomis gibbosus								Animalia	Chordata	Actinopterygii	Perciformes	Centrarchidae	Lepomis		gibbosus		specificEpithet			Pumpkinseed				
