USNM	NMNH Mammals		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_mammals	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	MaNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_mammals	171490.7260049									171490.7260049	North America			United States		Cuming County		18									108																						North America, United States, Nebraska, Cuming County									1								Adult		Beemer													4		171490.7260049			171490						Skin; Skull		G. Sharp					Male	108	Nebraska	Type					18 Apr 1911						1911	PhysicalObject											USNM	Mammals			PreservedSpecimen												Mustela nivalis campestris							Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Mustela		nivalis	campestris	subspecies							
USNM	NMNH Mammals		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_mammals	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	MaNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_mammals	A21766.7423255									A21766.7423255	North America			Costa Rica																																			North America, Costa Rica, San Jose								Helgen, Kristofer M., Research Zoologist (MAM), Smithsonian Institution - National Museum of Natural History (UNITED STATES)	1								Juvenile		San Jose															A21766.7423255			A21766						Mounted skin; Skull		C. Van Patten					Unknown		San Jose						-- -- ----							PhysicalObject											USNM	Mammals			PreservedSpecimen												Tapirella bairdii							Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Perissodactyla, Tapiridae	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirella		bairdii									
USNM	NMNH Mammals		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_mammals	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	MaNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_mammals	13775.7226585									13775.7226585	North America			Costa Rica																																			North America, Costa Rica, San Jose									1										San Jose															13775.7226585			13775						Skin; Skull		C. Van Patten					Unknown		San Jose						-- -- ----							PhysicalObject											USNM	Mammals			PreservedSpecimen												Eira barbara biologiae							Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Eira		barbara	biologiae	subspecies							
USNM	NMNH Mammals		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_mammals	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	MaNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_mammals	13778.7430023									13778.7430023	North America			Costa Rica																																			North America, Costa Rica, San Jose									1										San Jose															13778.7430023			13778						Skull; Remainder in Fluid		C. Van Patten					Male		San Jose						-- -- ----							PhysicalObject											USNM	Mammals			PreservedSpecimen												Artibeus lituratus							Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Phyllostomidae, Stenodermatinae	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Artibeus		lituratus									
USNM	NMNH Mammals		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_mammals	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	MaNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_mammals	13777.7532248									13777.7532248	North America			Costa Rica																																			North America, Costa Rica, San Jose									1										San Jose															13777.7532248			13777						Fluid		C. Van Patten					Unknown		San Jose						-- -- ----							PhysicalObject											USNM	Mammals			PreservedSpecimen												Eptesicus fuscus miradorensis							Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Vespertilionidae, Vespertilioninae	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Eptesicus		fuscus	miradorensis	subspecies							
USNM	NMNH Mammals		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_mammals	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	MaNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_mammals	13779.7573536									13779.7573536	North America			Costa Rica																																			North America, Costa Rica, San Jose									1										San Jose															13779.7573536			13779						Fluid		C. Van Patten					Unknown		San Jose						-- -- ----							PhysicalObject											USNM	Mammals			PreservedSpecimen												Sigmodon hirsutus borucae							Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Myomorpha, Cricetidae, Sigmodontinae	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Sigmodon		hirsutus	borucae	subspecies							
USNM	NMNH Mammals		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_mammals	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	MaNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_mammals	13770.7226582									13770.7226582	North America			Costa Rica																																			North America, Costa Rica, San Jose									1								Young adult		San Jose															13770.7226582			13770						Skin; Skull		C. Van Patten					Unknown		San Jose	Type					-- -- ----							PhysicalObject											USNM	Mammals			PreservedSpecimen												Mustela frenata costaricensis							Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Mustela		frenata	costaricensis	subspecies							
USNM	NMNH Mammals		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_mammals	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	MaNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_mammals	130987.7248135									130987.7248135	North America			United States				16									167																						North America, United States, Alaska									1								Adult		Prince of Wales Island, Kasaan Bay													6		130987.7248135			130987						Skin; Skull		C. Catt					Male	167	Alaska	Type					16 Jun 1903						1903	PhysicalObject											USNM	Mammals			PreservedSpecimen												Mustela erminea celenda							Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Mustela		erminea	celenda	subspecies		Hall					
USNM	NMNH Mammals		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_mammals	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	MaNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_mammals	81998.7235746									81998.7235746	North America			United States		Klickitat County		3									34																						North America, United States, Washington, Klickitat County									1								Subadult		Trout Lake, Mount Adams													2		81998.7235746			81998						Skin; Skull		P. Schmid					Male	34	Washington	Type					3 Feb 1897						1897	PhysicalObject											USNM	Mammals			PreservedSpecimen												Mustela erminea gulosa							Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Mustela		erminea	gulosa	subspecies		Hall					
USNM	NMNH Mammals		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_mammals	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	MaNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_mammals	90738.7238013									90738.7238013	North America			United States		Clallam County		28									240																						North America, United States, Washington, Clallam County									1								Adult		Soleduc [= Sol Duc] River, near head, Olympic Mountains												1372	8		90738.7238013			90738						Skin; Skull		V. Bailey					Male	240	Washington	Type					28 Aug 1897						1897	PhysicalObject											USNM	Mammals			PreservedSpecimen												Mustela erminea olympica							Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mustelidae, Mustelinae	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Mustela		erminea	olympica	subspecies		Hall					
