ANSP	ANSP Ichthyology	ANSP Ichthyology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_ich	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_ich	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	temp-ansp-ich-datasetid	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	FishNet,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	urn:lod.ansp.org/catalog:ANSP:FISH:ANSP1_1F8554E6-7633-4383-B058-634502225103_2015-5-14									1			3298	USA					41.526074	-70.674643	in ANSP collection or status uncertain													BS-WH					WGS 84		Laura Porturas, FishNet 2 Collaborative Georeferencing Project 2012-2015 (NSF DBI-1202953)	2013/08/11 11:42:42 AM	GEOLocate (Rios & Bart, 2010)	Woods Hole, Barnstable county		CoGe_corrected_2015-02-04			0								H.W.Fowler	1										Wood's Holl.			Date of presentation.												urn:lod.ansp.org/catalog:ANSP:FISH:ANSP1_1F8554E6-7633-4383-B058-634502225103_2015-5-14									1 alc; 0 sk; 0 c&s		Dr. Benjamin Sharp							Massachusetts						21 March 1893					Atlantic Ocean		PhysicalObject		en									ANSP	FISH			PreservedSpecimen												Achirus lineatus								Animalia				Achiridae	Achirus		lineatus		species							
ANSP	ANSP Ichthyology	ANSP Ichthyology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_ich	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_ich	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	temp-ansp-ich-datasetid	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	FishNet,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	urn:lod.ansp.org/catalog:ANSP:FISH:ANSP2_A4E68501-C4EA-4FFE-8998-799100311D86_2015-5-14									2				USA							in ANSP collection or status uncertain													BS-N					WGS 84		Laura Porturas, FishNet 2 Collaborative Georeferencing Project 2012-2015 (NSF DBI-1202953)	2013/08/20 3:39:54 PM	GEOLocate (Rios & Bart, 2010)	Nantucket village, town, island, county, sound? Too vague.		CoGe_skipped_2015-02-04			0						'Several' specimens.		H.W.Fowler	2										Nantucket.			Date of presentation.												urn:lod.ansp.org/catalog:ANSP:FISH:ANSP2_A4E68501-C4EA-4FFE-8998-799100311D86_2015-5-14									2 alc; 0 sk; 0 c&s		Dr. Benjamin Sharp							Massachusetts						11 April 1893					Atlantic Ocean		PhysicalObject		en									ANSP	FISH			PreservedSpecimen												Fundulus heteroclitus								Animalia				Cyprinodontidae	Fundulus		heteroclitus		species							
ANSP	ANSP Ichthyology	ANSP Ichthyology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_ich	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_ich	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	temp-ansp-ich-datasetid	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	FishNet,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	urn:lod.ansp.org/catalog:ANSP:FISH:ANSP3_77C99946-7194-44EF-9E15-185282EF4699_2015-5-14									3				USA							in ANSP collection or status uncertain													BS-N					WGS 84		Laura Porturas, FishNet 2 Collaborative Georeferencing Project 2012-2015 (NSF DBI-1202953)	2013/08/20 3:39:54 PM	GEOLocate (Rios & Bart, 2010)	Nantucket village, town, island, county, sound? Too vague.		CoGe_skipped_2015-02-04			0								H.W.Fowler	1										Nantucket.			Date of presentation.												urn:lod.ansp.org/catalog:ANSP:FISH:ANSP3_77C99946-7194-44EF-9E15-185282EF4699_2015-5-14									1 alc; 0 sk; 0 c&s		Dr. Benjamin Sharp							Massachusetts						11 April 1893					Atlantic Ocean		PhysicalObject		en									ANSP	FISH			PreservedSpecimen												Fundulus majalis								Animalia				Cyprinodontidae	Fundulus		majalis		species							
ANSP	ANSP Ichthyology	ANSP Ichthyology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_ich	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_ich	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	temp-ansp-ich-datasetid	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	FishNet,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	urn:lod.ansp.org/catalog:ANSP:FISH:ANSP4_7F3A7512-3845-4226-ABFC-F9DA5C328A2B_2015-5-14									4				USA							in ANSP collection or status uncertain													Z4															0								H.W.Fowler	1										100 mi. off Sandy Hook.			Taken by U.S.Fish Comm. Schooner Grampus. Date of presentation.												urn:lod.ansp.org/catalog:ANSP:FISH:ANSP4_7F3A7512-3845-4226-ABFC-F9DA5C328A2B_2015-5-14									1 alc; 0 sk; 0 c&s		Col. Marshall MacDonald							New Jersey						17 October 1893					Atlantic Ocean		PhysicalObject		en									ANSP	FISH			PreservedSpecimen												Lopholatilus chamaeleonticeps								Animalia				Malacanthidae	Lopholatilus		chamaeleonticeps		species							
ANSP	ANSP Ichthyology	ANSP Ichthyology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_ich	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_ich	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	temp-ansp-ich-datasetid	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	FishNet,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	urn:lod.ansp.org/catalog:ANSP:FISH:ANSP5_C27FC9CF-BBDF-4CC1-8BD7-ADF7E54F29F4_2015-5-14									5	North America		52494	Canada					49.703984	-116.889638	in ANSP collection or status uncertain													SNR-KL			POLYGON ((-116.701321 49.24916, -116.689648 49.250953, -116.674886 49.26014, -116.659779 49.260588, -116.6536 49.265742, -116.658406 49.284333, -116.652226 49.292395, -116.665959 49.308066, -116.699605 49.32776, -116.712308 49.332683, -116.727757 49.353485, -116.725697 49.381879, -116.738744 49.406012, -116.745953 49.41383, -116.752477 49.415171, -116.75076 49.428347, -116.759343 49.45692, -116.770673 49.482355, -116.783719 49.508891, -116.778569 49.522933, -116.786809 49.547888, -116.797795 49.582625, -116.785435 49.616002, -116.785092 49.639353, -116.797108 49.646912, -116.810841 49.66847, -116.829037 49.662693, -116.825261 49.655581, -116.808781 49.63624, -116.807751 49.616892, -116.818738 49.605324, -116.837964 49.618672, -116.859593 49.630681, -116.865086 49.642466, -116.878476 49.649802, -116.867833 49.671137, -116.86234 49.717996, -116.85616 49.738413, -116.854443 49.769024, -116.846204 49.78676, -116.85307 49.81313, -116.843457 49.836608, -116.85925 49.861844, -116.857877 49.879989, -116.866803 49.89304, -116.865773 49.902107, -116.874356 49.909404, -116.85616 49.935929, -116.864743 49.945651, -116.859593 49.953604, -116.872296 49.95515, -116.878476 49.981208, -116.875386 49.995997, -116.871953 50.022695, -116.880536 50.0249, -116.879849 50.033502, -116.86543 50.040117, -116.865086 50.051582, -116.874699 50.058195, -116.86749 50.061501, -116.877446 50.081553, -116.901822 50.106001, -116.910748 50.128016, -116.908002 50.135499, -116.920705 50.15596, -116.916928 50.162559, -116.927228 50.175313, -116.96053 50.168936, -116.96259 50.14672, -116.95332 50.14364, -116.957097 50.137479, -116.939931 50.096752, -116.931004 50.082214, -116.915211 50.067892, -116.914525 50.037692, -116.906628 50.03284, -116.908345 50.025783, -116.905598 50.001514, -116.910748 49.979662, -116.901822 49.952057, -116.898732 49.927531, -116.913838 49.913826, -116.901822 49.90852, -116.908345 49.902107, -116.900792 49.883307, -116.906972 49.86959, -116.900792 49.846571, -116.902165 49.840815, -116.898045 49.822877, -116.903882 49.806483, -116.891179 49.789419, -116.909718 49.778336, -116.914182 49.739301, -116.906628 49.71622, -116.914525 49.700457, -116.910748 49.694017, -116.930661 49.656692, -116.95229 49.651135, -116.959157 49.636907, -116.95126 49.629792, -116.927571 49.617559, -116.905598 49.610219, -116.898732 49.605324, -116.888776 49.604212, -116.875043 49.597091, -116.873669 49.584628, -116.858907 49.574165, -116.853757 49.557465, -116.84071 49.543655, -116.851697 49.536081, -116.845174 49.524048, -116.836934 49.518476, -116.84174 49.506215, -116.845517 49.498635, -116.84277 49.490161, -116.833844 49.479009, -116.84277 49.461384, -116.827664 49.43058, -116.819424 49.429017, -116.814275 49.417627, -116.819768 49.393053, -116.807065 49.376291, -116.809125 49.366902, -116.789899 49.34946, -116.793332 49.327537, -116.763463 49.309857, -116.763463 49.295977, -116.720547 49.271118, -116.701321 49.24916))		WGS 84		Katy Wichman, FishNet 2 Collaborative Georeferencing Project 2012-2015 (NSF DBI-1202953)	2013/12/09 9:20:14 AM	GEOLocate (Rios & Bart, 2010)			CoGe_corrected_2015-02-04			0								H.W.Fowler	1										Kootenay Lake.			Date of presentation.												urn:lod.ansp.org/catalog:ANSP:FISH:ANSP5_C27FC9CF-BBDF-4CC1-8BD7-ADF7E54F29F4_2015-5-14									1 alc; 0 sk; 0 c&s		S. N. Rhoads							British Columbia						31 October 1893							PhysicalObject		en									ANSP	FISH			PreservedSpecimen												Oncorhynchus								Animalia				Salmonidae	Oncorhynchus				genus							
ANSP	ANSP Ichthyology	ANSP Ichthyology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_ich	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_ich	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	temp-ansp-ich-datasetid	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	FishNet,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	urn:lod.ansp.org/catalog:ANSP:FISH:ANSP6_40E2A107-C762-4D9F-860A-DD9E9DA12F2C_2015-5-14									6	North America			USA		Hamilton Co.					in ANSP collection or status uncertain													Z6															0								H.W.Fowler	1													Date of presentation.												urn:lod.ansp.org/catalog:ANSP:FISH:ANSP6_40E2A107-C762-4D9F-860A-DD9E9DA12F2C_2015-5-14									1 alc; 0 sk; 0 c&s		Philip Laurent							New york						14 November 1893							PhysicalObject		en									ANSP	FISH			PreservedSpecimen												Exoglossum maxillingua								Animalia				Cyprinidae	Exoglossum		maxillingua		species							
ANSP	ANSP Ichthyology	ANSP Ichthyology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_ich	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_ich	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	temp-ansp-ich-datasetid	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	FishNet,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	urn:lod.ansp.org/catalog:ANSP:FISH:ANSP7_B148D938-A16D-4C3F-8631-BBA3F73C049E_2015-5-14									7	Asia			Japan							in ANSP collection or status uncertain													Z7					WGS 84		Laura Porturas, FishNet 2 Collaborative Georeferencing Project 2012-2015 (NSF DBI-1202953)	2014/07/16 11:35:50 AM	GEOLocate (Rios & Bart, 2010)	Too vague		CoGe_skipped_2015-02-04			0								H.W.Fowler	1										Yezo.			Date of presentation.												urn:lod.ansp.org/catalog:ANSP:FISH:ANSP7_B148D938-A16D-4C3F-8631-BBA3F73C049E_2015-5-14									1 alc; 0 sk; 0 c&s		J. R. Moore													9 January 1894							PhysicalObject		en									ANSP	FISH			PreservedSpecimen												Salmo blakistoni								Animalia				Salmonidae	Salmo		blakistoni		species							
ANSP	ANSP Ichthyology	ANSP Ichthyology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_ich	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_ich	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	temp-ansp-ich-datasetid	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	FishNet,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	urn:lod.ansp.org/catalog:ANSP:FISH:ANSP8_9D9AEB45-2B1D-4C5F-9240-32584E6944D0_2015-5-14									8	North America		1795	USA		Chester Co.			40.107462	-75.418992	in ANSP collection or status uncertain													Z8					WGS 84		Laura Porturas, FishNet 2 Collaborative Georeferencing Project 2012-2015 (NSF DBI-1202953)	2013/10/16 1:08:01 PM	GEOLocate (Rios & Bart, 2010)	Georeferenced Schuylkill River and uncertainty encompasses other possible water sources at Port Kennedy. Extent of Port Kennedy is assumed half the distance to Port Indian (1.1 km).		CoGe_corrected_2015-02-04			0								H.W.Fowler	9										Port Kennedy.			Date of presentation.												urn:lod.ansp.org/catalog:ANSP:FISH:ANSP8_9D9AEB45-2B1D-4C5F-9240-32584E6944D0_2015-5-14									9 alc; 0 sk; 0 c&s		Dr. McCadden							Pennsylvania						20 March 1894							PhysicalObject		en									ANSP	FISH			PreservedSpecimen												Cottus viocosus								Animalia				Cottidae	Cottus		viocosus		species							
ANSP	ANSP Ichthyology	ANSP Ichthyology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_ich	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_ich	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	temp-ansp-ich-datasetid	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	FishNet,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	urn:lod.ansp.org/catalog:ANSP:FISH:ANSP9_1CB948B0-02C7-49EE-B032-25EFC23E4250_2015-5-14									9	North America			USA							in ANSP collection or status uncertain													Z9															0						'Foetae specimens.'		H.W.Fowler	3													Date of presentation.												urn:lod.ansp.org/catalog:ANSP:FISH:ANSP9_1CB948B0-02C7-49EE-B032-25EFC23E4250_2015-5-14									3 alc; 0 sk; 0 c&s		Lewis Woolman							New Jersey						14 August 1894							PhysicalObject		en									ANSP	FISH			PreservedSpecimen												Mustelus canis								Animalia				Triakidae	Mustelus		canis		species							
ANSP	ANSP Ichthyology	ANSP Ichthyology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_ich	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_ich	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	temp-ansp-ich-datasetid	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	FishNet,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_ich	urn:lod.ansp.org/catalog:ANSP:FISH:ANSP10_B43D7C00-F6DE-4109-9A11-263FD38F2C57_2015-5-14									10	North America		1795	USA		Montgomery Co.			40.107462	-75.418992	in ANSP collection													94-O-23-PK					WGS 84		Laura Porturas, FishNet 2 Collaborative Georeferencing Project 2012-2015 (NSF DBI-1202953)	2013/10/16 1:08:01 PM	GEOLocate (Rios & Bart, 2010)	Georeferenced Schuylkill River and uncertainty encompasses other possible water sources at Port Kennedy. Extent of Port Kennedy is assumed half the distance to Port Indian (1.1 km).		CoGe_corrected_2015-02-04			0								H.W.Fowler	2										Port Kennedy; from spring head.			Date of presentation.												urn:lod.ansp.org/catalog:ANSP:FISH:ANSP10_B43D7C00-F6DE-4109-9A11-263FD38F2C57_2015-5-14							ex. ANSP 10-11		2 alc; 0 sk; 0 c&s		Dr. McCadden							Pennsylvania						23 October 1894							PhysicalObject		en									ANSP	FISH			PreservedSpecimen												Salvelinus fontinalis								Animalia				Salmonidae	Salvelinus		fontinalis		species							
