CCBER	CCBER Ornithology Collection		Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_birds	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_birds	http://creativecommons.org/publicdomain/zero/1.0	4ada1c77-3895-47d8-8dc9-9ce44e1df802	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	ORNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	urn:catalog:CCBER:Birds:6042									6042	North America			United States	US	Santa Barbara												native																					North America;United States;California;Santa Barbara County;;;;									1										Unburned chaparral site 4 near jcn. of Camino Cielo and Painted Cave Roads															urn:catalog:CCBER:Birds:6042		present							skeleton		Erickson, Mary					unknown		California								North America; United States; California; Santa Barbara County; Unburned chaparral site 4 near jcn. of Camino Cielo and Painted Cave Roads					PhysicalObject	2013-12-24	en									CCBER	Birds			PreservedSpecimen												Aphelocoma californica							Animalia:Chordata:Aves:Passeriformes:Corvidae:Aphelocoma	Animalia	Chordata	Aves	Passeriformes	Corvidae	Aphelocoma		californica		species				ICZN			
CCBER	CCBER Ornithology Collection		Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_birds	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_birds	http://creativecommons.org/publicdomain/zero/1.0	4ada1c77-3895-47d8-8dc9-9ce44e1df802	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	ORNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	urn:catalog:CCBER:Birds:6473									6473	North America			United States	US	Placer		25									207	native	1932-07-25																				North America;United States;California;Placer County;;;;									1								adult		Placerville Rd., Auburn													7		urn:catalog:CCBER:Birds:6473		present							skeleton		Erickson, Mary					female	207	California								North America; United States; California; Placer County; Placerville Rd., Auburn				1932	PhysicalObject	2013-12-24	en									CCBER	Birds			PreservedSpecimen												Chamaea fasciata							Animalia:Chordata:Aves:Passeriformes:Sylviidae:Chamaea	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Chamaea		fasciata		species				ICZN			
CCBER	CCBER Ornithology Collection		Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_birds	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_birds	http://creativecommons.org/publicdomain/zero/1.0	4ada1c77-3895-47d8-8dc9-9ce44e1df802	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	ORNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	urn:catalog:CCBER:Birds:6474									6474	North America			United States	US	Alameda		28									59	native	1931-02-28																				North America;United States;California;Alameda County;;;;									1										Berkeley, Strawberry Canyon													2		urn:catalog:CCBER:Birds:6474		present							skeleton		Erickson, Mary					male	59	California								North America; United States; California; Alameda County; Berkeley, Strawberry Canyon				1931	PhysicalObject	2013-12-24	en									CCBER	Birds			PreservedSpecimen												Chamaea fasciata							Animalia:Chordata:Aves:Passeriformes:Sylviidae:Chamaea	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Chamaea		fasciata		species				ICZN			
CCBER	CCBER Ornithology Collection		Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_birds	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_birds	http://creativecommons.org/publicdomain/zero/1.0	4ada1c77-3895-47d8-8dc9-9ce44e1df802	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	ORNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	urn:catalog:CCBER:Birds:6475									6475	North America			United States	US	Alameda		4									63	native	1931-03-04																				North America;United States;California;Alameda County;;;;									1								adult		Berkeley, Strawberry Canyon													3		urn:catalog:CCBER:Birds:6475		present							skeleton		Erickson, Mary					male	63	California								North America; United States; California; Alameda County; Berkeley, Strawberry Canyon				1931	PhysicalObject	2013-12-24	en									CCBER	Birds			PreservedSpecimen												Chamaea fasciata							Animalia:Chordata:Aves:Passeriformes:Sylviidae:Chamaea	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Chamaea		fasciata		species				ICZN			
CCBER	CCBER Ornithology Collection		Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_birds	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_birds	http://creativecommons.org/publicdomain/zero/1.0	4ada1c77-3895-47d8-8dc9-9ce44e1df802	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	ORNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	urn:catalog:CCBER:Birds:6476									6476	North America			United States	US	Alameda		1									1	native	1930-01-01																				North America;United States;California;Alameda County;;;;									1								adult		Berkeley													1		urn:catalog:CCBER:Birds:6476	Collected in 1930	present							skeleton		Erickson, Mary					unknown	1	California								North America; United States; California; Alameda County; Berkeley				1930	PhysicalObject	2013-12-24	en									CCBER	Birds			PreservedSpecimen												Chamaea fasciata							Animalia:Chordata:Aves:Passeriformes:Sylviidae:Chamaea	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Chamaea		fasciata		species				ICZN			
CCBER	CCBER Ornithology Collection		Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_birds	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_birds	http://creativecommons.org/publicdomain/zero/1.0	4ada1c77-3895-47d8-8dc9-9ce44e1df802	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	ORNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	urn:catalog:CCBER:Birds:6477									6477	North America			United States	US	Alameda		1									1	native	1930-01-01																				North America;United States;California;Alameda County;;;;									1								adult		Berkeley													1		urn:catalog:CCBER:Birds:6477	Collected in 1930	present							skeleton		Erickson, Mary					unknown	1	California								North America; United States; California; Alameda County; Berkeley				1930	PhysicalObject	2013-12-24	en									CCBER	Birds			PreservedSpecimen												Chamaea fasciata							Animalia:Chordata:Aves:Passeriformes:Sylviidae:Chamaea	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Chamaea		fasciata		species				ICZN			
CCBER	CCBER Ornithology Collection		Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_birds	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_birds	http://creativecommons.org/publicdomain/zero/1.0	4ada1c77-3895-47d8-8dc9-9ce44e1df802	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	ORNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	urn:catalog:CCBER:Birds:6480									6480	North America			United States	US	Alameda		1									1	native	1930-01-01																				North America;United States;California;Alameda County;;;;									1								adult		Berkeley													1		urn:catalog:CCBER:Birds:6480	Collected in 1930	present							skeleton		Erickson, Mary					unknown	1	California								North America; United States; California; Alameda County; Berkeley				1930	PhysicalObject	2013-12-24	en									CCBER	Birds			PreservedSpecimen												Chamaea fasciata							Animalia:Chordata:Aves:Passeriformes:Sylviidae:Chamaea	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Chamaea		fasciata		species				ICZN			
CCBER	CCBER Ornithology Collection		Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_birds	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_birds	http://creativecommons.org/publicdomain/zero/1.0	4ada1c77-3895-47d8-8dc9-9ce44e1df802	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	ORNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	urn:catalog:CCBER:Birds:6481									6481	North America			United States	US	Placer		25									207	native	1952-07-25																				North America;United States;California;Placer County;;;;									1								adult		Placerville Rd., Auburn													7		urn:catalog:CCBER:Birds:6481		present							skeleton		Erickson, Mary					male	207	California								North America; United States; California; Placer County; Placerville Rd., Auburn				1952	PhysicalObject	2013-12-24	en									CCBER	Birds			PreservedSpecimen												Chamaea fasciata							Animalia:Chordata:Aves:Passeriformes:Sylviidae:Chamaea	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Chamaea		fasciata		species				ICZN			
CCBER	CCBER Ornithology Collection		Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_birds	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_birds	http://creativecommons.org/publicdomain/zero/1.0	4ada1c77-3895-47d8-8dc9-9ce44e1df802	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	ORNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	urn:catalog:CCBER:Birds:6507									6507	North America			United States	US	Mono		8									220	native	1975-08-08																				North America;United States;California;Mono County;;;;									1								juvenile		Mammoth Mountain								2835					8		urn:catalog:CCBER:Birds:6507		present							skeleton		Tomback, Diana					unknown	220	California					9300 ft.			North America; United States; California; Mono County; Mammoth Mountain				1975	PhysicalObject	2013-12-24	en									CCBER	Birds			PreservedSpecimen			tail length in mm: 119; total length in mm: 295; wing chord in mm: -; wing spread in mm: -									Nucifraga columbiana							Animalia:Chordata:Aves:Passeriformes:Corvidae:Nucifraga	Animalia	Chordata	Aves	Passeriformes	Corvidae	Nucifraga		columbiana		species				ICZN			
CCBER	CCBER Ornithology Collection		Mireia Beas-Moix	http://ipt.vertnet.org:8080/ipt/archive.do?r=ccber_birds	beas-moix@ccber.ucsb.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ccber_birds	http://creativecommons.org/publicdomain/zero/1.0	4ada1c77-3895-47d8-8dc9-9ce44e1df802	cae7b6c7-669a-4261-9a34-6e8cdc16a125		CC0	2013-12-24	ORNIS,VertNet	United States	Cheadle Center for Biodiversity and Ecological Restoration	California	Tue Dec 24 00:00:00 UTC 2013	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ccber_birds	urn:catalog:CCBER:Birds:6564									6564	North America			United States	US	Alameda												native																					North America;United States;California;Alameda County;;;;									1								adult		Berkeley, Strawberry Canyon															urn:catalog:CCBER:Birds:6564	The locality might be wrong	present							skeleton		Erickson, Mary					male		California								North America; United States; California; Alameda County; Berkeley, Strawberry Canyon					PhysicalObject	2013-12-24	en									CCBER	Birds			PreservedSpecimen												Chamaea fasciata							Animalia:Chordata:Aves:Passeriformes:Sylviidae:Chamaea	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Chamaea		fasciata		species				ICZN			
