FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	f251da68-cd31-48a8-9b57-ddacc5bec374									127293	Asia			Formosa																																																																					f251da68-cd31-48a8-9b57-ddacc5bec374												4222						T’ai-chung Hsien					-								PhysicalObject	2015-3-11T10:38:0.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												Enhydris plumbea							Animalia Chordata Reptilia Serpentes Colubridae	Animalia	Chordata	Reptilia	Serpentes	Colubridae	Enhydris		plumbea						ICZN			
FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	8b3c3e65-f697-4c6c-8d80-ceda9dfbcd0f									258913	Asia			Lao PDR		Pakxong Dist																																																																			8b3c3e65-f697-4c6c-8d80-ceda9dfbcd0f												HKV 64051						Champasak Prov					-								PhysicalObject	2015-3-11T11:17:51.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												gekkonid							Animalia Chordata	Animalia	Chordata												ICZN			
FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	65434d89-3cb7-4f61-a28e-89c259dacda2									258922	Asia			Lao PDR		Pakxong Dist																																																																			65434d89-3cb7-4f61-a28e-89c259dacda2												HKV 63835						Champasak Prov					-								PhysicalObject	2015-3-11T11:17:52.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												frog							Animalia Chordata	Animalia	Chordata												ICZN			
FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	167fb544-fbf6-4ad9-8424-094901b8a340									19197	North America			USA		Mesa Co																																																																			167fb544-fbf6-4ad9-8424-094901b8a340																		Colorado					-								PhysicalObject	2015-3-11T11:20:54.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												Bufo woodhousii woodhousii							Animalia Chordata Amphibia Anura Bufonidae	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo		woodhousii						ICZN			
FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	efb4800c-502c-429e-a640-2902b80fb3cd									2831	North America			USA																																																																					efb4800c-502c-429e-a640-2902b80fb3cd																		Indiana					-								PhysicalObject	2015-3-11T11:20:54.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												Terrapene carolina carolina							Animalia Chordata Reptilia Testudines Emydidae	Animalia	Chordata	Reptilia	Testudines	Emydidae	Terrapene		carolina						ICZN			
FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	c10f8655-1fa2-4bb2-b82a-8fa1f09fe52f									135937	Asia			Formosa																																																																					c10f8655-1fa2-4bb2-b82a-8fa1f09fe52f												6613						T’ai-pei Hsien					-								PhysicalObject	2015-3-11T10:40:38.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												Fejervarya limnocharis							Animalia Chordata Amphibia Anura Ranidae	Animalia	Chordata	Amphibia	Anura	Ranidae	Fejervarya		limnocharis						ICZN			
FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	b5b1105d-7b50-498b-8823-ddff84a17133									125943	Asia			Malaya																																																																					b5b1105d-7b50-498b-8823-ddff84a17133												30310											-								PhysicalObject	2015-3-11T10:37:34.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												Gekko monarchus							Animalia Chordata Reptilia Sauria Gekkonidae	Animalia	Chordata	Reptilia	Sauria	Gekkonidae	Gekko		monarchus						ICZN			
FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	77eadc7b-e8d9-4e12-bab9-cf0c2ee8a629									62460	Europe			Germany																																																																					77eadc7b-e8d9-4e12-bab9-cf0c2ee8a629											K. P. Schmidt												-							1949	PhysicalObject	2015-3-11T11:21:19.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												Anguis fragilis							Animalia Chordata Reptilia Sauria Anguidae	Animalia	Chordata	Reptilia	Sauria	Anguidae	Anguis		fragilis						ICZN			
FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	ca18e242-18f6-4be7-a150-bef59c66e31d									20025	North America			Guatemala				28									28																																																						11		ca18e242-18f6-4be7-a150-bef59c66e31d											K. P. Schmidt						28		paratype				-							1933	PhysicalObject	2015-3-11T11:21:14.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												Anolis ruthveni							Animalia Chordata Reptilia Sauria Polychrotidae	Animalia	Chordata	Reptilia	Sauria	Polychrotidae	Anolis		ruthveni						ICZN			
FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	4d9b0703-432d-4c5a-beb2-62feee9a0efa									164062	North America			USA		Lake Co																																																																			4d9b0703-432d-4c5a-beb2-62feee9a0efa												2337						Illinois					-								PhysicalObject	2015-3-11T11:21:49.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												Ambystoma							Animalia Chordata Amphibia Caudata Ambystomatidae	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma								ICZN			
FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	a1f44c30-f50f-4643-8340-c81bd0dbca61									270491	Asia			Lao PDR		Nakai Dist																																																																			a1f44c30-f50f-4643-8340-c81bd0dbca61												BLS 10009						Khammouan Prov					-								PhysicalObject	2015-3-11T11:15:50.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												Calotes versicolor							Animalia Chordata Reptilia Sauria Agamidae	Animalia	Chordata	Reptilia	Sauria	Agamidae	Calotes		versicolor						ICZN			
FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	484374f4-bd3e-4a33-952e-183f76734d6a									155282	North America			USA		Alachua Co																																																																			484374f4-bd3e-4a33-952e-183f76734d6a												2559						Florida					-								PhysicalObject	2015-3-11T11:21:28.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												Nerodia fasciata							Animalia Chordata Reptilia Serpentes Colubridae	Animalia	Chordata	Reptilia	Serpentes	Colubridae	Nerodia		fasciata						ICZN			
FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	bcdaf451-5547-461e-98cd-bfc366fb67c6									9667	South America			Chile				14									14																																																						11		bcdaf451-5547-461e-98cd-bfc366fb67c6											K. P. Schmidt						14	Santiago					-							1926	PhysicalObject	2015-3-11T11:21:07.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												Liolaemus							Animalia Chordata Reptilia Sauria Liolaemidae	Animalia	Chordata	Reptilia	Sauria	Liolaemidae	Liolaemus								ICZN			
FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	1bec1e6e-fad2-4f0f-8715-b2ee2e25fe94									13442																																																																									1bec1e6e-fad2-4f0f-8715-b2ee2e25fe94											K. P. Schmidt												-								PhysicalObject	2015-3-11T11:21:13.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												Anolis frenatus							Animalia Chordata Reptilia Sauria Polychrotidae	Animalia	Chordata	Reptilia	Sauria	Polychrotidae	Anolis		frenatus						ICZN			
FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	c310c658-83b0-4b75-b43b-d42003c5f7ff									270297	Asia			Lao PDR		Nakai Dist																																																																			c310c658-83b0-4b75-b43b-d42003c5f7ff												BLS 10109						Khammouan Prov					-								PhysicalObject	2015-3-11T11:15:47.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												Rana nigrovittata							Animalia Chordata Amphibia Anura Ranidae	Animalia	Chordata	Amphibia	Anura	Ranidae	Rana		nigrovittata						ICZN			
FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	f53652a6-bb1e-48f1-a619-2119644e0e19									109704						New Britain																																																																			f53652a6-bb1e-48f1-a619-2119644e0e19											K. P. Schmidt												-								PhysicalObject	2015-3-11T11:21:19.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												Platymantis papuensis							Animalia Chordata Amphibia Anura Ranidae	Animalia	Chordata	Amphibia	Anura	Ranidae	Platymantis		papuensis						ICZN			
FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	e23dd694-27f5-46b3-881f-84959abc901f									155378	North America			USA		Alachua Co																																																																			e23dd694-27f5-46b3-881f-84959abc901f												2665						Florida					-								PhysicalObject	2015-3-11T11:21:29.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												Nerodia fasciata							Animalia Chordata Reptilia Serpentes Colubridae	Animalia	Chordata	Reptilia	Serpentes	Colubridae	Nerodia		fasciata						ICZN			
FMNH	Field Museum of Natural History (Zoology) Amphibian and Reptile Collection		Sharon Grant	http://fmipt.fieldmuseum.org:8080/ipt/archive.do?r=fmnh_herps	sgrant@fieldmuseum.org	http://fmipt.fieldmuseum.org:8080/ipt/eml.do?r=fmnh_herps	Copyright © 2014 The Field Museum of Natural History Full details may be found at http://fieldmuseum.org/about/copyright-information	e48d6c49-34a3-4df6-8206-121c061f190d	7b8aff00-a9f8-11d8-944b-b8a03c50a862			no migrator	HerpNET,VertNet	United States	Field Museum of Natural History	Illinois	Tue May 27 00:00:00 UTC 2014	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_herps	2d25bf10-3c78-4e77-bb8c-ae607aa24e81									39582	North America			USA		Franklin Co																																																																			2d25bf10-3c78-4e77-bb8c-ae607aa24e81												81						Arkansas					-								PhysicalObject	2015-3-11T11:21:21.000CMT	English			http://fieldmuseum.org/about/copyright-information			FMNH	Amphibians and Reptiles	herps-14-may-2015	FMNH	Amphibians and Reptiles		FMNH	PreservedSpecimen												Bufo americanus							Animalia Chordata Amphibia Anura Bufonidae	Animalia	Chordata	Amphibia	Anura	Bufonidae	Bufo		americanus						ICZN			
