USNM	NMNH Birds		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_birds	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Birds	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	ORNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_birds	319229.4063945									319229.4063945	Asia			China				30									211																						Asia, China, Sichuan									1										U-Long-Si Gorge												4572	7		319229.4063945			319229						Skeleton: Whole		D. Graham					Male	211	Sichuan												1930	PhysicalObject											USNM	Birds			PreservedSpecimen												Eremophila alpestris khamensis							Animalia, Chordata, Vertebrata, Aves, Passeriformes, Alaudidae	Animalia	Chordata	Aves	Passeriformes	Alaudidae	Eremophila		alpestris	khamensis	subspecies							
USNM	NMNH Birds		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_birds	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Birds	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	ORNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_birds	319264.4063980									319264.4063980	Asia			China				29									210																						Asia, China, Sichuan									1										U-Long-Si												4572	7		319264.4063980			319264						Skeleton: Whole		D. Graham					Male	210	Sichuan												1930	PhysicalObject											USNM	Birds			PreservedSpecimen												Prunella rubeculoides fusca							Animalia, Chordata, Vertebrata, Aves, Passeriformes, Prunellidae	Animalia	Chordata	Aves	Passeriformes	Prunellidae	Prunella		rubeculoides	fusca	subspecies							
USNM	NMNH Birds		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_birds	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Birds	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	ORNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_birds	319265.4063981									319265.4063981	Asia			China				29									210																						Asia, China, Sichuan									1								Immature		U-Long-Si												4572	7		319265.4063981			319265						Skeleton: Whole		D. Graham					unknown	210	Sichuan												1930	PhysicalObject											USNM	Birds			PreservedSpecimen												Prunella rubeculoides fusca							Animalia, Chordata, Vertebrata, Aves, Passeriformes, Prunellidae	Animalia	Chordata	Aves	Passeriformes	Prunellidae	Prunella		rubeculoides	fusca	subspecies							
USNM	NMNH Birds		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_birds	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Birds	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	ORNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_birds	325221.10613347									325221.10613347	Asia			China				29									210																						Asia, China, Sichuan									1										U-Long-Si												4572	7		325221.10613347			325221						Skin: Whole		D. Graham					Unknown	210	Sichuan												1930	PhysicalObject											USNM	Birds			PreservedSpecimen												Prunella rubeculoides fusca							Animalia, Chordata, Vertebrata, Aves, Passeriformes, Prunellidae	Animalia	Chordata	Aves	Passeriformes	Prunellidae	Prunella		rubeculoides	fusca	subspecies							
USNM	NMNH Birds		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_birds	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Birds	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	ORNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_birds	312962.4421731									312962.4421731	Asia			China													182																						Asia, China, Sichuan									1										Mount Konka												4877	6		312962.4421731			312962						Skin: Whole		J. Rock					Female	182	Sichuan						-- Jun 1928						1928	PhysicalObject											USNM	Birds			PreservedSpecimen												Pyrrhocorax pyrrhocorax himalayanus							Animalia, Chordata, Vertebrata, Aves, Passeriformes, Corvidae	Animalia	Chordata	Aves	Passeriformes	Corvidae	Pyrrhocorax		pyrrhocorax	himalayanus	subspecies							
USNM	NMNH Birds		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_birds	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Birds	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	ORNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_birds	312621.10583571									312621.10583571	Asia			China													182																						Asia, China, Sichuan									1										Mount Konka												4877	6		312621.10583571			312621						Skin: Whole		J. Rock					Male	182	Sichuan						-- Jun 1928						1928	PhysicalObject											USNM	Birds			PreservedSpecimen												Anthus roseatus							Animalia, Chordata, Vertebrata, Aves, Passeriformes, Motacillidae	Animalia	Chordata	Aves	Passeriformes	Motacillidae	Anthus		roseatus									
USNM	NMNH Birds		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_birds	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Birds	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	ORNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_birds	312367.10965361									312367.10965361	Asia			China													182																						Asia, China, Sichuan									1										Mount Konka												4877	6		312367.10965361	see 230		312367						Skin: Whole		J. Rock					Male	182	Sichuan						-- Jun 1928						1928	PhysicalObject											USNM	Birds			PreservedSpecimen												Luscinia pectoralis tschebaiewi							Animalia, Chordata, Vertebrata, Aves, Passeriformes, Turdidae	Animalia	Chordata	Aves	Passeriformes	Turdidae	Luscinia		pectoralis	tschebaiewi	subspecies							
USNM	NMNH Birds		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_birds	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Birds	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	ORNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_birds	312369.10965374									312369.10965374	Asia			China													182																						Asia, China, Sichuan									1										Mount Konka												4877	6		312369.10965374	see 230		312369						Skin: Whole		J. Rock					Male	182	Sichuan						-- Jun 1928						1928	PhysicalObject											USNM	Birds			PreservedSpecimen												Luscinia pectoralis tschebaiewi							Animalia, Chordata, Vertebrata, Aves, Passeriformes, Turdidae	Animalia	Chordata	Aves	Passeriformes	Turdidae	Luscinia		pectoralis	tschebaiewi	subspecies							
USNM	NMNH Birds		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_birds	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Birds	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	ORNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_birds	312366.10966012									312366.10966012	Asia			China													182																						Asia, China, Sichuan									1										Mount Konka												4877	6		312366.10966012			312366						Skin: Whole		J. Rock					Male	182	Sichuan						-- Jun 1928						1928	PhysicalObject											USNM	Birds			PreservedSpecimen												Luscinia pectoralis tschebaiewi							Animalia, Chordata, Vertebrata, Aves, Passeriformes, Turdidae	Animalia	Chordata	Aves	Passeriformes	Turdidae	Luscinia		pectoralis	tschebaiewi	subspecies							
USNM	NMNH Birds		Thomas Orrell	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=nmnh_birds	orrellt@si.edu	http://collections.mnh.si.edu/ipt/eml.do?r=nmnhdwca	NMNH public data constitute a compilation of data, all rights to which, including copyright, are owned by the Smithsonian Institution. Except as otherwise expressly stated at http://www.mnh.si.edu/rc/db/2data_access_policy.html, the information, records, or images in these databases may not be reproduced, distributed, or publicly displayed, in whole or in part, without the express written permission of the National Museum of Natural History, Smithsonian Institution.	5df38344-b821-49c2-8174-cf0f29f4df0d-Birds	bc092ff0-02e4-11dc-991f-b8a03c50a862			no migrator	ORNIS,VertNet	United States	National Museum of Natural History, Smithsonian Institution	Washington D.C.	Tue Jun 03 00:00:00 UTC 2014	http://collections.mnh.si.edu/ipt/resource.do?r=nmnhdwca	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=nmnh_birds	312370.10966235									312370.10966235	Asia			China													182																						Asia, China, Sichuan									1										Mount Konka												4877	6		312370.10966235	see 230		312370						Skin: Whole		J. Rock					Male	182	Sichuan						-- Jun 1928						1928	PhysicalObject											USNM	Birds			PreservedSpecimen												Luscinia pectoralis tschebaiewi							Animalia, Chordata, Vertebrata, Aves, Passeriformes, Turdidae	Animalia	Chordata	Aves	Passeriformes	Turdidae	Luscinia		pectoralis	tschebaiewi	subspecies							
