UMMZ	UMMZ Birds Collection	UMMZ Bird Collection	Janet Hinshaw	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_birds	jhinshaw@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	be5507b9-7abf-4b69-afe1-5ca2b7561734	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-04-06	ORNIS,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Tue Sep 30 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	urn:catalog:UMMZ:Birds:240939									240939	North America		5001	United States	US	Livingston		8	42.4041926	-84.0272141							342	native	2001-12-08										WGS84		Hinshaw, Janet	2008-02-04	VertNet Georeferencing Guidelines		BioGeomancer	verified by curator			North America | U.S.A. | Michigan | Livingston |  |  |  |																			Pinckney Recreation Area, Doyle Rd, S of													12		urn:catalog:UMMZ:Birds:240939		present					BD-8021,T-3410		Tissue, Y; Skin, Y		Brown, Jane L					male	342	Michigan								North America | U.S.A. | Michigan | Livingston				2001	PhysicalObject	2015-04-07	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/birds?id=240939	urn:lsid:biocol.org:col:34917	urn:lsid:biocol.org:col:34962		UMMZ	Birds			PreservedSpecimen			"{""gonads"":""testes L 2x1, R 2x1"", ""weight"":""18.9"" }"									Sitta carolinensis carolinensis							|  |  | Passeriformes | Sittidae | Sitta	Animalia	Chordata	Aves	Passeriformes	Sittidae	Sitta		carolinensis	carolinensis	subspecies				ICZN			
UMMZ	UMMZ Birds Collection	UMMZ Bird Collection	Janet Hinshaw	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_birds	jhinshaw@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	be5507b9-7abf-4b69-afe1-5ca2b7561734	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-04-06	ORNIS,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Tue Sep 30 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	urn:catalog:UMMZ:Birds:241747									241747	South America		7725	Brazil	BR			8	-1.5329248	-48.4057617							220	native	1879-08-08										not recorded (forced WGS84)		Hinshaw, Janet	2009-04-17	VertNet Georeferencing Guidelines		BioGeomancer	requires verification			South America | Brazil | Para | Marajo Island |  |  |  | Marajo Island										Marajó	Arquipélago do Marajó								Muan													8		urn:catalog:UMMZ:Birds:241747		present							Skin, Y		Tenny, E B	EBT 58				male	220	Pará								South America | Brazil | Para | Marajo Island | Marajo Island			Amazonas	1879	PhysicalObject	2015-04-07	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/birds?id=241747	urn:lsid:biocol.org:col:34917	urn:lsid:biocol.org:col:34962		UMMZ	Birds			PreservedSpecimen												Thraupis palmarum							|  |  | Passeriformes | Emberizidae | Thraupis	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Thraupis		palmarum		species				ICZN			
UMMZ	UMMZ Birds Collection	UMMZ Bird Collection	Janet Hinshaw	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_birds	jhinshaw@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	be5507b9-7abf-4b69-afe1-5ca2b7561734	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-04-06	ORNIS,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Tue Sep 30 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	urn:catalog:UMMZ:Birds:240468									240468	North America		2466	United States	US	Iron		21	46.183396	-88.9027405							142	native	1980-05-21										WGS84		Gurnick , Sarah	2007-10-22	VertNet Georeferencing Guidelines		BioGeomancer	verified by curator		tall aspen wet area	North America | U.S.A. | Michigan | Iron |  |  |  |																			T44N, R37W; 1 mile NW of Golden Lake													5		urn:catalog:UMMZ:Birds:240468		present					SNRE B926		Skin, Y		Wood, Christopher S	CSW281				male	142	Michigan								North America | U.S.A. | Michigan | Iron				1980	PhysicalObject	2015-04-07	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/birds?id=240468	urn:lsid:biocol.org:col:34917	urn:lsid:biocol.org:col:34962		UMMZ	Birds			PreservedSpecimen			"{""fat"":""little fat"", ""gonads"":""testes destroyed by shot"" }"									Vermivora chrysoptera							|  |  | Passeriformes | Parulidae | Vermivora	Animalia	Chordata	Aves	Passeriformes	Parulidae	Vermivora		chrysoptera		species				ICZN			
UMMZ	UMMZ Birds Collection	UMMZ Bird Collection	Janet Hinshaw	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_birds	jhinshaw@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	be5507b9-7abf-4b69-afe1-5ca2b7561734	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-04-06	ORNIS,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Tue Sep 30 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	urn:catalog:UMMZ:Birds:239712								mimics L. rubricata	239712	Africa		8	Cameroon	CM			19	6.4666669	12.6333342							323	native	2001-11-19										WGS84		Kadambi, Hemanth	2010-01-29	VertNet Georeferencing Guidelines		BioGeomancer	requires verification			Africa | Cameroon | Adamawa |  |  |  |  |																	adult		Tibati			Corrected on 29th jan 2010 and added elevation data from previous known elevation that is in MUSE Z ....870										11		urn:catalog:UMMZ:Birds:239712		present							Skin, Y		Balakrishnan, Chris	CNB 070				male	323	Adamaoua					1200			Africa | Cameroon | Adamawa				2001	PhysicalObject	2015-04-07	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/birds?id=239712	urn:lsid:biocol.org:col:34917	urn:lsid:biocol.org:col:34962		UMMZ	Birds			PreservedSpecimen			"{""gonads"":""testes 6x3.5, 4x4"", ""weight"":""12.25g"" }"									Vidua camerunensis							|  |  | Passeriformes | Estrildidae | Vidua	Animalia	Chordata	Aves	Passeriformes	Viduidae	Vidua		camerunensis		species				ICZN			
UMMZ	UMMZ Birds Collection	UMMZ Bird Collection	Janet Hinshaw	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_birds	jhinshaw@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	be5507b9-7abf-4b69-afe1-5ca2b7561734	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-04-06	ORNIS,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Tue Sep 30 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	urn:catalog:UMMZ:Birds:242136									242136	North America		2937	United States	US	Plymouth		28	42.143794	-70.73154							59	native	1952-02-28										WGS84		Barbehenn, David	2013-06-26	VertNet Georeferencing Guidelines		GEOLocate	verified by curator			North America | U.S.A. | Massachusetts | Plymouth |  |  |  |																			Scituate Harbor, 3 mi S													2		urn:catalog:UMMZ:Birds:242136		present							Fluid, Y		Humphrey, Philip S	PSH 230				male	59	Massachusetts					10			North America | U.S.A. | Massachusetts | Plymouth				1952	PhysicalObject	2015-04-07	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/birds?id=242136	urn:lsid:biocol.org:col:34917	urn:lsid:biocol.org:col:34962		UMMZ	Birds			PreservedSpecimen												Bucephala albeola							|  |  | Anseriformes | Anatidae | Bucephala	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala		albeola		species				ICZN			
UMMZ	UMMZ Birds Collection	UMMZ Bird Collection	Janet Hinshaw	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_birds	jhinshaw@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	be5507b9-7abf-4b69-afe1-5ca2b7561734	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-04-06	ORNIS,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Tue Sep 30 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	urn:catalog:UMMZ:Birds:242453									242453	North America		14000	United States	US	Macomb, Saint Clair		14	42.572	-82.739							74	native	2008-03-14										WGS84		Taylor, Jason	2008-04-29	VertNet Georeferencing Guidelines			requires verification			North America | U.S.A. | Michigan | Macomb/St. Clair |  |  |  |																	adult		Lake St. Clair, north half													3		urn:catalog:UMMZ:Birds:242453		present					BD-6614,T-4130		Tissue, Y; Skin, Y		Cooley, Tom				starved	male	74	Michigan								North America | U.S.A. | Michigan | Macomb/St. Clair				2008	PhysicalObject	2015-04-07	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/birds?id=242453	urn:lsid:biocol.org:col:34917	urn:lsid:biocol.org:col:34962		UMMZ	Birds			PreservedSpecimen			"{""gonads"":""Testes L10x2, R10x3"", ""weight"":""893g"" }"									Aythya valisineria							|  |  | Anseriformes | Anatidae | Aythya	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya		valisineria		species				ICZN			
UMMZ	UMMZ Birds Collection	UMMZ Bird Collection	Janet Hinshaw	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_birds	jhinshaw@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	be5507b9-7abf-4b69-afe1-5ca2b7561734	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-04-06	ORNIS,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Tue Sep 30 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	urn:catalog:UMMZ:Birds:241076									241076	North America		17450	United States	US	Schoolcraft			46.4283922	-86.0531616								native											WGS84		Gurnick , Sarah	2007-11-01	VertNet Georeferencing Guidelines		BioGeomancer	verified by curator			North America | U.S.A. | Michigan | Schoolcraft |  |  |  |																			Seney Twp															urn:catalog:UMMZ:Birds:241076		present							Nest, Y									Michigan								North America | U.S.A. | Michigan | Schoolcraft					PhysicalObject	2015-04-07	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/birds?id=241076	urn:lsid:biocol.org:col:34917	urn:lsid:biocol.org:col:34962		UMMZ	Birds			PreservedSpecimen												Dendroica pensylvanica							|  |  | Passeriformes | Parulidae | Dendroica	Animalia	Chordata	Aves	Passeriformes	Parulidae	Dendroica		pensylvanica		species				ICZN			
UMMZ	UMMZ Birds Collection	UMMZ Bird Collection	Janet Hinshaw	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_birds	jhinshaw@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	be5507b9-7abf-4b69-afe1-5ca2b7561734	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-04-06	ORNIS,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Tue Sep 30 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	urn:catalog:UMMZ:Birds:241418									241418	North America		100	United States	US	Washtenaw		14	42.087191	-83.761524							14	native	2008-01-14										WGS84		Taylor, Jason	2008-02-05	VertNet Georeferencing Guidelines		BioGeomancer	requires verification			North America | U.S.A. | Michigan | Washtenaw |  |  |  |																			York Twp, T45, R6E, Sec 31, 13760 Ridge Rd													1		urn:catalog:UMMZ:Birds:241418		present					BD-6572,T-4059		Tissue, Y; Syrinx, Y; Skin, Y		Trudeau, John & Susan					unknown	14	Michigan								North America | U.S.A. | Michigan | Washtenaw				2008	PhysicalObject	2015-04-07	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/birds?id=241418	urn:lsid:biocol.org:col:34917	urn:lsid:biocol.org:col:34962		UMMZ	Birds			PreservedSpecimen			"{""weight"":""71.1g"" }"									Lanius excubitor borealis							|  |  | Passeriformes | Laniidae | Lanius	Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius		excubitor	borealis	subspecies				ICZN			
UMMZ	UMMZ Birds Collection	UMMZ Bird Collection	Janet Hinshaw	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_birds	jhinshaw@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	be5507b9-7abf-4b69-afe1-5ca2b7561734	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-04-06	ORNIS,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Tue Sep 30 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	urn:catalog:UMMZ:Birds:242210									242210	North America		1600	Costa Rica	CR			19	9.560862	-83.729179							200	native	1962-07-19										WGS84		Hinshaw, Janet	2014-05-28	VertNet Georeferencing Guidelines		GEOLocate	verified by curator			Central America | Costa Rica | San Jose |  |  |  |  |																			Cerro de la Muerte, La Georgina													7		urn:catalog:UMMZ:Birds:242210		present							Fluid, Y		Hooper, Emmet T	ETH 4861					200	San José								Central America | Costa Rica | San Jose | 5 1/2 mi SE (Pan Am Hwy) of summit				1962	PhysicalObject	2015-04-07	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/birds?id=242210	urn:lsid:biocol.org:col:34917	urn:lsid:biocol.org:col:34962		UMMZ	Birds			PreservedSpecimen			"{""weight"":""8.5g"" }"									Eugenes fulgens							|  |  | Apodiformes | Trochilidae | Eugenes	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Eugenes		fulgens		species				ICZN			
UMMZ	UMMZ Birds Collection	UMMZ Bird Collection	Janet Hinshaw	http://ipt.vertnet.org:8080/ipt/archive.do?r=ummz_birds	jhinshaw@umich.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ummz_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	be5507b9-7abf-4b69-afe1-5ca2b7561734	6ea87510-0561-11d8-b851-b8a03c50a862		CC0	2015-04-06	ORNIS,VertNet	United States	University of Michigan Museum of Zoology	Michigan	Tue Sep 30 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_birds	urn:catalog:UMMZ:Birds:239766									239766	Africa		8	Cameroon	CM			4	6.4666669	12.6333342							308	native	2001-11-04										WGS84		Kadambi, Hemanth	2010-01-29	VertNet Georeferencing Guidelines		BioGeomancer	requires verification			Africa | Cameroon | Adamawa |  |  |  |  |																	adult		Tibati			Corrected on 29th jan 2010 and added elevation data from previous known elevation that is in MUSE Z ....870										11		urn:catalog:UMMZ:Birds:239766		present							Skin, Y		Balakrishnan, Chris	CNB 040				male	308	Adamaoua					1200			Africa | Cameroon | Adamawa				2001	PhysicalObject	2015-04-07	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/ummz/birds?id=239766	urn:lsid:biocol.org:col:34917	urn:lsid:biocol.org:col:34962		UMMZ	Birds			PreservedSpecimen			"{""gonads"":""testes 6x4, 5x4"", ""weight"":""12.5g"" }"									Vidua raricola							|  |  | Passeriformes | Estrildidae | Vidua	Animalia	Chordata	Aves	Passeriformes	Viduidae	Vidua		raricola		species				ICZN			
