MSB	MSB Mammal Collection (Arctos)	Division of Mammals, Museum of Southwestern Biology (MSB)	Joseph Cook	http://ipt.vertnet.org:8080/ipt/archive.do?r=msb_mamm	cookjose@unm.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msb_mamm	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/ &lt;/br&gt;&lt;/br&gt;	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862			no migrator	MaNIS,VertNet,Arctos	United States	Museum of Southwestern Biology	New Mexico	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	urn:occurrence:Arctos:MSB:Mamm:23590:30774									23590	North America		0	United States		Bernalillo County	2005-02-15	08	34.9941174	-106.3880071							159	wild caught	1966-06-08										North American Datum 1927		Dusty J. Wells	2001-12-31 00:00:00.0	not recorded		USGS Map	unverified			North America, United States, New Mexico, Bernalillo County				A			legacy	unknown	1										6 MI S US 66 ON NM 10; T9N, R5E	Dusty J. Wells												06		urn:occurrence:Arctos:MSB:Mamm:23590:30774			http://arctos.database.museum/guid/MSB:Mamm:23590				preparator number=1983		skin; skull	<i>Peromyscus boylii</i> (accepted ID) identified by unknown on 2005-02-15; method: legacy	Collector(s): Gwen L. Britt					male		New Mexico		34.9941174/-106.3880071	decimal degrees			08-Jun-1966		6 MI S US 66 ON NM 10; T9N, R5E				1966	PhysicalObject	2014-06-16 18:12:48.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MSB:Mamm:23590	urn:lsid:biocol.org:col:34495			MSB	Mammal specimens			PreservedSpecimen			sex=male									Peromyscus boylii							Animalia Chordata Mammalia Rodentia Cricetidae Neotominae	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Peromyscus		boylii						ICZN			
MSB	MSB Mammal Collection (Arctos)	Division of Mammals, Museum of Southwestern Biology (MSB)	Joseph Cook	http://ipt.vertnet.org:8080/ipt/archive.do?r=msb_mamm	cookjose@unm.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msb_mamm	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/ &lt;/br&gt;&lt;/br&gt;	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862			no migrator	MaNIS,VertNet,Arctos	United States	Museum of Southwestern Biology	New Mexico	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	urn:occurrence:Arctos:MSB:Mamm:192412:30775									192412	North America		6375	United States		San Patricio County	1969-02-18	18	28.1212138	-97.4115445							49	wild caught	1969-02-18										World Geodetic System 1984		Jason L. Malaney	14-09-10 00:00:00.0	BioGeoMancer		Beogeomancer	unverified			North America, United States, Texas, San Patricio County				A			legacy	Woodrow Goodpaster	1										8.5 mi NE Sinton	Jason L. Malaney												02		urn:occurrence:Arctos:MSB:Mamm:192412:30775			http://arctos.database.museum/guid/MSB:Mamm:192412				UIMNH: University of Illinois Museum of Natural History=39473; collector number=23040		skin; skull	<i>Cryptotis parva berlandieri</i> (accepted ID) identified by Woodrow Goodpaster on 1969-02-18; method: legacy	Collector(s): Woodrow Goodpaster, L. Goodpaster	23040				female		Texas		28.1212138/-97.4115445	decimal degrees			18-February-1969		8.5 mi NE Sinton				1969	PhysicalObject	2014-09-18 12:26:10.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MSB:Mamm:192412	urn:lsid:biocol.org:col:34495			MSB	Mammal specimens			PreservedSpecimen			sex=female									Cryptotis parva berlandieri							Animalia Chordata Mammalia Soricomorpha Soricidae Soricinae Blarinini	Animalia	Chordata	Mammalia	Soricomorpha	Soricidae	Cryptotis		parva	berlandieri					ICZN			
MSB	MSB Mammal Collection (Arctos)	Division of Mammals, Museum of Southwestern Biology (MSB)	Joseph Cook	http://ipt.vertnet.org:8080/ipt/archive.do?r=msb_mamm	cookjose@unm.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msb_mamm	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/ &lt;/br&gt;&lt;/br&gt;	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862			no migrator	MaNIS,VertNet,Arctos	United States	Museum of Southwestern Biology	New Mexico	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	urn:occurrence:Arctos:MSB:Mamm:173522:30776									173522	North America		140	United States		Coconino County	1953-08-08	08	35.97498	-112.13489							220	wild caught	1953-08-08										World Geodetic System 1984		Jason L. Malaney	2010-02-23 00:00:00.0	BioGeoMancer		Beogeomancer	unverified			North America, United States, Arizona, Coconino County				A			legacy	Woodrow Goodpaster	1										Long Jim Canyon, S Rim, Grand Canyon National Park	Jason L. Malaney												08		urn:occurrence:Arctos:MSB:Mamm:173522:30776			http://arctos.database.museum/guid/MSB:Mamm:173522				UIMNH: University of Illinois Museum of Natural History=10943; collector number=6423		skin; skull	<i>Peromyscus maniculatus rufinus</i> (accepted ID) identified by Woodrow Goodpaster on 1953-08-08; method: legacy	Collector(s): Woodrow Goodpaster, L. Goodpaster	6423				female		Arizona		35.97498/-112.13489	decimal degrees			8-August-1953		"""Long Jim Canyon, S Rim, Grand Canyon National Park"""				1953	PhysicalObject	2014-10-10 15:12:59.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MSB:Mamm:173522	urn:lsid:biocol.org:col:34495			MSB	Mammal specimens			PreservedSpecimen			sex=female									Peromyscus maniculatus rufinus							Animalia; Chordata; Mammalia; Rodentia; Cricetidae; Neotominae;	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Peromyscus		maniculatus	rufinus					ICZN			
MSB	MSB Mammal Collection (Arctos)	Division of Mammals, Museum of Southwestern Biology (MSB)	Joseph Cook	http://ipt.vertnet.org:8080/ipt/archive.do?r=msb_mamm	cookjose@unm.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msb_mamm	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/ &lt;/br&gt;&lt;/br&gt;	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862			no migrator	MaNIS,VertNet,Arctos	United States	Museum of Southwestern Biology	New Mexico	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	urn:occurrence:Arctos:MSB:Mamm:179618:30777									179618	North America		1698	United States		Lincoln County	1967-03-22	22	33.71477	-105.9602							81	wild caught	1967-03-22										World Geodetic System 1984		Jason L. Malaney	2010-08-10 00:00:00.0	BioGeoMancer		Beogeomancer	unverified			North America, United States, New Mexico, Lincoln County				A			legacy	Woodrow Goodpaster	1										5 mi N, 4.75 mi W Carrizozo	Jason L. Malaney												03		urn:occurrence:Arctos:MSB:Mamm:179618:30777			http://arctos.database.museum/guid/MSB:Mamm:179618				UIMNH: University of Illinois Museum of Natural History=35968; collector number=19728		skin; skull	<i>Reithrodontomys megalotis megalotis</i> (accepted ID) identified by Woodrow Goodpaster on 1967-03-22; method: legacy	Collector(s): Woodrow Goodpaster, L. Goodpaster	19728				male		New Mexico		33.71477/-105.9602	decimal degrees			22 March 1967		5 mi N, 4.75 mi W Carrizozo				1967	PhysicalObject	2014-08-01 19:41:54.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MSB:Mamm:179618	urn:lsid:biocol.org:col:34495			MSB	Mammal specimens			PreservedSpecimen			sex=male									Reithrodontomys megalotis megalotis							Animalia Chordata Mammalia Rodentia Cricetidae Neotominae	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Reithrodontomys		megalotis	megalotis					ICZN			
MSB	MSB Mammal Collection (Arctos)	Division of Mammals, Museum of Southwestern Biology (MSB)	Joseph Cook	http://ipt.vertnet.org:8080/ipt/archive.do?r=msb_mamm	cookjose@unm.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msb_mamm	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/ &lt;/br&gt;&lt;/br&gt;	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862			no migrator	MaNIS,VertNet,Arctos	United States	Museum of Southwestern Biology	New Mexico	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	urn:occurrence:Arctos:MSB:Mamm:240001:30782									240001	South America			Bolivia			2005-03-10	30	-21.45	-64.8166666667							211	wild caught	1991-07-30										World Geodetic System 1984		Jonathan L. Dunnum	2011-04-07 00:00:00.0	not recorded		NK page	unverified			South America, Bolivia, Tarija				A			legacy	unknown	1										1 km E de Tucumilla	Jonathan L. Dunnum		Verbatim Coordinates: 21D27'S,64D49'W					2500				2500	07		urn:occurrence:Arctos:MSB:Mamm:240001:30782	40.0g		http://arctos.database.museum/guid/MSB:Mamm:240001				NK=23698; institutional catalog number=AMNH M 264404; preparator number=377		liver (frozen); heart, kidney (frozen); karyotype (frozen)	<i>Calomys callosus</i> (accepted ID) identified by unknown on 2005-03-10; method: legacy	Collector(s): Bolivian Expedition 1991; Preparator(s): Jonathan L. Dunnum					male		Tarija		21d 27m 0s S/64d 49m 0s W	deg. min. sec.			30-Jul-1991		1 km E de Tucumilla				1991	PhysicalObject	2014-10-28 18:52:09.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MSB:Mamm:240001	urn:lsid:biocol.org:col:34495			MSB	Mammal specimens			PreservedSpecimen			sex=male									Calomys callosus							Animalia; Chordata; Mammalia; Rodentia; Cricetidae; Sigmodontinae;	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Calomys		callosus						ICZN			
MSB	MSB Mammal Collection (Arctos)	Division of Mammals, Museum of Southwestern Biology (MSB)	Joseph Cook	http://ipt.vertnet.org:8080/ipt/archive.do?r=msb_mamm	cookjose@unm.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msb_mamm	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/ &lt;/br&gt;&lt;/br&gt;	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862			no migrator	MaNIS,VertNet,Arctos	United States	Museum of Southwestern Biology	New Mexico	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	urn:occurrence:Arctos:MSB:Mamm:215018:30790									215018	Asia		1000	Mongolia			2009-06-11	11	43.52085	104.02997							162	wild caught	2009-06-11										World Geodetic System 1984		Mongolian Vertebrate Parasite Project (MVPP)	2009-06-09 00:00:00.0	not recorded		GPS	unverified			Asia, Mongolia, Omnogovi				A			field	Mongolian Vertebrate Parasite Project (MVPP)	1										Gobi Gurvan Saikhan National Park; 4.0 km N, 5.0 km W of Yolin Am	Mongolian Vertebrate Parasite Project (MVPP)		Shrubby washes along shep slows near road to Yolin Am					2234				2234	06		urn:occurrence:Arctos:MSB:Mamm:215018:30790	Examined for endoparasites. Examined for ectoparasites. DIT. Scrotal T 9x4.		http://arctos.database.museum/guid/MSB:Mamm:215018				NK=165611		skull; blood (dry); heart, kidney, lung, spleen (frozen); ectoparasite(s) (70% ethanol); liver (frozen); skeleton	<i>Alticola</i> (accepted ID) identified by Mongolian Vertebrate Parasite Project (MVPP) on 2009-06-11; method: field	Collector(s): Mongolian Vertebrate Parasite Project (MVPP)					male		Omnogovi		43.52085/104.02997	decimal degrees			11 Jun 2009		Gobi Gurvan Saikhan National Park; 4.0 km N, 5.0 km W of Yolin Am				2009	PhysicalObject	2014-11-26 11:07:49.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MSB:Mamm:215018	urn:lsid:biocol.org:col:34495			MSB	Mammal specimens			PreservedSpecimen			sex=male ; total length=147 mm; tail length=20 mm; hind foot with claw=19 mm; ear from notch=20 mm; weight=46 g; reproductive data=Scrotal T= 9x4									Alticola							Animalia; Chordata; Mammalia; Rodentia; Cricetidae; Arvicolinae;	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Alticola								ICZN			
MSB	MSB Mammal Collection (Arctos)	Division of Mammals, Museum of Southwestern Biology (MSB)	Joseph Cook	http://ipt.vertnet.org:8080/ipt/archive.do?r=msb_mamm	cookjose@unm.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msb_mamm	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/ &lt;/br&gt;&lt;/br&gt;	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862			no migrator	MaNIS,VertNet,Arctos	United States	Museum of Southwestern Biology	New Mexico	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	urn:occurrence:Arctos:MSB:Mamm:248575:30796									248575	Asia		1000	Mongolia			2011-07-29	29	45.53862	93.65111							210	wild caught	2011-07-29										World Geodetic System 1984		David S. Tinnin	2011-07-27 00:00:00.0	not recorded		gps	unverified			Asia, Mongolia, Govi-Altai				A			field	Mongolian Vertebrate Parasite Project (MVPP)	1								adult		Bugat Soum; Bij Gol; Takhi Station	David S. Tinnin							1684				1684	07		urn:occurrence:Arctos:MSB:Mamm:248575:30796	Not examined for endoparasites. Examined for ectoparasites, none found.		http://arctos.database.museum/guid/MSB:Mamm:248575				NK=193670; Trapline ID=Darmaa-1-19		whole organism (ethanol-fixed)	<i>Meriones meridianus</i> (accepted ID) identified by Mongolian Vertebrate Parasite Project (MVPP) on 2011-07-29; method: field	Collector(s): Mongolian Vertebrate Parasite Project (MVPP)					male		Govi-Altai		45.53862/93.65111	decimal degrees			29 July 2011		Gobi Altai Aimag; Bugat Soum; Bij Gol; Takhi Station				2011	PhysicalObject	2015-02-27 07:38:37.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MSB:Mamm:248575	urn:lsid:biocol.org:col:34495			MSB	Mammal specimens			PreservedSpecimen			sex=male ; total length=200 mm; tail length=91 mm; hind foot with claw=30 mm; ear from notch=18 mm; weight=35 g; age class=adult ; reproductive data=non-scrotal									Meriones meridianus							Animalia; Chordata; Mammalia; Rodentia; Muridae; Gerbillinae;	Animalia	Chordata	Mammalia	Rodentia	Muridae	Meriones		meridianus						ICZN			
MSB	MSB Mammal Collection (Arctos)	Division of Mammals, Museum of Southwestern Biology (MSB)	Joseph Cook	http://ipt.vertnet.org:8080/ipt/archive.do?r=msb_mamm	cookjose@unm.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msb_mamm	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/ &lt;/br&gt;&lt;/br&gt;	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862			no migrator	MaNIS,VertNet,Arctos	United States	Museum of Southwestern Biology	New Mexico	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	urn:occurrence:Arctos:MSB:Mamm:83107:30801									83107	North America		2110	United States		San Juan County	2005-02-15		36.98517	-109.02815								wild caught	1800-01-01/2005-01-01			1800-01-01/2005-01-01							World Geodetic System 1984		Jason L. Malaney	2010-04-13 00:00:00.0	BioGeoMancer		Beogeomancer	unverified			North America, United States, New Mexico, San Juan County				A			legacy	unknown	1										Four Corners Region, No Data	Jason L. Malaney														urn:occurrence:Arctos:MSB:Mamm:83107:30801	Date known only as 1993		http://arctos.database.museum/guid/MSB:Mamm:83107						whole organism (alcohol)		Collector(s): Hantavirus Project, CDC 1993					male		New Mexico		36.98517/-109.02815	decimal degrees			before 1 Jan 2005		Four Corners Region, No Data					PhysicalObject	2012-09-14 20:30:22.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MSB:Mamm:83107	urn:lsid:biocol.org:col:34495			MSB	Mammal specimens			PreservedSpecimen			sex: male									Peromyscus truei							Animalia Chordata Mammalia Rodentia Cricetidae		Chordata	Mammalia	Rodentia	Cricetidae	Peromyscus		truei						ICZN			
MSB	MSB Mammal Collection (Arctos)	Division of Mammals, Museum of Southwestern Biology (MSB)	Joseph Cook	http://ipt.vertnet.org:8080/ipt/archive.do?r=msb_mamm	cookjose@unm.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msb_mamm	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/ &lt;/br&gt;&lt;/br&gt;	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862			no migrator	MaNIS,VertNet,Arctos	United States	Museum of Southwestern Biology	New Mexico	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	urn:occurrence:Arctos:MSB:Mamm:15924:30813									15924	North America		6823.61856	United States		Rio Arriba County	2005-02-15	07	36.0495986	-106.838501							280	wild caught	1962-10-07										North American Datum 1927		H. N. Dixon	1962-10-07 00:00:00.0	not recorded		unknown	unverified			North America, United States, New Mexico, Rio Arriba County				A			legacy	unknown	1										6 MI E, 1 MI N CUBA, SAN GREGORIO LAKE, JEMEZ MTS; T21N, R1E	H. N. Dixon												10		urn:occurrence:Arctos:MSB:Mamm:15924:30813			http://arctos.database.museum/guid/MSB:Mamm:15924				preparator number=24		skin; skull	<i>Peromyscus maniculatus</i> (accepted ID) identified by unknown on 2005-02-15; method: legacy	Collector(s): H. N. Dixon					male		New Mexico		36.0495986/-106.838501	decimal degrees			07-Oct-1962		6 MI E, 1 MI N CUBA, SAN GREGORIO LAKE, JEMEZ MTS; T21N, R1E				1962	PhysicalObject	2014-05-16 16:58:52.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MSB:Mamm:15924	urn:lsid:biocol.org:col:34495			MSB	Mammal specimens			PreservedSpecimen			sex=male									Peromyscus maniculatus							Animalia Chordata Mammalia Rodentia Cricetidae Neotominae	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Peromyscus		maniculatus						ICZN			
MSB	MSB Mammal Collection (Arctos)	Division of Mammals, Museum of Southwestern Biology (MSB)	Joseph Cook	http://ipt.vertnet.org:8080/ipt/archive.do?r=msb_mamm	cookjose@unm.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=msb_mamm	The data and media available through Arctos are the property of the originating institution, with all rights reserved. These records are intended for use in education and research and may not be repackaged, redistributed, or sold in any form without prior written consent from the collection(s) holding such data. Users wishing to include Arctos data or media in publications, reports, websites, or other means of dissemination must acknowledge the provenance of the original data, cite the institutional catalog number(s), and notify the appropriate curator. The date that information was accessed should be cited when downloaded data are used in published analyses. These are secondary data and their accuracy is not guaranteed. Citation of Arctos is no substitute for examination of specimens. The data providers are not responsible for loss or damages due to use of these data. http://arctosdb.org/home/data/ &lt;/br&gt;&lt;/br&gt;	b15d4952-7d20-46f1-8a3e-556a512b04c5	939ed180-aa7b-11db-8edf-b8a03c50a862			no migrator	MaNIS,VertNet,Arctos	United States	Museum of Southwestern Biology	New Mexico	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	http://ipt.vertnet.org:8080/ipt/resource.do?r=msb_mamm	urn:occurrence:Arctos:MSB:Mamm:184555:30818									184555	North America		595	United States		Yuma County	1955-07-13	13	32.218473	-113.740316							194	wild caught	1955-07-13										World Geodetic System 1984		Jason L. Malaney	2009-09-01 00:00:00.0	BioGeoMancer		biogeomancer	unverified			North America, United States, Arizona, Yuma County				A		Perognathus intermedius	legacy	William Z. Lidicker Jr.											0.75 mi SE Tule Well	Jason L. Malaney												07		urn:occurrence:Arctos:MSB:Mamm:184555:30818			http://arctos.database.museum/guid/MSB:Mamm:184555				UIMNH: University of Illinois Museum of Natural History=9153; collector number=816		skin; skull		Collector(s): William Z. Lidicker Jr.	816				female		Arizona		32.218473/-113.740316	decimal degrees			13-July-1955		0.75 mi SE Tule Well				1955	PhysicalObject	2014-04-09 13:19:46.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MSB:Mamm:184555	urn:lsid:biocol.org:col:34495			MSB	Mammal specimens			PreservedSpecimen			sex=female									Chaetodipus intermedius							Animalia Chordata Mammalia Rodentia Heteromyidae	Animalia	Chordata	Mammalia	Rodentia	Heteromyidae	Chaetodipus		intermedius						ICZN			
