UNR	UNR Herpetology	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_herps	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	c62f7574-d65a-4018-87a2-b96d6df5231b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-03-19	HerpNET,VertNet	United States	University of Nevada, Reno	Nevada	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	urn:catalog:UNR:Herpetology:201									201	North America			United States	US	Washoe		13	39.316	-118.783							256	native	1947-09-13										not recorded (forced WGS84)							requires verification			| USA | Nevada | Washoe |  |  |  |									1										E side Little Washoe Lake (5000 ft)													9		urn:catalog:UNR:Herpetology:201	no data	present									H. I. Fisher						256	Nevada						13 September 1947	39.3160	USA | Nevada | Washoe | E side Little Washoe Lake (5000 ft)	-118.7830			1947	PhysicalObject	2015-03-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/herpetology?id=201				UNR	Herpetology			PreservedSpecimen												Sceloporus occidentalis biseriatus							Squamata | Phrynosomatidae	Animalia	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus		occidentalis	biseriatus	subspecies				ICZN			
UNR	UNR Herpetology	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_herps	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	c62f7574-d65a-4018-87a2-b96d6df5231b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-03-19	HerpNET,VertNet	United States	University of Nevada, Reno	Nevada	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	urn:catalog:UNR:Herpetology:202									202	North America			United States	US	Storey		14	39.316	-119.65							257	native	1947-09-14										not recorded (forced WGS84)							requires verification			| USA | Nevada | Storey |  |  |  |									1										Virginia City (6000 ft)													9		urn:catalog:UNR:Herpetology:202	Immature	present									H. I. Fisher						257	Nevada						14 September 1947	39.3160	USA | Nevada | Storey | Virginia City (6000 ft)	-119.6500			1947	PhysicalObject	2015-03-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/herpetology?id=202				UNR	Herpetology			PreservedSpecimen												Masticophis taeniatus							Squamata | Colubridae	Animalia	Chordata	Reptilia	Squamata	Colubridae	Masticophis		taeniatus		species				ICZN			
UNR	UNR Herpetology	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_herps	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	c62f7574-d65a-4018-87a2-b96d6df5231b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-03-19	HerpNET,VertNet	United States	University of Nevada, Reno	Nevada	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	urn:catalog:UNR:Herpetology:203									203	North America			United States	US	Washoe		28	39.25	-119.25							271	native	1947-09-28										not recorded (forced WGS84)							requires verification			| USA | Nevada | Washoe |  |  |  |									1										Washoe Valley, 7 mi NW Carson City													9		urn:catalog:UNR:Herpetology:203	no data	present									H. I. Fisher						271	Nevada						28 September 1947	39.2500	USA | Nevada | Washoe | Washoe Valley, 7 mi NW Carson City	-119.2500			1947	PhysicalObject	2015-03-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/herpetology?id=203				UNR	Herpetology			PreservedSpecimen												Coluber mormon							Squamata | Colubridae	Animalia	Chordata	Reptilia	Squamata	Colubridae	Coluber		mormon		species				ICZN			
UNR	UNR Herpetology	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_herps	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	c62f7574-d65a-4018-87a2-b96d6df5231b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-03-19	HerpNET,VertNet	United States	University of Nevada, Reno	Nevada	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	urn:catalog:UNR:Herpetology:204									204	North America			United States	US	Nye		1	39.7	-117.05							153	native	1940-06-01										not recorded (forced WGS84)							requires verification			| USA | Nevada | Nye |  |  |  |									1										Round Mountain													6		urn:catalog:UNR:Herpetology:204	no data	present									I. LaRivers						153	Nevada						1 June 1940	39.7000	USA | Nevada | Nye | Round Mountain	-117.0500			1940	PhysicalObject	2015-03-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/herpetology?id=204				UNR	Herpetology			PreservedSpecimen												Sceloporus magister							Squamata | Phrynosomatidae	Animalia	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus		magister		species				ICZN			
UNR	UNR Herpetology	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_herps	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	c62f7574-d65a-4018-87a2-b96d6df5231b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-03-19	HerpNET,VertNet	United States	University of Nevada, Reno	Nevada	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	urn:catalog:UNR:Herpetology:205									205	North America			United States	US	Washoe		31	39.983	-119.6166							243	native	1941-08-31										not recorded (forced WGS84)							requires verification			| USA | Nevada | Washoe |  |  |  |									1										E side Pyramid Lake, adjacent to Fremont Pyramid													8		urn:catalog:UNR:Herpetology:205	no data	present									I. LaRivers						243	Nevada						31 August 1941	39.9830	USA | Nevada | Washoe | E side Pyramid Lake, adjacent to Fremont Pyramid	-119.6166			1941	PhysicalObject	2015-03-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/herpetology?id=205				UNR	Herpetology			PreservedSpecimen												Sceloporus magister							Squamata | Phrynosomatidae	Animalia	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus		magister		species				ICZN			
UNR	UNR Herpetology	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_herps	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	c62f7574-d65a-4018-87a2-b96d6df5231b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-03-19	HerpNET,VertNet	United States	University of Nevada, Reno	Nevada	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	urn:catalog:UNR:Herpetology:206									206	North America			United States	US	Lincoln		25	37.3666	-115.1667							25	native	1940-01-25										not recorded (forced WGS84)							requires verification			| USA | Nevada | Lincoln |  |  |  |									1										Alamo													1		urn:catalog:UNR:Herpetology:206	no data	present									I. LaRivers						25	Nevada						25 January 1940	37.3666	USA | Nevada | Lincoln | Alamo	-115.1667			1940	PhysicalObject	2015-03-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/herpetology?id=206				UNR	Herpetology			PreservedSpecimen												Sceloporus magister							Squamata | Phrynosomatidae	Animalia	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus		magister		species				ICZN			
UNR	UNR Herpetology	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_herps	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	c62f7574-d65a-4018-87a2-b96d6df5231b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-03-19	HerpNET,VertNet	United States	University of Nevada, Reno	Nevada	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	urn:catalog:UNR:Herpetology:207									207	North America			United States	US	Lincoln		10	37.3666	-115.1667							222	native	1939-08-10										not recorded (forced WGS84)							requires verification			| USA | Nevada | Lincoln |  |  |  |									1										Alamo													8		urn:catalog:UNR:Herpetology:207	no data	present									I. LaRivers						222	Nevada						10 August 1939	37.3666	USA | Nevada | Lincoln | Alamo	-115.1667			1939	PhysicalObject	2015-03-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/herpetology?id=207				UNR	Herpetology			PreservedSpecimen												Sceloporus magister							Squamata | Phrynosomatidae	Animalia	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus		magister		species				ICZN			
UNR	UNR Herpetology	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_herps	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	c62f7574-d65a-4018-87a2-b96d6df5231b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-03-19	HerpNET,VertNet	United States	University of Nevada, Reno	Nevada	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	urn:catalog:UNR:Herpetology:208									208	North America			United States	US	Lincoln		2	37	-115.6							153	native	1937-06-02										not recorded (forced WGS84)							requires verification			| USA | Nevada | Lincoln |  |  |  |									1										Quartz Spring													6		urn:catalog:UNR:Herpetology:208	no data	present									I. LaRivers						153	Nevada						2 June 1937	37.0000	USA | Nevada | Lincoln | Quartz Spring	-115.6000			1937	PhysicalObject	2015-03-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/herpetology?id=208				UNR	Herpetology			PreservedSpecimen												Sceloporus magister							Squamata | Phrynosomatidae	Animalia	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus		magister		species				ICZN			
UNR	UNR Herpetology	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_herps	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	c62f7574-d65a-4018-87a2-b96d6df5231b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-03-19	HerpNET,VertNet	United States	University of Nevada, Reno	Nevada	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	urn:catalog:UNR:Herpetology:209									209	North America			United States	US	Washoe		11	39.983	-119.6166							223	native	1941-08-11										not recorded (forced WGS84)							requires verification			| USA | Nevada | Washoe |  |  |  |									1										E side Pyramid Lake, adjacent to Fremont Pyramid													8		urn:catalog:UNR:Herpetology:209	no data	present									I. LaRivers and T. J. Trelease, Jr.						223	Nevada						11 August 1941	39.9830	USA | Nevada | Washoe | E side Pyramid Lake, adjacent to Fremont Pyramid	-119.6166			1941	PhysicalObject	2015-03-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/herpetology?id=209				UNR	Herpetology			PreservedSpecimen												Sceloporus magister							Squamata | Phrynosomatidae	Animalia	Chordata	Reptilia	Squamata	Phrynosomatidae	Sceloporus		magister		species				ICZN			
UNR	UNR Herpetology	University of Nevada, Reno (UNR)	Chris Feldman	http://ipt.vertnet.org:8080/ipt/archive.do?r=unr_herps	ophis@unr.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=unr_herps	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	c62f7574-d65a-4018-87a2-b96d6df5231b	470365d0-812d-11de-86fe-b8a03c50a862		CC0	2015-03-19	HerpNET,VertNet	United States	University of Nevada, Reno	Nevada	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=unr_herps	urn:catalog:UNR:Herpetology:210									210	North America			United States	US	Elko		14	41.9167	-115.4333							165	native	1939-06-14										not recorded (forced WGS84)							requires verification			| USA | Nevada | Elko |  |  |  |									1										2 mi N Jarbidge													6		urn:catalog:UNR:Herpetology:210	no data	present									I. LaRivers						165	Nevada						14 June 1939	41.9167	USA | Nevada | Elko | 2 mi N Jarbidge	-115.4333			1939	PhysicalObject	2015-03-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/unr/herpetology?id=210				UNR	Herpetology			PreservedSpecimen												Eumeces skiltonianus utahensis							Squamata | Scincidae	Animalia	Chordata	Reptilia	Squamata	Scincidae	Eumeces		skiltonianus	utahensis	subspecies				ICZN			
