ZMUC	Tanzanian Vertebrate Collection		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds30	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds30	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	86523cda-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	ORNIS,HerpNET,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds30	http://danbif.au.dk/ipt/resource.do?r=ds30	urn:catalog:ZMUC:TanzVert:1									1				Tanzania					-5.566667	37.466667													Further information and photos on: http://www.zmuc.dk/VerWeb/Tanzanian_Vertebrates/Bird/Bird_type/Sheppardia_gunningi_alticola_92.216/Sheppardia_gunningi_alticola_92.216.html																																			Lulago Forest, Nguu Mts															urn:catalog:ZMUC:TanzVert:1											J. Kiure					M			Holotype													2007-10-29 19:35:34.0									30	ZMUC	TanzVert			PreservedSpecimen												Sheppardia gunningi alticola Fjeldså, Roy, & Kiure, 2000								Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Sheppardia		gunningi	alticola			Fjeldså, Roy, & Kiure, 2000					
ZMUC	Tanzanian Vertebrate Collection		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds30	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds30	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	86523cda-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	ORNIS,HerpNET,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds30	http://danbif.au.dk/ipt/resource.do?r=ds30	urn:catalog:ZMUC:TanzVert:2									2				Tanzania					-9.766667	35.074333													Further information and photos on: http://www.zmuc.dk/VerWeb/Tanzanian_Vertebrates/Bird/Bird_type/Batis_crypta_95.264/Batis_crypta_95.264.html																																			Mdandu Forest, Ludewa District, Iringa,															urn:catalog:ZMUC:TanzVert:2											J. Kiure					M			Holotype													2007-10-29 19:35:34.0									30	ZMUC	TanzVert			PreservedSpecimen												Batis crypta  Fjeldså, Bowie & Kiure, 2006								Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Batis		crypta				Fjeldså, Bowie & Kiure, 2006					
ZMUC	Tanzanian Vertebrate Collection		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds30	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds30	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	86523cda-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	ORNIS,HerpNET,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds30	http://danbif.au.dk/ipt/resource.do?r=ds30	urn:catalog:ZMUC:TanzVert:3									3				Tanzania					-9.766667	35.074333													Further information and photos on: http://www.zmuc.dk/VerWeb/Tanzanian_Vertebrates/Bird/Bird_type/Batis_crypta_95.263/Batis_crypta_95.263.html																																			Mdandu Forest, Ludewa District, Iringa,															urn:catalog:ZMUC:TanzVert:3											J. Kiure					F			Paratype													2007-10-29 19:35:34.0									30	ZMUC	TanzVert			PreservedSpecimen												Batis crypta  Fjeldså, Bowie & Kiure, 2006								Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Batis		crypta				Fjeldså, Bowie & Kiure, 2006					
ZMUC	Tanzanian Vertebrate Collection		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds30	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds30	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	86523cda-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	ORNIS,HerpNET,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds30	http://danbif.au.dk/ipt/resource.do?r=ds30	urn:catalog:ZMUC:TanzVert:4									4				Tanzania					-6.826500	36.556168													Further information and photos on: http://www.zmuc.dk/VerWeb/Tanzanian_Vertebrates/Bird/Bird_type/Sheppardia_aurantiithorax_94.059/Sheppardia_aurantiithorax_94.059.html																																			Mafwemiro Forest, Rubeho Mts															urn:catalog:ZMUC:TanzVert:4											J. Bolding Kristensen					M			Holotype													2007-10-29 19:35:34.0									30	ZMUC	TanzVert			PreservedSpecimen												Sheppardia aurantiithorax  Beresford, Fjeldså & Kiure, 2004								Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Sheppardia		aurantiithorax				Beresford, Fjeldså & Kiure, 2004					
ZMUC	Tanzanian Vertebrate Collection		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds30	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds30	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	86523cda-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	ORNIS,HerpNET,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds30	http://danbif.au.dk/ipt/resource.do?r=ds30	urn:catalog:ZMUC:TanzVert:5									5				Tanzania					-6.826500	36.556168													Further information and photos on: http://www.zmuc.dk/VerWeb/Tanzanian_Vertebrates/Bird/Bird_type/Sheppardia_aurantiithorax_94.060/Sheppardia_aurantiithorax_94.060.html																																			Mafwemiro Forest, Rubeho Mts															urn:catalog:ZMUC:TanzVert:5											J. Bolding Kristensen					F			Paratype													2007-10-29 19:35:34.0									30	ZMUC	TanzVert			PreservedSpecimen												Sheppardia aurantiithorax  Beresford, Fjeldså & Kiure, 2004								Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Sheppardia		aurantiithorax				Beresford, Fjeldså & Kiure, 2004					
ZMUC	Tanzanian Vertebrate Collection		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds30	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds30	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	86523cda-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	ORNIS,HerpNET,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds30	http://danbif.au.dk/ipt/resource.do?r=ds30	urn:catalog:ZMUC:TanzVert:6									6				Tanzania					-6.900000	36.566666													Further information and photos on: http://www.zmuc.dk/VerWeb/Tanzanian_Vertebrates/Bird/Bird_type/Xenoperdix_udzungwensis_obscurata_93.215/Xenoperdix_udzungwensis_obscurata_93.215.html																																			Mafwemiro Forest, Rubeho Mts															urn:catalog:ZMUC:TanzVert:6											J. Kiure					-			Holotype													2007-10-29 19:35:34.0									30	ZMUC	TanzVert			PreservedSpecimen												Xenoperdix udzungwensis obscurata Fjeldså & Kiure, 2003								Animalia	Chordata	Aves	Galliformes	Phasianidae	Xenoperdix		udzungwensis	obscurata			Fjeldså & Kiure, 2003					
ZMUC	Tanzanian Vertebrate Collection		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds30	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds30	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	86523cda-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	ORNIS,HerpNET,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds30	http://danbif.au.dk/ipt/resource.do?r=ds30	urn:catalog:ZMUC:TanzVert:7									7				Tanzania					-7.750000	36.500000													Further information and photos on: http://www.zmuc.dk/VerWeb/Tanzanian_Vertebrates/Bird/Bird_type/Xenoperdix_udzungwensis_91.301/Xenoperdix_udzungwensis_91.301.html																																			Ndundulu Forest, Udzungwa Mts															urn:catalog:ZMUC:TanzVert:7											Dinesen et al.					M			Holotype													2007-10-29 19:35:34.0									30	ZMUC	TanzVert			PreservedSpecimen												Xenoperdix udzungwensis  Dinesen, Lehmberg, Svendsen, Hansen & Fjeldså, 1994								Animalia	Chordata	Aves	Galliformes	Phasianidae	Xenoperdix		udzungwensis				Dinesen, Lehmberg, Svendsen, Hansen & Fjeldså, 1994					
ZMUC	Tanzanian Vertebrate Collection		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds30	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds30	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	86523cda-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	ORNIS,HerpNET,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds30	http://danbif.au.dk/ipt/resource.do?r=ds30	urn:catalog:ZMUC:TanzVert:8									8				Tanzania					-7.750000	36.500000													Further information and photos on: http://www.zmuc.dk/VerWeb/Tanzanian_Vertebrates/Bird/Bird_type/Xenoperdix_udzungwensis_91.302/Xenoperdix_udzungwensis_91.302.html																																			Ndundulu Forest, Udzungwa Mts															urn:catalog:ZMUC:TanzVert:8											Dinesen et al.					F			Paratype													2007-10-29 19:35:34.0									30	ZMUC	TanzVert			PreservedSpecimen												Xenoperdix udzungwensis  Dinesen, Lehmberg, Svendsen, Hansen & Fjeldså, 1994								Animalia	Chordata	Aves	Galliformes	Phasianidae	Xenoperdix		udzungwensis				Dinesen, Lehmberg, Svendsen, Hansen & Fjeldså, 1994					
ZMUC	Tanzanian Vertebrate Collection		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds30	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds30	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	86523cda-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	ORNIS,HerpNET,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds30	http://danbif.au.dk/ipt/resource.do?r=ds30	urn:catalog:ZMUC:TanzVert:9									9				Tanzania					-7.833333	36.833332													Further information and photos on: http://www.zmuc.dk/VerWeb/Tanzanian_Vertebrates/Bird/Bird_type/Nectarinia_rufipennis_95.279/Nectarinia_rufipennis_95.279.html																																			Mwanihana Forest, Udzungwa Mts															urn:catalog:ZMUC:TanzVert:9											F.P. Jensen					M			Holotype													2007-10-29 19:35:34.0									30	ZMUC	TanzVert			PreservedSpecimen												Nectarinia rufipennis  Jensen, 1983								Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Nectarinia		rufipennis				Jensen, 1983					
ZMUC	Tanzanian Vertebrate Collection		Isabel Calabuig	http://danbif.au.dk/ipt/archive.do?r=ds30	ICalabuig@snm.ku.dk	http://danbif.au.dk/ipt/eml.do?r=ds30	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	86523cda-f762-11e1-a439-00145eb45e9a	456058db-f70b-4005-97ad-e08570cf0c56			no migrator	ORNIS,HerpNET,VertNet	Denmark	Zoological Museum, Natural History Museum of Denmark		Mon Apr 28 00:00:00 UTC 2014	http://danbif.au.dk/ipt/resource.do?r=ds30	http://danbif.au.dk/ipt/resource.do?r=ds30	urn:catalog:ZMUC:TanzVert:10									10				Tanzania					-8.116667	35.916668													Further information and photos on: http://www.zmuc.dk/VerWeb/Tanzanian_Vertebrates/Amphibia/Anura_type/Afrixalus_morerei_R079447/Afrixalus_morerei_R079447.html																																			Dabaga, Iringa															urn:catalog:ZMUC:TanzVert:10											Schiøtz					M			Holotype													2007-10-29 19:35:34.0									30	ZMUC	TanzVert			PreservedSpecimen												Afrixalus morerei  Dubois, 1985								Animalia	Chordata	Amphibia	Anura	Hyperoliidae	Afrixalus		morerei				Dubois, 1985					
