MVZ	MVZ Mammal Collection (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Chris Conroy	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvz_mammal	ondatra@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvz_mammal	http://creativecommons.org/publicdomain/zero/1.0	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	MaNIS,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Sun Dec 21 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	urn:occurrence:Arctos:MVZ:Mamm:67504:30766									67504	North America		5112.885888	United States		Payette County	2009-12-17	01	44.0494	-116.9328							152	wild caught	1935-06-01										North American Datum 1927		Gary W. Shugart	2004-10-02 00:00:00.0	MaNIS georeferencing guidelines		GNIS downloaded Aug 2002	unverified			North America, United States, Idaho, Payette County				A		Identification based on Mary Anne Rogers.  1991.  Great Basin Naturalist 51(2):127-152.	expert	James L. Patton	1										2 mi S Payette between Payette and Snake River	Gary W. Shugart												06		urn:occurrence:Arctos:MVZ:Mamm:67504:30766			http://arctos.database.museum/guid/MVZ:Mamm:67504				collector number=1341		skull; study skin	<i>Thomomys townsendii townsendii</i> (accepted ID) identified by James L. Patton on 2009-12-17; method: expert Remark: Identification based on Mary Anne Rogers.  1991.  Great Basin Naturalist 51(2):127-152.<br><i>Thomomys townsendii townsendii</i> identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy	Collector(s): William B. Davis	1341				female		Idaho		44.0494/-116.9328	decimal degrees			1 Jun 1935		2 mi S Payette between Payette and Snake River				1935	PhysicalObject	2012-08-03 15:05:03.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZ:Mamm:67504	urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34904		MVZ	Mammal specimens			PreservedSpecimen			sex=female									Thomomys townsendii townsendii							Animalia Chordata Mammalia Rodentia Geomyidae	Animalia	Chordata	Mammalia	Rodentia	Geomyidae	Thomomys		townsendii	townsendii					ICZN			
MVZ	MVZ Mammal Collection (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Chris Conroy	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvz_mammal	ondatra@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvz_mammal	http://creativecommons.org/publicdomain/zero/1.0	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	MaNIS,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Sun Dec 21 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	urn:occurrence:Arctos:MVZ:Mamm:158848:30778									158848	North America		3653.21088	United States		Kern County	1999-01-27	20	35.329991	-117.7702636							110	wild caught	1975-04-20										North American Datum 1927		Tamrya D. d'Artenay	2002-02-20 00:00:00.0	not recorded		Terrain Navigator 3.02 USGS 1:100000	unverified			North America, United States, California, Kern County				A			legacy	Museum of Vertebrate Zoology, University of California, Berkeley	1										2.6 mi S, 6.3 mi W Randsburg	Tamrya D. d'Artenay							883.92				883.92	04		urn:occurrence:Arctos:MVZ:Mamm:158848:30778	PREPARED 16 MAY 1975		http://arctos.database.museum/guid/MVZ:Mamm:158848				MVZ frozen tissue collection=FC-2949; collector number=338		skull	<i>Chaetodipus formosus mohavensis</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy	Collector(s): Mark S. Hafner	338				male		California		35.329991/-117.7702636	decimal degrees			20 Apr 1975		2.6 mi S, 6.3 mi W Randsburg				1975	PhysicalObject	2014-06-13 16:03:46.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZ:Mamm:158848	urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34904		MVZ	Mammal specimens			PreservedSpecimen			sex=male									Chaetodipus formosus mohavensis							Animalia Chordata Mammalia Rodentia Heteromyidae	Animalia	Chordata	Mammalia	Rodentia	Heteromyidae	Chaetodipus		formosus	mohavensis					ICZN			
MVZ	MVZ Mammal Collection (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Chris Conroy	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvz_mammal	ondatra@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvz_mammal	http://creativecommons.org/publicdomain/zero/1.0	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	MaNIS,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Sun Dec 21 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	urn:occurrence:Arctos:MVZ:Mamm:194255:30779									194255	South America		500	Brazil			2001-03-23	01	-8.6666667	-72.7833333							61	wild caught	1992-03-01										unknown		James L. Patton	2000-01-25 00:00:00.0	not recorded		RadamBrasil 1:250,000 Folha Porto Walter, SC.18-X-B, 1977	unverified			South America, Brazil, Acre				A			expert	James L. Patton	1										opposite Igarapé Porongaba, left bank Rio Juruá	James L. Patton												03		urn:occurrence:Arctos:MVZ:Mamm:194255:30779			http://arctos.database.museum/guid/MVZ:Mamm:194255				Instituto Nacional Pesquisas da Amazônia=INPA-3873; collector number=1409		tissue (95% ethanol)	<i>Rhipidomys gardneri</i> (accepted ID) identified by James L. Patton on 2001-03-23; method: expert	Collector(s): Maria Nazareth F. da Silva	1409				female		Acre		-8.6666667/-72.7833333	decimal degrees			01 Mar 1992		opposite Igarapé Porongaba, left bank Rio Juruá				1992	PhysicalObject	2015-01-09 18:42:01.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZ:Mamm:194255	urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34904		MVZ	Mammal specimens			PreservedSpecimen			sex=female									Rhipidomys gardneri							Animalia; Chordata; Mammalia; Rodentia; Cricetidae; Sigmodontinae;	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Rhipidomys		gardneri						ICZN			
MVZ	MVZ Mammal Collection (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Chris Conroy	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvz_mammal	ondatra@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvz_mammal	http://creativecommons.org/publicdomain/zero/1.0	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	MaNIS,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Sun Dec 21 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	urn:occurrence:Arctos:MVZ:Mamm:6195:30780									6195	North America		162.543744	United States		San Bernardino County	2005-06-17	26	34.29833	-116.85306							238	wild caught	1905-08-26										North American Datum 1927		Tamrya D. d'Artenay	2002-09-20 00:00:00.0	MaNIS georeferencing guidelines		BioGeoMancer	unverified			North America, United States, California, San Bernardino County				A			taxonomic revision	James L. Patton	1										Saragossa Springs, San Bernardino Mts.	Tamrya D. d'Artenay							2295.144				2295.144	08		urn:occurrence:Arctos:MVZ:Mamm:6195:30780			http://arctos.database.museum/guid/MVZ:Mamm:6195				collector number=1565		skull; study skin	<i>Neotoma macrotis simplex</i> (accepted ID) identified by James L. Patton on 2005-06-17; method: taxonomic revision<br><i>Neotoma fuscipes simplex</i> identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy	Collector(s): Joseph Grinnell	1565				male		California		34.29833/-116.85306	decimal degrees			26 Aug 1905		Saragossa Springs, San Bernardino Mts.				1905	PhysicalObject	2014-06-13 21:44:12.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZ:Mamm:6195	urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34904		MVZ	Mammal specimens			PreservedSpecimen			sex=male									Neotoma macrotis simplex							Animalia Chordata Mammalia Rodentia Cricetidae Neotominae	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Neotoma		macrotis	simplex					ICZN			
MVZ	MVZ Mammal Collection (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Chris Conroy	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvz_mammal	ondatra@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvz_mammal	http://creativecommons.org/publicdomain/zero/1.0	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	MaNIS,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Sun Dec 21 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	urn:occurrence:Arctos:MVZ:Mamm:44224:30783									44224	North America		4828.032	United States		Merced County	1999-01-27		36.877694	-120.837864								wild caught	1928-01-01/1928-12-31			1928-01-01/1928-12-31							North American Datum 1927		Tamrya D. d'Artenay	2001-03-19 00:00:00.0	not recorded		Terrain Navigator 3.02 USGS 1:100000	unverified			North America, United States, California, Merced County				A			legacy	Museum of Vertebrate Zoology, University of California, Berkeley	1										12 mi S Los Baños	Tamrya D. d'Artenay														urn:occurrence:Arctos:MVZ:Mamm:44224:30783	DESTROYED BY FIRE; 12 JUNE 1931		http://arctos.database.museum/guid/MVZ:Mamm:44224						skull	<i>Vulpes macrotis mutica</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy	Collector(s): E. L. Sumner					unknown		California		36.877694/-120.837864	decimal degrees			1928		12 mi S Los Banos					PhysicalObject	2014-06-25 13:23:44.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZ:Mamm:44224	urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34904		MVZ	Mammal specimens			PreservedSpecimen			sex=unknown									Vulpes macrotis mutica							Animalia Chordata Mammalia Carnivora Canidae	Animalia	Chordata	Mammalia	Carnivora	Canidae	Vulpes		macrotis	mutica					ICZN			
MVZ	MVZ Mammal Collection (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Chris Conroy	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvz_mammal	ondatra@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvz_mammal	http://creativecommons.org/publicdomain/zero/1.0	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	MaNIS,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Sun Dec 21 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	urn:occurrence:Arctos:MVZ:Mamm:34992:30789									34992	North America		19347.533568	Canada			1999-01-27	10	60.05139	-132.85694							10	wild caught	1925-01-10										North American Datum 1927		Andrea Swei	2003-07-02 00:00:00.0	MaNIS georeferencing guidelines		Canadian Geonames Gazetteer	unverified			North America, Canada, Yukon Territory				A			legacy	Museum of Vertebrate Zoology, University of California, Berkeley	1										Grouse Creek, between Atlin and Teslin	Andrea Swei												01		urn:occurrence:Arctos:MVZ:Mamm:34992:30789	SKULL ONLY?SKIN IN FUR RM?		http://arctos.database.museum/guid/MVZ:Mamm:34992						skull	<i>Canis latrans incolatus</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy	Collector(s): S. McCleery					male		Yukon Territory		60.05139/-132.85694	decimal degrees			10 Jan 1925		Grouse Creek, between Atlin and Teslin				1925	PhysicalObject	2012-09-18 01:35:15.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZ:Mamm:34992	urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34904		MVZ	Mammal specimens			PreservedSpecimen			sex=male									Canis latrans incolatus							Animalia Chordata Mammalia Carnivora Canidae	Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis		latrans	incolatus					ICZN			
MVZ	MVZ Mammal Collection (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Chris Conroy	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvz_mammal	ondatra@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvz_mammal	http://creativecommons.org/publicdomain/zero/1.0	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	MaNIS,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Sun Dec 21 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	urn:occurrence:Arctos:MVZ:Mamm:43485:30792									43485	North America		21478.305024	Canada			1999-01-27		53.0685	-121.8444								wild caught	1928-01-01/1928-12-31			1928-01-01/1928-12-31							North American Datum 1927		Gary W. Shugart	2004-11-03 00:00:00.0	MaNIS georeferencing guidelines		BCGNIS downloaded April 2003/ SoftMap Oct 2003 (www.softmaptechnologies.com); degrees & minutes converted to dec lat/long for calculations; SoftMap uses same lat/long data	unverified			North America, Canada, British Columbia				A			legacy	Museum of Vertebrate Zoology, University of California, Berkeley	1										Lightning Creek, Barkerville District	Gary W. Shugart														urn:occurrence:Arctos:MVZ:Mamm:43485:30792	ADD PREP E.B. MCCABE. DATE WINTER 1928-1929		http://arctos.database.museum/guid/MVZ:Mamm:43485				collector number=10283		skull	<i>Mustela erminea richardsonii</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy	Collector(s): Thomas T. McCabe, et al., M. Sundberg	10283				unknown		British Columbia		53.0685/-121.8444	decimal degrees			1928		Lightning Creek, Barkerville Dist.					PhysicalObject	2014-06-24 18:48:41.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZ:Mamm:43485	urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34904		MVZ	Mammal specimens			PreservedSpecimen			sex=unknown									Mustela erminea richardsonii							Animalia Chordata Mammalia Carnivora Mustelidae Mustelinae	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Mustela		erminea	richardsonii					ICZN			
MVZ	MVZ Mammal Collection (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Chris Conroy	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvz_mammal	ondatra@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvz_mammal	http://creativecommons.org/publicdomain/zero/1.0	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	MaNIS,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Sun Dec 21 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	urn:occurrence:Arctos:MVZ:Mamm:54263:30795									54263	North America		6128.381952	United States		Sherburne County	1999-01-27	25	45.3039	-93.5669							84	wild caught	1925-03-25										North American Datum 1927		Jennifer O'Neill	1999-10-12 00:00:00.0	MaNIS georeferencing guidelines		Topozone.com 1:200,000	unverified			North America, United States, Minnesota, Sherburne County				A			legacy	Museum of Vertebrate Zoology, University of California, Berkeley	1										Elk River	Jennifer O'Neill												03		urn:occurrence:Arctos:MVZ:Mamm:54263:30795	M.M. GREEN COLLECTION		http://arctos.database.museum/guid/MVZ:Mamm:54263				collector number=2621		skull; study skin	<i>Clethrionomys gapperi loringi</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy	Collector(s): Bernard Bailey	2621				female		Minnesota		45.3039/-93.5669	decimal degrees			25 Mar 1925		Elk River				1925	PhysicalObject	2014-06-24 19:02:59.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZ:Mamm:54263	urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34904		MVZ	Mammal specimens			PreservedSpecimen			sex=female									Clethrionomys gapperi loringi							Animalia Chordata Mammalia Rodentia Cricetidae Arvicolinae	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Clethrionomys		gapperi	loringi					ICZN			
MVZ	MVZ Mammal Collection (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Chris Conroy	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvz_mammal	ondatra@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvz_mammal	http://creativecommons.org/publicdomain/zero/1.0	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	MaNIS,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Sun Dec 21 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	urn:occurrence:Arctos:MVZ:Mamm:163369:30805									163369	South America		100	Argentina			1999-01-27	16	-41.08	-70.96							136	wild caught	1982-05-16										World Geodetic System 1984		Oliver P. Pearson	2000-05-08 00:00:00.0	not recorded		GPS	unverified			South America, Argentina, Rio Negro				A			legacy	Museum of Vertebrate Zoology, University of California, Berkeley	1										Depto. Pilcaniyeu, 5 km ESE Estacion Perito Moreno	Oliver P. Pearson												05		urn:occurrence:Arctos:MVZ:Mamm:163369:30805	CAPTURED 4 OR 5 MAY 1982		http://arctos.database.museum/guid/MVZ:Mamm:163369				collector number=6861		skull; study skin	<i>Abrothrix longipilis moerens</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy	Collector(s): Oliver P. Pearson	6861				female		Rio Negro		-41.08/-70.96	decimal degrees			16 May 1982		Perito Moreno, 5 km ESE Estacion				1982	PhysicalObject	2014-06-04 12:37:16.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZ:Mamm:163369	urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34904		MVZ	Mammal specimens			PreservedSpecimen			sex=female									Abrothrix longipilis moerens							Animalia Chordata Mammalia Rodentia Cricetidae Sigmodontinae	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Abrothrix		longipilis	moerens					ICZN			
MVZ	MVZ Mammal Collection (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Chris Conroy	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvz_mammal	ondatra@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvz_mammal	http://creativecommons.org/publicdomain/zero/1.0	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	MaNIS,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Sun Dec 21 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal	urn:occurrence:Arctos:MVZ:Mamm:67617:30819									67617	North America		4338.791424	United States		Canyon County	1999-01-27	29	43.3466	-116.5281							149	wild caught	1935-05-29										North American Datum 1927		Gary W. Shugart	2004-10-02 00:00:00.0	MaNIS georeferencing guidelines		GNIS downloaded Aug 2002	unverified			North America, United States, Idaho, Canyon County				A			legacy	Museum of Vertebrate Zoology, University of California, Berkeley	1										2 mi S Melba	Gary W. Shugart												05		urn:occurrence:Arctos:MVZ:Mamm:67617:30819			http://arctos.database.museum/guid/MVZ:Mamm:67617				collector number=1318		skull; study skin		Collector(s): William B. Davis	1318				female		Idaho		43.3466/-116.5281	decimal degrees			29 May 1935		2 mi S Melba				1935	PhysicalObject	2012-07-24 20:28:55.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZ:Mamm:67617	urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34904		MVZ	Mammal specimens			PreservedSpecimen			sex: female									Peromyscus maniculatus sonoriensis							Animalia Chordata Mammalia Rodentia Cricetidae		Chordata	Mammalia	Rodentia	Cricetidae	Peromyscus		maniculatus	sonoriensis					ICZN			
