NCSM	NCSM Birds Collection	North Carolina Museum of Natural Sciences Birds Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_birds	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_birds	http://creativecommons.org/publicdomain/zero/1.0	474cd7e1-7620-454f-828c-24907a15d6a7	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	ORNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	4172C6D6-8CDA-48C3-A7A0-CEEA6353139F									1				United States	US	Wake		26																																																		Raleigh, Nash Sq Park													3		4172C6D6-8CDA-48C3-A7A0-CEEA6353139F	Roadkill mtns-sea																	North Carolina												1998	Physical Object	2014-08-11	EN		North Carolina Museum of Natural Sciences		NCSM 1 - North Carolina Museum of Natural Sciences Birds Collection	http://collections.naturalsciences.org/specimenBirds.aspx?ID=1	http://grbio.org/cool/aasf-rm4s		NCSM-BirdsDWC	NCSM	NCSM-Birds	NCSM Birds Collection	NCSM	PreservedSpecimen												Cardinalis cardinalis								Animalia	Chordata	Aves			Cardinalis		cardinalis		specificEpithet							
NCSM	NCSM Birds Collection	North Carolina Museum of Natural Sciences Birds Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_birds	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_birds	http://creativecommons.org/publicdomain/zero/1.0	474cd7e1-7620-454f-828c-24907a15d6a7	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	ORNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	CAF9729C-6995-4CFC-A816-53530E04EF44									2				United States	US	Dare																																																				MP 53															CAF9729C-6995-4CFC-A816-53530E04EF44																		North Carolina												2000	Physical Object	2014-08-11	EN		North Carolina Museum of Natural Sciences		NCSM 2 - North Carolina Museum of Natural Sciences Birds Collection	http://collections.naturalsciences.org/specimenBirds.aspx?ID=2	http://grbio.org/cool/aasf-rm4s		NCSM-BirdsDWC	NCSM	NCSM-Birds	NCSM Birds Collection	NCSM	PreservedSpecimen												Larus atricilla								Animalia	Chordata	Aves			Larus		atricilla		specificEpithet							
NCSM	NCSM Birds Collection	North Carolina Museum of Natural Sciences Birds Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_birds	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_birds	http://creativecommons.org/publicdomain/zero/1.0	474cd7e1-7620-454f-828c-24907a15d6a7	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	ORNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	2B3410EF-C2A8-4AD7-9A12-823E88BF4B71									3																																																																									2B3410EF-C2A8-4AD7-9A12-823E88BF4B71									Complete Entire, or complete, skin							male															Physical Object	2014-08-11	EN		North Carolina Museum of Natural Sciences		NCSM 3 - North Carolina Museum of Natural Sciences Birds Collection	http://collections.naturalsciences.org/specimenBirds.aspx?ID=3	http://grbio.org/cool/aasf-rm4s		NCSM-BirdsDWC	NCSM	NCSM-Birds	NCSM Birds Collection	NCSM	PreservedSpecimen												Gavia immer								Animalia	Chordata	Aves			Gavia		immer		specificEpithet							
NCSM	NCSM Birds Collection	North Carolina Museum of Natural Sciences Birds Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_birds	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_birds	http://creativecommons.org/publicdomain/zero/1.0	474cd7e1-7620-454f-828c-24907a15d6a7	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	ORNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	08DC5FEF-8024-442B-9358-E3C24FBAA458									4				United States	US	Dare		6																																																															3		08DC5FEF-8024-442B-9358-E3C24FBAA458																female		North Carolina												1952	Physical Object	2014-08-11	EN		North Carolina Museum of Natural Sciences		NCSM 4 - North Carolina Museum of Natural Sciences Birds Collection	http://collections.naturalsciences.org/specimenBirds.aspx?ID=4	http://grbio.org/cool/aasf-rm4s		NCSM-BirdsDWC	NCSM	NCSM-Birds	NCSM Birds Collection	NCSM	PreservedSpecimen												Gavia immer								Animalia	Chordata	Aves			Gavia		immer		specificEpithet							
NCSM	NCSM Birds Collection	North Carolina Museum of Natural Sciences Birds Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_birds	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_birds	http://creativecommons.org/publicdomain/zero/1.0	474cd7e1-7620-454f-828c-24907a15d6a7	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	ORNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	682685DE-70B1-4811-9A58-B9813BD08D96									5				United States	US	Wake		14																																																		Raleigh, Neuse River													4		682685DE-70B1-4811-9A58-B9813BD08D96	Field No. 527 CSB								Complete Entire, or complete, skin							male		North Carolina												1917	Physical Object	2014-08-11	EN		North Carolina Museum of Natural Sciences		NCSM 5 - North Carolina Museum of Natural Sciences Birds Collection	http://collections.naturalsciences.org/specimenBirds.aspx?ID=5	http://grbio.org/cool/aasf-rm4s		NCSM-BirdsDWC	NCSM	NCSM-Birds	NCSM Birds Collection	NCSM	PreservedSpecimen												Gavia immer								Animalia	Chordata	Aves			Gavia		immer		specificEpithet							
NCSM	NCSM Birds Collection	North Carolina Museum of Natural Sciences Birds Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_birds	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_birds	http://creativecommons.org/publicdomain/zero/1.0	474cd7e1-7620-454f-828c-24907a15d6a7	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	ORNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	C77006A9-6112-4428-8540-360C35EE227C									6																																																																									C77006A9-6112-4428-8540-360C35EE227C									Complete Entire, or complete, skin							female															Physical Object	2014-08-11	EN		North Carolina Museum of Natural Sciences		NCSM 6 - North Carolina Museum of Natural Sciences Birds Collection	http://collections.naturalsciences.org/specimenBirds.aspx?ID=6	http://grbio.org/cool/aasf-rm4s		NCSM-BirdsDWC	NCSM	NCSM-Birds	NCSM Birds Collection	NCSM	PreservedSpecimen												Gavia immer								Animalia	Chordata	Aves			Gavia		immer		specificEpithet							
NCSM	NCSM Birds Collection	North Carolina Museum of Natural Sciences Birds Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_birds	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_birds	http://creativecommons.org/publicdomain/zero/1.0	474cd7e1-7620-454f-828c-24907a15d6a7	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	ORNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	4D0A1357-EF67-41A0-BE03-32281E3BA11D									7				United States	US			27																																																		Raleigh													4		4D0A1357-EF67-41A0-BE03-32281E3BA11D	No. 4.6/4/16																	North Carolina												1946	Physical Object	2014-08-11	EN		North Carolina Museum of Natural Sciences		NCSM 7 - North Carolina Museum of Natural Sciences Birds Collection	http://collections.naturalsciences.org/specimenBirds.aspx?ID=7	http://grbio.org/cool/aasf-rm4s		NCSM-BirdsDWC	NCSM	NCSM-Birds	NCSM Birds Collection	NCSM	PreservedSpecimen												Gavia immer								Animalia	Chordata	Aves			Gavia		immer		specificEpithet							
NCSM	NCSM Birds Collection	North Carolina Museum of Natural Sciences Birds Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_birds	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_birds	http://creativecommons.org/publicdomain/zero/1.0	474cd7e1-7620-454f-828c-24907a15d6a7	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	ORNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	315B491A-A4C0-42D8-866D-2C539AEF31EE									8				United States	US	Carteret																																																				Cape Lookout													2		315B491A-A4C0-42D8-866D-2C539AEF31EE									Complete Entire, or complete, skin									North Carolina												1909	Physical Object	2014-08-11	EN		North Carolina Museum of Natural Sciences		NCSM 8 - North Carolina Museum of Natural Sciences Birds Collection	http://collections.naturalsciences.org/specimenBirds.aspx?ID=8	http://grbio.org/cool/aasf-rm4s		NCSM-BirdsDWC	NCSM	NCSM-Birds	NCSM Birds Collection	NCSM	PreservedSpecimen												Gavia stellata								Animalia	Chordata	Aves			Gavia		stellata		specificEpithet							
NCSM	NCSM Birds Collection	North Carolina Museum of Natural Sciences Birds Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_birds	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_birds	http://creativecommons.org/publicdomain/zero/1.0	474cd7e1-7620-454f-828c-24907a15d6a7	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	ORNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	E0F10393-161F-4EF6-9D4D-E2AE4774BCC1									9				United States	US	Craven		26																																																		New Bern													1		E0F10393-161F-4EF6-9D4D-E2AE4774BCC1	Field no. 46/1/11								Complete Entire, or complete, skin							male		North Carolina												1946	Physical Object	2014-08-11	EN		North Carolina Museum of Natural Sciences		NCSM 9 - North Carolina Museum of Natural Sciences Birds Collection	http://collections.naturalsciences.org/specimenBirds.aspx?ID=9	http://grbio.org/cool/aasf-rm4s		NCSM-BirdsDWC	NCSM	NCSM-Birds	NCSM Birds Collection	NCSM	PreservedSpecimen												Gavia stellata								Animalia	Chordata	Aves			Gavia		stellata		specificEpithet							
NCSM	NCSM Birds Collection	North Carolina Museum of Natural Sciences Birds Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_birds	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_birds	http://creativecommons.org/publicdomain/zero/1.0	474cd7e1-7620-454f-828c-24907a15d6a7	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	ORNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_birds	38266DEF-F929-416F-BEE7-58B25C6054FC									10																																																																									38266DEF-F929-416F-BEE7-58B25C6054FC	Field No. AN1377								Complete Entire, or complete, skin																						Physical Object	2014-08-11	EN		North Carolina Museum of Natural Sciences		NCSM 10 - North Carolina Museum of Natural Sciences Birds Collection	http://collections.naturalsciences.org/specimenBirds.aspx?ID=10	http://grbio.org/cool/aasf-rm4s		NCSM-BirdsDWC	NCSM	NCSM-Birds	NCSM Birds Collection	NCSM	PreservedSpecimen												Podiceps grisegena								Animalia	Chordata	Aves			Podiceps		grisegena		specificEpithet							
