CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95755									95755	North America			USA		Orange Co.	2000-12-19 00:00:00.0	19																															North America; USA; Indiana; Orange Co.								J. D. Webster									unknown		Patoke Lake													12		urn:catalog:CAS:ORN:95755	Wing: 73.0 mm., tail: 81.0 mm. Found dead by John Castrale.								Skeleton Complete		J. D. Webster	JDW3465				F		Indiana						19 December 2000						2000	PhysicalObject	2007-07-16T17:30:29Z	en									CAS	ORN			PreservedSpecimen			Colors=No; Weight=16.7 g.									Spizella arborea							Animalia; Chordata; Aves; Passeriformes; Emberizidae	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Spizella		arborea				(A. Wilson, 1810)					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95774									95774	Africa						2007-07-18 00:00:00.0																																Africa								Maureen E. Flannery									adult		Africa															urn:catalog:CAS:ORN:95774	Removed from African Hall exhibit 2004. Originally in diorama AH-WH-057.								MOUNT		unknown					U															PhysicalObject	2007-07-21T00:59:44Z	en									CAS	ORN			PreservedSpecimen												Buphagus erythrorhynchus							Animalia; Chordata; Aves; Passeriformes; Sturnidae	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Buphagus		erythrorhynchus				(Stanley, 1814)					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95909									95909	Asia			China		Lushui Co.	2005-11-15 00:00:00.0	15	26.00802	98.65925																			WGS84						GPS				Asia; China; Yunnan Prov.; Lushui Co.																	HY		Nujiang Prefecture; Pianma Township, 5 km from Pianma on road to Liuku. Milestone 75 km on road from Pianma to								2314.0				2314.0	11		urn:catalog:CAS:ORN:95909	Total Length: 190 mm. Aged by skull, <100% ossified. Specimen collected on joint California Academy of Sciences/Kunming Institute of Zoology Gaoligongshan (GLGS) Biodiversity Expedition. GLGS Locality No. 42 Net No: 14. GPS elevation recorded with 4 satellites, epe 9 m.								Skin Study; TISSUE		Yang Xiaojun & Maureen E. Flannery; Maureen E. Flannery	GLGS5820				F		Yunnan Prov.						15 November 2005	"26° 0' 28.9"" N"		"98° 39' 33.3"" E"			2005	PhysicalObject	2012-11-12T17:46:04Z	en									CAS	ORN			PreservedSpecimen			Fat=none; Colors=Yes; Iris=reddish brown; Bill=yellow with black base above, yellow below; Legs=greyish brown.; Weight=28.0 g.									Pomatorhinus ruficollis							Animalia; Chordata; Aves; Passeriformes; Sylviidae	Animalia	Chordata	Aves	Passeriformes	Sylviidae	Pomatorhinus		ruficollis				Hodgson, 1836					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95813									95813	Africa						2008-07-07 00:00:00.0																																Africa								Maureen E. Flannery											Africa															urn:catalog:CAS:ORN:95813	No data. From African Annex.								MOUNT		unknown					U															PhysicalObject	2008-07-07T22:22:54Z	en									CAS	ORN			PreservedSpecimen												Melaenornis fischeri							Animalia; Chordata; Aves; Passeriformes; Muscicapidae	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Melaenornis		fischeri									
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:96016									96016	North America			USA		San Francisco Co.		27	37.73284	-122.50232																			WGS84										North America; USA; California; San Francisco Co.																	Adult		San Francisco, San Francisco Zoo													3		urn:catalog:CAS:ORN:96016	Weight taken on 06 December 2008. wing: 135.0 mm., nares to tip: 14.0 mm., tail: 114.0 mm., tarsus: 34.0 mm. Skul 100% ossified.								TISSUE; Skeleton Complete		Helen Horblit					M		California						27 March 2008	37.7328467°		-122.5023221°			2008	PhysicalObject	2009-09-21T19:16:19Z	en									CAS	ORN			PreservedSpecimen			Colors=testes color: red.; Weight=72.2 g.; Length=236.0 mm. total length									Turdus migratorius							Animalia; Chordata; Aves; Passeriformes; Turdidae	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus		migratorius				Linnaeus, 1766					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95828									95828				Papua New Guinea			2007-07-31 00:00:00.0		-6.68016	145.20483																			WGS84					Error approximately 500 meters due to net placement	not recorded				Pacific Ocean; Papua New Guinea								Susan Tomda									juvenile		Eastern Highlands Province, Southeast of Herowana, near the Fio River, Iauarapi															urn:catalog:CAS:ORN:95828	Date of death 16 July 2006.  No color bands.								Skin Study; TISSUE		Daniel Levitis					M									6°40.81'S		145°12.290'E		Pacific Ocean		PhysicalObject	2008-09-12T18:54:42Z	en									CAS	ORN			PreservedSpecimen			Fat=moderate; Colors=bill: black; iris: brownish orange, legs: black; Weight=75.0 g									Pitohui kirhocephalus							Animalia; Chordata; Aves; Passeriformes; Corvidae	Animalia	Chordata	Aves	Passeriformes	Corvidae	Pitohui		kirhocephalus				(Lesson & Garnot, 1827)					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:96055									96055								12																																																Adult		Captive in aviary of R.E. Jones; Napa; Napa County; California													10		urn:catalog:CAS:ORN:96055	Acquired by R.E. Jones from Pamela Landegger. Recorded as an old hen which was a good producer, laid every year. Killed by CAS28341.  Weight taken on 12 October 2007. Hip socket damaged during preparation.								TISSUE; Skeleton Complete		Lise Thomsen	LT3496				F								12 October 2007						2007	PhysicalObject	2010-08-24T16:39:57Z	en									CAS	ORN			PreservedSpecimen			Weight=3.7 kg.									Pavo muticus							Animalia; Chordata; Aves; Galliformes; Phasianidae	Animalia	Chordata	Aves	Galliformes	Phasianidae	Pavo		muticus				Linnaeus, 1766					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95960									95960																																																								Adult		unknown															urn:catalog:CAS:ORN:95960	No data mount.								MOUNT		Unknown					U															PhysicalObject	2009-04-17T19:16:53Z	en									CAS	ORN			PreservedSpecimen												Branta canadensis							Animalia; Chordata; Aves; Anseriformes; Anatidae	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta		canadensis				(Linnaeus, 1758)					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95883									95883	Asia			China		Lushui Co.	2004-04-07 00:00:00.0	7	25.99347	98.65897																			WGS84						GPS				Asia; China; Yunnan Prov.; Lushui Co.																	AHY		Nujiang Prefecture; Pianma Township, Near Pianma,10 km from Pianma toward Yaojiaping on Pianma road.								2500.0				2500.0	4		urn:catalog:CAS:ORN:95883	Total Length: 103 mm. Aged by skull ossification, 100%. Specimen collected on joint California Academy of Sciences/Kunming Institute of Zoology Gaoligongshan (GLGS) Biodiversity Expedition. GLGS Locality No. 45 Net No: 6. GPS recorded for general locality only with 6 satellites, epe 8 m.								TISSUE; Skin Study		Yang Xiaojun & John P. Dumbacher; Maureen E. Flannery	GLGS2149				F		Yunnan Prov.						7 April 2004	"26°0'28.9""N"		"98°39'33.3""E"			2004	PhysicalObject	2014-01-27T22:28:24Z	en									CAS	ORN			PreservedSpecimen			Fat=heavy; Colors=Yes; Bill; black; Legs=dark brown.; Weight=5.6 g.									Aethopyga gouldiae							Animalia; Chordata; Aves; Passeriformes; Nectariniidae	Animalia	Chordata	Aves	Passeriformes	Nectariniidae	Aethopyga		gouldiae				(Vigors, 1831)					
CAS	CAS Ornithology (ORN)		Stanley Blum	http://ipt.calacademy.org:8080/ipt/archive.do?r=orn	sblum@calacademy.org	http://ipt.calacademy.org:8080/ipt/eml.do?r=orn		4f29b6ab-20c0-4479-8795-4915bedcebd1	66522820-055c-11d8-b84e-b8a03c50a862			no migrator	ORNIS,VertNet	United States	California Academy of Sciences	California	Mon Dec 22 00:00:00 UTC 2014	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	http://ipt.calacademy.org:8080/ipt/resource.do?r=orn	urn:catalog:CAS:ORN:95215									95215	North America			USA		Pierce Co.																																	North America; USA; Washington; Pierce Co.																	adult		Mount Ranier															urn:catalog:CAS:ORN:95215	Set of 2 sclerotic rings mounted to card. From study by E.L. Curtis & R.C. Miller; AUK 1938, v. 55, pp. 225-243. Gift of R.C. Miller in 1967, no acc. No.								bird		Lindsey					U		Washington						summer 1935						1935	PhysicalObject	2007-11-28T23:51:24Z	en									CAS	ORN			PreservedSpecimen			sclerotic rings									Leucosticte tephrocotis littoralis							Animalia; Chordata; Aves; Passeriformes; Fringillidae	Animalia	Chordata	Aves	Passeriformes	Fringillidae	Leucosticte		tephrocotis	littoralis			S. F. Baird, 1869					
