NCSM	NCSM Mammals Collection	North Carolina Museum of Natural Sciences Mammals Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_mammals	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_mammals	http://creativecommons.org/publicdomain/zero/1.0	ea9f5b0b-ad97-45ea-935a-ba2784c80cbb	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	E52A4571-A8F6-4827-8F0D-CA9DAEDF3894									1	North America		1609	United States	US	Wayne		26	35.5454	-77.8414	In Collections													MAMM-1					WGS84						DeLorme 6.0																							Fremont													8		E52A4571-A8F6-4827-8F0D-CA9DAEDF3894	Source: MRS  41-8-7 is listed as previous number on skin tag and accession number in NCSM catalog.															female		North Carolina					43							1941	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 1 - North Carolina Museum of Natural Sciences Mammals Collection	http://collections.naturalsciences.org/specimenMammals.aspx?ID=1	NCSM		NCSM-MammalsDWC	NCSM	NCSM-Mammals	NCSM Mammals Collection	NCSM	PreservedSpecimen												Didelphis virginiana								Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis		virginiana		specificEpithet			Virginia Opossum				
NCSM	NCSM Mammals Collection	North Carolina Museum of Natural Sciences Mammals Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_mammals	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_mammals	http://creativecommons.org/publicdomain/zero/1.0	ea9f5b0b-ad97-45ea-935a-ba2784c80cbb	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	29A4D397-ADA9-444E-9656-547AF2864429									2	North America			United States	US	Wake		12			In Collections													MAMM-2																																		Raleigh, Florida Fruit Store													8		29A4D397-ADA9-444E-9656-547AF2864429	Source: MRS and specimen tag.						1											North Carolina								Found in bunch of bananas in Raleigh fruit store - from a shipment from Central America.  Died 2 September 1927.				1927	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 2 - North Carolina Museum of Natural Sciences Mammals Collection	http://collections.naturalsciences.org/specimenMammals.aspx?ID=2	NCSM		NCSM-MammalsDWC	NCSM	NCSM-Mammals	NCSM Mammals Collection	NCSM	PreservedSpecimen												Marmosa mitis								Animalia	Chordata	Mammalia			Marmosa		mitis		specificEpithet							
NCSM	NCSM Mammals Collection	North Carolina Museum of Natural Sciences Mammals Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_mammals	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_mammals	http://creativecommons.org/publicdomain/zero/1.0	ea9f5b0b-ad97-45ea-935a-ba2784c80cbb	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	768BBF86-D3F1-46D9-893F-35BEB97CDCCB									3	North America			United States	US	Wake		12			In Collections													MAMM-3																																		Raleigh, Florida Fruit Store													8		768BBF86-D3F1-46D9-893F-35BEB97CDCCB	Source: MRS and specimen tag.						2											North Carolina								Found in bunch of bananas in Raleigh fruit store - from a shipment from Central America.  Died 2 September 1927.				1927	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 3 - North Carolina Museum of Natural Sciences Mammals Collection	http://collections.naturalsciences.org/specimenMammals.aspx?ID=3	NCSM		NCSM-MammalsDWC	NCSM	NCSM-Mammals	NCSM Mammals Collection	NCSM	PreservedSpecimen												Marmosa mitis								Animalia	Chordata	Mammalia			Marmosa		mitis		specificEpithet							
NCSM	NCSM Mammals Collection	North Carolina Museum of Natural Sciences Mammals Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_mammals	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_mammals	http://creativecommons.org/publicdomain/zero/1.0	ea9f5b0b-ad97-45ea-935a-ba2784c80cbb	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	491A40BF-3E6F-4B2F-A889-A0C9578B5C6F									4								24			In Collections													MAMM-4																																															4		491A40BF-3E6F-4B2F-A889-A0C9578B5C6F	Source: MRS and specimen tag.						374-20									female										Found in bunch of bananas  - from a shipment from Guatemala, Central America (according to skin tag).  Lived about 1 month in captivity.  Received from Brogden Produce Co.				1937	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 4 - North Carolina Museum of Natural Sciences Mammals Collection	http://collections.naturalsciences.org/specimenMammals.aspx?ID=4	NCSM		NCSM-MammalsDWC	NCSM	NCSM-Mammals	NCSM Mammals Collection	NCSM	PreservedSpecimen												Marmosa mexicana								Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Marmosa		mexicana		specificEpithet			Mexican Mouse Opossum				
NCSM	NCSM Mammals Collection	North Carolina Museum of Natural Sciences Mammals Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_mammals	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_mammals	http://creativecommons.org/publicdomain/zero/1.0	ea9f5b0b-ad97-45ea-935a-ba2784c80cbb	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	2F548F6A-A61C-4688-B976-3C79A66AD9E5									5								24			In Collections													MAMM-5																																															4		2F548F6A-A61C-4688-B976-3C79A66AD9E5	Source: MRS and specimen tag.						374-20									male										Found in bunch of bananas  - from a shipment from Guatemala, Central America (according to skin tag).  Lived about 1 month in captivity.  Received from Brogden Produce Co.				1937	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 5 - North Carolina Museum of Natural Sciences Mammals Collection	http://collections.naturalsciences.org/specimenMammals.aspx?ID=5	NCSM		NCSM-MammalsDWC	NCSM	NCSM-Mammals	NCSM Mammals Collection	NCSM	PreservedSpecimen												Marmosa mexicana								Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Marmosa		mexicana		specificEpithet			Mexican Mouse Opossum				
NCSM	NCSM Mammals Collection	North Carolina Museum of Natural Sciences Mammals Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_mammals	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_mammals	http://creativecommons.org/publicdomain/zero/1.0	ea9f5b0b-ad97-45ea-935a-ba2784c80cbb	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	6EC21924-5D39-4F48-9211-60E1E10761D5									6								24			In Collections													MAMM-6																																															4		6EC21924-5D39-4F48-9211-60E1E10761D5	Source: MRS and specimen tag.						374-20																			Found in bunch of bananas  - from a shipment from Guatemala, Central America (according to skin tag).  Lived about 3 weeks  in captivity.  Received from Brogden Produce Co.				1947	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 6 - North Carolina Museum of Natural Sciences Mammals Collection	http://collections.naturalsciences.org/specimenMammals.aspx?ID=6	NCSM		NCSM-MammalsDWC	NCSM	NCSM-Mammals	NCSM Mammals Collection	NCSM	PreservedSpecimen												Marmosa mexicana								Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Marmosa		mexicana		specificEpithet			Mexican Mouse Opossum				
NCSM	NCSM Mammals Collection	North Carolina Museum of Natural Sciences Mammals Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_mammals	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_mammals	http://creativecommons.org/publicdomain/zero/1.0	ea9f5b0b-ad97-45ea-935a-ba2784c80cbb	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	9674FB29-9DEC-4E74-81C7-7ED0E123BC41									7	North America			United States	US	Yancey		28																MAMM-7																																		Mt. Mitchell													8		9674FB29-9DEC-4E74-81C7-7ED0E123BC41	Source: MRS Formerly Order Insectivora - Wilson and Reeder 2005															female		North Carolina												1962	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 7 - North Carolina Museum of Natural Sciences Mammals Collection	http://collections.naturalsciences.org/specimenMammals.aspx?ID=7	NCSM		NCSM-MammalsDWC	NCSM	NCSM-Mammals	NCSM Mammals Collection	NCSM	PreservedSpecimen												Sorex cinereus								Animalia	Chordata	Mammalia	Soricomorpha	Soricidae	Sorex		cinereus		specificEpithet			Cinereus Shrew				
NCSM	NCSM Mammals Collection	North Carolina Museum of Natural Sciences Mammals Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_mammals	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_mammals	http://creativecommons.org/publicdomain/zero/1.0	ea9f5b0b-ad97-45ea-935a-ba2784c80cbb	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	C8ACEA2A-DCA3-4922-BC73-171AE2E5B5C4									8	North America			United States	US	Yancey		29																MAMM-8																																		Mt. Mitchell													8		C8ACEA2A-DCA3-4922-BC73-171AE2E5B5C4	Source: MRS Formerly Order Insectivora - Wilson and Reeder 2005															male		North Carolina												1962	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 8 - North Carolina Museum of Natural Sciences Mammals Collection	http://collections.naturalsciences.org/specimenMammals.aspx?ID=8	NCSM		NCSM-MammalsDWC	NCSM	NCSM-Mammals	NCSM Mammals Collection	NCSM	PreservedSpecimen												Sorex cinereus								Animalia	Chordata	Mammalia	Soricomorpha	Soricidae	Sorex		cinereus		specificEpithet			Cinereus Shrew				
NCSM	NCSM Mammals Collection	North Carolina Museum of Natural Sciences Mammals Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_mammals	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_mammals	http://creativecommons.org/publicdomain/zero/1.0	ea9f5b0b-ad97-45ea-935a-ba2784c80cbb	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	DCDA84EB-423D-4330-BDAF-8D96D21DC3F8									9	North America			United States	US	Yancey		29																MAMM-9																																		Mt. Mitchell													8		DCDA84EB-423D-4330-BDAF-8D96D21DC3F8	Source: MRS Formerly Order Insectivora - Wilson and Reeder 2005															male		North Carolina												1962	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 9 - North Carolina Museum of Natural Sciences Mammals Collection	http://collections.naturalsciences.org/specimenMammals.aspx?ID=9	NCSM		NCSM-MammalsDWC	NCSM	NCSM-Mammals	NCSM Mammals Collection	NCSM	PreservedSpecimen												Sorex cinereus								Animalia	Chordata	Mammalia	Soricomorpha	Soricidae	Sorex		cinereus		specificEpithet			Cinereus Shrew				
NCSM	NCSM Mammals Collection	North Carolina Museum of Natural Sciences Mammals Collection	Ben Norton	http://ipt.vertnet.org:8080/ipt/archive.do?r=ncsm_mammals	ben.norton@naturalsciences.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=ncsm_mammals	http://creativecommons.org/publicdomain/zero/1.0	ea9f5b0b-ad97-45ea-935a-ba2784c80cbb	69e7f900-ed5b-11dd-ac7e-b8a03c50a862		CC0	no migrator	MaNIS,VertNet	United States	North Carolina Museum of Natural Sciences	North Carolina	Fri Aug 22 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_mammals	22FE9A27-87EF-430C-BE2D-DB4291DC761A									10	North America			United States	US	Yancey		30																MAMM-10																																		Busick													8		22FE9A27-87EF-430C-BE2D-DB4291DC761A	Source: MRS Formerly Order Insectivora - Wilson and Reeder 2005															female		North Carolina												1962	Physical Object	2015-01-08	EN		North Carolina Museum of Natural Sciences		NCSM 10 - North Carolina Museum of Natural Sciences Mammals Collection	http://collections.naturalsciences.org/specimenMammals.aspx?ID=10	NCSM		NCSM-MammalsDWC	NCSM	NCSM-Mammals	NCSM Mammals Collection	NCSM	PreservedSpecimen												Sorex cinereus								Animalia	Chordata	Mammalia	Soricomorpha	Soricidae	Sorex		cinereus		specificEpithet			Cinereus Shrew				
