YPM	Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum		Larry Gall	http://ipt.peabody.yale.edu/ipt/archive.do?r=ipt_vz_mam	lawrence.gall@yale.edu	http://ipt.peabody.yale.edu/ipt/eml.do?r=ipt_vz_mam		854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862			no migrator	MaNIS,VertNet	United States	Yale Peabody Museum	Connecticut	Wed Dec 24 00:00:00 UTC 2014	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	urn:uuid:00057986-12ea-41c8-970c-836a1c61ab22									YPM MAM 013176																																																1																									urn:uuid:00057986-12ea-41c8-970c-836a1c61ab22	Catalogued Summer 2008, as specimens were packed for move to West Campus. No additional data available at time of cataloguing.								skeleton (skull only) (skull w/ mandibles)																						PhysicalObject	2010-03-29T14:27:48.000Z	eng		Yale Peabody Museum of Natural History	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Ondatra zibethicus (YPM MAM 013176)					YPM	VZ		YPM	PreservedSpecimen												Ondatra zibethicus							Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Anagalida-Simplicidentata; Rodentia; Myomorpha; Myodonta; Cricetidae; Arvicolinae	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Ondatra		zibethicus		Species		(Linnaeus, 1766)	Muskrat	ICZN			
YPM	Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum		Larry Gall	http://ipt.peabody.yale.edu/ipt/archive.do?r=ipt_vz_mam	lawrence.gall@yale.edu	http://ipt.peabody.yale.edu/ipt/eml.do?r=ipt_vz_mam		854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862			no migrator	MaNIS,VertNet	United States	Yale Peabody Museum	Connecticut	Wed Dec 24 00:00:00 UTC 2014	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	urn:uuid:000ef325-b144-4ee5-9c60-30fffce63fb5									YPM MAM 003105	Africa			Kenya				12	-3.6167	39.8333									1965-04-12					A-2															Africa; Kenya; Coast Province; Kilifi									1										Sokoke Forest													4	Kilifi	urn:uuid:000ef325-b144-4ee5-9c60-30fffce63fb5									skin, round (); skeleton (skull only) ()		A. Williams					female		Coast Province												1965	PhysicalObject	2009-06-16T13:22:03.000Z	eng		Yale Peabody Museum of Natural History	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Galago senegalensis (YPM MAM 003105)					YPM	VZ		YPM	PreservedSpecimen												Galago senegalensis							Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Archonta; Primates; Galagidae	Animalia	Chordata	Mammalia	Primates	Galagidae	Galago		senegalensis		Species		Geoffroy, 1796	Northern Lesser Galago	ICZN			
YPM	Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum		Larry Gall	http://ipt.peabody.yale.edu/ipt/archive.do?r=ipt_vz_mam	lawrence.gall@yale.edu	http://ipt.peabody.yale.edu/ipt/eml.do?r=ipt_vz_mam		854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862			no migrator	MaNIS,VertNet	United States	Yale Peabody Museum	Connecticut	Wed Dec 24 00:00:00 UTC 2014	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	urn:uuid:000f305d-efe0-4546-84c1-135ab38f78da									YPM MAM 003327	Africa			Kenya				22	-0.2333	36.8167									1965-01-22					Q-708															Africa; Kenya; Central Province; Aberdare Mountains									1										10 miles nw of Mweiga								2134				2134	1	Aberdare Mountains	urn:uuid:000f305d-efe0-4546-84c1-135ab38f78da									skin, round (); skeleton (skull only) ()		R. G. Bauer					female		Central Province					7000-7000 ft							1965	PhysicalObject	2012-09-17T14:19:11.000Z	eng		Yale Peabody Museum of Natural History	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Otomys (YPM MAM 003327)					YPM	VZ		YPM	PreservedSpecimen												Otomys							Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Anagalida-Simplicidentata; Rodentia; Myomorpha; Myodonta; Muridae; Murinae	Animalia	Chordata	Mammalia	Rodentia	Muridae	Otomys				Genus		Cuvier, 1824	vlei rats	ICZN			
YPM	Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum		Larry Gall	http://ipt.peabody.yale.edu/ipt/archive.do?r=ipt_vz_mam	lawrence.gall@yale.edu	http://ipt.peabody.yale.edu/ipt/eml.do?r=ipt_vz_mam		854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862			no migrator	MaNIS,VertNet	United States	Yale Peabody Museum	Connecticut	Wed Dec 24 00:00:00 UTC 2014	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	urn:uuid:0011e42c-c944-4cd8-ace7-19dfb350e189									YPM MAM 004918	North America			USA		Newport County		4	41.4708	-71.3764									1992-05-04																				North America; USA; Rhode Island; Newport County; Conanicut Island									1										North Reservoir													5	Conanicut Island	urn:uuid:0011e42c-c944-4cd8-ace7-19dfb350e189									skin, round ()		J. D. Lazell					female		Rhode Island												1992	PhysicalObject	2012-01-12T11:08:11.000Z	eng		Yale Peabody Museum of Natural History	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Ondatra zibethicus (YPM MAM 004918)					YPM	VZ		YPM	PreservedSpecimen												Ondatra zibethicus							Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Anagalida-Simplicidentata; Rodentia; Myomorpha; Myodonta; Cricetidae; Arvicolinae	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Ondatra		zibethicus		Species		(Linnaeus, 1766)	Muskrat	ICZN			
YPM	Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum		Larry Gall	http://ipt.peabody.yale.edu/ipt/archive.do?r=ipt_vz_mam	lawrence.gall@yale.edu	http://ipt.peabody.yale.edu/ipt/eml.do?r=ipt_vz_mam		854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862			no migrator	MaNIS,VertNet	United States	Yale Peabody Museum	Connecticut	Wed Dec 24 00:00:00 UTC 2014	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	urn:uuid:001620c5-7129-4f43-9ed4-98781885c016									YPM MAM 007901																																																1																									urn:uuid:001620c5-7129-4f43-9ed4-98781885c016									skeleton (skull only) (skull and mandible)																						PhysicalObject	2011-01-25T11:02:41.000Z	eng		Yale Peabody Museum of Natural History	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Pan troglodytes (YPM MAM 007901)					YPM	VZ		YPM	PreservedSpecimen												Pan troglodytes							Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Archonta; Primates; Euprimates; Haplorhini-Anthropoidea; Hominidae; Homininae	Animalia	Chordata	Mammalia	Primates	Hominidae	Pan		troglodytes		Species		(Blumenbach, 1775)	Common Chimpanzee	ICZN			
YPM	Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum		Larry Gall	http://ipt.peabody.yale.edu/ipt/archive.do?r=ipt_vz_mam	lawrence.gall@yale.edu	http://ipt.peabody.yale.edu/ipt/eml.do?r=ipt_vz_mam		854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862			no migrator	MaNIS,VertNet	United States	Yale Peabody Museum	Connecticut	Wed Dec 24 00:00:00 UTC 2014	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	urn:uuid:00219d39-c212-4b53-92e6-6c450a1e88f5									YPM MAM 006979	North America			USA		San Francisco County			37.7667	-122.4167																													North America; USA; California; San Francisco County; San Francisco									1										San Francisco Market														San Francisco	urn:uuid:00219d39-c212-4b53-92e6-6c450a1e88f5									skeleton (skull only) ()		E. F. Lorquin							California													PhysicalObject	2010-05-14T15:28:18.000Z	eng		Yale Peabody Museum of Natural History	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Urocyon cinereoargenteus townsendi (YPM MAM 006979)					YPM	VZ		YPM	PreservedSpecimen												Urocyon cinereoargenteus townsendi							Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Ferae; Carnivora; Caniformia; Cynoidea; Canidae; Caninae	Animalia	Chordata	Mammalia	Carnivora	Canidae	Urocyon		cinereoargenteus	townsendi	Subspecies		Merriam, 1899		ICZN			
YPM	Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum		Larry Gall	http://ipt.peabody.yale.edu/ipt/archive.do?r=ipt_vz_mam	lawrence.gall@yale.edu	http://ipt.peabody.yale.edu/ipt/eml.do?r=ipt_vz_mam		854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862			no migrator	MaNIS,VertNet	United States	Yale Peabody Museum	Connecticut	Wed Dec 24 00:00:00 UTC 2014	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	urn:uuid:00270bb5-bb3f-4a7a-910f-e29ac7897a92									YPM MAM 009468							2008																																								M. A. Turner	1																									urn:uuid:00270bb5-bb3f-4a7a-910f-e29ac7897a92	limb - Audit notes by PFW: Left hindlimb, cleaned and disarticulated 11/96 by FCS. Individual was not adult, since most epiphyses are not fused to diaphyses. Bones in good condition, although there are some longitudinal cracks in longbones. There is some								skeleton (incomplete) ()																						PhysicalObject	2013-05-08T11:21:23.000Z	eng		Yale Peabody Museum of Natural History	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Mammalia (YPM MAM 009468)					YPM	VZ		YPM	PreservedSpecimen												Mammalia							Animalia; Chordata; Vertebrata; Amniota; Mammalia	Animalia	Chordata	Mammalia							Class		Linnaeus, 1758	mammals	ICZN			
YPM	Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum		Larry Gall	http://ipt.peabody.yale.edu/ipt/archive.do?r=ipt_vz_mam	lawrence.gall@yale.edu	http://ipt.peabody.yale.edu/ipt/eml.do?r=ipt_vz_mam		854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862			no migrator	MaNIS,VertNet	United States	Yale Peabody Museum	Connecticut	Wed Dec 24 00:00:00 UTC 2014	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	urn:uuid:002727c1-4933-4332-a309-eaefeb17084e									YPM MAM 010461	Africa																																						Africa									1																									urn:uuid:002727c1-4933-4332-a309-eaefeb17084e	tooth								skeleton (incomplete) ()																						PhysicalObject	2007-04-22T13:28:48.000Z	eng		Yale Peabody Museum of Natural History	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Loxodonta africana (YPM MAM 010461)					YPM	VZ		YPM	PreservedSpecimen												Loxodonta africana							Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Ungulata-Altungulata-Uranotheria-Tethytheria; Proboscidea; Behemota-Proboscidea; Elephantidae	Animalia	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta		africana		Species		(Blumenbach, 1797)	African Elephant	ICZN			
YPM	Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum		Larry Gall	http://ipt.peabody.yale.edu/ipt/archive.do?r=ipt_vz_mam	lawrence.gall@yale.edu	http://ipt.peabody.yale.edu/ipt/eml.do?r=ipt_vz_mam		854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862			no migrator	MaNIS,VertNet	United States	Yale Peabody Museum	Connecticut	Wed Dec 24 00:00:00 UTC 2014	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	urn:uuid:002c30cd-8580-4905-96a9-41402f49a429									YPM MAM 007337																																																1																									urn:uuid:002c30cd-8580-4905-96a9-41402f49a429									skeleton ()		G. B. Grinnell					female															PhysicalObject	2010-02-22T10:39:54.000Z	eng		Yale Peabody Museum of Natural History	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Bos taurus (YPM MAM 007337)					YPM	VZ		YPM	PreservedSpecimen												Bos taurus							Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Ungulata-Eparctocyona; Artiodactyla; Ruminantia; Bovidae; Bovinae	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Bos		taurus		Species		Linnaeus, 1758	Cattle	ICZN			
YPM	Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum		Larry Gall	http://ipt.peabody.yale.edu/ipt/archive.do?r=ipt_vz_mam	lawrence.gall@yale.edu	http://ipt.peabody.yale.edu/ipt/eml.do?r=ipt_vz_mam		854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862			no migrator	MaNIS,VertNet	United States	Yale Peabody Museum	Connecticut	Wed Dec 24 00:00:00 UTC 2014	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	urn:uuid:002e4d3e-5196-4c04-8c21-7c391f164e5c									YPM MAM 006895																																																1																									urn:uuid:002e4d3e-5196-4c04-8c21-7c391f164e5c									skeleton ()																						PhysicalObject	2007-04-22T13:27:39.000Z	eng		Yale Peabody Museum of Natural History	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Perodicticus potto (YPM MAM 006895)					YPM	VZ		YPM	PreservedSpecimen												Perodicticus potto							Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Archonta; Primates; Euprimates; Strepsirrhini; Lorisidae	Animalia	Chordata	Mammalia	Primates	Lorisidae	Perodicticus		potto		Species		(Muller, 1766)	Potto	ICZN			
YPM	Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum		Larry Gall	http://ipt.peabody.yale.edu/ipt/archive.do?r=ipt_vz_mam	lawrence.gall@yale.edu	http://ipt.peabody.yale.edu/ipt/eml.do?r=ipt_vz_mam		854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862			no migrator	MaNIS,VertNet	United States	Yale Peabody Museum	Connecticut	Wed Dec 24 00:00:00 UTC 2014	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	urn:uuid:003147b6-61ee-482c-b708-6f6378788757	http://deliver.odai.yale.edu/content/repository/YPM/id/126207/format/3								YPM MAM 009117	Asia			India			2008																																Asia; India								M. A. Turner	1										Chekia															urn:uuid:003147b6-61ee-482c-b708-6f6378788757									antler (piece of skull with antlers)																						PhysicalObject	2014-07-16T16:36:57.000Z	eng		Yale Peabody Museum of Natural History	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Cervidae (YPM MAM 009117)					YPM	VZ		YPM	PreservedSpecimen			"{ ""mm_repository_id"": ""126207"" }"									Cervidae							Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Ungulata-Eparctocyona; Artiodactyla; Ruminantia; Cervoidea; Cervidae	Animalia	Chordata	Mammalia	Artiodactyla	Cervidae					Family		Gray, 1821	caribou	ICZN			
YPM	Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum		Larry Gall	http://ipt.peabody.yale.edu/ipt/archive.do?r=ipt_vz_mam	lawrence.gall@yale.edu	http://ipt.peabody.yale.edu/ipt/eml.do?r=ipt_vz_mam		854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862			no migrator	MaNIS,VertNet	United States	Yale Peabody Museum	Connecticut	Wed Dec 24 00:00:00 UTC 2014	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	urn:uuid:0035cf36-adca-4dca-a514-2d9e4c9d89f5									YPM MAM 000253	South America			Ecuador				18	-2.2333	-78.4167									1936-07-18					B-5															South America; Ecuador; Tungurahua Province; Banos									1										Rio Pastaza, cave on Rio Pastaza								1800				1800	7	Banos	urn:uuid:0035cf36-adca-4dca-a514-2d9e4c9d89f5									skin, round (); skeleton (skull only) ()		W. Clarke-MacIntyre					male		Tungurahua Province					1800-1800 m							1936	PhysicalObject	2009-06-16T13:19:02.000Z	eng		Yale Peabody Museum of Natural History	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Desmodus rotundus murinus (YPM MAM 000253)					YPM	VZ		YPM	PreservedSpecimen												Desmodus rotundus murinus							Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Archonta; Chiroptera; Phyllostomidae; Desmodontinae	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Desmodus		rotundus	murinus	Subspecies		Wagner, 1840		ICZN			
YPM	Vertebrate Zoology Division - Mammalogy, Yale Peabody Museum		Larry Gall	http://ipt.peabody.yale.edu/ipt/archive.do?r=ipt_vz_mam	lawrence.gall@yale.edu	http://ipt.peabody.yale.edu/ipt/eml.do?r=ipt_vz_mam		854f602e-f762-11e1-a439-00145eb45e9a	2e167bb0-4441-11db-9ba2-b8a03c50a862			no migrator	MaNIS,VertNet	United States	Yale Peabody Museum	Connecticut	Wed Dec 24 00:00:00 UTC 2014	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_mam	urn:uuid:0036b9aa-58cd-4291-8889-5984c414a1e1									YPM MAM 010004	Asia			Indonesia					-3.9167	136.1667									1959																				Asia; Indonesia; Papua; Kamu Valley									1																								Kamu Valley	urn:uuid:0036b9aa-58cd-4291-8889-5984c414a1e1									skeleton (skull only) ()		L. J. Pospisil							Papua												1959	PhysicalObject	2009-10-21T14:28:43.000Z	eng		Yale Peabody Museum of Natural History	Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj	Phalanger (YPM MAM 010004)					YPM	VZ		YPM	PreservedSpecimen												Phalanger							Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Marsupialia-Australidelphia; Eometatheria-Syndactyli; Diprotodontia; Phalangeroidea; Phalangeridae	Animalia	Chordata	Mammalia	Diprotodontia	Phalangeridae	Phalanger				Genus		Storr, 1780	cuscuses	ICZN			
