SAMA	South Australian Museum Australia provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=sama_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=sama_all	http://creativecommons.org/licenses/by/3.0/au/	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	South Australian Museum	South Australia	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr346	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=sama_all	e8a25d18-04b2-41ae-88ca-6a31a8da608b									R10257O	Oceania			Papua New Guinea	PG			13	-9.083	143.166							318	native	1968-11-13	urn:emu.samuseum.sa.gov.au:Event:74830									not recorded (forced WGS84)							requires verification			| Png/Ng |  |  |  |  |  |																																11		e8a25d18-04b2-41ae-88ca-6a31a8da608b	Remarks: 1 TRANS TO R17784	present									F PARKER						318									Png/Ng				1968	PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/sama/herpetology?id=r10257o				SAMA	Herpetology			PreservedSpecimen												Carlia fusca							|  |  |  | Scincidae | Carlia	Animalia	Chordata	Reptilia	Squamata	Scincidae	Carlia		fusca		species				ICZN			
SAMA	South Australian Museum Australia provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=sama_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=sama_all	http://creativecommons.org/licenses/by/3.0/au/	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	South Australian Museum	South Australia	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr346	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=sama_all	0013bf09-86aa-4a9e-9f62-2e3568cd5b38									R10257P	Oceania			Papua New Guinea	PG			13	-9.083	143.166							318	native	1968-11-13	urn:emu.samuseum.sa.gov.au:Event:74830									not recorded (forced WGS84)							requires verification			| Png/Ng |  |  |  |  |  |																																11		0013bf09-86aa-4a9e-9f62-2e3568cd5b38	Remarks: 1 TRANS TO R17784	present									F PARKER						318									Png/Ng				1968	PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/sama/herpetology?id=r10257p				SAMA	Herpetology			PreservedSpecimen												Carlia fusca							|  |  |  | Scincidae | Carlia	Animalia	Chordata	Reptilia	Squamata	Scincidae	Carlia		fusca		species				ICZN			
SAMA	South Australian Museum Australia provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=sama_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=sama_all	http://creativecommons.org/licenses/by/3.0/au/	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	South Australian Museum	South Australia	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr346	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=sama_all	6f1e8c81-31fc-40ac-ba0b-d47af3286f7a									R10257Q								13	-9.083	143.166							318	native	1968-11-13	urn:emu.samuseum.sa.gov.au:Event:74828									not recorded (forced WGS84)							requires verification																																			11		6f1e8c81-31fc-40ac-ba0b-d47af3286f7a	Remarks: 1 TRANS TO R17784	present									F PARKER						318													1968	PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/sama/herpetology?id=r10257q				SAMA	Herpetology			PreservedSpecimen												Carlia fusca							|  |  |  | Scincidae | Carlia	Animalia	Chordata	Reptilia	Squamata	Scincidae	Carlia		fusca		species				ICZN			
SAMA	South Australian Museum Australia provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=sama_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=sama_all	http://creativecommons.org/licenses/by/3.0/au/	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	South Australian Museum	South Australia	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr346	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=sama_all	f2f60910-4342-42c0-901f-b66ff2b7ab1f									R10257R	Oceania			Papua New Guinea	PG			13	-9.083	143.166							318	native	1968-11-13	urn:emu.samuseum.sa.gov.au:Event:74830									not recorded (forced WGS84)							requires verification			| Png/Ng |  |  |  |  |  |																																11		f2f60910-4342-42c0-901f-b66ff2b7ab1f	Remarks: 1 TRANS TO R17784	present									F PARKER						318									Png/Ng				1968	PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/sama/herpetology?id=r10257r				SAMA	Herpetology			PreservedSpecimen												Carlia fusca							|  |  |  | Scincidae | Carlia	Animalia	Chordata	Reptilia	Squamata	Scincidae	Carlia		fusca		species				ICZN			
SAMA	South Australian Museum Australia provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=sama_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=sama_all	http://creativecommons.org/licenses/by/3.0/au/	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	South Australian Museum	South Australia	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr346	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=sama_all	ba121fd7-cb43-46a7-9175-05a99deedbaf									65855																		native																																																							ba121fd7-cb43-46a7-9175-05a99deedbaf		present																													PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/sama/herpetology?id=65855				SAMA	Herpetology			PreservedSpecimen																			|  |  |  |  |																	
SAMA	South Australian Museum Australia provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=sama_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=sama_all	http://creativecommons.org/licenses/by/3.0/au/	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	South Australian Museum	South Australia	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr346	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=sama_all	14092110-a7e8-4b06-aa8e-be93fdd87f0a									NULL65855																		native																																																							14092110-a7e8-4b06-aa8e-be93fdd87f0a		present																													PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/sama/herpetology?id=null65855				SAMA	Herpetology			PreservedSpecimen																			|  |  |  |  |																	
SAMA	South Australian Museum Australia provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=sama_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=sama_all	http://creativecommons.org/licenses/by/3.0/au/	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	South Australian Museum	South Australia	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr346	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=sama_all	c373a25e-d914-4fdf-b533-d201d75ebe80									R1	Australasia	0.001		Australia	AU				-34.333	147.666								native		urn:emu.samuseum.sa.gov.au:Event:75696									not recorded (forced WGS84)							requires verification			| Australia | NSW |  |  |  |  |								MISS KRISMANN																										c373a25e-d914-4fdf-b533-d201d75ebe80	Valid Record: Yes	present									MISS KRISMANN							New South Wales								Australia | NSW					PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/sama/herpetology?id=r1				SAMA	Herpetology			PreservedSpecimen												Underwoodisaurus milii							|  |  |  | Carphodactylidae | Underwoodisaurus	Animalia	Chordata	Reptilia	Squamata	Carphodactylidae	Underwoodisaurus		milii		species				ICZN			
SAMA	South Australian Museum Australia provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=sama_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=sama_all	http://creativecommons.org/licenses/by/3.0/au/	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	South Australian Museum	South Australia	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr346	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=sama_all	ecdb6260-fa0e-4378-860d-4c67623a2435									R10	Australasia			Australia	AU													native		urn:emu.samuseum.sa.gov.au:Event:78022																			| Australia | SA |  |  |  |  |																																		ecdb6260-fa0e-4378-860d-4c67623a2435	Valid Record: No	present									MISS KRISMANN							South Australia								Australia | SA					PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/sama/herpetology?id=r10				SAMA	Herpetology			PreservedSpecimen												Ramphotyphlops bituberculatus							|  |  |  | Typhlopidae | Ramphotyphlops	Animalia	Chordata	Reptilia	Squamata	Typhlopidae	Ramphotyphlops		bituberculatus		species				ICZN			
SAMA	South Australian Museum Australia provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=sama_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=sama_all	http://creativecommons.org/licenses/by/3.0/au/	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	South Australian Museum	South Australia	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr346	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=sama_all	67ff715a-62de-4b64-b852-bf42cabf380e									R100																		native																																																							67ff715a-62de-4b64-b852-bf42cabf380e	Remarks: LEFT RAMUS OF LOWER JAW	present									W T BEDNALL																				PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/sama/herpetology?id=r100				SAMA	Herpetology			PreservedSpecimen																			|  |  |  | Unknown family | Unknown genus																	
SAMA	South Australian Museum Australia provider for OZCAM		OZCAM Webmaster	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=sama_all	OZCAM.CHAFC@gmail.com	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=sama_all	http://creativecommons.org/licenses/by/3.0/au/	fa375330-6c8a-11de-8226-b8a03c50a862	4d0539cd-a2e0-4a2c-8b7d-ec6718eef764		CC BY	2015-01-05	MaNIS,ORNIS,HerpNET,VertNet,Paleo,OZCAM	Australia	South Australian Museum	South Australia	Tue Jan 06 00:00:00 UTC 2015	http://collections.ala.org.au/public/show/dr346	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=sama_all	47e7d94a-c859-410e-92db-c01cfef6b055									R1000	Australasia			Australia	AU													native		urn:emu.samuseum.sa.gov.au:Event:76896																			| Australia | SA |  |  |  |  |																																		47e7d94a-c859-410e-92db-c01cfef6b055	Valid Record: Yes	present									H HALE							South Australia								Australia | SA					PhysicalObject	2015-01-06	en					http://portal.vertnet.org/o/sama/herpetology?id=r1000				SAMA	Herpetology			PreservedSpecimen												Amphibolurus nobbi coggeri							|  |  |  | Agamidae | Amphibolurus	Animalia	Chordata	Reptilia	Squamata	Agamidae	Amphibolurus		nobbi	coggeri	subspecies				ICZN			
