KU	KUBI Ornithology Collection	University of Kansas Bird Collection	Mark Robbins	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ornithology	mrobbins@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ornithology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	e635240a-3cb1-4d26-ab87-57d8c7afdfdb	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	ORNIS,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	KU:Birds:13333									13333				USA		Nantucket		4																															USA;Massachusetts;Nantucket									1																							1		KU:Birds:13333									skeleton		KELLOGG, R.	15				female		Massachusetts						04 January 1922						1922	PhysicalObject	2008-09-03 0:00:00	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute Ornithology Collection		http://grbio.org/cool/iakn-125z	http://grbio.org/cool/v9yz-imvc		KU	Birds	KUBI Ornithology Collection		PreservedSpecimen												Bucephala clangula							Animalia Chordata Aves Anseriformes Anatidae	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala		clangula						ICZN			
KU	KUBI Ornithology Collection	University of Kansas Bird Collection	Mark Robbins	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ornithology	mrobbins@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ornithology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	e635240a-3cb1-4d26-ab87-57d8c7afdfdb	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	ORNIS,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	KU:Birds:21172									21172				USA		Douglas		15																															USA;Kansas;Douglas									1										Kanasa River E. of Lawrence													12		KU:Birds:21172	skull only								skeleton		Saunders, J. R.					unknown		Kansas						15 December 1934						1934	PhysicalObject	2008-09-03 0:00:00	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute Ornithology Collection		http://grbio.org/cool/iakn-125z	http://grbio.org/cool/v9yz-imvc		KU	Birds	KUBI Ornithology Collection		PreservedSpecimen												Bucephala clangula							Animalia Chordata Aves Anseriformes Anatidae	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala		clangula						ICZN			
KU	KUBI Ornithology Collection	University of Kansas Bird Collection	Mark Robbins	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ornithology	mrobbins@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ornithology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	e635240a-3cb1-4d26-ab87-57d8c7afdfdb	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	ORNIS,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	KU:Birds:21245									21245				USA		Tompkins		3																															USA;New York;Tompkins									1										Taughannock State Park													3		KU:Birds:21245	Partially eaten by Peregrine Falcon								skeleton		Palmer, L.					female		New York						03 March 1934						1934	PhysicalObject	2008-09-03 0:00:00	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute Ornithology Collection		http://grbio.org/cool/iakn-125z	http://grbio.org/cool/v9yz-imvc		KU	Birds	KUBI Ornithology Collection		PreservedSpecimen												Bucephala clangula							Animalia Chordata Aves Anseriformes Anatidae	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala		clangula						ICZN			
KU	KUBI Ornithology Collection	University of Kansas Bird Collection	Mark Robbins	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ornithology	mrobbins@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ornithology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	e635240a-3cb1-4d26-ab87-57d8c7afdfdb	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	ORNIS,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	KU:Birds:21246									21246				USA		Tompkins		9																															USA;New York;Tompkins									1																							4		KU:Birds:21246	PROBABLY FEMALE								skeleton		Allen, A. A.					unknown		New York						09 April 1934						1934	PhysicalObject	2008-09-03 0:00:00	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute Ornithology Collection		http://grbio.org/cool/iakn-125z	http://grbio.org/cool/v9yz-imvc		KU	Birds	KUBI Ornithology Collection		PreservedSpecimen												Bucephala clangula							Animalia Chordata Aves Anseriformes Anatidae	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala		clangula						ICZN			
KU	KUBI Ornithology Collection	University of Kansas Bird Collection	Mark Robbins	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ornithology	mrobbins@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ornithology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	e635240a-3cb1-4d26-ab87-57d8c7afdfdb	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	ORNIS,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	KU:Birds:23103									23103				USA		Logan		31																															USA;Colorado;Logan									1																							10		KU:Birds:23103									skeleton		Poley, F. F.					male?		Colorado						31 October 1937						1937	PhysicalObject	2008-09-03 0:00:00	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute Ornithology Collection		http://grbio.org/cool/iakn-125z	http://grbio.org/cool/v9yz-imvc		KU	Birds	KUBI Ornithology Collection		PreservedSpecimen												Bucephala clangula							Animalia Chordata Aves Anseriformes Anatidae	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala		clangula						ICZN			
KU	KUBI Ornithology Collection	University of Kansas Bird Collection	Mark Robbins	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ornithology	mrobbins@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ornithology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	e635240a-3cb1-4d26-ab87-57d8c7afdfdb	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	ORNIS,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	KU:Birds:23104									23104				USA		Sierra		5																															USA;New Mexico;Sierra									1										Elephant Butte Lake													3		KU:Birds:23104									skeleton		Boyd, H. W.					male?		New Mexico						05 March 1938						1938	PhysicalObject	2008-09-03 0:00:00	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute Ornithology Collection		http://grbio.org/cool/iakn-125z	http://grbio.org/cool/v9yz-imvc		KU	Birds	KUBI Ornithology Collection		PreservedSpecimen												Bucephala clangula							Animalia Chordata Aves Anseriformes Anatidae	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala		clangula						ICZN			
KU	KUBI Ornithology Collection	University of Kansas Bird Collection	Mark Robbins	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ornithology	mrobbins@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ornithology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	e635240a-3cb1-4d26-ab87-57d8c7afdfdb	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	ORNIS,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	KU:Birds:33006									33006			2793	USA		Dorchester		26	38.2286065	-76.002903																			WGS84				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices		BioGeomancer	requires verification			USA;Maryland;Dorchester									1										Fishing Bay													12		KU:Birds:33006	missing one coracoid								skeleton		WOOLFENDEN, G.  E.	416				male?		Maryland			decimal degrees			26 December 1954						1954	PhysicalObject	2008-09-03 0:00:00	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute Ornithology Collection		http://grbio.org/cool/iakn-125z	http://grbio.org/cool/v9yz-imvc		KU	Birds	KUBI Ornithology Collection		PreservedSpecimen												Bucephala clangula							Animalia Chordata Aves Anseriformes Anatidae	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala		clangula						ICZN			
KU	KUBI Ornithology Collection	University of Kansas Bird Collection	Mark Robbins	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ornithology	mrobbins@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ornithology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	e635240a-3cb1-4d26-ab87-57d8c7afdfdb	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	ORNIS,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	KU:Birds:85706									85706			26597	USA		Douglas		15	38.9041998	-95.2798841																			WGS84				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices	Lake View Lake	BioGeomancer	requires verification			USA;Kansas;Douglas									1										Lakeview Township On John Mcgrew's Farm													12		KU:Birds:85706	MALE BY PLUMAGE								skeleton		CHANDLER, ROBERT M.	767				unknown		Kansas			decimal degrees			15 December 1989						1989	PhysicalObject	2008-09-03 0:00:00	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute Ornithology Collection		http://grbio.org/cool/iakn-125z	http://grbio.org/cool/v9yz-imvc		KU	Birds	KUBI Ornithology Collection		PreservedSpecimen												Bucephala clangula							Animalia Chordata Aves Anseriformes Anatidae	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala		clangula						ICZN			
KU	KUBI Ornithology Collection	University of Kansas Bird Collection	Mark Robbins	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ornithology	mrobbins@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ornithology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	e635240a-3cb1-4d26-ab87-57d8c7afdfdb	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	ORNIS,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	KU:Birds:3599									3599			26597	USA		Douglas		19	38.9041998	-95.2798841																			WGS84				MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices		BioGeomancer	requires verification			USA;Kansas;Douglas									1																							3		KU:Birds:3599									skin		KIMBELL, J.S.					female		Kansas			decimal degrees			19 March 1901						1901	PhysicalObject	2008-09-03 0:00:00	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute Ornithology Collection		http://grbio.org/cool/iakn-125z	http://grbio.org/cool/v9yz-imvc		KU	Birds	KUBI Ornithology Collection		PreservedSpecimen												Bucephala clangula americana							Animalia Chordata Aves Anseriformes Anatidae	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala		clangula	americana	subspecies				ICZN			
KU	KUBI Ornithology Collection	University of Kansas Bird Collection	Mark Robbins	http://ipt.nhm.ku.edu/ipt/archive.do?r=kubi_ornithology	mrobbins@ku.edu	http://ipt.nhm.ku.edu/ipt/eml.do?r=kubi_ornithology	http://creativecommons.org/licenses/by/4.0/deed.en_US and http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	e635240a-3cb1-4d26-ab87-57d8c7afdfdb	b554c320-0560-11d8-b851-b8a03c50a862		CC BY	no migrator	ORNIS,VertNet	United States	KU Biodiversity Institute	Kansas	Wed Dec 17 00:00:00 UTC 2014	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_ornithology	KU:Birds:88623									88623				captive																																			captive;;									1																									KU:Birds:88623	Captive; Tissue number 421								skin, skeleton, syrinx			KSB 86																			PhysicalObject	2008-09-03 0:00:00	en			http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute Ornithology Collection		http://grbio.org/cool/iakn-125z	http://grbio.org/cool/v9yz-imvc		KU	Birds	KUBI Ornithology Collection		PreservedSpecimen			gonads: ovary 22 x 18 mm, ova 2 mm; bursa: no									Caloenas nicobarica							Animalia Chordata Aves Columbiformes Columbidae	Animalia	Chordata	Aves	Columbiformes	Columbidae	Caloenas		nicobarica						ICZN			
