NMMNH	NMMNH Mammal	New Mexico Museum of Natural History and Science	Patricia Gegick	http://ipt.vertnet.org:8080/ipt/archive.do?r=nmmnh_mammals	patricia.gegick@state.nm.us	http://ipt.vertnet.org:8080/ipt/eml.do?r=nmmnh_mammals	http://creativecommons.org/publicdomain/zero/1.0	4e50e3a6-8d31-44bc-ad3d-de6311ad0943	ac1a4340-812c-11de-86fe-b8a03c50a862		CC0	2015-04-08	MaNIS,VertNet	United States	New Mexico Museum of Natural History and Science	New Mexico	Tue Aug 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	urn:catalog:NMMNH:Mammals:249									249	North America			United States	US	Lander		7			in collection						188	native	1987-07-07																				NA | USA | Nevada | Lander Co. |  |  |  |																			3 mi. E Austin													7		urn:catalog:NMMNH:Mammals:249		present							skeleton | skin | tissue		Hafner, D.J.; Hafner, D.J.	DJH 2726				female	188	Nevada						07 Jul 1987		NA | USA | Nevada | Lander Co. | 3 mi. E Austin				1987	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nmmnh/mammals?id=249	urn:lsid:biocol.org:col:34906	urn:lsid:biocol.org:col:34907		NMMNH	Mammals			PreservedSpecimen			"{""measurements"":""249-61-41-14=210 g"" }"									Spermophilus beldingi							Rodentia | Sciuridae | Spermophilus	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Spermophilus		beldingi		species				ICZN			
NMMNH	NMMNH Mammal	New Mexico Museum of Natural History and Science	Patricia Gegick	http://ipt.vertnet.org:8080/ipt/archive.do?r=nmmnh_mammals	patricia.gegick@state.nm.us	http://ipt.vertnet.org:8080/ipt/eml.do?r=nmmnh_mammals	http://creativecommons.org/publicdomain/zero/1.0	4e50e3a6-8d31-44bc-ad3d-de6311ad0943	ac1a4340-812c-11de-86fe-b8a03c50a862		CC0	2015-04-08	MaNIS,VertNet	United States	New Mexico Museum of Natural History and Science	New Mexico	Tue Aug 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	urn:catalog:NMMNH:Mammals:250									250	North America			United States	US	Nye		8	38.772	116.937	in collection						189	native	1987-07-08										not recorded (forced WGS84)							requires verification			NA | USA | Nevada | Nye Co. |  |  |  |																			E slope Mt. Jefferson, 5 mi. N, 8 mi. E Round Mountain													7		urn:catalog:NMMNH:Mammals:250		present							chromosomes | ectoparasite | skeleton | skin | tissue		Hafner, D.J.; Hafner, D.J.	DJH 2727				female	189	Nevada						08 Jul 1987		NA | USA | Nevada | Nye Co. | E slope Mt. Jefferson, 5 mi. N, 8 mi. E Round Mountain				1987	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nmmnh/mammals?id=250	urn:lsid:biocol.org:col:34906	urn:lsid:biocol.org:col:34907		NMMNH	Mammals			PreservedSpecimen			"{""measurements"":""165-x-29-24=128 g"" }"									Ochotona princeps							Lagomorpha | Ochotonidae | Ochotona	Animalia	Chordata	Mammalia	Lagomorpha	Ochotonidae	Ochotona		princeps		species				ICZN			
NMMNH	NMMNH Mammal	New Mexico Museum of Natural History and Science	Patricia Gegick	http://ipt.vertnet.org:8080/ipt/archive.do?r=nmmnh_mammals	patricia.gegick@state.nm.us	http://ipt.vertnet.org:8080/ipt/eml.do?r=nmmnh_mammals	http://creativecommons.org/publicdomain/zero/1.0	4e50e3a6-8d31-44bc-ad3d-de6311ad0943	ac1a4340-812c-11de-86fe-b8a03c50a862		CC0	2015-04-08	MaNIS,VertNet	United States	New Mexico Museum of Natural History and Science	New Mexico	Tue Aug 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	urn:catalog:NMMNH:Mammals:251									251	North America			United States	US	Nye		8	38.772	116.937	in collection						189	native	1987-07-08										not recorded (forced WGS84)							requires verification			NA | USA | Nevada | Nye Co. |  |  |  |																			E slope Mt. Jefferson, 5 mi. N, 8 mi. E Round Mountain													7		urn:catalog:NMMNH:Mammals:251		present							chromosomes | ectoparasite | skeleton | skin | tissue		Sullivan, R.M.	RMS 1812				female	189	Nevada						08 Jul 1987		NA | USA | Nevada | Nye Co. | E slope Mt. Jefferson, 5 mi. N, 8 mi. E Round Mountain				1987	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nmmnh/mammals?id=251	urn:lsid:biocol.org:col:34906	urn:lsid:biocol.org:col:34907		NMMNH	Mammals			PreservedSpecimen			"{""measurements"":""135-x-28-23=88 g"" }"									Ochotona princeps							Lagomorpha | Ochotonidae | Ochotona	Animalia	Chordata	Mammalia	Lagomorpha	Ochotonidae	Ochotona		princeps		species				ICZN			
NMMNH	NMMNH Mammal	New Mexico Museum of Natural History and Science	Patricia Gegick	http://ipt.vertnet.org:8080/ipt/archive.do?r=nmmnh_mammals	patricia.gegick@state.nm.us	http://ipt.vertnet.org:8080/ipt/eml.do?r=nmmnh_mammals	http://creativecommons.org/publicdomain/zero/1.0	4e50e3a6-8d31-44bc-ad3d-de6311ad0943	ac1a4340-812c-11de-86fe-b8a03c50a862		CC0	2015-04-08	MaNIS,VertNet	United States	New Mexico Museum of Natural History and Science	New Mexico	Tue Aug 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	urn:catalog:NMMNH:Mammals:252									252	North America			United States	US	Nye		8	38.772	116.937	in collection						189	native	1987-07-08										not recorded (forced WGS84)							requires verification			NA | USA | Nevada | Nye Co. |  |  |  |																			E slope Mt. Jefferson, 5 mi. N, 8 mi. E Round Mountain													7		urn:catalog:NMMNH:Mammals:252		present							chromosomes | ectoparasite | skeleton | skin | tissue		Sullivan, R.M.	RMS 1813				male	189	Nevada						08 Jul 1987		NA | USA | Nevada | Nye Co. | E slope Mt. Jefferson, 5 mi. N, 8 mi. E Round Mountain				1987	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nmmnh/mammals?id=252	urn:lsid:biocol.org:col:34906	urn:lsid:biocol.org:col:34907		NMMNH	Mammals			PreservedSpecimen			"{""measurements"":""170-x-30-24=136 g"" }"									Ochotona princeps							Lagomorpha | Ochotonidae | Ochotona	Animalia	Chordata	Mammalia	Lagomorpha	Ochotonidae	Ochotona		princeps		species				ICZN			
NMMNH	NMMNH Mammal	New Mexico Museum of Natural History and Science	Patricia Gegick	http://ipt.vertnet.org:8080/ipt/archive.do?r=nmmnh_mammals	patricia.gegick@state.nm.us	http://ipt.vertnet.org:8080/ipt/eml.do?r=nmmnh_mammals	http://creativecommons.org/publicdomain/zero/1.0	4e50e3a6-8d31-44bc-ad3d-de6311ad0943	ac1a4340-812c-11de-86fe-b8a03c50a862		CC0	2015-04-08	MaNIS,VertNet	United States	New Mexico Museum of Natural History and Science	New Mexico	Tue Aug 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	urn:catalog:NMMNH:Mammals:1									1	North America			United States	US	Doña Ana		24	32.076	-106.981	in collection						205	native	1985-07-24										WGS84				not recorded			requires verification			NA | USA | New Mexico | Doña Ana Co. |  |  |  |																			Afton Lava Flow; T26S R1W Sec 6 SE¼													7		urn:catalog:NMMNH:Mammals:1		present							skeleton | skin | tissue		Hafner, D.J.; Hafner, D.J.	DJH 2569				male	205	New Mexico						24 Jul 1985		NA | USA | New Mexico | Doña Ana Co. | Afton Lava Flow; T26S R1W Sec 6 SE¼				1985	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nmmnh/mammals?id=1	urn:lsid:biocol.org:col:34906	urn:lsid:biocol.org:col:34907		NMMNH	Mammals			PreservedSpecimen			"{""measurements"":""173-99-20-8=14 g"" }"									Chaetodipus intermedius							Rodentia | Heteromyidae | Chaetodipus	Animalia	Chordata	Mammalia	Rodentia	Heteromyidae	Chaetodipus		intermedius		species				ICZN			
NMMNH	NMMNH Mammal	New Mexico Museum of Natural History and Science	Patricia Gegick	http://ipt.vertnet.org:8080/ipt/archive.do?r=nmmnh_mammals	patricia.gegick@state.nm.us	http://ipt.vertnet.org:8080/ipt/eml.do?r=nmmnh_mammals	http://creativecommons.org/publicdomain/zero/1.0	4e50e3a6-8d31-44bc-ad3d-de6311ad0943	ac1a4340-812c-11de-86fe-b8a03c50a862		CC0	2015-04-08	MaNIS,VertNet	United States	New Mexico Museum of Natural History and Science	New Mexico	Tue Aug 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	urn:catalog:NMMNH:Mammals:2									2	North America			United States	US	Doña Ana		24	32.076	-106.981	in collection						205	native	1985-07-24										WGS84				not recorded			requires verification			NA | USA | New Mexico | Doña Ana Co. |  |  |  |																			Afton Lava Flow; T26S R1W Sec 6 SE¼													7		urn:catalog:NMMNH:Mammals:2		present							skeleton | skin | tissue		Hafner, D.J.; Hafner, D.J.	DJH 2570				male	205	New Mexico						24 Jul 1985		NA | USA | New Mexico | Doña Ana Co. | Afton Lava Flow; T26S R1W Sec 6 SE¼				1985	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nmmnh/mammals?id=2	urn:lsid:biocol.org:col:34906	urn:lsid:biocol.org:col:34907		NMMNH	Mammals			PreservedSpecimen			"{""measurements"":""172-101-21-8=13 g"" }"									Chaetodipus intermedius							Rodentia | Heteromyidae | Chaetodipus	Animalia	Chordata	Mammalia	Rodentia	Heteromyidae	Chaetodipus		intermedius		species				ICZN			
NMMNH	NMMNH Mammal	New Mexico Museum of Natural History and Science	Patricia Gegick	http://ipt.vertnet.org:8080/ipt/archive.do?r=nmmnh_mammals	patricia.gegick@state.nm.us	http://ipt.vertnet.org:8080/ipt/eml.do?r=nmmnh_mammals	http://creativecommons.org/publicdomain/zero/1.0	4e50e3a6-8d31-44bc-ad3d-de6311ad0943	ac1a4340-812c-11de-86fe-b8a03c50a862		CC0	2015-04-08	MaNIS,VertNet	United States	New Mexico Museum of Natural History and Science	New Mexico	Tue Aug 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	urn:catalog:NMMNH:Mammals:3									3	North America			United States	US	Doña Ana		24	32.076	-106.981	in collection						205	native	1985-07-24										WGS84				not recorded			requires verification			NA | USA | New Mexico | Doña Ana Co. |  |  |  |																			Afton Lava Flow; T26S R1W Sec 6 SE¼													7		urn:catalog:NMMNH:Mammals:3		present							skeleton | skin | tissue		Hafner, D.J.; Hafner, D.J.	DJH 2571				male	205	New Mexico						24 Jul 1985		NA | USA | New Mexico | Doña Ana Co. | Afton Lava Flow; T26S R1W Sec 6 SE¼				1985	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nmmnh/mammals?id=3	urn:lsid:biocol.org:col:34906	urn:lsid:biocol.org:col:34907		NMMNH	Mammals			PreservedSpecimen			"{""measurements"":""170-105-20-8=12 g"" }"									Chaetodipus intermedius							Rodentia | Heteromyidae | Chaetodipus	Animalia	Chordata	Mammalia	Rodentia	Heteromyidae	Chaetodipus		intermedius		species				ICZN			
NMMNH	NMMNH Mammal	New Mexico Museum of Natural History and Science	Patricia Gegick	http://ipt.vertnet.org:8080/ipt/archive.do?r=nmmnh_mammals	patricia.gegick@state.nm.us	http://ipt.vertnet.org:8080/ipt/eml.do?r=nmmnh_mammals	http://creativecommons.org/publicdomain/zero/1.0	4e50e3a6-8d31-44bc-ad3d-de6311ad0943	ac1a4340-812c-11de-86fe-b8a03c50a862		CC0	2015-04-08	MaNIS,VertNet	United States	New Mexico Museum of Natural History and Science	New Mexico	Tue Aug 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	urn:catalog:NMMNH:Mammals:4									4	North America			United States	US	Doña Ana		24	32.076	-106.981	in collection						205	native	1985-07-24										WGS84				not recorded			requires verification			NA | USA | New Mexico | Doña Ana Co. |  |  |  |																			Afton Lava Flow; T26S R1W Sec 6 SE¼													7		urn:catalog:NMMNH:Mammals:4		present							skeleton | skin | tissue		Hafner, D.J.; Hafner, D.J.	DJH 2572				female	205	New Mexico						24 Jul 1985		NA | USA | New Mexico | Doña Ana Co. | Afton Lava Flow; T26S R1W Sec 6 SE¼				1985	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nmmnh/mammals?id=4	urn:lsid:biocol.org:col:34906	urn:lsid:biocol.org:col:34907		NMMNH	Mammals			PreservedSpecimen			"{""measurements"":""[168]-[89]-21-8=15 g"" }"									Chaetodipus intermedius							Rodentia | Heteromyidae | Chaetodipus	Animalia	Chordata	Mammalia	Rodentia	Heteromyidae	Chaetodipus		intermedius		species				ICZN			
NMMNH	NMMNH Mammal	New Mexico Museum of Natural History and Science	Patricia Gegick	http://ipt.vertnet.org:8080/ipt/archive.do?r=nmmnh_mammals	patricia.gegick@state.nm.us	http://ipt.vertnet.org:8080/ipt/eml.do?r=nmmnh_mammals	http://creativecommons.org/publicdomain/zero/1.0	4e50e3a6-8d31-44bc-ad3d-de6311ad0943	ac1a4340-812c-11de-86fe-b8a03c50a862		CC0	2015-04-08	MaNIS,VertNet	United States	New Mexico Museum of Natural History and Science	New Mexico	Tue Aug 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	urn:catalog:NMMNH:Mammals:5									5	North America			United States	US	Doña Ana		24	32.076	-106.981	in collection						205	native	1985-07-24										WGS84				not recorded			requires verification			NA | USA | New Mexico | Doña Ana Co. |  |  |  |																			Afton Lava Flow; T26S R1W Sec 6 SE¼													7		urn:catalog:NMMNH:Mammals:5		present							skeleton | skin | tissue		Hafner, D.J.; Hafner, D.J.	DJH 2573				male	205	New Mexico						24 Jul 1985		NA | USA | New Mexico | Doña Ana Co. | Afton Lava Flow; T26S R1W Sec 6 SE¼				1985	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nmmnh/mammals?id=5	urn:lsid:biocol.org:col:34906	urn:lsid:biocol.org:col:34907		NMMNH	Mammals			PreservedSpecimen			"{""measurements"":""171-101-20-8=12 g"" }"									Chaetodipus intermedius							Rodentia | Heteromyidae | Chaetodipus	Animalia	Chordata	Mammalia	Rodentia	Heteromyidae	Chaetodipus		intermedius		species				ICZN			
NMMNH	NMMNH Mammal	New Mexico Museum of Natural History and Science	Patricia Gegick	http://ipt.vertnet.org:8080/ipt/archive.do?r=nmmnh_mammals	patricia.gegick@state.nm.us	http://ipt.vertnet.org:8080/ipt/eml.do?r=nmmnh_mammals	http://creativecommons.org/publicdomain/zero/1.0	4e50e3a6-8d31-44bc-ad3d-de6311ad0943	ac1a4340-812c-11de-86fe-b8a03c50a862		CC0	2015-04-08	MaNIS,VertNet	United States	New Mexico Museum of Natural History and Science	New Mexico	Tue Aug 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	http://ipt.vertnet.org:8080/ipt/resource.do?r=nmmnh_mammals	urn:catalog:NMMNH:Mammals:6									6	North America			United States	US	Doña Ana		24	32.076	-106.981	in collection						205	native	1985-07-24										WGS84				not recorded			requires verification			NA | USA | New Mexico | Doña Ana Co. |  |  |  |																			Afton Lava Flow; T26S R1W Sec 6 SE¼													7		urn:catalog:NMMNH:Mammals:6		present							skeleton | skin | tissue		Hafner, D.J.; Hafner, D.J.	DJH 2574				male	205	New Mexico						24 Jul 1985		NA | USA | New Mexico | Doña Ana Co. | Afton Lava Flow; T26S R1W Sec 6 SE¼				1985	PhysicalObject	2015-04-09	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/nmmnh/mammals?id=6	urn:lsid:biocol.org:col:34906	urn:lsid:biocol.org:col:34907		NMMNH	Mammals			PreservedSpecimen			"{""measurements"":""180-110-21-9=x g"" }"									Chaetodipus intermedius							Rodentia | Heteromyidae | Chaetodipus	Animalia	Chordata	Mammalia	Rodentia	Heteromyidae	Chaetodipus		intermedius		species				ICZN			
