MZLU	Lund Museum of Zoology (MZLU)		Anders Telenius	http://www.gbif.se/ipt/archive.do?r=mzlu	anders.telenius@nrm.se	http://www.gbif.se/ipt/eml.do?r=mzlu		427a6290-0c65-11dd-84d2-b8a03c50a862	4c415e40-1e21-11de-9e40-a0d6ecebb8bf			no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	Sweden	GBIF-Sweden		Thu May 07 00:00:00 UTC 2015	http://www.gbif.se/ipt/resource.do?r=mzlu	http://www.gbif.se/ipt/resource.do?r=mzlu	MZLU:Evertebrata:L000/0001									L000/0001	Europe			Sweden																																																																			5		MZLU:Evertebrata:L000/0001									Alcohol									Skåne												2000												MZLU	Evertebrata			Preserved Specimen												Abra alba (W. Wood, 1802)											Veneroida	Semelidae	Abra		alba				(W. Wood, 1802)					
MZLU	Lund Museum of Zoology (MZLU)		Anders Telenius	http://www.gbif.se/ipt/archive.do?r=mzlu	anders.telenius@nrm.se	http://www.gbif.se/ipt/eml.do?r=mzlu		427a6290-0c65-11dd-84d2-b8a03c50a862	4c415e40-1e21-11de-9e40-a0d6ecebb8bf			no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	Sweden	GBIF-Sweden		Thu May 07 00:00:00 UTC 2015	http://www.gbif.se/ipt/resource.do?r=mzlu	http://www.gbif.se/ipt/resource.do?r=mzlu	MZLU:Evertebrata:L000/0002									L000/0002	Europe			Sweden																																																																			5		MZLU:Evertebrata:L000/0002									Alcohol									Skåne												2000												MZLU	Evertebrata			Preserved Specimen												Abra alba (W. Wood, 1802)											Veneroida	Scrobiculariidae	Abra		alba				(W. Wood, 1802)					
MZLU	Lund Museum of Zoology (MZLU)		Anders Telenius	http://www.gbif.se/ipt/archive.do?r=mzlu	anders.telenius@nrm.se	http://www.gbif.se/ipt/eml.do?r=mzlu		427a6290-0c65-11dd-84d2-b8a03c50a862	4c415e40-1e21-11de-9e40-a0d6ecebb8bf			no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	Sweden	GBIF-Sweden		Thu May 07 00:00:00 UTC 2015	http://www.gbif.se/ipt/resource.do?r=mzlu	http://www.gbif.se/ipt/resource.do?r=mzlu	MZLU:Evertebrata:L000/0003									L000/0003	Europe			Sweden																																																																			5		MZLU:Evertebrata:L000/0003									Alcohol									Skåne												2000												MZLU	Evertebrata			Preserved Specimen												Abra alba (W. Wood, 1802)											Veneroida	Scrobiculariidae	Abra		alba				(W. Wood, 1802)					
MZLU	Lund Museum of Zoology (MZLU)		Anders Telenius	http://www.gbif.se/ipt/archive.do?r=mzlu	anders.telenius@nrm.se	http://www.gbif.se/ipt/eml.do?r=mzlu		427a6290-0c65-11dd-84d2-b8a03c50a862	4c415e40-1e21-11de-9e40-a0d6ecebb8bf			no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	Sweden	GBIF-Sweden		Thu May 07 00:00:00 UTC 2015	http://www.gbif.se/ipt/resource.do?r=mzlu	http://www.gbif.se/ipt/resource.do?r=mzlu	MZLU:Evertebrata:L000/0004									L000/0004	Europe			Sweden																																																																			5		MZLU:Evertebrata:L000/0004									Alcohol									Skåne												2000												MZLU	Evertebrata			Preserved Specimen												Abra alba (W. Wood, 1802)											Veneroida	Scrobiculariidae	Abra		alba				(W. Wood, 1802)					
MZLU	Lund Museum of Zoology (MZLU)		Anders Telenius	http://www.gbif.se/ipt/archive.do?r=mzlu	anders.telenius@nrm.se	http://www.gbif.se/ipt/eml.do?r=mzlu		427a6290-0c65-11dd-84d2-b8a03c50a862	4c415e40-1e21-11de-9e40-a0d6ecebb8bf			no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	Sweden	GBIF-Sweden		Thu May 07 00:00:00 UTC 2015	http://www.gbif.se/ipt/resource.do?r=mzlu	http://www.gbif.se/ipt/resource.do?r=mzlu	MZLU:Evertebrata:L000/0005									L000/0005	Europe			Sweden																																																																			5		MZLU:Evertebrata:L000/0005									Alcohol									Skåne												2000												MZLU	Evertebrata			Preserved Specimen												Abra alba (W. Wood, 1802)											Veneroida	Scrobiculariidae	Abra		alba				(W. Wood, 1802)					
MZLU	Lund Museum of Zoology (MZLU)		Anders Telenius	http://www.gbif.se/ipt/archive.do?r=mzlu	anders.telenius@nrm.se	http://www.gbif.se/ipt/eml.do?r=mzlu		427a6290-0c65-11dd-84d2-b8a03c50a862	4c415e40-1e21-11de-9e40-a0d6ecebb8bf			no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	Sweden	GBIF-Sweden		Thu May 07 00:00:00 UTC 2015	http://www.gbif.se/ipt/resource.do?r=mzlu	http://www.gbif.se/ipt/resource.do?r=mzlu	MZLU:Evertebrata:L000/0006									L000/0006	Europe			Sweden																																																																			5		MZLU:Evertebrata:L000/0006									Alcohol									Skåne												2000												MZLU	Evertebrata			Preserved Specimen												Abra alba (W. Wood, 1802)											Veneroida	Scrobiculariidae	Abra		alba				(W. Wood, 1802)					
MZLU	Lund Museum of Zoology (MZLU)		Anders Telenius	http://www.gbif.se/ipt/archive.do?r=mzlu	anders.telenius@nrm.se	http://www.gbif.se/ipt/eml.do?r=mzlu		427a6290-0c65-11dd-84d2-b8a03c50a862	4c415e40-1e21-11de-9e40-a0d6ecebb8bf			no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	Sweden	GBIF-Sweden		Thu May 07 00:00:00 UTC 2015	http://www.gbif.se/ipt/resource.do?r=mzlu	http://www.gbif.se/ipt/resource.do?r=mzlu	MZLU:Evertebrata:L000/0007									L000/0007	Europe			Sweden																																																																			5		MZLU:Evertebrata:L000/0007									Alcohol									Skåne												2000												MZLU	Evertebrata			Preserved Specimen												Abra alba (W. Wood, 1802)											Veneroida	Scrobiculariidae	Abra		alba				(W. Wood, 1802)					
MZLU	Lund Museum of Zoology (MZLU)		Anders Telenius	http://www.gbif.se/ipt/archive.do?r=mzlu	anders.telenius@nrm.se	http://www.gbif.se/ipt/eml.do?r=mzlu		427a6290-0c65-11dd-84d2-b8a03c50a862	4c415e40-1e21-11de-9e40-a0d6ecebb8bf			no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	Sweden	GBIF-Sweden		Thu May 07 00:00:00 UTC 2015	http://www.gbif.se/ipt/resource.do?r=mzlu	http://www.gbif.se/ipt/resource.do?r=mzlu	MZLU:Evertebrata:L000/0008									L000/0008	Europe			Sweden																																																																			5		MZLU:Evertebrata:L000/0008									Alcohol									Skåne												2000												MZLU	Evertebrata			Preserved Specimen												Abra alba (W. Wood, 1802)											Veneroida	Scrobiculariidae	Abra		alba				(W. Wood, 1802)					
MZLU	Lund Museum of Zoology (MZLU)		Anders Telenius	http://www.gbif.se/ipt/archive.do?r=mzlu	anders.telenius@nrm.se	http://www.gbif.se/ipt/eml.do?r=mzlu		427a6290-0c65-11dd-84d2-b8a03c50a862	4c415e40-1e21-11de-9e40-a0d6ecebb8bf			no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	Sweden	GBIF-Sweden		Thu May 07 00:00:00 UTC 2015	http://www.gbif.se/ipt/resource.do?r=mzlu	http://www.gbif.se/ipt/resource.do?r=mzlu	MZLU:Evertebrata:L000/0009									L000/0009	Europe			Sweden																																																																			5		MZLU:Evertebrata:L000/0009									Alcohol									Skåne												2000												MZLU	Evertebrata			Preserved Specimen												Abra alba (W. Wood, 1802)											Veneroida	Scrobiculariidae	Abra		alba				(W. Wood, 1802)					
MZLU	Lund Museum of Zoology (MZLU)		Anders Telenius	http://www.gbif.se/ipt/archive.do?r=mzlu	anders.telenius@nrm.se	http://www.gbif.se/ipt/eml.do?r=mzlu		427a6290-0c65-11dd-84d2-b8a03c50a862	4c415e40-1e21-11de-9e40-a0d6ecebb8bf			no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	Sweden	GBIF-Sweden		Thu May 07 00:00:00 UTC 2015	http://www.gbif.se/ipt/resource.do?r=mzlu	http://www.gbif.se/ipt/resource.do?r=mzlu	MZLU:Evertebrata:L000/0010									L000/0010	Europe			Sweden																																																																			5		MZLU:Evertebrata:L000/0010									Alcohol									Skåne												2000												MZLU	Evertebrata			Preserved Specimen												Abra alba (W. Wood, 1802)											Veneroida	Scrobiculariidae	Abra		alba				(W. Wood, 1802)					
MZLU	Lund Museum of Zoology (MZLU)		Anders Telenius	http://www.gbif.se/ipt/archive.do?r=mzlu	anders.telenius@nrm.se	http://www.gbif.se/ipt/eml.do?r=mzlu		427a6290-0c65-11dd-84d2-b8a03c50a862	4c415e40-1e21-11de-9e40-a0d6ecebb8bf			no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	Sweden	GBIF-Sweden		Thu May 07 00:00:00 UTC 2015	http://www.gbif.se/ipt/resource.do?r=mzlu	http://www.gbif.se/ipt/resource.do?r=mzlu	MZLU:Evertebrata:L000/0011									L000/0011	Europe			Sweden																																																																			5		MZLU:Evertebrata:L000/0011									Alcohol									Skåne												2000												MZLU	Evertebrata			Preserved Specimen												Abra alba (W. Wood, 1802)											Veneroida	Scrobiculariidae	Abra		alba				(W. Wood, 1802)					
MZLU	Lund Museum of Zoology (MZLU)		Anders Telenius	http://www.gbif.se/ipt/archive.do?r=mzlu	anders.telenius@nrm.se	http://www.gbif.se/ipt/eml.do?r=mzlu		427a6290-0c65-11dd-84d2-b8a03c50a862	4c415e40-1e21-11de-9e40-a0d6ecebb8bf			no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	Sweden	GBIF-Sweden		Thu May 07 00:00:00 UTC 2015	http://www.gbif.se/ipt/resource.do?r=mzlu	http://www.gbif.se/ipt/resource.do?r=mzlu	MZLU:Evertebrata:L000/0012									L000/0012	Europe			Sweden																																																																			5		MZLU:Evertebrata:L000/0012									Alcohol									Skåne												2000												MZLU	Evertebrata			Preserved Specimen												Abra alba (W. Wood, 1802)											Veneroida	Scrobiculariidae	Abra		alba				(W. Wood, 1802)					
MZLU	Lund Museum of Zoology (MZLU)		Anders Telenius	http://www.gbif.se/ipt/archive.do?r=mzlu	anders.telenius@nrm.se	http://www.gbif.se/ipt/eml.do?r=mzlu		427a6290-0c65-11dd-84d2-b8a03c50a862	4c415e40-1e21-11de-9e40-a0d6ecebb8bf			no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	Sweden	GBIF-Sweden		Thu May 07 00:00:00 UTC 2015	http://www.gbif.se/ipt/resource.do?r=mzlu	http://www.gbif.se/ipt/resource.do?r=mzlu	MZLU:Evertebrata:L000/0013									L000/0013	Europe			Sweden																																																																			5		MZLU:Evertebrata:L000/0013									Alcohol									Skåne												2000												MZLU	Evertebrata			Preserved Specimen												Abra alba (W. Wood, 1802)											Veneroida	Scrobiculariidae	Abra		alba				(W. Wood, 1802)					
MZLU	Lund Museum of Zoology (MZLU)		Anders Telenius	http://www.gbif.se/ipt/archive.do?r=mzlu	anders.telenius@nrm.se	http://www.gbif.se/ipt/eml.do?r=mzlu		427a6290-0c65-11dd-84d2-b8a03c50a862	4c415e40-1e21-11de-9e40-a0d6ecebb8bf			no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	Sweden	GBIF-Sweden		Thu May 07 00:00:00 UTC 2015	http://www.gbif.se/ipt/resource.do?r=mzlu	http://www.gbif.se/ipt/resource.do?r=mzlu	MZLU:Evertebrata:L000/0014									L000/0014	Europe			Sweden																																																																			5		MZLU:Evertebrata:L000/0014									Alcohol									Skåne												2000												MZLU	Evertebrata			Preserved Specimen												Abra alba (W. Wood, 1802)											Veneroida	Scrobiculariidae	Abra		alba				(W. Wood, 1802)					
