MVZ	MVZ Herp Observations (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Carol Spencer	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvzobs_herp	atrox@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvzobs_herp	http://creativecommons.org/publicdomain/zero/1.0	f3e4b261-00c5-4f3a-a5b7-d66075b7f3e1	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	HerpNET,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	urn:occurrence:Arctos:MVZObs:Herp:15:2035193									15	North America		25	United States		Maricopa County	2013-08-13	13	33.589	-113.059							225	field photo	2013-08-13		Ironwood lined arroyo in creosote flats 6.4 km (by air) northeast Burnt Mtn, 8 km (by air) south Sugarloaf Mtn.								North American Datum 1983		Brian K. Sullivan	2013-08-13 00:00:00.0	MaNIS georeferencing guidelines		GPS transcribed	unverified			North America, United States, Arizona, Maricopa County				A			field	Brian K. Sullivan	1										Hummingbird Springs Wilderness, flats 6.4 km northeast Burnt Mtn	Brian K. Sullivan		GPS coordinates supplied by collector.					484				484	08		urn:occurrence:Arctos:MVZObs:Herp:15:2035193	Tail length is greater than twice SVL (compared to Urosaurus ornatus < 1.5 SVL); bars across back are weakly present (strongly contrasting in U. ornatus); overall dorsal color pattern pale, faint (darker, strongly patterned in U. ornatus), B.K. Sullivan.		http://arctos.database.museum/guid/MVZObs:Herp:15						photograph	<i>Urosaurus graciosus</i> (accepted ID) identified by Brian K. Sullivan on 2013-08-13; method: field	Collector(s): Brian K. Sullivan, Keith Sullivan, Hunter McCall							Arizona		33.589/-113.059	decimal degrees			13 August 2013		USA: Arizona: Maricopa Co.: Hummingbird Springs Wilderness, flats 6.4 km northeast Burnt Mtn, 484 m elev.				2013	Event	2014-10-22 13:40:31.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZObs:Herp:15	urn:lsid:biocol.org:col:34777			MVZ	Amphibian and reptile observations			HumanObservation												Urosaurus graciosus							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Urosaurus		graciosus						ICZN			
MVZ	MVZ Herp Observations (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Carol Spencer	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvzobs_herp	atrox@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvzobs_herp	http://creativecommons.org/publicdomain/zero/1.0	f3e4b261-00c5-4f3a-a5b7-d66075b7f3e1	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	HerpNET,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	urn:occurrence:Arctos:MVZObs:Herp:10:1878901	http://arctos.database.museum/MediaSearch.cfm?collection_object_id=22545508								10	North America		321.8688	United States		Alameda County	1986-02-12	12	37.8714801	-122.2617202							43	captive	1986-02-12		Presumably caught in the wild and brought alive to Berkeley, where it was kept in captivity for some period.								North American Datum 1927		Jonathan H. Carothers	1986-02-12 00:00:00.0	MaNIS georeferencing guidelines		Terrain Navigator 3.02 USGS 1:100000	unverified			North America, United States, California, Alameda County				A			field	Jonathan H. Carothers	0										Sound Analysis Laboratory, Museum of Vertebrate Zoology, Valley Life Sciences Building, University of California, Berkeley	Jonathan H. Carothers												02		urn:occurrence:Arctos:MVZObs:Herp:10:1878901			http://arctos.database.museum/guid/MVZObs:Herp:10							<i>Liolaemus chiliensis</i> (accepted ID) identified by Jonathan H. Carothers on 1986-02-12; method: field	Collector(s): Jeffrey G. Groth, Jonathan H. Carothers					unknown		California		37.8714801/-122.2617202	decimal degrees			12 Feb 1986		MVZ Sound Lab, UC Berkeley, Alameda Co., California				1986	Event	2014-07-02 17:37:16.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZObs:Herp:10	urn:lsid:biocol.org:col:34777			MVZ	Amphibian and reptile observations			HumanObservation			sex=unknown									Liolaemus chiliensis							Animalia Chordata Reptilia Squamata Iguanidae	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Liolaemus		chiliensis						ICZN			
MVZ	MVZ Herp Observations (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Carol Spencer	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvzobs_herp	atrox@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvzobs_herp	http://creativecommons.org/publicdomain/zero/1.0	f3e4b261-00c5-4f3a-a5b7-d66075b7f3e1	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	HerpNET,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	urn:occurrence:Arctos:MVZObs:Herp:17:2035195									17	North America		30	United States		Maricopa County	2013-08-26	26	33.699	-113.135							238	field photo	2013-08-26		Rocky alluvial fan of Sugarloaf Mtn on south side, 21.0 km (by air) southeast Harquahala Mtns.								North American Datum 1983		Brian K. Sullivan	2013-08-26 00:00:00.0	MaNIS georeferencing guidelines		GPS transcribed	unverified			North America, United States, Arizona, Maricopa County				A			field	Brian K. Sullivan	1										Hummingbird Springs Wilderness, S of Sugarloaf Mtn, 701 m elev.	Brian K. Sullivan		GPS coordinates supplied by collector.					701				701	08		urn:occurrence:Arctos:MVZObs:Herp:17:2035195	Ventral bars posterior to mid-body (compared to anterior in <i>Callisaurus draconoides</i>); orange/yellow spots laterally (absent in <i>C. draconoides</i> males) indicative of sexually mature male; overall dorsal color pattern and lack of external tympanum consistent with <i>Cophosaurus texanus</i> (not <i>C. draconoides</i>),  B.K. Sullivan.		http://arctos.database.museum/guid/MVZObs:Herp:17						photograph	<i>Cophosaurus texanus</i> (accepted ID) identified by Brian K. Sullivan on 2013-08-26; method: field	Collector(s): Brian K. Sullivan, Keith Sullivan, Hunter McCall							Arizona		33.699/-113.135	decimal degrees			13 August 2013		USA: Arizona: Maricopa Co.: Hummingbird Springs Wilderness, immediately south of Sugarloaf Mtn, 701 m elev.				2013	Event	2014-10-22 13:41:35.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZObs:Herp:17	urn:lsid:biocol.org:col:34777			MVZ	Amphibian and reptile observations			HumanObservation												Cophosaurus texanus							Animalia; Chordata; Reptilia; Squamata; Iguanidae; Phrynosomatinae;	Animalia	Chordata	Reptilia	Squamata	Iguanidae	Cophosaurus		texanus						ICZN			
MVZ	MVZ Herp Observations (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Carol Spencer	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvzobs_herp	atrox@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvzobs_herp	http://creativecommons.org/publicdomain/zero/1.0	f3e4b261-00c5-4f3a-a5b7-d66075b7f3e1	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	HerpNET,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	urn:occurrence:Arctos:MVZObs:Herp:12:1998340									12	North America		30	United States		Josephine County	2012-04-26	26	42.281325	-123.649066							117	field photo	2012-04-26		Found under large metal tin in field near forest on Siskiyou Field Institute property.								World Geodetic System 1984		Jason Bracken	2012-04-26 00:00:00.0	not recorded		collector's notation	unverified			North America, United States, Oregon, Josephine County				A		Verified by Richard F. Hoyer	field	Jason Bracken	1										Selma	Jason Bracken												04		urn:occurrence:Arctos:MVZObs:Herp:12:1998340			http://arctos.database.museum/guid/MVZObs:Herp:12						photograph		Collector(s): Jason Bracken							Oregon		42.281325/-123.649066	decimal degrees			26 April 2012		USA:OREGON:Josephine Co.: Selma (42.281325 N, 123.649066 W; WGS 84)				2012	Event	2014-03-25 16:33:20.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZObs:Herp:12	urn:lsid:biocol.org:col:34777			MVZ	Amphibian and reptile observations			HumanObservation												Contia tenuis							Animalia Chordata Reptilia Squamata Colubridae Xenodontinae	Animalia	Chordata	Reptilia	Squamata	Colubridae	Contia		tenuis						ICZN			
MVZ	MVZ Herp Observations (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Carol Spencer	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvzobs_herp	atrox@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvzobs_herp	http://creativecommons.org/publicdomain/zero/1.0	f3e4b261-00c5-4f3a-a5b7-d66075b7f3e1	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	HerpNET,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	urn:occurrence:Arctos:MVZObs:Herp:4:751305									4	North America			Mexico			2011-07-23	03	26.8865305556	-101.9951							155	wild caught	2004-06-03										unknown		Susan McGaugh	2004-06-03 00:00:00.0	not recorded		Assumed GPS Unit.	unverified			North America, Mexico, Coahuila				A			photograph	James F. Parham	1										Tortugera, Cuatro Cienegas	Susan McGaugh												06		urn:occurrence:Arctos:MVZObs:Herp:4:751305			http://arctos.database.museum/guid/MVZObs:Herp:4				collector number=0604LGaF92		photograph	<i>Trachemys taylori</i> (accepted ID) identified by James F. Parham on 2011-07-23; method: photograph	Collector(s): Susan McGaugh	0604LGaF92				not recorded		Coahuila		26d 53m 11.51s N/101d 59m 42.36s W	deg. min. sec.			6/03/2004		"Tortugera, 26 53' 11.51""N, 101 59' 42.36""W, Cuatro Cienegas, Coahuila, Mexico"				2004	Event	2014-09-09 17:19:09.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZObs:Herp:4	urn:lsid:biocol.org:col:34777			MVZ	Amphibian and reptile observations			HumanObservation			sex=not recorded									Trachemys taylori							Animalia Chordata Reptilia Testudines Emydidae  (Legler, 1960)	Animalia	Chordata	Reptilia	Testudines	Emydidae	Trachemys		taylori						ICZN			
MVZ	MVZ Herp Observations (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Carol Spencer	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvzobs_herp	atrox@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvzobs_herp	http://creativecommons.org/publicdomain/zero/1.0	f3e4b261-00c5-4f3a-a5b7-d66075b7f3e1	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	HerpNET,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	urn:occurrence:Arctos:MVZObs:Herp:1:378508	http://arctos.database.museum/MediaSearch.cfm?collection_object_id=21373819								1	North America		44.191	United States		Alameda County	2009-05-23	23									143	field photo	2009-05-23										World Geodetic System 1984		Zachary A. Cava	2009-05-23 00:00:00.0	not recorded		GPS	verified by collector			North America, United States, California, Alameda County				A			field	Mitchell Mulks	1								adult		Camp Ohlone Regional Park, 8 km (by air) E of Calaveras Rd. and N end Calaveras Reservoir	Zachary A. Cava							394				394	05		urn:occurrence:Arctos:MVZObs:Herp:1:378508			http://arctos.database.museum/guid/MVZObs:Herp:1						photograph	"<i>Lampropeltis zonata</i> (accepted ID) identified by Mitchell Mulks on 2009-05-23; method: field<br><i>Lampropeltis zonata</i> identified by Zachary A. Cava, Matthew A. Barbour <i>sensu</i> <a href=""http://arctos.database.museum/publication/10005007"">Cava and Barbour 2009</a>; method: type specimen Remark: ID from citation in Cava and Barbour 2009."	Collector(s): Zachary A. Cava, Dino Labiste, Matthew A. Barbour					male		California	"referral of <a href=""http://arctos.database.museum/name/Lampropeltis zonata"">Lampropeltis zonata</a>, page 110 in <a href=""http://arctos.database.museum/publication/10005007"">Cava and Barbour 2009</a>"		decimal degrees			23 May 2009		USA: California: Alameda Co.: Camp Ohlone Regional Park, 8 km E of Calaveras Rd. and N end Calaveras Reservoir, 394 m elev.				2009	Event	2014-07-14 13:17:30.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZObs:Herp:1	urn:lsid:biocol.org:col:34777			MVZ	Amphibian and reptile observations			HumanObservation	mask coordinates		sex=male ; age class=adult ; total length=78.8 cm; weight=110.5 g									Lampropeltis zonata							Animalia Chordata Reptilia Squamata Colubridae	Animalia	Chordata	Reptilia	Squamata	Colubridae	Lampropeltis		zonata						ICZN			
MVZ	MVZ Herp Observations (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Carol Spencer	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvzobs_herp	atrox@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvzobs_herp	http://creativecommons.org/publicdomain/zero/1.0	f3e4b261-00c5-4f3a-a5b7-d66075b7f3e1	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	HerpNET,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	urn:occurrence:Arctos:MVZObs:Herp:7:1816424									7	Asia		30	Oman			2011-07-01	01	17.1337	54.7376							182	wild caught	2011-07-01										World Geodetic System 1984		Todd W. Pierson	2011-07-01 00:00:00.0	MaNIS georeferencing guidelines		GPS	unverified			Asia, Oman				A			field	Theodore J. Papenfuss	1										Jebel Samhan, Dhofar Governorate	Todd W. Pierson							1410				1410	07		urn:occurrence:Arctos:MVZObs:Herp:7:1816424			http://arctos.database.museum/guid/MVZObs:Herp:7						photograph	<i>Uromastyx benti</i> (accepted ID) identified by Theodore J. Papenfuss on 2011-07-01; method: field	Collector(s): Todd W. Pierson				Photo voucher	female				17.1337/54.7376	decimal degrees			July 1, 2011		Jebel Samhan, Dhofar Governorate, Oman. Elevation 1410 meters, 17.1337°N, 54.7376°E.				2011	Event	2013-02-04 19:52:23.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZObs:Herp:7	urn:lsid:biocol.org:col:34777			MVZ	Amphibian and reptile observations			HumanObservation			sex=female									Uromastyx benti							Animalia Chordata Reptilia Squamata Agamidae	Animalia	Chordata	Reptilia	Squamata	Agamidae	Uromastyx		benti						ICZN			
MVZ	MVZ Herp Observations (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Carol Spencer	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvzobs_herp	atrox@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvzobs_herp	http://creativecommons.org/publicdomain/zero/1.0	f3e4b261-00c5-4f3a-a5b7-d66075b7f3e1	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	HerpNET,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	urn:occurrence:Arctos:MVZObs:Herp:6:1608651									6	Asia		30	Oman			2011-07-01	01	17.1337	54.7376							182	wild caught	2011-07-01										World Geodetic System 1984		Todd W. Pierson	2011-07-01 00:00:00.0	MaNIS georeferencing guidelines		GPS	unverified			Asia, Oman				A			field	Theodore J. Papenfuss	1										Jebel Samhan, Dhofar Governorate	Todd W. Pierson							1410				1410	07		urn:occurrence:Arctos:MVZObs:Herp:6:1608651			http://arctos.database.museum/guid/MVZObs:Herp:6						photograph	<i>Uromastyx benti</i> (accepted ID) identified by Theodore J. Papenfuss on 2011-07-01; method: field	Collector(s): Todd W. Pierson				Photo voucher	male				17.1337/54.7376	decimal degrees			July 1, 2011		Jebel Samhan, Dhofar Governorate, Oman. Elevation 1410 meters, 17.1337°N, 54.7376°E.				2011	Event	2013-02-04 19:52:23.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZObs:Herp:6	urn:lsid:biocol.org:col:34777			MVZ	Amphibian and reptile observations			HumanObservation			sex=male									Uromastyx benti							Animalia Chordata Reptilia Squamata Agamidae	Animalia	Chordata	Reptilia	Squamata	Agamidae	Uromastyx		benti						ICZN			
MVZ	MVZ Herp Observations (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Carol Spencer	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvzobs_herp	atrox@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvzobs_herp	http://creativecommons.org/publicdomain/zero/1.0	f3e4b261-00c5-4f3a-a5b7-d66075b7f3e1	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	HerpNET,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	urn:occurrence:Arctos:MVZObs:Herp:9:1878900	http://arctos.database.museum/MediaSearch.cfm?collection_object_id=22545507								9	North America		173.809152	United States		Santa Barbara County	1967-05-19	19	33.9955568	-119.714089							139	wild caught	1967-05-19										North American Datum 1927		Ned K. Johnson	1967-05-19 00:00:00.0	MaNIS georeferencing guidelines		Terrain Navigator Pro 7.0 USGS 1:24000 Santa Cruz Island B	unverified			North America, United States, California, Santa Barbara County, Channel Islands, Santa Cruz Island				A			field	Ned K. Johnson	0	Santa Cruz Island	Channel Islands								Stanton Ranch, Santa Cruz Island	Ned K. Johnson							71.3232				71.3232	05		urn:occurrence:Arctos:MVZObs:Herp:9:1878900			http://arctos.database.museum/guid/MVZObs:Herp:9							<i>Pseudacris regilla</i> (accepted ID) identified by Ned K. Johnson on 1967-05-19; method: field	Collector(s): Ned K. Johnson					unknown		California		33.9955568/-119.714089	decimal degrees			19 May 1967		Stanton Ranch, Santa Cruz Island, Santa Barbara Co., Calif.				1967	Event	2014-10-19 00:50:47.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZObs:Herp:9	urn:lsid:biocol.org:col:34777			MVZ	Amphibian and reptile observations			HumanObservation			sex=unknown									Pseudacris regilla							Animalia; Chordata; Amphibia; Anura; Hylidae;  (Baird and Girard, 1852)	Animalia	Chordata	Amphibia	Anura	Hylidae	Pseudacris		regilla						ICZN			
MVZ	MVZ Herp Observations (Arctos)	Museum of Vertebrate Zoology (MVZ), University of California, Berkeley	Carol Spencer	http://ipt.vertnet.org:8080/ipt/archive.do?r=mvzobs_herp	atrox@berkeley.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=mvzobs_herp	http://creativecommons.org/publicdomain/zero/1.0	f3e4b261-00c5-4f3a-a5b7-d66075b7f3e1	8edbbde0-055e-11d8-b850-b8a03c50a862		CC0	no migrator	HerpNET,VertNet,Arctos	United States	Museum of Vertebrate Zoology, UC Berkeley	California	Fri Dec 19 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	http://ipt.vertnet.org:8080/ipt/resource.do?r=mvzobs_herp	urn:occurrence:Arctos:MVZObs:Herp:2:1222977	http://arctos.database.museum/MediaSearch.cfm?collection_object_id=21375368								2	North America		1095.963264	United States		Bannock County	2009-06-12	12	42.758017	-112.380499							163	wild caught	2009-06-12										World Geodetic System 1984		Pascal Title	2009-07-29 00:00:00.0	MaNIS georeferencing guidelines		Google Earth Pro 5.0, TeleAtlas, eye alt. 12049 ft	verified by collector		riparian-brushy slope; riparian	North America, United States, Idaho, Bannock County				A			expert	Carol L. Spencer	1										Kinney Creek	Pascal Title							1606.296				1606.296	06		urn:occurrence:Arctos:MVZObs:Herp:2:1222977			http://arctos.database.museum/guid/MVZObs:Herp:2						photograph	<i>Thamnophis elegans</i> (accepted ID) identified by Carol L. Spencer on 2009-06-12; method: expert	Collector(s): Carla Cicero, Monica J. Albe, Jill A. Hanna					unknown		Idaho		42.758017/-112.380499	decimal degrees			12 Jun 2009		Kinney Creek, 5400 ft, Bannock Co., Idaho (lat/long and elev. = center of coords taken along creek, AcmeMapper v2.0: 42.75757 N, 112.37571 W, WGS84, GPS accuracy 20 ft. Extent along creek from 42.75871, -112.38412 to 42.75644, -112.36730.				2009	Event	2015-02-24 15:40:52.0	en			http://www.vertnet.org/resources/norms.html		http://arctos.database.museum/guid/MVZObs:Herp:2	urn:lsid:biocol.org:col:34777			MVZ	Amphibian and reptile observations			HumanObservation			sex=unknown									Thamnophis elegans							Animalia; Chordata; Reptilia; Squamata; Colubridae; Natricinae;	Animalia	Chordata	Reptilia	Squamata	Colubridae	Thamnophis		elegans						ICZN			
