CM	CM Birds Collection	Carnegie Museum of Natural History Birds Collection	Stephen Rogers	http://ipt.vertnet.org:8080/ipt/archive.do?r=cm_birds	rogerss@carnegiemnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=cm_birds	Carnegie Museum of Natural History (CM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the CM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the CM notified. The CM and its staff are not responsible for damages, injury or loss due to the use of these data.	a82d2421-be5a-4779-babc-da0b634a7ba8	c1da06f0-580e-11dc-8a9e-b8a03c50a862			2014-09-01	ORNIS,VertNet	United States	Carnegie Museum of Natural History	Pennsylvania	Thu Sep 11 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	urn:catalog:CM:Birds:A759									A759	North America			Canada	CA	Kivalliq		1									152	native	1930-06-01																				NORTH AMERICA;CANADA;NUNAVUT;KEEWATIN DIST;;;;									1										POORHOUSE HILL (HEAD OF SOUTH BAY) SOUTHAMPTON I													6		urn:catalog:CM:Birds:A759	SOURCE: SOUTHAMPTON ISLAND EXPEDITION.	present							alcoholic		SUTTON, G.M.		HOW SEXED: UNMARKED MEANS.			unknown	152	Nunavut								CANADA; NUNAVUT; KEEWATIN DIST; POORHOUSE HILL (HEAD OF SOUTH BAY) SOUTHAMPTON I				1930	PhysicalObject	2014-09-08	en						urn:lsid:biocol.org:col:34702			CM	Birds			PreservedSpecimen												Calcarius lapponicus							Animalia;Chordata;Aves;Passeriformes;Emberizidae;Calcarius	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Calcarius		lapponicus		species				ICZN			
CM	CM Birds Collection	Carnegie Museum of Natural History Birds Collection	Stephen Rogers	http://ipt.vertnet.org:8080/ipt/archive.do?r=cm_birds	rogerss@carnegiemnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=cm_birds	Carnegie Museum of Natural History (CM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the CM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the CM notified. The CM and its staff are not responsible for damages, injury or loss due to the use of these data.	a82d2421-be5a-4779-babc-da0b634a7ba8	c1da06f0-580e-11dc-8a9e-b8a03c50a862			2014-09-01	ORNIS,VertNet	United States	Carnegie Museum of Natural History	Pennsylvania	Thu Sep 11 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	urn:catalog:CM:Birds:A760									A760	North America			Canada	CA	Kivalliq		1									152	native	1930-06-01																				NORTH AMERICA;CANADA;NUNAVUT;KEEWATIN DIST;;;;									1										SOUTH HAMPTON ISLAND (CORAL HARBUR)													6		urn:catalog:CM:Birds:A760	SOURCE: SOUTHAMPTON ISLAND EXPEDITION. CONDITION: LEG & WING DISSECTED, RAIKOW 1978.	present							alcoholic		SUTTON, G.M.		HOW SEXED: UNMARKED MEANS.			unknown	152	Nunavut								CANADA; NUNAVUT; KEEWATIN DIST; SOUTH HAMPTON ISLAND (CORAL HARBUR)				1930	PhysicalObject	2014-09-08	en						urn:lsid:biocol.org:col:34702			CM	Birds			PreservedSpecimen												Calcarius lapponicus							Animalia;Chordata;Aves;Passeriformes;Emberizidae;Calcarius	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Calcarius		lapponicus		species				ICZN			
CM	CM Birds Collection	Carnegie Museum of Natural History Birds Collection	Stephen Rogers	http://ipt.vertnet.org:8080/ipt/archive.do?r=cm_birds	rogerss@carnegiemnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=cm_birds	Carnegie Museum of Natural History (CM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the CM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the CM notified. The CM and its staff are not responsible for damages, injury or loss due to the use of these data.	a82d2421-be5a-4779-babc-da0b634a7ba8	c1da06f0-580e-11dc-8a9e-b8a03c50a862			2014-09-01	ORNIS,VertNet	United States	Carnegie Museum of Natural History	Pennsylvania	Thu Sep 11 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	urn:catalog:CM:Birds:A761									A761	North America			Canada	CA	Kivalliq		24									205	native	1930-07-24																				NORTH AMERICA;CANADA;NUNAVUT;KEEWATIN DIST;;;;									1										SOUTHAMPTON ISLAND (CORAL HARBOUR)													7		urn:catalog:CM:Birds:A761	SOURCE: SOUTHAMPTON ISLAND EXPEDITION.	present							alcoholic		SUTTON, G.M.		HOW SEXED: UNMARKED MEANS.			unknown	205	Nunavut								CANADA; NUNAVUT; KEEWATIN DIST; SOUTHAMPTON ISLAND (CORAL HARBOUR)				1930	PhysicalObject	2014-09-08	en						urn:lsid:biocol.org:col:34702			CM	Birds			PreservedSpecimen												Plectrophenax nivalis							Animalia;Chordata;Aves;Passeriformes;Emberizidae;Plectrophenax	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Plectrophenax		nivalis		species				ICZN			
CM	CM Birds Collection	Carnegie Museum of Natural History Birds Collection	Stephen Rogers	http://ipt.vertnet.org:8080/ipt/archive.do?r=cm_birds	rogerss@carnegiemnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=cm_birds	Carnegie Museum of Natural History (CM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the CM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the CM notified. The CM and its staff are not responsible for damages, injury or loss due to the use of these data.	a82d2421-be5a-4779-babc-da0b634a7ba8	c1da06f0-580e-11dc-8a9e-b8a03c50a862			2014-09-01	ORNIS,VertNet	United States	Carnegie Museum of Natural History	Pennsylvania	Thu Sep 11 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	urn:catalog:CM:Birds:A1019									A1019	ASIA			PHILIPPINES				26									361	native	1964-12-26					30															ASIA;PHILIPPINES;NEGROS;;;;;									1										LUZURIAGA													12		urn:catalog:CM:Birds:A1019	SOURCE: T.N.ZAMORA, 7/08/1965.	present							alcoholic		ZAMORA, T.N. AND EMPESO, D.		HOW SEXED: UNMARKED MEANS.			unknown	361	NEGROS								PHILIPPINES; NEGROS; ; LUZURIAGA				1964	PhysicalObject	2014-09-08	en						urn:lsid:biocol.org:col:34702			CM	Birds			PreservedSpecimen												Sarcops calvus							Animalia;Chordata;Aves;Passeriformes;Sturnidae;Sarcops	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Sarcops		calvus		species				ICZN			
CM	CM Birds Collection	Carnegie Museum of Natural History Birds Collection	Stephen Rogers	http://ipt.vertnet.org:8080/ipt/archive.do?r=cm_birds	rogerss@carnegiemnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=cm_birds	Carnegie Museum of Natural History (CM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the CM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the CM notified. The CM and its staff are not responsible for damages, injury or loss due to the use of these data.	a82d2421-be5a-4779-babc-da0b634a7ba8	c1da06f0-580e-11dc-8a9e-b8a03c50a862			2014-09-01	ORNIS,VertNet	United States	Carnegie Museum of Natural History	Pennsylvania	Thu Sep 11 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	urn:catalog:CM:Birds:P50836									P50836	South America			Bolivia	BO			19									262	native	1914-09-19					3709															SOUTH AMERICA;BOLIVIA;SANTA CRUZ;;;;;									1										BUENA VISTA (RIO YAPACANI)													9		urn:catalog:CM:Birds:P50836	SOURCE: J.STEINBACH.	present							study skin		STEINBACH, J.		HOW SEXED: GONADS. GONADS: TESTIS DRAWN.			male	262	Santa Cruz					800 M			BOLIVIA; SANTA CRUZ; ; BUENA VISTA (RIO YAPACANI)				1914	PhysicalObject	2014-09-08	en						urn:lsid:biocol.org:col:34702			CM	Birds			PreservedSpecimen												Euphonia rufiventris							Animalia;Chordata;Aves;Passeriformes;Thraupidae;Euphonia	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Euphonia		rufiventris		species				ICZN			
CM	CM Birds Collection	Carnegie Museum of Natural History Birds Collection	Stephen Rogers	http://ipt.vertnet.org:8080/ipt/archive.do?r=cm_birds	rogerss@carnegiemnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=cm_birds	Carnegie Museum of Natural History (CM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the CM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the CM notified. The CM and its staff are not responsible for damages, injury or loss due to the use of these data.	a82d2421-be5a-4779-babc-da0b634a7ba8	c1da06f0-580e-11dc-8a9e-b8a03c50a862			2014-09-01	ORNIS,VertNet	United States	Carnegie Museum of Natural History	Pennsylvania	Thu Sep 11 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	urn:catalog:CM:Birds:P50837									P50837	South America			Bolivia	BO			19									262	native	1914-09-19					3710															SOUTH AMERICA;BOLIVIA;SANTA CRUZ;;;;;									1										BUENA VISTA (RIO YAPACANI)													9		urn:catalog:CM:Birds:P50837	SOURCE: J.STEINBACH.	present							study skin		STEINBACH, J.		HOW SEXED: GONADS. GONADS: TESTIS DRAWN.			male	262	Santa Cruz					800 M			BOLIVIA; SANTA CRUZ; ; BUENA VISTA (RIO YAPACANI)				1914	PhysicalObject	2014-09-08	en						urn:lsid:biocol.org:col:34702			CM	Birds			PreservedSpecimen												Euphonia minuta minuta							Animalia;Chordata;Aves;Passeriformes;Thraupidae;Euphonia	Animalia	Chordata	Aves	Passeriformes	Thraupidae	Euphonia		minuta	minuta	subspecies				ICZN			
CM	CM Birds Collection	Carnegie Museum of Natural History Birds Collection	Stephen Rogers	http://ipt.vertnet.org:8080/ipt/archive.do?r=cm_birds	rogerss@carnegiemnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=cm_birds	Carnegie Museum of Natural History (CM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the CM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the CM notified. The CM and its staff are not responsible for damages, injury or loss due to the use of these data.	a82d2421-be5a-4779-babc-da0b634a7ba8	c1da06f0-580e-11dc-8a9e-b8a03c50a862			2014-09-01	ORNIS,VertNet	United States	Carnegie Museum of Natural History	Pennsylvania	Thu Sep 11 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	urn:catalog:CM:Birds:P32521									P32521	South America			Venezuela	VE			17									351	native	1909-12-17					6003															SOUTH AMERICA;VENEZUELA;BOLIVAR;;;;;									1										MARIPA (RIO CAURA)													12		urn:catalog:CM:Birds:P32521	SOURCE: M.A.CARRIKER JR.	present							study skin		CARRIKER JR, M.A.		HOW SEXED: UNMARKED MEANS.			male	351	Bolívar								VENEZUELA; BOLIVAR; ; MARIPA (RIO CAURA)				1909	PhysicalObject	2014-09-08	en						urn:lsid:biocol.org:col:34702			CM	Birds			PreservedSpecimen												Formicivora grisea orenocensis							Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Formicivora	Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Formicivora		grisea	orenocensis	subspecies				ICZN			
CM	CM Birds Collection	Carnegie Museum of Natural History Birds Collection	Stephen Rogers	http://ipt.vertnet.org:8080/ipt/archive.do?r=cm_birds	rogerss@carnegiemnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=cm_birds	Carnegie Museum of Natural History (CM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the CM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the CM notified. The CM and its staff are not responsible for damages, injury or loss due to the use of these data.	a82d2421-be5a-4779-babc-da0b634a7ba8	c1da06f0-580e-11dc-8a9e-b8a03c50a862			2014-09-01	ORNIS,VertNet	United States	Carnegie Museum of Natural History	Pennsylvania	Thu Sep 11 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	urn:catalog:CM:Birds:P50838									P50838	South America			Bolivia	BO			19									262	native	1914-09-19					3711															SOUTH AMERICA;BOLIVIA;SANTA CRUZ;;;;;									1								immature		BUENA VISTA (RIO YAPACANI)													9		urn:catalog:CM:Birds:P50838	SOURCE: J.STEINBACH.	present							study skin		STEINBACH, J.		HOW SEXED: UNMARKED MEANS.			male	262	Santa Cruz					800M			BOLIVIA; SANTA CRUZ; ; BUENA VISTA (RIO YAPACANI)				1914	PhysicalObject	2014-09-08	en						urn:lsid:biocol.org:col:34702			CM	Birds			PreservedSpecimen												Thamnophilus schistaceus schistaceus							Animalia;Chordata;Aves;Passeriformes;Thamnophilidae;Thamnophilus	Animalia	Chordata	Aves	Passeriformes	Thamnophilidae	Thamnophilus		schistaceus	schistaceus	subspecies				ICZN			
CM	CM Birds Collection	Carnegie Museum of Natural History Birds Collection	Stephen Rogers	http://ipt.vertnet.org:8080/ipt/archive.do?r=cm_birds	rogerss@carnegiemnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=cm_birds	Carnegie Museum of Natural History (CM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the CM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the CM notified. The CM and its staff are not responsible for damages, injury or loss due to the use of these data.	a82d2421-be5a-4779-babc-da0b634a7ba8	c1da06f0-580e-11dc-8a9e-b8a03c50a862			2014-09-01	ORNIS,VertNet	United States	Carnegie Museum of Natural History	Pennsylvania	Thu Sep 11 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	urn:catalog:CM:Birds:P50839									P50839	South America			Bolivia	BO			19									262	native	1914-09-19					3713															SOUTH AMERICA;BOLIVIA;SANTA CRUZ;;;;;									1										BUENA VISTA (RIO YAPACANI)													9		urn:catalog:CM:Birds:P50839	SOURCE: J.STEINBACH.	present							study skin		STEINBACH, J.		HOW SEXED: UNMARKED MEANS.			female	262	Santa Cruz								BOLIVIA; SANTA CRUZ; ; BUENA VISTA (RIO YAPACANI)				1914	PhysicalObject	2014-09-08	en						urn:lsid:biocol.org:col:34702			CM	Birds			PreservedSpecimen												Rhytipterna simplex							Animalia;Chordata;Aves;Passeriformes;Tyrannidae;Rhytipterna	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Rhytipterna		simplex		species				ICZN			
CM	CM Birds Collection	Carnegie Museum of Natural History Birds Collection	Stephen Rogers	http://ipt.vertnet.org:8080/ipt/archive.do?r=cm_birds	rogerss@carnegiemnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=cm_birds	Carnegie Museum of Natural History (CM) data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the CM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the CM notified. The CM and its staff are not responsible for damages, injury or loss due to the use of these data.	a82d2421-be5a-4779-babc-da0b634a7ba8	c1da06f0-580e-11dc-8a9e-b8a03c50a862			2014-09-01	ORNIS,VertNet	United States	Carnegie Museum of Natural History	Pennsylvania	Thu Sep 11 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_birds	urn:catalog:CM:Birds:P50840									P50840	South America			Bolivia	BO			19									262	native	1914-09-19					3714															SOUTH AMERICA;BOLIVIA;SANTA CRUZ;;;;;									1										BUENA VISTA (RIO YAPACANI)													9		urn:catalog:CM:Birds:P50840	SOURCE: J.STEINBACH.	present							study skin		STEINBACH, J.		HOW SEXED: UNMARKED MEANS.			male	262	Santa Cruz								BOLIVIA; SANTA CRUZ; ; BUENA VISTA (RIO YAPACANI)				1914	PhysicalObject	2014-09-08	en						urn:lsid:biocol.org:col:34702			CM	Birds			PreservedSpecimen												Turdus amaurochalinus							Animalia;Chordata;Aves;Passeriformes;Turdidae;Turdus	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus		amaurochalinus		species				ICZN			
