AMNH	AMNH Herpetology Collections	AMNH Herpetology Collection	David Dickey	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_herps	dickey@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_herps		71d0dff0-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	American Museum of Natural History	New York	Thu Feb 19 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	urn:catalog:AMNH:Herpetology:A-15329									A-15329	North America			United States	US	Mason												native																					North America | USA | Washington | [Mason] |  |  |  |																																		urn:catalog:AMNH:Herpetology:A-15329		present							fluid									Washington								North America | USA | Washington | [Mason]					PhysicalObject	2015-02-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/amnh/herpetology?id=a-15329	urn:lsid:biocol.org:col:34925			AMNH	Herpetology			PreservedSpecimen	locality											Rhyacotriton olympicus							Animalia | Chordata | Amphibia | Caudata | Rhyacotritonidae | Rhyacotriton	Animalia	Chordata	Amphibia	Caudata	Rhyacotritonidae	Rhyacotriton		olympicus		species				ICZN			
AMNH	AMNH Herpetology Collections	AMNH Herpetology Collection	David Dickey	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_herps	dickey@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_herps		71d0dff0-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	American Museum of Natural History	New York	Thu Feb 19 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	urn:catalog:AMNH:Herpetology:R-13053									R-13053	North America			Puerto Rico	PR													native																					West Indies | Puerto Rico |  |  |  |  |  |											Greater Antilles																							urn:catalog:AMNH:Herpetology:R-13053		present							fluid																	West Indies | Puerto Rico			Caribbean Sea		PhysicalObject	2015-02-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/amnh/herpetology?id=r-13053	urn:lsid:biocol.org:col:34925			AMNH	Herpetology			PreservedSpecimen	locality											Anolis pulchellus							Animalia | Chordata | Reptilia | Squamata | Iguanidae | Anolis	Animalia	Chordata	Reptilia	Squamata	Polychrotidae	Anolis		pulchellus		species				ICZN			
AMNH	AMNH Herpetology Collections	AMNH Herpetology Collection	David Dickey	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_herps	dickey@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_herps		71d0dff0-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	American Museum of Natural History	New York	Thu Feb 19 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	urn:catalog:AMNH:Herpetology:R-13054									R-13054	North America			Puerto Rico	PR													native																					West Indies | Puerto Rico |  |  |  |  |  |											Greater Antilles																							urn:catalog:AMNH:Herpetology:R-13054		present							fluid																	West Indies | Puerto Rico			Caribbean Sea		PhysicalObject	2015-02-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/amnh/herpetology?id=r-13054	urn:lsid:biocol.org:col:34925			AMNH	Herpetology			PreservedSpecimen	locality											Anolis pulchellus							Animalia | Chordata | Reptilia | Squamata | Iguanidae | Anolis	Animalia	Chordata	Reptilia	Squamata	Polychrotidae	Anolis		pulchellus		species				ICZN			
AMNH	AMNH Herpetology Collections	AMNH Herpetology Collection	David Dickey	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_herps	dickey@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_herps		71d0dff0-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	American Museum of Natural History	New York	Thu Feb 19 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	urn:catalog:AMNH:Herpetology:R-13055									R-13055	North America			Puerto Rico	PR													native																					West Indies | Puerto Rico |  |  |  |  |  |											Greater Antilles																							urn:catalog:AMNH:Herpetology:R-13055		present							fluid																	West Indies | Puerto Rico			Caribbean Sea		PhysicalObject	2015-02-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/amnh/herpetology?id=r-13055	urn:lsid:biocol.org:col:34925			AMNH	Herpetology			PreservedSpecimen	locality											Anolis pulchellus							Animalia | Chordata | Reptilia | Squamata | Iguanidae | Anolis	Animalia	Chordata	Reptilia	Squamata	Polychrotidae	Anolis		pulchellus		species				ICZN			
AMNH	AMNH Herpetology Collections	AMNH Herpetology Collection	David Dickey	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_herps	dickey@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_herps		71d0dff0-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	American Museum of Natural History	New York	Thu Feb 19 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	urn:catalog:AMNH:Herpetology:R-13839									R-13839	North America			Puerto Rico	PR													native																					West Indies | Puerto Rico | [Mayaguez] |  |  |  |  |																																		urn:catalog:AMNH:Herpetology:R-13839		present							fluid									[Mayaguez]								West Indies | Puerto Rico | [Mayaguez]					PhysicalObject	2015-02-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/amnh/herpetology?id=r-13839	urn:lsid:biocol.org:col:34925			AMNH	Herpetology			PreservedSpecimen	locality											Anolis pulchellus							Animalia | Chordata | Reptilia | Squamata | Iguanidae | Anolis	Animalia	Chordata	Reptilia	Squamata	Polychrotidae	Anolis		pulchellus		species				ICZN			
AMNH	AMNH Herpetology Collections	AMNH Herpetology Collection	David Dickey	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_herps	dickey@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_herps		71d0dff0-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	American Museum of Natural History	New York	Thu Feb 19 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	urn:catalog:AMNH:Herpetology:A-18455									A-18455	Asia			China	CN													native																					Asia | China | Fukien |  |  |  |  |																																		urn:catalog:AMNH:Herpetology:A-18455		present							fluid									Fujian								Asia | China | Fukien					PhysicalObject	2015-02-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/amnh/herpetology?id=a-18455	urn:lsid:biocol.org:col:34925			AMNH	Herpetology			PreservedSpecimen	locality											Quasipaa spinosa							Animalia | Chordata | Amphibia | Anura | Dicroglossidae | Quasipaa	Animalia	Chordata	Amphibia	Anura	Dicroglossidae	Quasipaa		spinosa		species				ICZN			
AMNH	AMNH Herpetology Collections	AMNH Herpetology Collection	David Dickey	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_herps	dickey@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_herps		71d0dff0-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	American Museum of Natural History	New York	Thu Feb 19 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	urn:catalog:AMNH:Herpetology:A-15143									A-15143	North America			United States	US	Duval												native																					North America | USA | Florida | [Duval] |  |  |  |																																		urn:catalog:AMNH:Herpetology:A-15143		present							fluid									Florida								North America | USA | Florida | [Duval]					PhysicalObject	2015-02-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/amnh/herpetology?id=a-15143	urn:lsid:biocol.org:col:34925			AMNH	Herpetology			PreservedSpecimen	locality											Acris gryllus dorsalis							Animalia | Chordata | Amphibia | Anura | Hylidae | Acris	Animalia	Chordata	Amphibia	Anura	Hylidae	Acris		gryllus	dorsalis	subspecies				ICZN			
AMNH	AMNH Herpetology Collections	AMNH Herpetology Collection	David Dickey	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_herps	dickey@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_herps		71d0dff0-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	American Museum of Natural History	New York	Thu Feb 19 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	urn:catalog:AMNH:Herpetology:A-15333									A-15333	North America			United States	US	Mason												native																					North America | USA | Washington | [Mason] |  |  |  |																																		urn:catalog:AMNH:Herpetology:A-15333		present							fluid									Washington								North America | USA | Washington | [Mason]					PhysicalObject	2015-02-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/amnh/herpetology?id=a-15333	urn:lsid:biocol.org:col:34925			AMNH	Herpetology			PreservedSpecimen	locality											Rhyacotriton olympicus							Animalia | Chordata | Amphibia | Caudata | Rhyacotritonidae | Rhyacotriton	Animalia	Chordata	Amphibia	Caudata	Rhyacotritonidae	Rhyacotriton		olympicus		species				ICZN			
AMNH	AMNH Herpetology Collections	AMNH Herpetology Collection	David Dickey	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_herps	dickey@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_herps		71d0dff0-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	American Museum of Natural History	New York	Thu Feb 19 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	urn:catalog:AMNH:Herpetology:R-13393									R-13393	North America			Puerto Rico	PR													native																					West Indies | Puerto Rico |  |  |  |  |  |											Greater Antilles																							urn:catalog:AMNH:Herpetology:R-13393		present							fluid																	West Indies | Puerto Rico			Caribbean Sea		PhysicalObject	2015-02-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/amnh/herpetology?id=r-13393	urn:lsid:biocol.org:col:34925			AMNH	Herpetology			PreservedSpecimen	locality											Anolis stratulus							Animalia | Chordata | Reptilia | Squamata | Iguanidae | Anolis	Animalia	Chordata	Reptilia	Squamata	Polychrotidae	Anolis		stratulus		species				ICZN			
AMNH	AMNH Herpetology Collections	AMNH Herpetology Collection	David Dickey	http://ipt.vertnet.org:8080/ipt/archive.do?r=amnh_herps	dickey@amnh.org	http://ipt.vertnet.org:8080/ipt/eml.do?r=amnh_herps		71d0dff0-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862		CC0	2015-02-18	HerpNET,VertNet	United States	American Museum of Natural History	New York	Thu Feb 19 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_herps	urn:catalog:AMNH:Herpetology:R-13394									R-13394	North America			Puerto Rico	PR													native																					West Indies | Puerto Rico |  |  |  |  |  |											Greater Antilles																							urn:catalog:AMNH:Herpetology:R-13394		present							fluid																	West Indies | Puerto Rico			Caribbean Sea		PhysicalObject	2015-02-19	en			http://vertnet.org/resources/norms.html		http://portal.vertnet.org/o/amnh/herpetology?id=r-13394	urn:lsid:biocol.org:col:34925			AMNH	Herpetology			PreservedSpecimen	locality											Anolis stratulus							Animalia | Chordata | Reptilia | Squamata | Iguanidae | Anolis	Animalia	Chordata	Reptilia	Squamata	Polychrotidae	Anolis		stratulus		species				ICZN			
