BLB	Borror Lab of Bioacoustics (BLB), Ohio State University		Doug Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=blb	nelson.228@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=blb	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	f11db245-3f9f-4fc6-a0cc-12b4124d081b	5ffa575c-fcd4-4583-9611-545f67b04316		CC0	no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Borror Laboratory of Bioacoustics	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=blb	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=blb_all	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB1									BLB1				United States		Franklin	1948		39.9833	-82.9167													Seen: seen; Distance: 18-49m; Paper-based original at 7.5 ips. Copied 1987 on Ampex 100 at 7.5 ips. Original stored outside collection. Filtered copy on species reel.;											Locality: BLB	unspecified													1								adult		Residence at 1593, Minnesota Avenue, Columbus, Franklin, Ohio, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB1											Borror, D. J. (Donald J.)				none specified	undetermined		Ohio						14 March 1948								2015-02-09T15:43:58Z	en			http://vertnet.org/resources/norms.html		http://blb.osu.edu/database/recording.html?id=BLB1				Borror Laboratory of Bioacoustics, Ohio State University, Columbus, OH (BLB)	Recordings			HumanObservation					urn:lsid:biosci.ohio-state.edu:osuc_names:185498							Cyanocitta cristata								Animalia	Chordata	Aves	Passeriformes	Corvidae	Cyanocitta		cristata									
BLB	Borror Lab of Bioacoustics (BLB), Ohio State University		Doug Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=blb	nelson.228@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=blb	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	f11db245-3f9f-4fc6-a0cc-12b4124d081b	5ffa575c-fcd4-4583-9611-545f67b04316		CC0	no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Borror Laboratory of Bioacoustics	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=blb	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=blb_all	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB10						Zenaida macroura			BLB10				United States		Franklin	1948		39.9961	-83.0189													Seen: seen; Paper-based original at 7.5 ips. Copied 1987 on Ampex 100 at 15 ips. Original missing. Filtered copy on species reel.;											Locality: BLB	unspecified													1								adult		From room 211 Botany and Zoology Building, gully northwest of building, OSU Main Campus, Columbus, Franklin, Ohio, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB10											Borror, D. J. (Donald J.)				none specified	undetermined		Ohio						18 March 1948								2015-02-09T15:46:43Z	en			http://vertnet.org/resources/norms.html		http://blb.osu.edu/database/recording.html?id=BLB10				Borror Laboratory of Bioacoustics, Ohio State University, Columbus, OH (BLB)	Recordings			HumanObservation					urn:lsid:biosci.ohio-state.edu:osuc_names:309801							Calothorax lucifer								Animalia	Chordata	Aves	Apodiformes	Trochilidae	Calothorax		lucifer									
BLB	Borror Lab of Bioacoustics (BLB), Ohio State University		Doug Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=blb	nelson.228@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=blb	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	f11db245-3f9f-4fc6-a0cc-12b4124d081b	5ffa575c-fcd4-4583-9611-545f67b04316		CC0	no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Borror Laboratory of Bioacoustics	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=blb	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=blb_all	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB100						Passer domesticus; Colaptes auratus			BLB100				United States		Franklin	1949		39.9833	-82.9167													Seen: seen; Distance: 9m; Paper-based original at 7.5 ips. Copied 1987 on Ampex 100 at 15 ips. Original stored outside collection. Filtered copy on species reel.;											Locality: BLB	unspecified													1								adult		Residence at 1593, Minnesota Avenue, Columbus, Franklin, Ohio, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB100											Borror, D. J. (Donald J.)				none specified	undetermined		Ohio						27 March 1949								2015-02-09T15:46:44Z	en			http://vertnet.org/resources/norms.html		http://blb.osu.edu/database/recording.html?id=BLB100				Borror Laboratory of Bioacoustics, Ohio State University, Columbus, OH (BLB)	Recordings			HumanObservation					urn:lsid:biosci.ohio-state.edu:osuc_names:185516							Turdus migratorius								Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus		migratorius									
BLB	Borror Lab of Bioacoustics (BLB), Ohio State University		Doug Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=blb	nelson.228@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=blb	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	f11db245-3f9f-4fc6-a0cc-12b4124d081b	5ffa575c-fcd4-4583-9611-545f67b04316		CC0	no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Borror Laboratory of Bioacoustics	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=blb	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=blb_all	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB1000						Corvus brachyrhynchos; Colaptes auratus; Spizella pusilla			BLB1000				United States		Franklin	1954		39.9961	-83.0189													Seen: seen; Distance: 12m;											Locality: BLB	unspecified													1								adult		University Woods, OSU Main Campus, Columbus, Franklin, Ohio, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB1000											Borror, D. J. (Donald J.)				none specified	undetermined		Ohio						13 May 1954								2015-02-09T15:44:00Z	en			http://vertnet.org/resources/norms.html		http://blb.osu.edu/database/recording.html?id=BLB1000				Borror Laboratory of Bioacoustics, Ohio State University, Columbus, OH (BLB)	Recordings			HumanObservation					urn:lsid:biosci.ohio-state.edu:osuc_names:270099							Spinus tristis								Animalia	Chordata	Aves	Passeriformes	Fringillidae	Carduelis		tristis									
BLB	Borror Lab of Bioacoustics (BLB), Ohio State University		Doug Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=blb	nelson.228@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=blb	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	f11db245-3f9f-4fc6-a0cc-12b4124d081b	5ffa575c-fcd4-4583-9611-545f67b04316		CC0	no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Borror Laboratory of Bioacoustics	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=blb	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=blb_all	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB10000						Seiurus aurocapilla; Geothlypis formosus			BLB10000				United States		Ross	1969		39.4167	-82.7667													Seen: seen; Distance: 23m;											Locality: BLB	unspecified													1								adult		Road 2, about 1 mi east of Road 3, Tar Hollow State Park, Chillicothe (10 mi E of), Ross, Ohio, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB10000											Borror, D. J. (Donald J.)				none specified	male		Ohio						7 May 1969								2015-02-09T15:44:03Z	en			http://vertnet.org/resources/norms.html		http://blb.osu.edu/database/recording.html?id=BLB10000				Borror Laboratory of Bioacoustics, Ohio State University, Columbus, OH (BLB)	Recordings			HumanObservation					urn:lsid:biosci.ohio-state.edu:osuc_names:185502							Pipilo erythrophthalmus								Animalia	Chordata	Aves	Passeriformes	Emberizidae	Pipilo		erythrophthalmus									
BLB	Borror Lab of Bioacoustics (BLB), Ohio State University		Doug Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=blb	nelson.228@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=blb	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	f11db245-3f9f-4fc6-a0cc-12b4124d081b	5ffa575c-fcd4-4583-9611-545f67b04316		CC0	no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Borror Laboratory of Bioacoustics	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=blb	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=blb_all	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB10001						Pipilo erythrophthalmus; Icteria virens			BLB10001				United States		Ross	1969		39.4167	-82.7667													Seen: not seen; Distance: 15-18m;											Locality: BLB	unspecified													1								adult		Road 2, about 1 mi east of Road 3, Tar Hollow State Park, Chillicothe (10 mi E of), Ross, Ohio, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB10001											Borror, D. J. (Donald J.)				none specified	male		Ohio						7 May 1969								2015-02-09T15:44:03Z	en			http://vertnet.org/resources/norms.html		http://blb.osu.edu/database/recording.html?id=BLB10001				Borror Laboratory of Bioacoustics, Ohio State University, Columbus, OH (BLB)	Recordings			HumanObservation					urn:lsid:biosci.ohio-state.edu:osuc_names:185496							Thryothorus ludovicianus								Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Thryothorus		ludovicianus									
BLB	Borror Lab of Bioacoustics (BLB), Ohio State University		Doug Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=blb	nelson.228@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=blb	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	f11db245-3f9f-4fc6-a0cc-12b4124d081b	5ffa575c-fcd4-4583-9611-545f67b04316		CC0	no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Borror Laboratory of Bioacoustics	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=blb	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=blb_all	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB10002						Vireo olivaceus; Seiurus aurocapilla; Baeolophus bicolor; Empidonax virescens; Geothlypis formosus			BLB10002				United States		Ross	1969		39.4167	-82.7667													Seen: not seen; Distance: 12-14m;											Locality: BLB	unspecified													1								adult		Road 2, about 1.25 mi east of Road 3, Tar Hollow State Park, Chillicothe (10 mi E of), Ross, Ohio, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB10002											Borror, D. J. (Donald J.)				none specified	male		Ohio						7 May 1969								2015-02-09T15:44:03Z	en			http://vertnet.org/resources/norms.html		http://blb.osu.edu/database/recording.html?id=BLB10002				Borror Laboratory of Bioacoustics, Ohio State University, Columbus, OH (BLB)	Recordings			HumanObservation					urn:lsid:biosci.ohio-state.edu:osuc_names:310578							Setophaga cerulea								Animalia	Chordata	Aves	Passeriformes	Parulidae	Setophaga		cerulea									
BLB	Borror Lab of Bioacoustics (BLB), Ohio State University		Doug Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=blb	nelson.228@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=blb	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	f11db245-3f9f-4fc6-a0cc-12b4124d081b	5ffa575c-fcd4-4583-9611-545f67b04316		CC0	no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Borror Laboratory of Bioacoustics	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=blb	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=blb_all	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB10003						Pipilo erythrophthalmus; Vireo olivaceus; Baeolophus bicolor; Geothlypis formosus; Helmitheros vermivorum			BLB10003				United States		Ross	1969		39.4167	-82.7667													Seen: seen poorly; Distance: 32m;											Locality: BLB	unspecified													1								adult		Road 2, about 1.25 mi east of Road 3, Tar Hollow State Park, Chillicothe (10 mi E of), Ross, Ohio, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB10003											Borror, D. J. (Donald J.)				none specified	male		Ohio						7 May 1969								2015-02-09T15:44:03Z	en			http://vertnet.org/resources/norms.html		http://blb.osu.edu/database/recording.html?id=BLB10003				Borror Laboratory of Bioacoustics, Ohio State University, Columbus, OH (BLB)	Recordings			HumanObservation					urn:lsid:biosci.ohio-state.edu:osuc_names:185502							Pipilo erythrophthalmus								Animalia	Chordata	Aves	Passeriformes	Emberizidae	Pipilo		erythrophthalmus									
BLB	Borror Lab of Bioacoustics (BLB), Ohio State University		Doug Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=blb	nelson.228@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=blb	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	f11db245-3f9f-4fc6-a0cc-12b4124d081b	5ffa575c-fcd4-4583-9611-545f67b04316		CC0	no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Borror Laboratory of Bioacoustics	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=blb	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=blb_all	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB10004						Seiurus aurocapilla; Icteria virens; Geothlypis formosus			BLB10004				United States		Ross	1969		39.4167	-82.7667													Seen: not seen; Distance: 32m;											Locality: BLB	unspecified													1								adult		Road 2, about 1.25 mi east of Road 3, Tar Hollow State Park, Chillicothe (10 mi E of), Ross, Ohio, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB10004											Borror, D. J. (Donald J.)				none specified	male		Ohio						7 May 1969								2015-02-09T15:44:03Z	en			http://vertnet.org/resources/norms.html		http://blb.osu.edu/database/recording.html?id=BLB10004				Borror Laboratory of Bioacoustics, Ohio State University, Columbus, OH (BLB)	Recordings			HumanObservation					urn:lsid:biosci.ohio-state.edu:osuc_names:310097							Helmitheros vermivorum								Animalia	Chordata	Aves	Passeriformes	Parulidae	Helmitheros		vermivorum									
BLB	Borror Lab of Bioacoustics (BLB), Ohio State University		Doug Nelson	http://hymfiles.biosci.ohio-state.edu:8080/ipt/archive.do?r=blb	nelson.228@osu.edu	http://hymfiles.biosci.ohio-state.edu:8080/ipt/eml.do?r=blb	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	f11db245-3f9f-4fc6-a0cc-12b4124d081b	5ffa575c-fcd4-4583-9611-545f67b04316		CC0	no migrator	MaNIS,ORNIS,HerpNET,FishNet,VertNet	United States	Borror Laboratory of Bioacoustics	Ohio	Fri Dec 19 00:00:00 UTC 2014	http://hymfiles.biosci.ohio-state.edu:8080/ipt/resource.do?r=blb	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=blb_all	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB10005						Zenaida macroura; Hylocichla mustelina; Baeolophus bicolor; Dryocopus pileatus			BLB10005				United States		Ross	1969		39.4167	-82.7667													Seen: seen; Distance: 17-18m;											Locality: BLB	unspecified													1								adult		Road 2, about 1.75 mi east of Road 3, Tar Hollow State Park, Chillicothe (10 mi E of), Ross, Ohio, USA															urn:lsid:biosci.ohio-state.edu:osuc_occurrences:BLB10005											Borror, D. J. (Donald J.)				none specified	male		Ohio						7 May 1969								2015-02-09T15:44:03Z	en			http://vertnet.org/resources/norms.html		http://blb.osu.edu/database/recording.html?id=BLB10005				Borror Laboratory of Bioacoustics, Ohio State University, Columbus, OH (BLB)	Recordings			HumanObservation					urn:lsid:biosci.ohio-state.edu:osuc_names:281825							Passerina cyanea								Animalia	Chordata	Aves	Passeriformes	Cardinalidae	Passerina		cyanea									
