ANSP	ANSP Herpetology	ANSP Herpetology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_hrp	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_hrp	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	86594bf6-f762-11e1-a439-00145eb45e9a	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	HerpNET,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	1																																																																				?	UNKMORTONC													1									skull															00/00/0000																		ANSP	HRP			PreservedSpecimen												Caretta caretta										Reptilia	Testudines	Cheloniidae	Caretta		caretta									
ANSP	ANSP Herpetology	ANSP Herpetology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_hrp	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_hrp	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	86594bf6-f762-11e1-a439-00145eb45e9a	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	HerpNET,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	2																																																																				?	UNKMORTONC													2									skull															00/00/0000																		ANSP	HRP			PreservedSpecimen												Caretta caretta										Reptilia	Testudines	Cheloniidae	Caretta		caretta									
ANSP	ANSP Herpetology	ANSP Herpetology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_hrp	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_hrp	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	86594bf6-f762-11e1-a439-00145eb45e9a	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	HerpNET,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	3																																																																				?	UNKNOWN													3									skull															00/00/0000																		ANSP	HRP			PreservedSpecimen												Caretta caretta										Reptilia	Testudines	Cheloniidae	Caretta		caretta									
ANSP	ANSP Herpetology	ANSP Herpetology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_hrp	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_hrp	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	86594bf6-f762-11e1-a439-00145eb45e9a	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	HerpNET,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	4																																																																				?	UNKMORTONC													4									skull															00/00/0000																		ANSP	HRP			PreservedSpecimen												Caretta caretta										Reptilia	Testudines	Cheloniidae	Caretta		caretta									
ANSP	ANSP Herpetology	ANSP Herpetology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_hrp	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_hrp	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	86594bf6-f762-11e1-a439-00145eb45e9a	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	HerpNET,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	5																																																																				?	UNKNOWN													5									skull															00/00/0000																		ANSP	HRP			PreservedSpecimen												Caretta caretta										Reptilia	Testudines	Cheloniidae	Caretta		caretta									
ANSP	ANSP Herpetology	ANSP Herpetology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_hrp	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_hrp	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	86594bf6-f762-11e1-a439-00145eb45e9a	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	HerpNET,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	6																																																																				Donor: Dr. Wilson	UNKWILSON													6									skull															00/00/0000																		ANSP	HRP			PreservedSpecimen												Caretta caretta										Reptilia	Testudines	Cheloniidae	Caretta		caretta									
ANSP	ANSP Herpetology	ANSP Herpetology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_hrp	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_hrp	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	86594bf6-f762-11e1-a439-00145eb45e9a	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	HerpNET,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	7																																																																				?	UNKNOWN													7									skull															00/00/0000																		ANSP	HRP			PreservedSpecimen												Caretta caretta										Reptilia	Testudines	Cheloniidae	Caretta		caretta									
ANSP	ANSP Herpetology	ANSP Herpetology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_hrp	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_hrp	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	86594bf6-f762-11e1-a439-00145eb45e9a	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	HerpNET,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	8																																																																				?	UNKNOWN													8									stuffed															00/00/0000																		ANSP	HRP			PreservedSpecimen												Caretta caretta										Reptilia	Testudines	Cheloniidae	Caretta		caretta									
ANSP	ANSP Herpetology	ANSP Herpetology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_hrp	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_hrp	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	86594bf6-f762-11e1-a439-00145eb45e9a	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	HerpNET,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	9																																																																				?	UNKNOWN													9									skull															00/00/0000																		ANSP	HRP			PreservedSpecimen												Chelonia mydas										Reptilia	Testudines	Cheloniidae	Chelonia		mydas									
ANSP	ANSP Herpetology	ANSP Herpetology Collection	Biodiversity Informatics Manager	http://phylo.ansp.org:8080/ipt/archive.do?r=ansp_hrp	bdim@ansp.org	http://phylo.ansp.org:8080/ipt/eml.do?r=ansp_hrp	This work is licensed under a Creative Commons CCZero 1.0 License http://creativecommons.org/publicdomain/zero/1.0/legalcode.	86594bf6-f762-11e1-a439-00145eb45e9a	5ffebb80-f762-11e1-a439-00145eb45e9a		CC0	no migrator	HerpNET,VertNet	United States	Academy of Natural Sciences of Philadelphia	PA	Mon Nov 10 00:00:00 UTC 2014	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	http://phylo.ansp.org:8080/ipt/resource.do?r=ansp_hrp	10																																																																				?	UNKNOWN													10									skull															00/00/0000																		ANSP	HRP			PreservedSpecimen												Chelonia mydas										Reptilia	Testudines	Cheloniidae	Chelonia		mydas									
