ASNHC	Angelo State Natural History Collections (ASNHC) - Ornithology Collection		Marcia Revelez	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=angelo_birds	marcia.revelez@angelo.edu	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=angelo_birds		60805ee8-a17e-48ce-8726-be447e4d8e1d	9c0a8aa8-4ce7-49ba-aac7-21a97234f886			no migrator	ORNIS,VertNet	United States	Angelo State University	Texas	Fri Mar 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	8573de06-8200-4af2-a233-bbe72a5caab5									1	North America			United States		Tom Green		13											1970-06-13																																							NW San Angelo, OC Fisher Reservoir, Angelo State University farm													06		8573de06-8200-4af2-a233-bbe72a5caab5									skin		Maxwell, Terry C					M		Texas						13 June 1970		near ASU farm, N Concho Reservoir, NW San Angelo				1970	PhysicalObject		en									ASNHC	Birds			PreservedSpecimen												Callipepla squamata								Animalia	Chordata	Aves	Galliformes	Odontophoridae	Callipepla		squamata		species		(Vigors, 1830)	Scaled Quail				
ASNHC	Angelo State Natural History Collections (ASNHC) - Ornithology Collection		Marcia Revelez	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=angelo_birds	marcia.revelez@angelo.edu	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=angelo_birds		60805ee8-a17e-48ce-8726-be447e4d8e1d	9c0a8aa8-4ce7-49ba-aac7-21a97234f886			no migrator	ORNIS,VertNet	United States	Angelo State University	Texas	Fri Mar 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	dce9446b-bc5c-4c50-b73e-2650fbd31809									2	North America			United States		San Saba		28											1970-06-28																																					adult		8 mi N Bend, Gorman Falls, FM 580													06		dce9446b-bc5c-4c50-b73e-2650fbd31809									skin		Tyler, Earl D					F		Texas						28 June 1970		FM 580, 8 mi N Gorman Falls, Bend				1970	PhysicalObject		en									ASNHC	Birds			PreservedSpecimen												Colinus virginianus								Animalia	Chordata	Aves	Galliformes	Odontophoridae	Colinus		virginianus		species		(Linnaeus, 1758)	Northern Bobwhite				
ASNHC	Angelo State Natural History Collections (ASNHC) - Ornithology Collection		Marcia Revelez	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=angelo_birds	marcia.revelez@angelo.edu	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=angelo_birds		60805ee8-a17e-48ce-8726-be447e4d8e1d	9c0a8aa8-4ce7-49ba-aac7-21a97234f886			no migrator	ORNIS,VertNet	United States	Angelo State University	Texas	Fri Mar 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	f862d7e1-806e-4923-ad88-7e28e811210a									3	North America			United States		Tom Green		13											1970-07-13																																					adult		NW San Angelo, OC Fisher Reservoir, Angelo State University farm													07		f862d7e1-806e-4923-ad88-7e28e811210a									skin		Maxwell, Terry C					M		Texas						13 July 1970		near ASU farm, N Concho Reservoir, NW San Angelo				1970	PhysicalObject		en									ASNHC	Birds			PreservedSpecimen												Colinus virginianus								Animalia	Chordata	Aves	Galliformes	Odontophoridae	Colinus		virginianus		species		(Linnaeus, 1758)	Northern Bobwhite				
ASNHC	Angelo State Natural History Collections (ASNHC) - Ornithology Collection		Marcia Revelez	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=angelo_birds	marcia.revelez@angelo.edu	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=angelo_birds		60805ee8-a17e-48ce-8726-be447e4d8e1d	9c0a8aa8-4ce7-49ba-aac7-21a97234f886			no migrator	ORNIS,VertNet	United States	Angelo State University	Texas	Fri Mar 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	15fd9637-4a26-4213-abde-b53bcb89c3fb									4	North America			United States		Coke		28											1967-06-28																																							5 mi N Water Valley, Clark Ranch													06		15fd9637-4a26-4213-abde-b53bcb89c3fb									skin		Parsons, Don					M		Texas						28 June 1967		Clark Ranch, 5 mi N Water Valley				1967	PhysicalObject		en									ASNHC	Birds			PreservedSpecimen												Colinus virginianus								Animalia	Chordata	Aves	Galliformes	Odontophoridae	Colinus		virginianus		species		(Linnaeus, 1758)	Northern Bobwhite				
ASNHC	Angelo State Natural History Collections (ASNHC) - Ornithology Collection		Marcia Revelez	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=angelo_birds	marcia.revelez@angelo.edu	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=angelo_birds		60805ee8-a17e-48ce-8726-be447e4d8e1d	9c0a8aa8-4ce7-49ba-aac7-21a97234f886			no migrator	ORNIS,VertNet	United States	Angelo State University	Texas	Fri Mar 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	3c116459-5f23-435d-82a0-2e5a12653211									5	North America			United States		Val Verde		20											1970-06-20																																							Matthews Ranch, Spring Creek													06		3c116459-5f23-435d-82a0-2e5a12653211									skin		Creel, Gerald C					M		Texas						20 June 1970		near Pecos River, Spring Creek, Matthews Ranch				1970	PhysicalObject		en									ASNHC	Birds			PreservedSpecimen												Chloroceryle americana								Animalia	Chordata	Aves	Coraciiformes	Cerylidae	Chloroceryle		americana		species							
ASNHC	Angelo State Natural History Collections (ASNHC) - Ornithology Collection		Marcia Revelez	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=angelo_birds	marcia.revelez@angelo.edu	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=angelo_birds		60805ee8-a17e-48ce-8726-be447e4d8e1d	9c0a8aa8-4ce7-49ba-aac7-21a97234f886			no migrator	ORNIS,VertNet	United States	Angelo State University	Texas	Fri Mar 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	30660625-3ff0-402e-9ea5-2825aa032c52									6	North America			United States		Tom Green		16											1970-05-16																																							NW San Angelo, OC Fisher Reservoir, Angelo State University farm													05		30660625-3ff0-402e-9ea5-2825aa032c52									skin		Maxwell, Terry C					F		Texas						16 May 1970		near ASU farm, N Concho Reservoir area, NW San Angelo				1970	PhysicalObject		en									ASNHC	Birds			PreservedSpecimen												Picoides scalaris								Animalia	Chordata	Aves	Piciformes	Picidae	Picoides		scalaris		species		(Wagler, 1829)	Ladder-backed Woodpecker				
ASNHC	Angelo State Natural History Collections (ASNHC) - Ornithology Collection		Marcia Revelez	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=angelo_birds	marcia.revelez@angelo.edu	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=angelo_birds		60805ee8-a17e-48ce-8726-be447e4d8e1d	9c0a8aa8-4ce7-49ba-aac7-21a97234f886			no migrator	ORNIS,VertNet	United States	Angelo State University	Texas	Fri Mar 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	36020c31-dfc7-49f3-b3f1-3dee60680932									7	North America			United States		Tom Green		30											1970-05-30																																							San Angelo, OC Fisher Reservoir													05		36020c31-dfc7-49f3-b3f1-3dee60680932									skin		Maxwell, Terry C					M		Texas						30 May 1970		N Concho Dam area, San Angelo				1970	PhysicalObject		en									ASNHC	Birds			PreservedSpecimen												Progne subis								Animalia	Chordata	Aves	Passeriformes	Hirundinidae	Progne		subis		species		(Linnaeus, 1758)	Purple Martin				
ASNHC	Angelo State Natural History Collections (ASNHC) - Ornithology Collection		Marcia Revelez	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=angelo_birds	marcia.revelez@angelo.edu	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=angelo_birds		60805ee8-a17e-48ce-8726-be447e4d8e1d	9c0a8aa8-4ce7-49ba-aac7-21a97234f886			no migrator	ORNIS,VertNet	United States	Angelo State University	Texas	Fri Mar 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	d2e2d1e8-2e15-4093-8ea6-bb7300929563									8	North America			United States		Coke		13											1970-06-13																																							7 mi S Robert Lee, Coke county line, Clyde Bowen Ranch													06		d2e2d1e8-2e15-4093-8ea6-bb7300929563									skin		Maxwell, Terry C					M		Texas						13 June 1970		Clyde Bowen Ranch, 7 mi S. Robert Lee at Coke Co. line				1970	PhysicalObject		en									ASNHC	Birds			PreservedSpecimen												Psaltriparus minimus								Animalia	Chordata	Aves	Passeriformes	Paridae	Psaltriparus		minimus		species							
ASNHC	Angelo State Natural History Collections (ASNHC) - Ornithology Collection		Marcia Revelez	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=angelo_birds	marcia.revelez@angelo.edu	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=angelo_birds		60805ee8-a17e-48ce-8726-be447e4d8e1d	9c0a8aa8-4ce7-49ba-aac7-21a97234f886			no migrator	ORNIS,VertNet	United States	Angelo State University	Texas	Fri Mar 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	f9cc29b7-7d87-4bf4-ae71-7d6c9f656280									9	North America			United States		Coke		13											1970-06-13																																							7 mi S Robert Lee, Coke county line, Clyde Bowen Ranch													06		f9cc29b7-7d87-4bf4-ae71-7d6c9f656280									skin		Maxwell, Terry C					M		Texas						13 June 1970		Clyde Bowen Ranch, 7 mi S. Robert Lee at Coke Co. line				1970	PhysicalObject		en									ASNHC	Birds			PreservedSpecimen												Psaltriparus minimus								Animalia	Chordata	Aves	Passeriformes	Paridae	Psaltriparus		minimus		species							
ASNHC	Angelo State Natural History Collections (ASNHC) - Ornithology Collection		Marcia Revelez	http://ipt.vertnet.org:8080/iptstrays/archive.do?r=angelo_birds	marcia.revelez@angelo.edu	http://ipt.vertnet.org:8080/iptstrays/eml.do?r=angelo_birds		60805ee8-a17e-48ce-8726-be447e4d8e1d	9c0a8aa8-4ce7-49ba-aac7-21a97234f886			no migrator	ORNIS,VertNet	United States	Angelo State University	Texas	Fri Mar 06 00:00:00 UTC 2015	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	http://ipt.vertnet.org:8080/iptstrays/resource.do?r=angelo_birds	a34ccfc2-b9a3-48e4-bef5-20d3d814303d									10	North America			United States		Tom Green		06											1970-06-06																																							NW San Angelo, OC Fisher Reservoir													06		a34ccfc2-b9a3-48e4-bef5-20d3d814303d									skin		Maxwell, Terry C					F		Texas						06 June 1970		N Concho Reservoir, NW San Angelo				1970	PhysicalObject		en									ASNHC	Birds			PreservedSpecimen												Myiarchus cinerascens								Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiarchus		cinerascens		species		(Lawrence, 1851)	Ash-throated Flycatcher				
