UCM	UCM Birds	University of Colorado Museum of Natural History Birds Collection	Christy McCain	http://ipt.vertnet.org:8080/ipt/archive.do?r=ucm_birds	christy.mccain@colorado.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ucm_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	89337996-f762-11e1-a439-00145eb45e9a	4cadac10-3e7b-11d9-8439-b8a03c50a862		CC0	no migrator	ORNIS,VertNet,Arctos	United States	University of Colorado Museum of Natural History	Colorado	Wed Feb 05 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	urn:occurrence:Arctos:UCM:Bird:4072:2550376									4072	North America			United States		Harrison County	1940	26									26	wild caught	1940-01-26												G. Gregor Rohwer	1940-01-26 00:00:00.0				unverified			North America, United States, Mississippi, Harrison County				A			legacy	G. Gregor Rohwer	1								adult		5 miles north Gulfport, alt 10	G. Gregor Rohwer		Elevation: 10-10 unknown; elevation given as 10 with no units										01		urn:occurrence:Arctos:UCM:Bird:4072:2550376	study skin returned from Alex Cruz at Ramaley on 28 November 2012		http://arctos.database.museum/guid/UCM:Bird:4072				collector number=GGR 1118		study skin	<i>Molothrus ater ater</i> (accepted ID) identified by G. Gregor Rohwer on 1940; method: legacy	Collector(s): G. Gregor Rohwer	GGR 1118				female		Mississippi						26 January 1940		Mississippi, Harrison County, 5 miles north Gulfport, alt 10				1940	PhysicalObject	2014-12-05 09:55:54.0	en			http://vertnet.org/resources/norms.html		http://arctos.database.museum/guid/UCM:Bird:4072	urn:lsid:biocol.org:col:34854	96		UCM	Bird specimens			PreservedSpecimen	mask part attribute location		total length=181.5 mm; wing chord=96 mm; tail length=66 mm; tarsus length=26 mm; unformatted measurements=TL 181.5, W 96, T 66, B 17, D of B 10.5, Tar 26 ; sex=female ; age class=adult									Molothrus ater ater							Animalia; Chordata; Aves; Passeriformes; Icteridae;	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus		ater	ater					ICZN			
UCM	UCM Birds	University of Colorado Museum of Natural History Birds Collection	Christy McCain	http://ipt.vertnet.org:8080/ipt/archive.do?r=ucm_birds	christy.mccain@colorado.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ucm_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	89337996-f762-11e1-a439-00145eb45e9a	4cadac10-3e7b-11d9-8439-b8a03c50a862		CC0	no migrator	ORNIS,VertNet,Arctos	United States	University of Colorado Museum of Natural History	Colorado	Wed Feb 05 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	urn:occurrence:Arctos:UCM:Bird:3887:2551006									3887	North America			United States		Harrison County	1940	15									106	wild caught	1940-04-15												G. Gregor Rohwer	1940-04-15 00:00:00.0				unverified			North America, United States, Mississippi, Harrison County				A			legacy	G. Gregor Rohwer	1								adult		Handsboro, 6 mi N, Alt 20'	G. Gregor Rohwer							6.096				6.096	04		urn:occurrence:Arctos:UCM:Bird:3887:2551006			http://arctos.database.museum/guid/UCM:Bird:3887				collector number=GGR 1035		study skin	<i>Seiurus aurocapilla</i> (accepted ID) identified by G. Gregor Rohwer on 1940; method: legacy	Collector(s): G. Gregor Rohwer	GGR 1035				male		Mississippi						15 April 1940		Mississippi, Harrison County, Handsboro, 6 mi N, Alt 20'				1940	PhysicalObject	2014-12-05 09:55:55.0	en			http://vertnet.org/resources/norms.html		http://arctos.database.museum/guid/UCM:Bird:3887	urn:lsid:biocol.org:col:34854	96		UCM	Bird specimens			PreservedSpecimen	mask part attribute location		sex=male ; age class=adult ; total length=181 mm; unformatted measurements=TL 181									Seiurus aurocapilla							Animalia; Chordata; Aves; Passeriformes; Parulidae;	Animalia	Chordata	Aves	Passeriformes	Parulidae	Seiurus		aurocapilla						ICZN			
UCM	UCM Birds	University of Colorado Museum of Natural History Birds Collection	Christy McCain	http://ipt.vertnet.org:8080/ipt/archive.do?r=ucm_birds	christy.mccain@colorado.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ucm_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	89337996-f762-11e1-a439-00145eb45e9a	4cadac10-3e7b-11d9-8439-b8a03c50a862		CC0	no migrator	ORNIS,VertNet,Arctos	United States	University of Colorado Museum of Natural History	Colorado	Wed Feb 05 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	urn:occurrence:Arctos:UCM:Bird:2568:2551135									2568	North America			United States		Jefferson County	1916	28									149	wild caught	1916-05-28												W. H. Bergtold	1916-05-28 00:00:00.0				unverified			North America, United States, Colorado, Jefferson County				A			legacy	W. H. Bergtold	1										Deer Creek, southeast of Littleton	W. H. Bergtold												05		urn:occurrence:Arctos:UCM:Bird:2568:2551135	Cataloged by: Shi-Kuei Wu, 6 January 1994		http://arctos.database.museum/guid/UCM:Bird:2568						study skin	<i>Junco hyemalis caniceps</i> (accepted ID) identified by W. H. Bergtold on 1916; method: legacy	Collector(s): W. H. Bergtold					male		Colorado						28 May 1916		Colorado, Jefferson County, Deer Creek, southeast of Littleton				1916	PhysicalObject	2014-12-05 09:55:55.0	en			http://vertnet.org/resources/norms.html		http://arctos.database.museum/guid/UCM:Bird:2568	urn:lsid:biocol.org:col:34854	96		UCM	Bird specimens			PreservedSpecimen	mask part attribute location		sex=male									Junco hyemalis caniceps							Animalia; Chordata; Aves; Passeriformes; Emberizidae;	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco		hyemalis	caniceps					ICZN			
UCM	UCM Birds	University of Colorado Museum of Natural History Birds Collection	Christy McCain	http://ipt.vertnet.org:8080/ipt/archive.do?r=ucm_birds	christy.mccain@colorado.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ucm_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	89337996-f762-11e1-a439-00145eb45e9a	4cadac10-3e7b-11d9-8439-b8a03c50a862		CC0	no migrator	ORNIS,VertNet,Arctos	United States	University of Colorado Museum of Natural History	Colorado	Wed Feb 05 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	urn:occurrence:Arctos:UCM:Bird:2563:2551450									2563	North America			United States		Jefferson County	1916	19									79	wild caught	1916-03-19												W. H. Bergtold	1916-03-19 00:00:00.0				unverified			North America, United States, Colorado, Jefferson County				A			legacy	W. H. Bergtold	1										Deer Creek, southeast of Littleton	W. H. Bergtold												03		urn:occurrence:Arctos:UCM:Bird:2563:2551450	Cataloged by: Shi-Kuei Wu, 6 January 1994		http://arctos.database.museum/guid/UCM:Bird:2563						study skin	<i>Junco hyemalis mearnsi</i> (accepted ID) identified by W. H. Bergtold on 1916; method: legacy	Collector(s): W. H. Bergtold					female		Colorado						19 March 1916		Colorado, Jefferson County, Deer Creek, southeast of Littleton				1916	PhysicalObject	2014-12-05 09:55:55.0	en			http://vertnet.org/resources/norms.html		http://arctos.database.museum/guid/UCM:Bird:2563	urn:lsid:biocol.org:col:34854	96		UCM	Bird specimens			PreservedSpecimen	mask part attribute location		sex=female									Junco hyemalis mearnsi							Animalia; Chordata; Aves; Passeriformes; Emberizidae;	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco		hyemalis	mearnsi					ICZN			
UCM	UCM Birds	University of Colorado Museum of Natural History Birds Collection	Christy McCain	http://ipt.vertnet.org:8080/ipt/archive.do?r=ucm_birds	christy.mccain@colorado.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ucm_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	89337996-f762-11e1-a439-00145eb45e9a	4cadac10-3e7b-11d9-8439-b8a03c50a862		CC0	no migrator	ORNIS,VertNet,Arctos	United States	University of Colorado Museum of Natural History	Colorado	Wed Feb 05 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	urn:occurrence:Arctos:UCM:Bird:14487:2544311									14487	North America		4427	United States		Montezuma County	1906	05	37.349982	-108.5791							95	wild caught	1906-04-05										World Geodetic System 1984		Leslie Johnson	1906-04-05 00:00:00.0	not recorded		unknown	unverified		sage brush	North America, United States, Colorado, Montezuma County				A			legacy	Edward R. Warren	1										Cortez, 6250 ft	Leslie Johnson		LatLongRemarks: Used Cortez UTM. - Leslie Johnson; TRS Data: 36N, 16W, 26; Confidence Value = 4; UTM Zone: 12, northing 4136108, easting 713888; verificationstatus given as verified by curator					1905				1905	04		urn:occurrence:Arctos:UCM:Bird:14487:2544311	Cataloged by: R.L. Humphrey, 23 November 1999		http://arctos.database.museum/guid/UCM:Bird:14487				collector number=ERW 1416; original identifier=Colorado College Museum: CCM 5355		study skin	<i>Calcarius ornatus</i> (accepted ID) identified by Edward R. Warren on 1906; method: legacy	Collector(s): Edward R. Warren, H. R. Durand	ERW 1416				male		Colorado		37.349982/-108.5791	decimal degrees			5 April 1906		Colorado, Montezuma County, Cortez, 6250 ft, In sage brush				1906	PhysicalObject	2014-12-05 09:55:55.0	en			http://vertnet.org/resources/norms.html		http://arctos.database.museum/guid/UCM:Bird:14487	urn:lsid:biocol.org:col:34854	96		UCM	Bird specimens			PreservedSpecimen	mask part attribute location		sex=male ; total length=137 mm; extension=253 mm									Calcarius ornatus							Animalia; Chordata; Aves; Passeriformes; Calcariidae;	Animalia	Chordata	Aves	Passeriformes	Calcariidae	Calcarius		ornatus						ICZN			
UCM	UCM Birds	University of Colorado Museum of Natural History Birds Collection	Christy McCain	http://ipt.vertnet.org:8080/ipt/archive.do?r=ucm_birds	christy.mccain@colorado.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ucm_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	89337996-f762-11e1-a439-00145eb45e9a	4cadac10-3e7b-11d9-8439-b8a03c50a862		CC0	no migrator	ORNIS,VertNet,Arctos	United States	University of Colorado Museum of Natural History	Colorado	Wed Feb 05 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	urn:occurrence:Arctos:UCM:Bird:1539:2548876									1539	North America			United States			1920	06									158	wild caught	1920-06-06												unknown	1920-06-06 00:00:00.0				unverified			North America, United States				A			legacy	unknown	1										C.W. Rowland Lake	unknown												06		urn:occurrence:Arctos:UCM:Bird:1539:2548876	Cataloged by: C.P. Ortega, 30 April 1987		http://arctos.database.museum/guid/UCM:Bird:1539							<i>Chordeiles minor henryi</i> (accepted ID) identified by unknown on 1920; method: legacy	Collector(s): unknown					male								6 June 1920		United States, C.W. Rowland Lake				1920	PhysicalObject	2014-12-05 09:55:54.0	en			http://vertnet.org/resources/norms.html		http://arctos.database.museum/guid/UCM:Bird:1539	urn:lsid:biocol.org:col:34854	96		UCM	Bird specimens			PreservedSpecimen	mask part attribute location		sex=male									Chordeiles minor henryi							Animalia; Chordata; Aves; Caprimulgiformes; Caprimulgidae; Chordeilinae;	Animalia	Chordata	Aves	Caprimulgiformes	Caprimulgidae	Chordeiles		minor	henryi					ICZN			
UCM	UCM Birds	University of Colorado Museum of Natural History Birds Collection	Christy McCain	http://ipt.vertnet.org:8080/ipt/archive.do?r=ucm_birds	christy.mccain@colorado.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ucm_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	89337996-f762-11e1-a439-00145eb45e9a	4cadac10-3e7b-11d9-8439-b8a03c50a862		CC0	no migrator	ORNIS,VertNet,Arctos	United States	University of Colorado Museum of Natural History	Colorado	Wed Feb 05 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	urn:occurrence:Arctos:UCM:Bird:8465:2546077									8465	North America			United States		Cochise County	1924	19	31.93472	-109.21833							140	wild caught	1924-05-19										World Geodetic System 1984		Emily Braker	2014-11-24 00:00:00.0	GeoLocate		GeoLocate	unverified			North America, United States, Arizona, Cochise County				A			legacy	H. H. Kimball	1										Paradise	Emily Braker												05		urn:occurrence:Arctos:UCM:Bird:8465:2546077	in drawer with Myiarchus cinerascens (8 April 2009 HCR); Cataloged by: B. Romig, 7 October 1982		http://arctos.database.museum/guid/UCM:Bird:8465				UMMZ: University of Michigan Museum of Zoology=UMMZ 197687		study skin	<i>Myiarchus tuberculifer olivascens</i> (accepted ID) identified by H. H. Kimball on 1924; method: legacy	Collector(s): H. H. Kimball					male		Arizona		31.93472/-109.21833	decimal degrees			19 May 1924		Arizona, Cochise County, Paradise				1924	PhysicalObject	2014-12-05 09:55:53.0	en			http://vertnet.org/resources/norms.html		http://arctos.database.museum/guid/UCM:Bird:8465	urn:lsid:biocol.org:col:34854	96		UCM	Bird specimens			PreservedSpecimen	mask part attribute location		sex=male									Myiarchus tuberculifer olivascens							Animalia; Chordata; Aves; Passeriformes; Tyrannidae; Tyranninae;	Animalia	Chordata	Aves	Passeriformes	Tyrannidae	Myiarchus		tuberculifer	olivascens					ICZN			
UCM	UCM Birds	University of Colorado Museum of Natural History Birds Collection	Christy McCain	http://ipt.vertnet.org:8080/ipt/archive.do?r=ucm_birds	christy.mccain@colorado.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ucm_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	89337996-f762-11e1-a439-00145eb45e9a	4cadac10-3e7b-11d9-8439-b8a03c50a862		CC0	no migrator	ORNIS,VertNet,Arctos	United States	University of Colorado Museum of Natural History	Colorado	Wed Feb 05 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	urn:occurrence:Arctos:UCM:Bird:8374:2544102									8374	North America		7959	United States		Gilpin County	1939	11	39.859243	-105.50056							315	wild caught	1939-11-11										World Geodetic System 1984		Brad G. Millen	2009-05-26 00:00:00.0	GeoLocate		GeoLocate	unverified			North America, United States, Colorado, Gilpin County				A			legacy	G. Gregor Rohwer	1										4 miles south of Rollinsville, altitude 8000 feet	Brad G. Millen		LatLongRemarks: UTM Zone: 13, northing 4412063, easting 457183 (Todd Fielder); I placed point 4 mi S of Rollinsville; TRS Data: 2S, 73W, 24; Confidence Value = 4					2438.4				2438.4	11		urn:occurrence:Arctos:UCM:Bird:8374:2544102	Cataloged by: D.H. Berenbaum, 8 March 1982		http://arctos.database.museum/guid/UCM:Bird:8374				collector number=GGR 841		study skin	<i>Cyanocitta stelleri macrolopha</i> (accepted ID) identified by G. Gregor Rohwer on 1939; method: legacy	Collector(s): G. Gregor Rohwer	GGR 841				female		Colorado		30.4856331/-89.0269814	decimal degrees			11 November 1939		Colorado, Gilpin County, 4 miles south of Rollinsville, altitude 8000 feet				1939	PhysicalObject	2014-12-05 09:55:55.0	en			http://vertnet.org/resources/norms.html		http://arctos.database.museum/guid/UCM:Bird:8374	urn:lsid:biocol.org:col:34854	96		UCM	Bird specimens			PreservedSpecimen	mask part attribute location		sex=female ; unformatted measurements=274, -,-:-									Cyanocitta stelleri macrolopha							Animalia; Chordata; Aves; Passeriformes; Corvidae;	Animalia	Chordata	Aves	Passeriformes	Corvidae	Cyanocitta		stelleri	macrolopha					ICZN			
UCM	UCM Birds	University of Colorado Museum of Natural History Birds Collection	Christy McCain	http://ipt.vertnet.org:8080/ipt/archive.do?r=ucm_birds	christy.mccain@colorado.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ucm_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	89337996-f762-11e1-a439-00145eb45e9a	4cadac10-3e7b-11d9-8439-b8a03c50a862		CC0	no migrator	ORNIS,VertNet,Arctos	United States	University of Colorado Museum of Natural History	Colorado	Wed Feb 05 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	urn:occurrence:Arctos:UCM:Bird:8406:2544101									8406	North America		7959	United States		Gilpin County	1939	11	39.859243	-105.50056							315	wild caught	1939-11-11										World Geodetic System 1984		Brad G. Millen	2009-05-26 00:00:00.0	GeoLocate		GeoLocate	unverified			North America, United States, Colorado, Gilpin County				A			legacy	G. Gregor Rohwer	1										4 miles south of Rollinsville, altitude 8000 feet	Brad G. Millen		LatLongRemarks: UTM Zone: 13, northing 4412063, easting 457183 (Todd Fielder); I placed point 4 mi S of Rollinsville; TRS Data: 2S, 73W, 24; Confidence Value = 4					2438.4				2438.4	11		urn:occurrence:Arctos:UCM:Bird:8406:2544101	Cataloged by: D.H. Berenbaum, 7 May 1982		http://arctos.database.museum/guid/UCM:Bird:8406				collector number=GGR 843		study skin	<i>Poecile atricapillus</i> (accepted ID) identified by G. Gregor Rohwer on 1939; method: legacy	Collector(s): G. Gregor Rohwer	GGR 843				female		Colorado		30.4856331/-89.0269814	decimal degrees			11 November 1939		Colorado, Gilpin County, 4 miles south of Rollinsville, altitude 8000 feet				1939	PhysicalObject	2014-12-05 09:55:55.0	en			http://vertnet.org/resources/norms.html		http://arctos.database.museum/guid/UCM:Bird:8406	urn:lsid:biocol.org:col:34854	96		UCM	Bird specimens			PreservedSpecimen	mask part attribute location		sex=female ; unformatted measurements=134,-,-:-									Poecile atricapillus							Animalia; Chordata; Aves; Passeriformes; Paridae;  (Linnaeus, 1766)	Animalia	Chordata	Aves	Passeriformes	Paridae	Poecile		atricapillus						ICZN			
UCM	UCM Birds	University of Colorado Museum of Natural History Birds Collection	Christy McCain	http://ipt.vertnet.org:8080/ipt/archive.do?r=ucm_birds	christy.mccain@colorado.edu	http://ipt.vertnet.org:8080/ipt/eml.do?r=ucm_birds	http://creativecommons.org/publicdomain/zero/1.0 and http://vertnet.org/resources/norms.html	89337996-f762-11e1-a439-00145eb45e9a	4cadac10-3e7b-11d9-8439-b8a03c50a862		CC0	no migrator	ORNIS,VertNet,Arctos	United States	University of Colorado Museum of Natural History	Colorado	Wed Feb 05 00:00:00 UTC 2014	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_birds	urn:occurrence:Arctos:UCM:Bird:10111:2553360									10111	North America			United States			1873											wild caught	1873-01-01/1873-12-31			1873-01-01/1873-12-31									F. Gruber	1873-12-31 00:00:00.0				unverified			North America, United States, California				A			legacy	F. Gruber	1										Temea	F. Gruber														urn:occurrence:Arctos:UCM:Bird:10111:2553360	Cataloged by: C.P. Ortega, 20 May 1987		http://arctos.database.museum/guid/UCM:Bird:10111				original identifier=Colorado College Museum: CCM 4666		study skin	<i>Ixoreus naevius</i> (accepted ID) identified by F. Gruber on 1873; method: legacy	Collector(s): F. Gruber					male		California						1873		California, Temea					PhysicalObject	2014-12-05 09:55:52.0	en			http://vertnet.org/resources/norms.html		http://arctos.database.museum/guid/UCM:Bird:10111	urn:lsid:biocol.org:col:34854	96		UCM	Bird specimens			PreservedSpecimen	mask part attribute location		sex=male									Ixoreus naevius							Animalia; Chordata; Aves; Passeriformes; Turdidae; Turdinae;	Animalia	Chordata	Aves	Passeriformes	Turdidae	Ixoreus		naevius						ICZN			
